Orthogroup	Azeb	Tgra
OG0009505	mikado.HiC_scaffold_14.0G236.1	KUTeg_004975
OG0009507	mikado.HiC_scaffold_14.0G238.1	KUTeg_004976
OG0009508	mikado.HiC_scaffold_14.0G240.1	KUTeg_005616
OG0009509	mikado.HiC_scaffold_14.0G242.1	KUTeg_005610
OG0009510	mikado.HiC_scaffold_14.0G245.1	KUTeg_005059
OG0009511	mikado.HiC_scaffold_14.0G249.1	KUTeg_005370
OG0009512	mikado.HiC_scaffold_14.0G253.1	KUTeg_005392
OG0009513	mikado.HiC_scaffold_14.0G254.1	KUTeg_005393
OG0009514	mikado.HiC_scaffold_14.0G255.1	KUTeg_004794
OG0009515	mikado.HiC_scaffold_14.0G256.2, mikado.HiC_scaffold_14.0G256.1	KUTeg_005330
OG0009516	mikado.HiC_scaffold_14.0G261.1	KUTeg_007324
OG0009517	mikado.HiC_scaffold_14.0G265.1	KUTeg_005322
OG0009518	mikado.HiC_scaffold_14.0G271.1	KUTeg_005317
OG0009519	mikado.HiC_scaffold_14.0G273.1	KUTeg_005314
OG0009520	mikado.HiC_scaffold_14.0G276.1	KUTeg_005002
OG0009521	mikado.HiC_scaffold_14.0G277.1	KUTeg_005003
OG0009522	mikado.HiC_scaffold_14.0G280.1	KUTeg_005367
OG0009523	mikado.HiC_scaffold_14.0G288.1	KUTeg_004710
OG0009524	mikado.HiC_scaffold_14.0G287.1	KUTeg_004711
OG0009525	mikado.HiC_scaffold_14.0G289.1	KUTeg_004712
OG0009526	mikado.HiC_scaffold_14.0G293.1	KUTeg_005298
OG0009527	mikado.HiC_scaffold_14.0G298.1	KUTeg_005578
OG0009528	mikado.HiC_scaffold_14.0G299.1	KUTeg_005577
OG0009529	mikado.HiC_scaffold_14.0G300.1	KUTeg_005574
OG0009530	mikado.HiC_scaffold_14.0G306.1	KUTeg_004896
OG0009531	mikado.HiC_scaffold_14.0G318.1	KUTeg_005496
OG0009532	mikado.HiC_scaffold_14.0G319.1	KUTeg_005495
OG0009533	mikado.HiC_scaffold_14.0G321.1	KUTeg_005491
OG0009534	mikado.HiC_scaffold_14.0G322.1	KUTeg_005490
OG0009535	mikado.HiC_scaffold_14.0G332.1	KUTeg_005604
OG0009536	mikado.HiC_scaffold_14.0G333.1	KUTeg_004964
OG0009538	mikado.HiC_scaffold_14.0G340.1	KUTeg_004860
OG0009539	mikado.HiC_scaffold_14.0G343.1	KUTeg_004895
OG0009540	mikado.HiC_scaffold_14.0G344.1	KUTeg_004894
OG0009541	mikado.HiC_scaffold_14.0G349.1	KUTeg_005132
OG0009542	mikado.HiC_scaffold_14.0G350.1	KUTeg_005533
OG0009543	mikado.HiC_scaffold_14.0G353.1	KUTeg_005203
OG0009544	mikado.HiC_scaffold_14.0G357.1	KUTeg_005200
OG0009545	mikado.HiC_scaffold_14.0G358.1	KUTeg_005347
OG0009546	mikado.HiC_scaffold_14.0G361.1	KUTeg_005345
OG0009547	mikado.HiC_scaffold_14.0G362.1	KUTeg_005342
OG0009548	mikado.HiC_scaffold_14.0G363.1	KUTeg_005340
OG0009549	mikado.HiC_scaffold_14.0G365.1	KUTeg_004721
OG0009550	mikado.HiC_scaffold_14.0G366.1	KUTeg_004720
OG0009551	mikado.HiC_scaffold_14.0G367.1	KUTeg_004719
OG0009552	mikado.HiC_scaffold_14.0G369.1	KUTeg_005458
OG0009553	mikado.HiC_scaffold_14.0G373.1	KUTeg_005193
OG0009554	mikado.HiC_scaffold_14.0G374.1	KUTeg_005194
OG0009555	mikado.HiC_scaffold_14.0G380.1	KUTeg_005631
OG0009556	mikado.HiC_scaffold_14.0G381.1	KUTeg_005630
OG0009557	mikado.HiC_scaffold_14.0G382.1	KUTeg_005629
OG0009558	mikado.HiC_scaffold_14.0G383.1	KUTeg_005628
OG0009559	mikado.HiC_scaffold_14.0G384.1	KUTeg_005636
OG0009560	mikado.HiC_scaffold_14.0G385.1	KUTeg_005627
OG0009561	mikado.HiC_scaffold_14.0G386.1	KUTeg_005635
OG0009562	mikado.HiC_scaffold_14.0G388.1	KUTeg_005511
OG0009563	mikado.HiC_scaffold_14.0G389.1	KUTeg_005512
OG0009564	mikado.HiC_scaffold_14.0G391.1	KUTeg_005510
OG0009565	mikado.HiC_scaffold_14.0G392.1	KUTeg_004840
OG0009566	mikado.HiC_scaffold_14.0G397.1	KUTeg_005170
OG0009568	mikado.HiC_scaffold_14.0G400.1	KUTeg_004858
OG0009569	mikado.HiC_scaffold_14.0G401.1, mikado.HiC_scaffold_14.0G878.1	KUTeg_005229
OG0009571	mikado.HiC_scaffold_14.0G404.1	KUTeg_004857
OG0009572	mikado.HiC_scaffold_14.0G409.1	KUTeg_005247
OG0009573	mikado.HiC_scaffold_14.0G410.1	KUTeg_005240
OG0009574	mikado.HiC_scaffold_14.0G414.1	KUTeg_005243
OG0009575	mikado.HiC_scaffold_14.0G415.1	KUTeg_004807
OG0009576	mikado.HiC_scaffold_14.0G416.1	KUTeg_005431
OG0009577	mikado.HiC_scaffold_14.0G417.1	KUTeg_005434
OG0009578	mikado.HiC_scaffold_14.0G418.1	KUTeg_005107
OG0009579	mikado.HiC_scaffold_14.0G419.1	KUTeg_005106
OG0009580	mikado.HiC_scaffold_14.0G422.1	KUTeg_005104
OG0009581	mikado.HiC_scaffold_14.0G421.1	KUTeg_005103
OG0009582	mikado.HiC_scaffold_14.0G423.1	KUTeg_005089
OG0009583	mikado.HiC_scaffold_14.0G425.1	KUTeg_005486
OG0009584	mikado.HiC_scaffold_14.0G426.1	KUTeg_005485
OG0009585	mikado.HiC_scaffold_14.0G431.1	KUTeg_005378, KUTeg_005382
OG0009586	mikado.HiC_scaffold_14.0G432.2, mikado.HiC_scaffold_14.0G432.1	KUTeg_005386
OG0009587	mikado.HiC_scaffold_14.0G433.1	KUTeg_005246
OG0009588	mikado.HiC_scaffold_14.0G434.1	KUTeg_005245
OG0009589	mikado.HiC_scaffold_14.0G435.1	KUTeg_005244
OG0009590	mikado.HiC_scaffold_14.0G436.1	KUTeg_005249
OG0009591	mikado.HiC_scaffold_14.0G437.1	KUTeg_005248
OG0009592	mikado.HiC_scaffold_14.0G439.1	KUTeg_004851
OG0009593	mikado.HiC_scaffold_14.0G442.1	KUTeg_004967
OG0009594	mikado.HiC_scaffold_14.0G459.1	KUTeg_014675
OG0009595	mikado.HiC_scaffold_14.0G465.1	KUTeg_005560
OG0009596	mikado.HiC_scaffold_14.0G469.1	KUTeg_005559
OG0009598	mikado.HiC_scaffold_14.0G478.1, mikado.HiC_scaffold_14.0G479.1	KUTeg_004786
OG0009599	mikado.HiC_scaffold_14.0G480.1	KUTeg_004785
OG0009600	mikado.HiC_scaffold_14.0G482.1	KUTeg_005044
OG0009601	mikado.HiC_scaffold_14.0G490.1, mikado.HiC_scaffold_14.0G487.1	KUTeg_005542
OG0009602	mikado.HiC_scaffold_14.0G491.1	KUTeg_005541
OG0009603	mikado.HiC_scaffold_14.0G493.1	KUTeg_005187
OG0009604	mikado.HiC_scaffold_14.0G498.1	KUTeg_004823
OG0009605	mikado.HiC_scaffold_14.0G499.1	KUTeg_005206
OG0009606	mikado.HiC_scaffold_14.0G500.1	KUTeg_005207
OG0009607	mikado.HiC_scaffold_14.0G501.1	KUTeg_004829
OG0009608	mikado.HiC_scaffold_14.0G502.1	KUTeg_004828
OG0009609	mikado.HiC_scaffold_14.0G503.1	KUTeg_004824
OG0009610	mikado.HiC_scaffold_14.0G526.1, mikado.HiC_scaffold_14.0G526.2	KUTeg_004875
OG0009611	mikado.HiC_scaffold_14.0G527.1	KUTeg_005441
OG0009612	mikado.HiC_scaffold_14.0G529.1	KUTeg_004842
OG0009613	mikado.HiC_scaffold_14.0G530.1	KUTeg_004731
OG0009614	mikado.HiC_scaffold_14.0G537.1	KUTeg_005153
OG0009615	mikado.HiC_scaffold_14.0G539.1	KUTeg_010611
OG0009616	mikado.HiC_scaffold_14.0G540.1	KUTeg_005151
OG0009617	mikado.HiC_scaffold_14.0G541.1	KUTeg_005152
OG0009618	mikado.HiC_scaffold_14.0G547.1	KUTeg_004900
OG0009619	mikado.HiC_scaffold_14.0G550.1	KUTeg_005145
OG0009620	mikado.HiC_scaffold_14.0G554.1	KUTeg_005303
OG0009621	mikado.HiC_scaffold_14.0G555.1	KUTeg_005301
OG0009622	mikado.HiC_scaffold_14.0G565.1	KUTeg_005016
OG0009623	mikado.HiC_scaffold_14.0G568.1	KUTeg_005654
OG0009624	mikado.HiC_scaffold_14.0G570.1	KUTeg_014764
OG0009625	mikado.HiC_scaffold_14.0G572.1	KUTeg_004862
OG0009626	mikado.HiC_scaffold_14.0G574.1	KUTeg_004863
OG0009627	mikado.HiC_scaffold_14.0G578.1	KUTeg_010651
OG0009628	mikado.HiC_scaffold_14.0G583.1	KUTeg_005118
OG0009629	mikado.HiC_scaffold_14.0G586.1	KUTeg_005471
OG0009630	mikado.HiC_scaffold_14.0G594.1	KUTeg_005173
OG0009632	mikado.HiC_scaffold_14.0G610.1	KUTeg_005275
OG0009633	mikado.HiC_scaffold_14.0G611.1	KUTeg_005280
OG0009634	mikado.HiC_scaffold_14.0G616.1	KUTeg_012579
OG0009635	mikado.HiC_scaffold_14.0G623.1	KUTeg_004957
OG0009636	mikado.HiC_scaffold_14.0G624.1	KUTeg_005348
OG0009637	mikado.HiC_scaffold_14.0G626.1	KUTeg_004960
OG0009638	mikado.HiC_scaffold_14.0G633.1	KUTeg_004956
OG0009639	mikado.HiC_scaffold_14.0G634.1	KUTeg_004953
OG0009640	mikado.HiC_scaffold_14.0G635.1	KUTeg_005525
OG0009641	mikado.HiC_scaffold_14.0G644.1	KUTeg_005478
OG0009643	mikado.HiC_scaffold_18.0G882.1, mikado.HiC_scaffold_14.0G656.1	KUTeg_011284
OG0009644	mikado.HiC_scaffold_14.0G657.1	KUTeg_005641
OG0009645	mikado.HiC_scaffold_14.0G658.1	KUTeg_005012
OG0009646	mikado.HiC_scaffold_14.0G663.1	KUTeg_005013
OG0009648	mikado.HiC_scaffold_14.0G676.1	KUTeg_005135
OG0009649	mikado.HiC_scaffold_14.0G680.1	KUTeg_005401
OG0009650	mikado.HiC_scaffold_14.0G681.1	KUTeg_004982
OG0009651	mikado.HiC_scaffold_14.0G682.1	KUTeg_004977
OG0009652	mikado.HiC_scaffold_14.0G684.1	KUTeg_004978
OG0009653	mikado.HiC_scaffold_14.0G687.1	KUTeg_004973
OG0009654	mikado.HiC_scaffold_14.0G689.1	KUTeg_005527
OG0009655	mikado.HiC_scaffold_14.0G697.1	KUTeg_003297
OG0009656	mikado.HiC_scaffold_14.0G715.1	KUTeg_005361
OG0009657	mikado.HiC_scaffold_14.0G719.1	KUTeg_008098
OG0009658	mikado.HiC_scaffold_14.0G721.1	KUTeg_005310
OG0009659	mikado.HiC_scaffold_14.0G722.1	KUTeg_005309
OG0009660	mikado.HiC_scaffold_14.0G726.1, mikado.HiC_scaffold_14.0G728.1	KUTeg_005414
OG0009661	mikado.HiC_scaffold_14.0G738.1	KUTeg_004687
OG0009662	mikado.HiC_scaffold_14.0G758.1	KUTeg_005031
OG0009663	mikado.HiC_scaffold_14.0G760.1	KUTeg_004691
OG0009665	mikado.HiC_scaffold_14.0G766.1	KUTeg_005608
OG0009666	mikado.HiC_scaffold_14.0G768.1	KUTeg_005607
OG0009667	mikado.HiC_scaffold_14.0G793.1	KUTeg_001235
OG0009669	mikado.HiC_scaffold_14.0G800.1, mikado.HiC_scaffold_14.0G801.1	KUTeg_005069
OG0009670	mikado.HiC_scaffold_14.0G805.1	KUTeg_004835
OG0009671	mikado.HiC_scaffold_14.0G807.1	KUTeg_005210
OG0009672	mikado.HiC_scaffold_14.0G809.1	KUTeg_005172
OG0009673	mikado.HiC_scaffold_14.0G810.1	KUTeg_005171
OG0009674	mikado.HiC_scaffold_14.0G811.1	KUTeg_004936
OG0009675	mikado.HiC_scaffold_14.0G813.1	KUTeg_004937
OG0009676	mikado.HiC_scaffold_14.0G814.1	KUTeg_004938
OG0009678	mikado.HiC_scaffold_14.0G820.1	KUTeg_004850
OG0009679	mikado.HiC_scaffold_14.0G835.1	KUTeg_004725
OG0009680	mikado.HiC_scaffold_14.0G841.1	KUTeg_005515
OG0009681	mikado.HiC_scaffold_14.0G840.1	KUTeg_005516
OG0009682	mikado.HiC_scaffold_14.0G856.1	KUTeg_004889
OG0009683	mikado.HiC_scaffold_14.0G858.1	KUTeg_004890
OG0009685	mikado.HiC_scaffold_14.0G861.1	KUTeg_005665
OG0009686	mikado.HiC_scaffold_14.0G880.1	KUTeg_005417
OG0009687	mikado.HiC_scaffold_14.0G885.1	KUTeg_005308
OG0009689	mikado.HiC_scaffold_14.0G896.1	KUTeg_005049
OG0009690	mikado.HiC_scaffold_14.0G898.1	KUTeg_005391
OG0009691	mikado.HiC_scaffold_14.0G899.1	KUTeg_005375
OG0009692	mikado.HiC_scaffold_14.0G901.1	KUTeg_005293
OG0009693	mikado.HiC_scaffold_14.0G902.1	KUTeg_005290
OG0009694	mikado.HiC_scaffold_14.0G903.1	KUTeg_005425
OG0009695	mikado.HiC_scaffold_14.0G906.1	KUTeg_004848
OG0009696	mikado.HiC_scaffold_14.0G910.1	KUTeg_014476
OG0009697	mikado.HiC_scaffold_14.0G911.1	KUTeg_005588
OG0009698	mikado.HiC_scaffold_14.0G912.1	KUTeg_005589
OG0009699	mikado.HiC_scaffold_14.0G914.1	KUTeg_005590
OG0009701	mikado.HiC_scaffold_14.0G922.1	KUTeg_005622
OG0009703	mikado.HiC_scaffold_14.0G932.1	KUTeg_004943
OG0009704	mikado.HiC_scaffold_14.0G949.1	KUTeg_004692
OG0009705	mikado.HiC_scaffold_14.0G950.1	KUTeg_005286
OG0009706	mikado.HiC_scaffold_14.0G953.1	KUTeg_005263
OG0009707	mikado.HiC_scaffold_14.0G954.1	KUTeg_005268
OG0009708	mikado.HiC_scaffold_14.0G955.1	KUTeg_005266
OG0009709	mikado.HiC_scaffold_14.0G956.1	KUTeg_005267
OG0009710	mikado.HiC_scaffold_14.0G957.1	KUTeg_004872
OG0009711	mikado.HiC_scaffold_14.0G959.1	KUTeg_004879
OG0009712	mikado.HiC_scaffold_14.0G960.1	KUTeg_005565
OG0009713	mikado.HiC_scaffold_14.0G962.1	KUTeg_005566
OG0009714	mikado.HiC_scaffold_14.0G967.1	KUTeg_005457
OG0009715	mikado.HiC_scaffold_14.0G968.1	KUTeg_005501
OG0009716	mikado.HiC_scaffold_14.0G978.1, mikado.HiC_scaffold_14.0G977.1	KUTeg_005116
OG0009717	mikado.HiC_scaffold_14.0G983.1	KUTeg_005231
OG0009718	mikado.HiC_scaffold_14.0G989.1	KUTeg_005232
OG0009719	mikado.HiC_scaffold_14.0G994.2	KUTeg_005236
OG0009720	mikado.HiC_scaffold_14.0G995.1	KUTeg_005237
OG0009721	mikado.HiC_scaffold_14.0G996.1	KUTeg_004689
OG0009722	mikado.HiC_scaffold_14.0G998.1	KUTeg_005503
OG0009723	mikado.HiC_scaffold_14.0G1001.1	KUTeg_005580
OG0009724	mikado.HiC_scaffold_14.0G1008.1	KUTeg_005335
OG0009725	mikado.HiC_scaffold_14.0G1011.1	KUTeg_004713
OG0009726	mikado.HiC_scaffold_14.0G1012.1	KUTeg_004714
OG0009727	mikado.HiC_scaffold_14.0G1014.1	KUTeg_005176
OG0009728	mikado.HiC_scaffold_14.0G1025.1	KUTeg_005555
OG0009729	mikado.HiC_scaffold_14.0G1026.1	KUTeg_005557
OG0009730	mikado.HiC_scaffold_14.0G1028.1	KUTeg_005549
OG0009731	mikado.HiC_scaffold_14.0G1030.1	KUTeg_004916
OG0009732	mikado.HiC_scaffold_14.0G1031.1	KUTeg_004917
OG0009733	mikado.HiC_scaffold_14.0G1042.1	KUTeg_005329
OG0009734	mikado.HiC_scaffold_14.0G1044.1	KUTeg_004766
OG0009735	mikado.HiC_scaffold_14.0G1045.1	KUTeg_004767
OG0009736	mikado.HiC_scaffold_14.0G1046.1	KUTeg_004770
OG0009737	mikado.HiC_scaffold_14.0G1049.1	KUTeg_006362
OG0009738	mikado.HiC_scaffold_14.0G1060.1	KUTeg_005593
OG0009739	mikado.HiC_scaffold_14.0G1063.1	KUTeg_024906
OG0009740	mikado.HiC_scaffold_14.0G1064.1	KUTeg_005134
OG0009741	mikado.HiC_scaffold_14.0G1065.2	KUTeg_005133
OG0009742	mikado.HiC_scaffold_14.0G1067.1	KUTeg_005304
OG0009743	mikado.HiC_scaffold_14.0G1068.1	KUTeg_005163
OG0009744	mikado.HiC_scaffold_14.0G1069.1	KUTeg_005164
OG0009745	mikado.HiC_scaffold_14.0G1071.1	KUTeg_010558, KUTeg_003923
OG0009746	mikado.HiC_scaffold_14.0G1074.1	KUTeg_005065
OG0009747	mikado.HiC_scaffold_14.0G1077.1	KUTeg_005184
OG0009748	mikado.HiC_scaffold_14.0G1082.1	KUTeg_005620
OG0009749	mikado.HiC_scaffold_14.0G1083.1	KUTeg_004836
OG0009750	mikado.HiC_scaffold_14.0G1086.1	KUTeg_005408
OG0009751	mikado.HiC_scaffold_14.0G1087.1	KUTeg_005409
OG0009752	mikado.HiC_scaffold_14.0G1090.1	KUTeg_005300
OG0009753	mikado.HiC_scaffold_14.0G1092.1	KUTeg_004914
OG0009754	mikado.HiC_scaffold_14.0G1093.1	KUTeg_005261
OG0009755	mikado.HiC_scaffold_14.0G1096.1	KUTeg_005295
OG0009756	mikado.HiC_scaffold_14.0G1097.1	KUTeg_005043
OG0009757	mikado.HiC_scaffold_14.0G1100.1	KUTeg_004765
OG0009758	mikado.HiC_scaffold_14.0G1105.1	KUTeg_004704
OG0009759	mikado.HiC_scaffold_14.0G1107.1	KUTeg_004703
OG0009760	mikado.HiC_scaffold_14.0G1108.1	KUTeg_004707
OG0009761	mikado.HiC_scaffold_14.0G1110.1	KUTeg_004702
OG0009762	mikado.HiC_scaffold_14.0G1121.1	KUTeg_005450
OG0009763	mikado.HiC_scaffold_14.0G1122.1	KUTeg_004808
OG0009764	mikado.HiC_scaffold_14.0G1127.1	KUTeg_005568
OG0009765	mikado.HiC_scaffold_14.0G1128.1	KUTeg_005563
OG0009766	mikado.HiC_scaffold_14.0G1152.1	KUTeg_004883
OG0009767	mikado.HiC_scaffold_14.0G1159.1	KUTeg_005797
OG0009768	mikado.HiC_scaffold_14.0G1160.1	KUTeg_024942
OG0009769	mikado.HiC_scaffold_14.0G1161.1	KUTeg_005410
OG0009770	mikado.HiC_scaffold_14.0G1162.1	KUTeg_005411
OG0009771	mikado.HiC_scaffold_14.0G1163.1	KUTeg_005412
OG0009772	mikado.HiC_scaffold_14.0G1164.1	KUTeg_004962
OG0009773	mikado.HiC_scaffold_14.0G1170.1	KUTeg_005440
OG0009774	mikado.HiC_scaffold_14.0G1172.1	KUTeg_005439
OG0009776	mikado.HiC_scaffold_14.0G1177.1, mikado.HiC_scaffold_14.0G1175.1	KUTeg_005292
OG0009777	mikado.HiC_scaffold_14.0G1180.1	KUTeg_004026, KUTeg_004025
OG0009779	mikado.HiC_scaffold_14.0G1183.1	KUTeg_005213
OG0009780	mikado.HiC_scaffold_14.0G1190.1	KUTeg_005448
OG0009781	mikado.HiC_scaffold_14.0G1197.1, mikado.HiC_scaffold_16.0G1307.1	KUTeg_021368
OG0009782	mikado.HiC_scaffold_14.0G1207.1	KUTeg_004987
OG0009783	mikado.HiC_scaffold_14.0G1210.1	KUTeg_005033
OG0009784	mikado.HiC_scaffold_14.0G1211.1	KUTeg_005032
OG0009785	mikado.HiC_scaffold_14.0G1213.1	KUTeg_005027
OG0009787	mikado.HiC_scaffold_14.0G1232.1	KUTeg_005307
OG0009789	mikado.HiC_scaffold_14.0G1240.1	KUTeg_004925
OG0009790	mikado.HiC_scaffold_14.0G1242.1	KUTeg_005569
OG0009791	mikado.HiC_scaffold_14.0G1245.1	KUTeg_004855
OG0009792	mikado.HiC_scaffold_14.0G1247.1	KUTeg_004854
OG0009793	mikado.HiC_scaffold_14.0G1249.1	KUTeg_004744
OG0009794	mikado.HiC_scaffold_14.0G1253.1	KUTeg_004742
OG0009795	mikado.HiC_scaffold_14.0G1255.1	KUTeg_005091
OG0009798	mikado.HiC_scaffold_14.0G1266.1	KUTeg_004911
OG0009800	mikado.HiC_scaffold_14.0G1272.1	KUTeg_019146
OG0009801	mikado.HiC_scaffold_14.0G1273.1	KUTeg_005508
OG0009802	mikado.HiC_scaffold_14.0G1274.1	KUTeg_005506
OG0009803	mikado.HiC_scaffold_14.0G1278.1	KUTeg_005509
OG0009804	mikado.HiC_scaffold_14.0G1281.1	KUTeg_005429
OG0009805	mikado.HiC_scaffold_14.0G1283.1	KUTeg_005389
OG0009808	mikado.HiC_scaffold_15.0G22.1	KUTeg_020662
OG0009809	mikado.HiC_scaffold_15.0G24.1	KUTeg_020661
OG0009810	mikado.HiC_scaffold_15.0G23.1	KUTeg_020660
OG0009811	mikado.HiC_scaffold_15.0G25.1	KUTeg_021188
OG0009813	mikado.HiC_scaffold_15.0G35.1	KUTeg_014126
OG0009814	mikado.HiC_scaffold_15.0G36.1	KUTeg_020559
OG0009815	mikado.HiC_scaffold_15.0G43.1	KUTeg_020191
OG0009817	mikado.HiC_scaffold_15.0G64.1	KUTeg_020172
OG0009818	mikado.HiC_scaffold_15.0G65.1	KUTeg_020869
OG0009819	mikado.HiC_scaffold_15.0G66.1	KUTeg_020951
OG0009820	mikado.HiC_scaffold_15.0G74.1	KUTeg_020663
OG0009821	mikado.HiC_scaffold_15.0G82.1	KUTeg_020870
OG0009822	mikado.HiC_scaffold_15.0G84.1	KUTeg_020871
OG0009824	mikado.HiC_scaffold_15.0G99.1	KUTeg_020073
OG0009825	mikado.HiC_scaffold_15.0G98.1	KUTeg_020068
OG0009826	mikado.HiC_scaffold_15.0G100.1	KUTeg_021296
OG0009827	mikado.HiC_scaffold_15.0G102.1	KUTeg_020652
OG0009828	mikado.HiC_scaffold_15.0G105.1	KUTeg_020657
OG0009829	mikado.HiC_scaffold_15.0G107.1	KUTeg_020206
OG0009830	mikado.HiC_scaffold_15.0G109.1	KUTeg_021091
OG0009831	mikado.HiC_scaffold_15.0G110.1	KUTeg_021087
OG0009832	mikado.HiC_scaffold_15.0G112.1	KUTeg_021093
OG0009833	mikado.HiC_scaffold_15.0G114.1	KUTeg_021088
OG0009834	mikado.HiC_scaffold_15.0G115.1	KUTeg_013829
OG0009835	mikado.HiC_scaffold_15.0G116.1	KUTeg_013833
OG0009837	mikado.HiC_scaffold_15.0G120.1	KUTeg_021184
OG0009838	mikado.HiC_scaffold_15.0G121.1	KUTeg_021187
OG0009839	mikado.HiC_scaffold_15.0G122.1	KUTeg_021180
OG0009840	mikado.HiC_scaffold_15.0G123.1, mikado.HiC_scaffold_15.0G1618.1	KUTeg_020787
OG0009841	mikado.HiC_scaffold_15.0G124.1	KUTeg_018176
OG0009842	mikado.HiC_scaffold_15.0G127.1	KUTeg_020866
OG0009843	mikado.HiC_scaffold_15.0G128.1	KUTeg_020868
OG0009844	mikado.HiC_scaffold_15.0G129.1	KUTeg_020863
OG0009845	mikado.HiC_scaffold_15.0G131.1	KUTeg_020565
OG0009846	mikado.HiC_scaffold_15.0G132.1	KUTeg_020564
OG0009847	mikado.HiC_scaffold_15.0G133.1	KUTeg_020561
OG0009848	mikado.HiC_scaffold_15.0G139.1	KUTeg_020689
OG0009849	mikado.HiC_scaffold_15.0G144.1	KUTeg_020684
OG0009850	mikado.HiC_scaffold_15.0G145.1	KUTeg_021206
OG0009851	mikado.HiC_scaffold_15.0G146.1	KUTeg_021207
OG0009852	mikado.HiC_scaffold_15.0G148.1	KUTeg_020472
OG0009853	mikado.HiC_scaffold_15.0G303.1, mikado.HiC_scaffold_15.0G150.1	KUTeg_021327
OG0009854	mikado.HiC_scaffold_15.0G158.1	KUTeg_021331
OG0009855	mikado.HiC_scaffold_15.0G159.1	KUTeg_021329
OG0009856	mikado.HiC_scaffold_15.0G162.1	KUTeg_020827
OG0009858	mikado.HiC_scaffold_15.0G167.1	KUTeg_020830
OG0009859	mikado.HiC_scaffold_15.0G168.1	KUTeg_020831
OG0009860	mikado.HiC_scaffold_15.0G169.1	KUTeg_020829
OG0009861	mikado.HiC_scaffold_15.0G170.1	KUTeg_020834
OG0009862	mikado.HiC_scaffold_15.0G171.1	KUTeg_020337
OG0009864	mikado.HiC_scaffold_15.0G190.1	KUTeg_011550
OG0009865	mikado.HiC_scaffold_15.0G192.1	KUTeg_020262
OG0009866	mikado.HiC_scaffold_15.0G198.1	KUTeg_021234
OG0009867	mikado.HiC_scaffold_15.0G201.1	KUTeg_020517
OG0009868	mikado.HiC_scaffold_15.0G202.1	KUTeg_020298
OG0009869	mikado.HiC_scaffold_15.0G203.1	KUTeg_020520
OG0009870	mikado.HiC_scaffold_15.0G206.1	KUTeg_020297
OG0009871	mikado.HiC_scaffold_15.0G207.1	KUTeg_020519
OG0009872	mikado.HiC_scaffold_15.0G209.1	KUTeg_020396
OG0009873	mikado.HiC_scaffold_15.0G211.1	KUTeg_020400
OG0009875	mikado.HiC_scaffold_15.0G222.1	KUTeg_021161
OG0009876	mikado.HiC_scaffold_15.0G225.1	KUTeg_021159
OG0009878	mikado.HiC_scaffold_15.0G235.1	KUTeg_021005
OG0009879	mikado.HiC_scaffold_15.0G245.1	KUTeg_020796
OG0009880	mikado.HiC_scaffold_15.0G249.1	KUTeg_020429
OG0009883	mikado.HiC_scaffold_15.0G268.1	KUTeg_020463
OG0009884	mikado.HiC_scaffold_15.0G269.1	KUTeg_020465
OG0009885	mikado.HiC_scaffold_15.0G270.1	KUTeg_021317
OG0009886	mikado.HiC_scaffold_15.0G271.1	KUTeg_021316
OG0009887	mikado.HiC_scaffold_15.0G272.1	KUTeg_021321
OG0009888	mikado.HiC_scaffold_15.0G280.1	KUTeg_021325
OG0009889	mikado.HiC_scaffold_15.0G283.1	KUTeg_021323
OG0009890	mikado.HiC_scaffold_15.0G284.1	KUTeg_021322
OG0009891	mikado.HiC_scaffold_15.0G285.1	KUTeg_020095
OG0009892	mikado.HiC_scaffold_15.0G286.1	KUTeg_020097
OG0009893	mikado.HiC_scaffold_15.0G292.1	KUTeg_002042
OG0009894	mikado.HiC_scaffold_15.0G293.1, mikado.HiC_scaffold_15.0G294.1	KUTeg_001224
OG0009895	mikado.HiC_scaffold_15.0G295.1	KUTeg_020101
OG0009896	mikado.HiC_scaffold_15.0G299.1	KUTeg_020948
OG0009898	mikado.HiC_scaffold_15.0G309.1	KUTeg_020569
OG0009899	mikado.HiC_scaffold_15.0G319.1	KUTeg_020724
OG0009900	mikado.HiC_scaffold_15.0G321.1	KUTeg_020723
OG0009901	mikado.HiC_scaffold_15.0G322.1	KUTeg_021140
OG0009903	mikado.HiC_scaffold_15.0G327.1	KUTeg_021142
OG0009904	mikado.HiC_scaffold_15.0G339.1	KUTeg_020230
OG0009905	mikado.HiC_scaffold_15.0G340.1	KUTeg_020221
OG0009906	mikado.HiC_scaffold_15.0G341.1	KUTeg_020220
OG0009907	mikado.HiC_scaffold_15.0G343.1	KUTeg_020223
OG0009908	mikado.HiC_scaffold_15.0G346.1	KUTeg_020213
OG0009909	mikado.HiC_scaffold_15.0G353.1	KUTeg_020858
OG0009910	mikado.HiC_scaffold_15.0G355.1	KUTeg_021084
OG0009911	mikado.HiC_scaffold_15.0G356.1	KUTeg_021089
OG0009912	mikado.HiC_scaffold_15.0G358.1	KUTeg_020655
OG0009913	mikado.HiC_scaffold_15.0G366.1	KUTeg_011902
OG0009914	mikado.HiC_scaffold_15.0G367.1	KUTeg_011903, KUTeg_011901
OG0009915	mikado.HiC_scaffold_15.0G371.1	KUTeg_012708
OG0009916	mikado.HiC_scaffold_15.0G374.1	KUTeg_012676
