Orthogroup	Azeb	Sbro
OG0009625	mikado.HiC_scaffold_14.0G572.1	EVM0013938.1
OG0009626	mikado.HiC_scaffold_14.0G574.1	EVM0016787.1
OG0009627	mikado.HiC_scaffold_14.0G578.1	EVM0021071.1
OG0009628	mikado.HiC_scaffold_14.0G583.1	EVM0004400.1
OG0009629	mikado.HiC_scaffold_14.0G586.1	EVM0015621.1
OG0009630	mikado.HiC_scaffold_14.0G594.1	EVM0004900.1
OG0009632	mikado.HiC_scaffold_14.0G610.1	EVM0021812.1
OG0009633	mikado.HiC_scaffold_14.0G611.1	EVM0008694.1
OG0009634	mikado.HiC_scaffold_14.0G616.1	EVM0009843.1
OG0009635	mikado.HiC_scaffold_14.0G623.1	EVM0002329.1
OG0009636	mikado.HiC_scaffold_14.0G624.1	EVM0021683.1
OG0009637	mikado.HiC_scaffold_14.0G626.1	EVM0012644.1
OG0009638	mikado.HiC_scaffold_14.0G633.1	EVM0011538.1
OG0009639	mikado.HiC_scaffold_14.0G634.1	EVM0004882.1
OG0009640	mikado.HiC_scaffold_14.0G635.1	EVM0019868.1
OG0009641	mikado.HiC_scaffold_14.0G644.1	EVM0001774.1
OG0009642	mikado.HiC_scaffold_14.0G651.1	EVM0003656.1, EVM0001031.1
OG0009644	mikado.HiC_scaffold_14.0G657.1	EVM0007924.1
OG0009645	mikado.HiC_scaffold_14.0G658.1	EVM0007670.1
OG0009646	mikado.HiC_scaffold_14.0G663.1	EVM0000735.1
OG0009647	mikado.HiC_scaffold_14.0G665.1, mikado.HiC_scaffold_14.0G664.1	EVM0019144.1
OG0009648	mikado.HiC_scaffold_14.0G676.1	EVM0015765.1
OG0009649	mikado.HiC_scaffold_14.0G680.1	EVM0016999.1
OG0009650	mikado.HiC_scaffold_14.0G681.1	EVM0006925.1
OG0009651	mikado.HiC_scaffold_14.0G682.1	EVM0010681.1
OG0009652	mikado.HiC_scaffold_14.0G684.1	EVM0017477.1
OG0009653	mikado.HiC_scaffold_14.0G687.1	EVM0012307.1
OG0009654	mikado.HiC_scaffold_14.0G689.1	EVM0004721.1
OG0009655	mikado.HiC_scaffold_14.0G697.1	EVM0000086.1
OG0009656	mikado.HiC_scaffold_14.0G715.1	EVM0008687.1
OG0009657	mikado.HiC_scaffold_14.0G719.1	EVM0010946.1
OG0009658	mikado.HiC_scaffold_14.0G721.1	EVM0011807.1
OG0009659	mikado.HiC_scaffold_14.0G722.1	EVM0010963.1
OG0009661	mikado.HiC_scaffold_14.0G738.1	EVM0023021.1
OG0009662	mikado.HiC_scaffold_14.0G758.1	EVM0014369.1
OG0009663	mikado.HiC_scaffold_14.0G760.1	EVM0019639.1
OG0009664	mikado.HiC_scaffold_14.0G763.1, mikado.HiC_scaffold_14.0G761.1	EVM0022465.1
OG0009665	mikado.HiC_scaffold_14.0G766.1	EVM0022642.1
OG0009666	mikado.HiC_scaffold_14.0G768.1	EVM0010001.1
OG0009667	mikado.HiC_scaffold_14.0G793.1	EVM0021749.1
OG0009670	mikado.HiC_scaffold_14.0G805.1	EVM0017009.1
OG0009671	mikado.HiC_scaffold_14.0G807.1	EVM0000656.1
OG0009672	mikado.HiC_scaffold_14.0G809.1	EVM0023663.1
OG0009673	mikado.HiC_scaffold_14.0G810.1	EVM0006232.1
OG0009674	mikado.HiC_scaffold_14.0G811.1	EVM0021160.1
OG0009675	mikado.HiC_scaffold_14.0G813.1	EVM0011573.1
OG0009676	mikado.HiC_scaffold_14.0G814.1	EVM0022010.1
OG0009677	mikado.HiC_scaffold_14.0G818.1	EVM0019192.1, EVM0001604.1
OG0009678	mikado.HiC_scaffold_14.0G820.1	EVM0006085.1
OG0009679	mikado.HiC_scaffold_14.0G835.1	EVM0000008.1
OG0009680	mikado.HiC_scaffold_14.0G841.1	EVM0009498.1
OG0009681	mikado.HiC_scaffold_14.0G840.1	EVM0010875.1
OG0009682	mikado.HiC_scaffold_14.0G856.1	EVM0007381.1
OG0009683	mikado.HiC_scaffold_14.0G858.1	EVM0013873.1
OG0009684	mikado.HiC_scaffold_14.0G860.1, mikado.HiC_scaffold_14.0G859.1	EVM0012259.1
OG0009685	mikado.HiC_scaffold_14.0G861.1	EVM0016992.1
OG0009686	mikado.HiC_scaffold_14.0G880.1	EVM0018319.1
OG0009687	mikado.HiC_scaffold_14.0G885.1	EVM0012819.1
OG0009688	mikado.HiC_scaffold_14.0G887.1, mikado.HiC_scaffold_14.0G888.1	EVM0000652.1
OG0009689	mikado.HiC_scaffold_14.0G896.1	EVM0000225.1
OG0009690	mikado.HiC_scaffold_14.0G898.1	EVM0022701.1
OG0009691	mikado.HiC_scaffold_14.0G899.1	EVM0007755.1
OG0009692	mikado.HiC_scaffold_14.0G901.1	EVM0021923.1
OG0009693	mikado.HiC_scaffold_14.0G902.1	EVM0023955.1
OG0009694	mikado.HiC_scaffold_14.0G903.1	EVM0017498.1
OG0009695	mikado.HiC_scaffold_14.0G906.1	EVM0020574.1
OG0009696	mikado.HiC_scaffold_14.0G910.1	EVM0013994.1
OG0009697	mikado.HiC_scaffold_14.0G911.1	EVM0008412.1
OG0009698	mikado.HiC_scaffold_14.0G912.1	EVM0010383.1
OG0009699	mikado.HiC_scaffold_14.0G914.1	EVM0021325.1
OG0009700	mikado.HiC_scaffold_14.0G918.1, mikado.HiC_scaffold_14.0G917.1	EVM0010125.1
OG0009701	mikado.HiC_scaffold_14.0G922.1	EVM0014557.1
OG0009702	mikado.HiC_scaffold_14.0G926.1, mikado.HiC_scaffold_14.0G928.1	EVM0013967.1
OG0009703	mikado.HiC_scaffold_14.0G932.1	EVM0006645.1
OG0009704	mikado.HiC_scaffold_14.0G949.1	EVM0022327.1
OG0009705	mikado.HiC_scaffold_14.0G950.1	EVM0001352.1
OG0009706	mikado.HiC_scaffold_14.0G953.1	EVM0010958.1
OG0009707	mikado.HiC_scaffold_14.0G954.1	EVM0013836.1
OG0009708	mikado.HiC_scaffold_14.0G955.1	EVM0017760.1
OG0009709	mikado.HiC_scaffold_14.0G956.1	EVM0013417.1
OG0009710	mikado.HiC_scaffold_14.0G957.1	EVM0023060.1
OG0009711	mikado.HiC_scaffold_14.0G959.1	EVM0005966.1
OG0009712	mikado.HiC_scaffold_14.0G960.1	EVM0018313.1
OG0009713	mikado.HiC_scaffold_14.0G962.1	EVM0007813.1
OG0009714	mikado.HiC_scaffold_14.0G967.1	EVM0003355.1
OG0009715	mikado.HiC_scaffold_14.0G968.1	EVM0022703.1
OG0009717	mikado.HiC_scaffold_14.0G983.1	EVM0009134.1
OG0009718	mikado.HiC_scaffold_14.0G989.1	EVM0009060.1
OG0009719	mikado.HiC_scaffold_14.0G994.2	EVM0011703.1
OG0009720	mikado.HiC_scaffold_14.0G995.1	EVM0006567.1
OG0009721	mikado.HiC_scaffold_14.0G996.1	EVM0012361.1
OG0009722	mikado.HiC_scaffold_14.0G998.1	EVM0007793.1
OG0009723	mikado.HiC_scaffold_14.0G1001.1	EVM0022641.1
OG0009724	mikado.HiC_scaffold_14.0G1008.1	EVM0018060.1
OG0009725	mikado.HiC_scaffold_14.0G1011.1	EVM0011389.1
OG0009726	mikado.HiC_scaffold_14.0G1012.1	EVM0001320.1
OG0009727	mikado.HiC_scaffold_14.0G1014.1	EVM0014683.1
OG0009728	mikado.HiC_scaffold_14.0G1025.1	EVM0022744.1
OG0009729	mikado.HiC_scaffold_14.0G1026.1	EVM0016786.1
OG0009730	mikado.HiC_scaffold_14.0G1028.1	EVM0020777.1
OG0009731	mikado.HiC_scaffold_14.0G1030.1	EVM0016365.1
OG0009732	mikado.HiC_scaffold_14.0G1031.1	EVM0017546.1
OG0009733	mikado.HiC_scaffold_14.0G1042.1	EVM0005723.1
OG0009734	mikado.HiC_scaffold_14.0G1044.1	EVM0016299.1
OG0009735	mikado.HiC_scaffold_14.0G1045.1	EVM0006028.1
OG0009736	mikado.HiC_scaffold_14.0G1046.1	EVM0001396.1
OG0009737	mikado.HiC_scaffold_14.0G1049.1	EVM0016435.1
OG0009738	mikado.HiC_scaffold_14.0G1060.1	EVM0010322.1
OG0009739	mikado.HiC_scaffold_14.0G1063.1	EVM0003224.1
OG0009740	mikado.HiC_scaffold_14.0G1064.1	EVM0015995.1
OG0009741	mikado.HiC_scaffold_14.0G1065.2	EVM0017616.1
OG0009742	mikado.HiC_scaffold_14.0G1067.1	EVM0015503.1
OG0009743	mikado.HiC_scaffold_14.0G1068.1	EVM0017223.1
OG0009744	mikado.HiC_scaffold_14.0G1069.1	EVM0005474.1
OG0009746	mikado.HiC_scaffold_14.0G1074.1	EVM0015604.1
OG0009747	mikado.HiC_scaffold_14.0G1077.1	EVM0008064.1
OG0009748	mikado.HiC_scaffold_14.0G1082.1	EVM0000002.1
OG0009749	mikado.HiC_scaffold_14.0G1083.1	EVM0017326.1
OG0009750	mikado.HiC_scaffold_14.0G1086.1	EVM0000564.1
OG0009751	mikado.HiC_scaffold_14.0G1087.1	EVM0008579.1
OG0009752	mikado.HiC_scaffold_14.0G1090.1	EVM0018045.1
OG0009753	mikado.HiC_scaffold_14.0G1092.1	EVM0009478.1
OG0009754	mikado.HiC_scaffold_14.0G1093.1	EVM0020021.1
OG0009755	mikado.HiC_scaffold_14.0G1096.1	EVM0004575.1
OG0009756	mikado.HiC_scaffold_14.0G1097.1	EVM0017143.1
OG0009757	mikado.HiC_scaffold_14.0G1100.1	EVM0021371.1
OG0009758	mikado.HiC_scaffold_14.0G1105.1	EVM0014343.1
OG0009759	mikado.HiC_scaffold_14.0G1107.1	EVM0002712.1
OG0009760	mikado.HiC_scaffold_14.0G1108.1	EVM0012478.1
OG0009761	mikado.HiC_scaffold_14.0G1110.1	EVM0011033.1
OG0009762	mikado.HiC_scaffold_14.0G1121.1	EVM0023303.1
OG0009763	mikado.HiC_scaffold_14.0G1122.1	EVM0023837.1
OG0009764	mikado.HiC_scaffold_14.0G1127.1	EVM0003137.1
OG0009765	mikado.HiC_scaffold_14.0G1128.1	EVM0008817.1
OG0009766	mikado.HiC_scaffold_14.0G1152.1	EVM0009970.1
OG0009767	mikado.HiC_scaffold_14.0G1159.1	EVM0002514.1
OG0009768	mikado.HiC_scaffold_14.0G1160.1	EVM0010249.1
OG0009769	mikado.HiC_scaffold_14.0G1161.1	EVM0004912.1
OG0009770	mikado.HiC_scaffold_14.0G1162.1	EVM0009034.1
OG0009771	mikado.HiC_scaffold_14.0G1163.1	EVM0021036.1
OG0009772	mikado.HiC_scaffold_14.0G1164.1	EVM0021374.1
OG0009773	mikado.HiC_scaffold_14.0G1170.1	EVM0015775.1
OG0009774	mikado.HiC_scaffold_14.0G1172.1	EVM0023255.1
OG0009775	mikado.HiC_scaffold_14.0G1173.1	EVM0019079.1, EVM0023511.1
OG0009778	mikado.HiC_scaffold_14.0G1182.1	EVM0012879.1, EVM0013985.1
OG0009779	mikado.HiC_scaffold_14.0G1183.1	EVM0011843.1
OG0009780	mikado.HiC_scaffold_14.0G1190.1	EVM0017610.1
OG0009782	mikado.HiC_scaffold_14.0G1207.1	EVM0022257.1
OG0009783	mikado.HiC_scaffold_14.0G1210.1	EVM0006178.1
OG0009784	mikado.HiC_scaffold_14.0G1211.1	EVM0022371.1
OG0009785	mikado.HiC_scaffold_14.0G1213.1	EVM0005805.1
OG0009786	mikado.HiC_scaffold_19.0G166.1, mikado.HiC_scaffold_14.0G1222.1	EVM0014668.1
OG0009787	mikado.HiC_scaffold_14.0G1232.1	EVM0004176.1
OG0009788	mikado.HiC_scaffold_14.0G1238.1, mikado.HiC_scaffold_14.0G1237.1	EVM0005195.1
OG0009789	mikado.HiC_scaffold_14.0G1240.1	EVM0003030.1
OG0009790	mikado.HiC_scaffold_14.0G1242.1	EVM0023374.1
OG0009791	mikado.HiC_scaffold_14.0G1245.1	EVM0016857.1
OG0009792	mikado.HiC_scaffold_14.0G1247.1	EVM0011093.1
OG0009793	mikado.HiC_scaffold_14.0G1249.1	EVM0018342.1
OG0009794	mikado.HiC_scaffold_14.0G1253.1	EVM0004188.1
OG0009795	mikado.HiC_scaffold_14.0G1255.1	EVM0012248.1
OG0009796	mikado.HiC_scaffold_14.0G1257.1	EVM0014889.1, EVM0002470.1
OG0009797	mikado.HiC_scaffold_16.0G1409.1, mikado.HiC_scaffold_14.0G1259.1	EVM0004585.1
OG0009798	mikado.HiC_scaffold_14.0G1266.1	EVM0010450.1
OG0009799	mikado.HiC_scaffold_14.0G1271.1	EVM0023022.1, EVM0016214.1
OG0009800	mikado.HiC_scaffold_14.0G1272.1	EVM0021905.1
OG0009801	mikado.HiC_scaffold_14.0G1273.1	EVM0012344.1
OG0009802	mikado.HiC_scaffold_14.0G1274.1	EVM0008923.1
OG0009803	mikado.HiC_scaffold_14.0G1278.1	EVM0019250.1
OG0009804	mikado.HiC_scaffold_14.0G1281.1	EVM0008868.1
OG0009805	mikado.HiC_scaffold_14.0G1283.1	EVM0012712.1
OG0009808	mikado.HiC_scaffold_15.0G22.1	EVM0010239.1
OG0009809	mikado.HiC_scaffold_15.0G24.1	EVM0002505.1
OG0009810	mikado.HiC_scaffold_15.0G23.1	EVM0012299.1
OG0009811	mikado.HiC_scaffold_15.0G25.1	EVM0023552.1
OG0009812	mikado.HiC_scaffold_15.0G31.1, mikado.HiC_scaffold_15.0G27.1	EVM0023465.1
OG0009813	mikado.HiC_scaffold_15.0G35.1	EVM0002598.1
OG0009814	mikado.HiC_scaffold_15.0G36.1	EVM0023431.1
OG0009815	mikado.HiC_scaffold_15.0G43.1	EVM0013508.1
OG0009816	mikado.HiC_scaffold_15.0G55.1	EVM0022195.1, EVM0015096.1
OG0009817	mikado.HiC_scaffold_15.0G64.1	EVM0001916.1
OG0009818	mikado.HiC_scaffold_15.0G65.1	EVM0019166.1
OG0009819	mikado.HiC_scaffold_15.0G66.1	EVM0000633.1
OG0009820	mikado.HiC_scaffold_15.0G74.1	EVM0018307.1
OG0009821	mikado.HiC_scaffold_15.0G82.1	EVM0011588.1
OG0009822	mikado.HiC_scaffold_15.0G84.1	EVM0004150.1
OG0009823	mikado.HiC_scaffold_15.0G85.1	EVM0005203.1, EVM0017662.1
OG0009824	mikado.HiC_scaffold_15.0G99.1	EVM0014023.1
OG0009825	mikado.HiC_scaffold_15.0G98.1	EVM0009108.1
OG0009826	mikado.HiC_scaffold_15.0G100.1	EVM0015978.1
OG0009827	mikado.HiC_scaffold_15.0G102.1	EVM0004749.1
OG0009828	mikado.HiC_scaffold_15.0G105.1	EVM0017686.1
OG0009829	mikado.HiC_scaffold_15.0G107.1	EVM0004752.1
OG0009830	mikado.HiC_scaffold_15.0G109.1	EVM0021778.1
OG0009831	mikado.HiC_scaffold_15.0G110.1	EVM0020000.1
OG0009832	mikado.HiC_scaffold_15.0G112.1	EVM0015418.1
OG0009833	mikado.HiC_scaffold_15.0G114.1	EVM0016558.1
OG0009834	mikado.HiC_scaffold_15.0G115.1	EVM0006595.1
OG0009835	mikado.HiC_scaffold_15.0G116.1	EVM0004609.1
OG0009836	mikado.HiC_scaffold_15.0G117.1, mikado.HiC_scaffold_15.0G118.1	EVM0020600.1
OG0009837	mikado.HiC_scaffold_15.0G120.1	EVM0018094.1
OG0009838	mikado.HiC_scaffold_15.0G121.1	EVM0001019.1
OG0009839	mikado.HiC_scaffold_15.0G122.1	EVM0008623.1
OG0009841	mikado.HiC_scaffold_15.0G124.1	EVM0019675.1
OG0009842	mikado.HiC_scaffold_15.0G127.1	EVM0011135.1
OG0009843	mikado.HiC_scaffold_15.0G128.1	EVM0023426.1
OG0009844	mikado.HiC_scaffold_15.0G129.1	EVM0005990.1
OG0009845	mikado.HiC_scaffold_15.0G131.1	EVM0020941.1
OG0009846	mikado.HiC_scaffold_15.0G132.1	EVM0018709.1
OG0009847	mikado.HiC_scaffold_15.0G133.1	EVM0013230.1
OG0009848	mikado.HiC_scaffold_15.0G139.1	EVM0019478.1
OG0009849	mikado.HiC_scaffold_15.0G144.1	EVM0014712.1
OG0009850	mikado.HiC_scaffold_15.0G145.1	EVM0018856.1
OG0009851	mikado.HiC_scaffold_15.0G146.1	EVM0003418.1
OG0009852	mikado.HiC_scaffold_15.0G148.1	EVM0016175.1
OG0009854	mikado.HiC_scaffold_15.0G158.1	EVM0004295.1
OG0009855	mikado.HiC_scaffold_15.0G159.1	EVM0016998.1
OG0009856	mikado.HiC_scaffold_15.0G162.1	EVM0022456.1
OG0009857	mikado.HiC_scaffold_15.0G163.2, mikado.HiC_scaffold_15.0G163.1	EVM0000524.1
OG0009858	mikado.HiC_scaffold_15.0G167.1	EVM0004237.1
OG0009859	mikado.HiC_scaffold_15.0G168.1	EVM0010356.1
OG0009860	mikado.HiC_scaffold_15.0G169.1	EVM0002844.1
OG0009861	mikado.HiC_scaffold_15.0G170.1	EVM0018646.1
OG0009862	mikado.HiC_scaffold_15.0G171.1	EVM0003455.1
OG0009863	mikado.HiC_scaffold_15.0G186.1	EVM0013745.1, EVM0002626.1
OG0009864	mikado.HiC_scaffold_15.0G190.1	EVM0017146.1
OG0009865	mikado.HiC_scaffold_15.0G192.1	EVM0015019.1
OG0009866	mikado.HiC_scaffold_15.0G198.1	EVM0011622.1
OG0009867	mikado.HiC_scaffold_15.0G201.1	EVM0020860.1
OG0009868	mikado.HiC_scaffold_15.0G202.1	EVM0020514.1
OG0009869	mikado.HiC_scaffold_15.0G203.1	EVM0018607.1
OG0009870	mikado.HiC_scaffold_15.0G206.1	EVM0003977.1
OG0009871	mikado.HiC_scaffold_15.0G207.1	EVM0020450.1
OG0009872	mikado.HiC_scaffold_15.0G209.1	EVM0004374.1
OG0009873	mikado.HiC_scaffold_15.0G211.1	EVM0001792.1
OG0009874	mikado.HiC_scaffold_15.0G221.1	EVM0010656.1, EVM0014563.1
OG0009875	mikado.HiC_scaffold_15.0G222.1	EVM0016494.1
OG0009876	mikado.HiC_scaffold_15.0G225.1	EVM0020282.1
OG0009877	mikado.HiC_scaffold_15.0G231.1, mikado.HiC_scaffold_15.0G232.1	EVM0023385.1
OG0009878	mikado.HiC_scaffold_15.0G235.1	EVM0017778.1
OG0009879	mikado.HiC_scaffold_15.0G245.1	EVM0012953.1
OG0009880	mikado.HiC_scaffold_15.0G249.1	EVM0010543.1
OG0009882	mikado.HiC_scaffold_15.0G267.2, mikado.HiC_scaffold_15.0G267.1	EVM0018734.1
OG0009883	mikado.HiC_scaffold_15.0G268.1	EVM0000979.1
OG0009884	mikado.HiC_scaffold_15.0G269.1	EVM0019974.1
OG0009885	mikado.HiC_scaffold_15.0G270.1	EVM0002111.1
OG0009886	mikado.HiC_scaffold_15.0G271.1	EVM0003192.1
OG0009887	mikado.HiC_scaffold_15.0G272.1	EVM0001854.1
OG0009888	mikado.HiC_scaffold_15.0G280.1	EVM0009464.1
OG0009889	mikado.HiC_scaffold_15.0G283.1	EVM0015596.1
OG0009890	mikado.HiC_scaffold_15.0G284.1	EVM0011431.1
OG0009891	mikado.HiC_scaffold_15.0G285.1	EVM0017042.1
OG0009892	mikado.HiC_scaffold_15.0G286.1	EVM0015667.1
OG0009893	mikado.HiC_scaffold_15.0G292.1	EVM0011067.1
OG0009895	mikado.HiC_scaffold_15.0G295.1	EVM0017251.1
OG0009896	mikado.HiC_scaffold_15.0G299.1	EVM0015218.1
OG0009897	mikado.HiC_scaffold_15.0G306.2, mikado.HiC_scaffold_15.0G306.1	EVM0004326.1
OG0009898	mikado.HiC_scaffold_15.0G309.1	EVM0002130.1
OG0009899	mikado.HiC_scaffold_15.0G319.1	EVM0020277.1
OG0009900	mikado.HiC_scaffold_15.0G321.1	EVM0005250.1
OG0009901	mikado.HiC_scaffold_15.0G322.1	EVM0014920.1
OG0009902	mikado.HiC_scaffold_15.0G324.1	EVM0023138.1, EVM0020129.1
OG0009903	mikado.HiC_scaffold_15.0G327.1	EVM0005123.1
OG0009904	mikado.HiC_scaffold_15.0G339.1	EVM0022060.1
OG0009905	mikado.HiC_scaffold_15.0G340.1	EVM0003964.1
OG0009906	mikado.HiC_scaffold_15.0G341.1	EVM0009773.1
OG0009907	mikado.HiC_scaffold_15.0G343.1	EVM0004315.1
OG0009908	mikado.HiC_scaffold_15.0G346.1	EVM0005867.1
OG0009909	mikado.HiC_scaffold_15.0G353.1	EVM0018985.1
OG0009910	mikado.HiC_scaffold_15.0G355.1	EVM0020158.1
OG0009911	mikado.HiC_scaffold_15.0G356.1	EVM0008955.1
OG0009912	mikado.HiC_scaffold_15.0G358.1	EVM0014656.1
OG0009913	mikado.HiC_scaffold_15.0G366.1	EVM0018845.1
OG0009915	mikado.HiC_scaffold_15.0G371.1	EVM0016967.1
OG0009916	mikado.HiC_scaffold_15.0G374.1	EVM0008246.1
OG0009917	mikado.HiC_scaffold_15.0G375.1	EVM0002839.1
OG0009918	mikado.HiC_scaffold_15.0G381.1, mikado.HiC_scaffold_17.0G889.1	EVM0003554.1
OG0009919	mikado.HiC_scaffold_15.0G384.1	EVM0012792.1
OG0009920	mikado.HiC_scaffold_15.0G387.1	EVM0011176.1
OG0009921	mikado.HiC_scaffold_15.0G388.1	EVM0014843.1
OG0009922	mikado.HiC_scaffold_15.0G389.1	EVM0014020.1
OG0009923	mikado.HiC_scaffold_15.0G390.1	EVM0012462.1
OG0009924	mikado.HiC_scaffold_15.0G391.1	EVM0015452.1
OG0009925	mikado.HiC_scaffold_15.0G399.1	EVM0023444.1
OG0009926	mikado.HiC_scaffold_15.0G401.1	EVM0011666.1
OG0009927	mikado.HiC_scaffold_15.0G407.1	EVM0013102.1
OG0009928	mikado.HiC_scaffold_15.0G408.1	EVM0018631.1
OG0009929	mikado.HiC_scaffold_15.0G409.1	EVM0014872.1
OG0009930	mikado.HiC_scaffold_15.0G410.1	EVM0009363.1
OG0009931	mikado.HiC_scaffold_15.0G411.1	EVM0018958.1
OG0009932	mikado.HiC_scaffold_15.0G417.1	EVM0020954.1
OG0009933	mikado.HiC_scaffold_15.0G422.2	EVM0016865.1
OG0009934	mikado.HiC_scaffold_15.0G424.1	EVM0002453.1
OG0009935	mikado.HiC_scaffold_15.0G429.1	EVM0022366.1
OG0009936	mikado.HiC_scaffold_15.0G430.1	EVM0008137.1
OG0009937	mikado.HiC_scaffold_15.0G431.1	EVM0011850.1
OG0009938	mikado.HiC_scaffold_15.0G432.1	EVM0005363.1
OG0009939	mikado.HiC_scaffold_15.0G433.1	EVM0013872.1
OG0009940	mikado.HiC_scaffold_15.0G437.1	EVM0011691.1
OG0009941	mikado.HiC_scaffold_15.0G439.1	EVM0012554.1
OG0009943	mikado.HiC_scaffold_15.0G446.1	EVM0011969.1
OG0009944	mikado.HiC_scaffold_15.0G451.1	EVM0018687.1
OG0009945	mikado.HiC_scaffold_15.0G453.1	EVM0011760.1
OG0009946	mikado.HiC_scaffold_15.0G454.1	EVM0009562.1
OG0009947	mikado.HiC_scaffold_15.0G462.1	EVM0013962.1
OG0009948	mikado.HiC_scaffold_15.0G464.1	EVM0012426.1
OG0009949	mikado.HiC_scaffold_15.0G466.1	EVM0018056.1
OG0009950	mikado.HiC_scaffold_15.0G470.1	EVM0000328.1
OG0009951	mikado.HiC_scaffold_15.0G471.1	EVM0009852.1
OG0009952	mikado.HiC_scaffold_15.0G472.1	EVM0022244.1
OG0009953	mikado.HiC_scaffold_15.0G473.1	EVM0016271.1
OG0009954	mikado.HiC_scaffold_15.0G474.1	EVM0010636.1
OG0009955	mikado.HiC_scaffold_15.0G485.1	EVM0019431.1
OG0009956	mikado.HiC_scaffold_15.0G488.1	EVM0012734.1
OG0009957	mikado.HiC_scaffold_15.0G495.1	EVM0017692.1
OG0009958	mikado.HiC_scaffold_15.0G508.1	EVM0023277.1
OG0009959	mikado.HiC_scaffold_15.0G510.1	EVM0007882.1, EVM0020474.1
OG0009960	mikado.HiC_scaffold_15.0G512.1	EVM0006721.1, EVM0008395.1
OG0009961	mikado.HiC_scaffold_15.0G514.1	EVM0016516.1
OG0009962	mikado.HiC_scaffold_15.0G515.1, mikado.HiC_scaffold_16.0G1243.1	EVM0023954.1
OG0009963	mikado.HiC_scaffold_15.0G516.1	EVM0013495.1
OG0009966	mikado.HiC_scaffold_15.0G534.1	EVM0006717.1
OG0009967	mikado.HiC_scaffold_15.0G535.1	EVM0008931.1
OG0009968	mikado.HiC_scaffold_15.0G536.1	EVM0020866.1
OG0009969	mikado.HiC_scaffold_15.0G538.1	EVM0020290.1
OG0009970	mikado.HiC_scaffold_15.0G540.1	EVM0016604.1
OG0009971	mikado.HiC_scaffold_15.0G545.1	EVM0000139.1
OG0009972	mikado.HiC_scaffold_15.0G547.1	EVM0021709.1
OG0009973	mikado.HiC_scaffold_15.0G548.2	EVM0023756.2
OG0009975	mikado.HiC_scaffold_15.0G558.2, mikado.HiC_scaffold_15.0G558.1	EVM0022678.1
OG0009976	mikado.HiC_scaffold_15.0G562.1	EVM0005988.1
OG0009978	mikado.HiC_scaffold_15.0G573.1	EVM0021409.1
OG0009979	mikado.HiC_scaffold_15.0G574.1	EVM0020206.1
OG0009980	mikado.HiC_scaffold_15.0G581.1	EVM0000623.1
OG0009981	mikado.HiC_scaffold_15.0G582.1	EVM0001711.1
OG0009982	mikado.HiC_scaffold_15.0G585.1	EVM0011865.1
OG0009983	mikado.HiC_scaffold_15.0G587.1	EVM0002629.1
OG0009984	mikado.HiC_scaffold_15.0G588.1	EVM0000690.1
OG0009985	mikado.HiC_scaffold_15.0G591.1	EVM0022226.1
OG0009986	mikado.HiC_scaffold_15.0G594.1, mikado.HiC_scaffold_15.0G595.1	EVM0012288.1
OG0009987	mikado.HiC_scaffold_15.0G596.1	EVM0020100.1
OG0009988	mikado.HiC_scaffold_15.0G597.1	EVM0004647.1
OG0009990	mikado.HiC_scaffold_15.0G622.1	EVM0013408.1
OG0009991	mikado.HiC_scaffold_15.0G631.1	EVM0014520.1
OG0009992	mikado.HiC_scaffold_15.0G633.1	EVM0021127.1
OG0009993	mikado.HiC_scaffold_15.0G636.1	EVM0014780.1
OG0009994	mikado.HiC_scaffold_15.0G634.1	EVM0007509.1
OG0009995	mikado.HiC_scaffold_15.0G635.1	EVM0012423.1
OG0009996	mikado.HiC_scaffold_15.0G637.1	EVM0021798.1
OG0009997	mikado.HiC_scaffold_15.0G642.1	EVM0004056.1
OG0009998	mikado.HiC_scaffold_15.0G646.1	EVM0020884.1
OG0009999	mikado.HiC_scaffold_15.0G647.1	EVM0013965.1
OG0010000	mikado.HiC_scaffold_15.0G648.1	EVM0008103.1
OG0010001	mikado.HiC_scaffold_15.0G658.1	EVM0014115.2
OG0010002	mikado.HiC_scaffold_15.0G657.1	EVM0001499.1
OG0010003	mikado.HiC_scaffold_15.0G671.1	EVM0004035.1
OG0010005	mikado.HiC_scaffold_15.0G694.1	EVM0005609.1
OG0010006	mikado.HiC_scaffold_15.0G695.1	EVM0021229.1
OG0010007	mikado.HiC_scaffold_15.0G698.1	EVM0001286.1
OG0010008	mikado.HiC_scaffold_15.0G700.1	EVM0004974.1
OG0010009	mikado.HiC_scaffold_15.0G702.1	EVM0001508.1
OG0010010	mikado.HiC_scaffold_15.0G709.1	EVM0023916.1
OG0010011	mikado.HiC_scaffold_15.0G712.1	EVM0012844.1
OG0010012	mikado.HiC_scaffold_15.0G719.1	EVM0002340.1
OG0010013	mikado.HiC_scaffold_15.0G726.1	EVM0001868.1
OG0010014	mikado.HiC_scaffold_15.0G727.1	EVM0020839.1
OG0010015	mikado.HiC_scaffold_15.0G729.1	EVM0005938.1
OG0010016	mikado.HiC_scaffold_15.0G736.1	EVM0008917.1
OG0010017	mikado.HiC_scaffold_15.0G737.1	EVM0012232.1
OG0010018	mikado.HiC_scaffold_15.0G738.1	EVM0004456.1
OG0010019	mikado.HiC_scaffold_15.0G740.1	EVM0012255.1
