HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N0.HOG0015445	OG0014735	-	mikado.HiC_scaffold_10.0G465.1	EVM0018352.1	
N0.HOG0015446	OG0014736	-	mikado.HiC_scaffold_10.0G471.1		KUTeg_010776
N0.HOG0015447	OG0014737	-	mikado.HiC_scaffold_10.0G484.1		KUTeg_015762
N0.HOG0015448	OG0014738	-	mikado.HiC_scaffold_10.0G495.1		KUTeg_010857
N0.HOG0015449	OG0014739	-	mikado.HiC_scaffold_10.0G496.1		KUTeg_010858
N0.HOG0015450	OG0014740	-	mikado.HiC_scaffold_10.0G503.1	EVM0005797.1	
N0.HOG0015451	OG0014741	-	mikado.HiC_scaffold_10.0G508.1	EVM0019864.1	
N0.HOG0015452	OG0014742	-	mikado.HiC_scaffold_10.0G510.1	EVM0022190.1	
N0.HOG0015453	OG0014743	-	mikado.HiC_scaffold_10.0G529.1	EVM0020648.1	
N0.HOG0015454	OG0014744	-	mikado.HiC_scaffold_10.0G533.1		KUTeg_011541
N0.HOG0015455	OG0014745	-	mikado.HiC_scaffold_10.0G537.1	EVM0012962.1	
N0.HOG0015456	OG0014746	-	mikado.HiC_scaffold_10.0G541.1		KUTeg_015781
N0.HOG0015457	OG0014747	-	mikado.HiC_scaffold_10.0G572.1	EVM0015518.1	
N0.HOG0015458	OG0014748	-	mikado.HiC_scaffold_10.0G575.1	EVM0021461.1	
N0.HOG0015459	OG0014749	-	mikado.HiC_scaffold_10.0G576.1	EVM0004862.1	
N0.HOG0015460	OG0014750	-	mikado.HiC_scaffold_17.0G375.1, mikado.HiC_scaffold_10.0G590.1		
N0.HOG0015461	OG0014751	-	mikado.HiC_scaffold_10.0G611.1, mikado.HiC_scaffold_106G2.1		
N0.HOG0015462	OG0014752	-	mikado.HiC_scaffold_10.0G612.1	EVM0009663.1	
N0.HOG0015463	OG0014753	-	mikado.HiC_scaffold_10.0G618.1	EVM0014255.1	
N0.HOG0015464	OG0014754	-	mikado.HiC_scaffold_10.0G619.1	EVM0013263.1	
N0.HOG0015465	OG0014755	-	mikado.HiC_scaffold_10.0G623.1, mikado.HiC_scaffold_14.0G1080.1		
N0.HOG0015466	OG0014756	-	mikado.HiC_scaffold_10.0G631.1	EVM0010810.1	
N0.HOG0015467	OG0014757	-	mikado.HiC_scaffold_10.0G634.1, mikado.HiC_scaffold_10.0G635.1		
N0.HOG0015468	OG0014758	-	mikado.HiC_scaffold_10.0G636.1	EVM0021949.1	
N0.HOG0015469	OG0014759	-	mikado.HiC_scaffold_10.0G676.1	EVM0007631.1	
N0.HOG0015470	OG0014760	-	mikado.HiC_scaffold_10.0G681.2, mikado.HiC_scaffold_10.0G681.1		
N0.HOG0015471	OG0014761	-	mikado.HiC_scaffold_10.0G682.1	EVM0012727.1	
N0.HOG0015472	OG0014762	-	mikado.HiC_scaffold_10.0G684.1	EVM0016945.2	
N0.HOG0015473	OG0014763	-	mikado.HiC_scaffold_10.0G699.1	EVM0004028.1	
N0.HOG0015474	OG0014764	-	mikado.HiC_scaffold_10.0G708.1	EVM0012857.1	
N0.HOG0015475	OG0014765	-	mikado.HiC_scaffold_10.0G721.1	EVM0012145.1	
N0.HOG0015476	OG0014766	-	mikado.HiC_scaffold_10.0G733.1	EVM0020149.1	
N0.HOG0015477	OG0014767	-	mikado.HiC_scaffold_10.0G740.1, mikado.HiC_scaffold_10.0G743.1		
N0.HOG0015478	OG0014768	-	mikado.HiC_scaffold_10.0G741.1	EVM0001318.1	
N0.HOG0015479	OG0014769	-	mikado.HiC_scaffold_10.0G751.1	EVM0001947.1	
N0.HOG0015480	OG0014770	-	mikado.HiC_scaffold_10.0G753.1, mikado.HiC_scaffold_10.0G754.1		
N0.HOG0015481	OG0014771	-	mikado.HiC_scaffold_10.0G757.1	EVM0020112.1	
N0.HOG0015482	OG0014772	-	mikado.HiC_scaffold_10.0G776.1, mikado.HiC_scaffold_135G3.1		
N0.HOG0015483	OG0014773	-	mikado.HiC_scaffold_10.0G789.1		KUTeg_015759
N0.HOG0015484	OG0014774	-	mikado.HiC_scaffold_10.0G818.1	EVM0007000.1	
N0.HOG0015485	OG0014775	-	mikado.HiC_scaffold_10.0G822.1	EVM0021110.1	
N0.HOG0015486	OG0014776	-	mikado.HiC_scaffold_10.0G826.1	EVM0010023.1	
N0.HOG0015487	OG0014777	-	mikado.HiC_scaffold_10.0G828.1	EVM0014301.1	
N0.HOG0015488	OG0014778	-	mikado.HiC_scaffold_10.0G835.1, mikado.HiC_scaffold_10.0G834.1		
N0.HOG0015489	OG0014779	-	mikado.HiC_scaffold_10.0G840.1	EVM0015790.1	
N0.HOG0015490	OG0014780	-	mikado.HiC_scaffold_10.0G847.1	EVM0008942.1	
N0.HOG0015491	OG0014781	-	mikado.HiC_scaffold_10.0G874.1, mikado.HiC_scaffold_10.0G872.1		
N0.HOG0015492	OG0014782	-	mikado.HiC_scaffold_10.0G876.1	EVM0002248.1	
N0.HOG0015493	OG0014783	-	mikado.HiC_scaffold_11.0G269.1, mikado.HiC_scaffold_11.0G1.1		
N0.HOG0015494	OG0014784	-	mikado.HiC_scaffold_11.0G5.1		KUTeg_002509
N0.HOG0015495	OG0014785	-	mikado.HiC_scaffold_11.0G19.1		KUTeg_001634
N0.HOG0015496	OG0014786	-	mikado.HiC_scaffold_11.0G23.1, mikado.HiC_scaffold_11.0G24.1		
N0.HOG0015497	OG0014787	-	mikado.HiC_scaffold_11.0G40.1		KUTeg_001895
N0.HOG0015498	OG0014788	-	mikado.HiC_scaffold_11.0G47.1	EVM0006568.1	
N0.HOG0015499	OG0014789	-	mikado.HiC_scaffold_11.0G73.1	EVM0015781.1	
N0.HOG0015500	OG0014790	-	mikado.HiC_scaffold_11.0G80.1, mikado.HiC_scaffold_11.0G81.1		
N0.HOG0015501	OG0014791	-	mikado.HiC_scaffold_21.0G440.1, mikado.HiC_scaffold_11.0G87.1		
N0.HOG0015502	OG0014792	-	mikado.HiC_scaffold_11.0G109.1	EVM0014213.1	
N0.HOG0015503	OG0014793	-	mikado.HiC_scaffold_11.0G123.1	EVM0018049.1	
N0.HOG0015504	OG0014794	-	mikado.HiC_scaffold_11.0G128.1		KUTeg_001999
N0.HOG0015505	OG0014795	-	mikado.HiC_scaffold_11.0G156.1, mikado.HiC_scaffold_11.0G129.1		
N0.HOG0015506	OG0014796	-	mikado.HiC_scaffold_11.0G151.1	EVM0014110.1	
N0.HOG0015507	OG0014797	-	mikado.HiC_scaffold_11.0G154.1	EVM0019239.1	
N0.HOG0015508	OG0014798	-	mikado.HiC_scaffold_11.0G158.1	EVM0007117.1	
N0.HOG0015509	OG0014799	-	mikado.HiC_scaffold_11.0G172.1	EVM0015379.1	
N0.HOG0015510	OG0014800	-	mikado.HiC_scaffold_11.0G185.1	EVM0000847.1	
N0.HOG0015511	OG0014801	-	mikado.HiC_scaffold_11.0G188.1	EVM0011658.1	
N0.HOG0015512	OG0014802	-	mikado.HiC_scaffold_17.0G1196.1, mikado.HiC_scaffold_11.0G200.1		
N0.HOG0015513	OG0014803	-	mikado.HiC_scaffold_11.0G202.1, mikado.HiC_scaffold_11.0G370.1		
N0.HOG0015514	OG0014804	-	mikado.HiC_scaffold_11.0G206.1	EVM0020127.1	
N0.HOG0015515	OG0014805	-	mikado.HiC_scaffold_11.0G224.1	EVM0003558.1	
N0.HOG0015516	OG0014806	-	mikado.HiC_scaffold_11.0G225.1	EVM0020432.1	
N0.HOG0015517	OG0014807	-	mikado.HiC_scaffold_11.0G228.2, mikado.HiC_scaffold_11.0G228.1		
N0.HOG0015518	OG0014808	-	mikado.HiC_scaffold_11.0G229.1		KUTeg_002425
N0.HOG0015519	OG0014809	-	mikado.HiC_scaffold_11.0G236.1		KUTeg_001417
N0.HOG0015520	OG0014810	-	mikado.HiC_scaffold_11.0G245.2, mikado.HiC_scaffold_11.0G245.1		
N0.HOG0015521	OG0014811	-	mikado.HiC_scaffold_11.0G261.1	EVM0020316.1	
N0.HOG0015522	OG0014812	-	mikado.HiC_scaffold_11.0G274.1		KUTeg_001612
N0.HOG0015523	OG0014813	-	mikado.HiC_scaffold_11.0G285.1	EVM0007659.1	
N0.HOG0015524	OG0014814	-	mikado.HiC_scaffold_11.0G292.1		KUTeg_001663
N0.HOG0015525	OG0014815	-	mikado.HiC_scaffold_11.0G301.1		KUTeg_002561
N0.HOG0015526	OG0014816	-	mikado.HiC_scaffold_11.0G347.1, mikado.HiC_scaffold_13.0G796.1		
N0.HOG0015527	OG0014817	-	mikado.HiC_scaffold_11.0G348.1		KUTeg_001801
N0.HOG0015528	OG0014818	-	mikado.HiC_scaffold_11.0G357.1		KUTeg_005747
N0.HOG0015529	OG0014819	-	mikado.HiC_scaffold_11.0G359.1	EVM0023725.1	
N0.HOG0015530	OG0014820	-	mikado.HiC_scaffold_11.0G368.1	EVM0009428.1	
N0.HOG0015531	OG0014821	-	mikado.HiC_scaffold_11.0G376.1		KUTeg_002416
N0.HOG0015532	OG0014822	-	mikado.HiC_scaffold_11.0G391.1	EVM0010659.1	
N0.HOG0015533	OG0014823	-	mikado.HiC_scaffold_11.0G395.1		KUTeg_001564
N0.HOG0015534	OG0014824	-	mikado.HiC_scaffold_11.0G403.1	EVM0005658.1	
N0.HOG0015535	OG0014825	-	mikado.HiC_scaffold_11.0G404.1	EVM0000370.1	
N0.HOG0015536	OG0014826	-	mikado.HiC_scaffold_11.0G436.1	EVM0014821.1	
N0.HOG0015537	OG0014827	-	mikado.HiC_scaffold_11.0G473.1	EVM0013781.1	
N0.HOG0015538	OG0014828	-	mikado.HiC_scaffold_11.0G478.1, mikado.HiC_scaffold_11.0G477.1		
N0.HOG0015539	OG0014829	-	mikado.HiC_scaffold_11.0G494.1		KUTeg_002271
N0.HOG0015540	OG0014830	-	mikado.HiC_scaffold_11.0G497.1		KUTeg_002269
N0.HOG0015541	OG0014831	-	mikado.HiC_scaffold_11.0G504.3, mikado.HiC_scaffold_11.0G504.1		
N0.HOG0015542	OG0014832	-	mikado.HiC_scaffold_11.0G515.1	EVM0005425.1	
N0.HOG0015543	OG0014833	-	mikado.HiC_scaffold_11.0G516.1		KUTeg_002589
N0.HOG0015544	OG0014834	-	mikado.HiC_scaffold_11.0G527.2, mikado.HiC_scaffold_11.0G527.1		
N0.HOG0015545	OG0014835	-	mikado.HiC_scaffold_11.0G528.1	EVM0019400.1	
N0.HOG0015546	OG0014836	-	mikado.HiC_scaffold_11.0G536.1	EVM0023097.1	
N0.HOG0015547	OG0014837	-	mikado.HiC_scaffold_11.0G543.1	EVM0021290.1	
N0.HOG0015548	OG0014838	-	mikado.HiC_scaffold_11.0G548.1	EVM0009626.1	
N0.HOG0015549	OG0014839	-	mikado.HiC_scaffold_11.0G550.1		KUTeg_002287
N0.HOG0015550	OG0014840	-	mikado.HiC_scaffold_11.0G556.1	EVM0012165.1	
N0.HOG0015551	OG0014841	-	mikado.HiC_scaffold_11.0G558.1		KUTeg_001408
N0.HOG0015552	OG0014842	-	mikado.HiC_scaffold_11.0G560.1		KUTeg_001411
N0.HOG0015553	OG0014843	-	mikado.HiC_scaffold_11.0G564.1, mikado.HiC_scaffold_11.0G564.2		
N0.HOG0015554	OG0014844	-	mikado.HiC_scaffold_11.0G567.1	EVM0021045.1	
N0.HOG0015555	OG0014845	-	mikado.HiC_scaffold_11.0G570.1	EVM0006994.1	
N0.HOG0015556	OG0014846	-	mikado.HiC_scaffold_11.0G606.1	EVM0021641.1	
N0.HOG0015557	OG0014847	-	mikado.HiC_scaffold_11.0G609.1		KUTeg_001633
N0.HOG0015558	OG0014848	-	mikado.HiC_scaffold_11.0G633.1	EVM0020922.1	
N0.HOG0015559	OG0014849	-	mikado.HiC_scaffold_11.0G642.1		KUTeg_001413
N0.HOG0015560	OG0014850	-	mikado.HiC_scaffold_11.0G658.1		KUTeg_001464
N0.HOG0015561	OG0014851	-	mikado.HiC_scaffold_12.0G9.1		KUTeg_008011
N0.HOG0015562	OG0014852	-	mikado.HiC_scaffold_12.0G13.1	EVM0003227.1	
N0.HOG0015563	OG0014853	-	mikado.HiC_scaffold_12.0G26.1, mikado.HiC_scaffold_12.0G25.1		
N0.HOG0015564	OG0014854	-	mikado.HiC_scaffold_13.0G1055.1, mikado.HiC_scaffold_12.0G48.1		
N0.HOG0015565	OG0014855	-	mikado.HiC_scaffold_13.0G3.1		KUTeg_016939
N0.HOG0015566	OG0014856	-	mikado.HiC_scaffold_13.0G29.1	EVM0000779.1	
N0.HOG0015567	OG0014857	-	mikado.HiC_scaffold_13.0G28.1	EVM0003883.1	
N0.HOG0015568	OG0014858	-	mikado.HiC_scaffold_13.0G41.1		KUTeg_015993
N0.HOG0015569	OG0014859	-	mikado.HiC_scaffold_13.0G58.1, mikado.HiC_scaffold_13.0G58.3		
N0.HOG0015570	OG0014860	-	mikado.HiC_scaffold_13.0G76.1, mikado.HiC_scaffold_13.0G77.1		
N0.HOG0015571	OG0014861	-	mikado.HiC_scaffold_13.0G90.1, mikado.HiC_scaffold_13.0G89.1		
N0.HOG0015572	OG0014862	-	mikado.HiC_scaffold_13.0G100.1	EVM0004349.1	
N0.HOG0015573	OG0014863	-	mikado.HiC_scaffold_13.0G108.1	EVM0018276.1	
N0.HOG0015574	OG0014864	-	mikado.HiC_scaffold_13.0G123.1		KUTeg_017040
N0.HOG0015575	OG0014865	-	mikado.HiC_scaffold_13.0G124.1	EVM0007075.1	
N0.HOG0015576	OG0014866	-	mikado.HiC_scaffold_13.0G127.1	EVM0017322.1	
N0.HOG0015577	OG0014867	-	mikado.HiC_scaffold_13.0G131.1	EVM0008773.1	
N0.HOG0015578	OG0014868	-	mikado.HiC_scaffold_13.0G135.1		KUTeg_016953
N0.HOG0015579	OG0014869	-	mikado.HiC_scaffold_13.0G137.1	EVM0000356.1	
N0.HOG0015580	OG0014870	-	mikado.HiC_scaffold_13.0G142.1		KUTeg_017189
N0.HOG0015581	OG0014871	-	mikado.HiC_scaffold_13.0G143.1	EVM0016262.1	
N0.HOG0015582	OG0014872	-	mikado.HiC_scaffold_13.0G167.1	EVM0016951.1	
N0.HOG0015583	OG0014873	-	mikado.HiC_scaffold_13.0G168.1	EVM0010402.2	
N0.HOG0015584	OG0014874	-	mikado.HiC_scaffold_17.0G98.1, mikado.HiC_scaffold_13.0G181.1		
N0.HOG0015585	OG0014875	-	mikado.HiC_scaffold_13.0G204.1	EVM0018748.1	
N0.HOG0015586	OG0014876	-	mikado.HiC_scaffold_13.0G220.1	EVM0012918.1	
N0.HOG0015587	OG0014877	-	mikado.HiC_scaffold_13.0G223.1	EVM0010753.1	
N0.HOG0015588	OG0014878	-	mikado.HiC_scaffold_13.0G225.1	EVM0017254.1	
N0.HOG0015589	OG0014879	-	mikado.HiC_scaffold_13.0G227.1	EVM0008527.1	
N0.HOG0015590	OG0014880	-	mikado.HiC_scaffold_13.0G230.1	EVM0018849.1	
N0.HOG0015591	OG0014881	-	mikado.HiC_scaffold_13.0G235.1	EVM0008884.1	
N0.HOG0015592	OG0014882	-	mikado.HiC_scaffold_13.0G245.1, mikado.HiC_scaffold_13.0G250.1		
N0.HOG0015593	OG0014883	-	mikado.HiC_scaffold_13.0G246.1, mikado.HiC_scaffold_13.0G248.1		
N0.HOG0015594	OG0014884	-	mikado.HiC_scaffold_13.0G251.1, mikado.HiC_scaffold_16.0G1711.1		
N0.HOG0015595	OG0014885	-	mikado.HiC_scaffold_13.0G269.1	EVM0012477.1	
N0.HOG0015596	OG0014886	-	mikado.HiC_scaffold_13.0G271.1	EVM0001335.1	
N0.HOG0015597	OG0014887	-	mikado.HiC_scaffold_13.0G290.1	EVM0019907.1	
N0.HOG0015598	OG0014888	-	mikado.HiC_scaffold_13.0G293.1	EVM0014323.1	
N0.HOG0015599	OG0014889	-	mikado.HiC_scaffold_13.0G307.1		KUTeg_000522
N0.HOG0015600	OG0014890	-	mikado.HiC_scaffold_13.0G312.1	EVM0016060.1	
N0.HOG0015601	OG0014891	-	mikado.HiC_scaffold_13.0G314.1	EVM0000030.1	
N0.HOG0015602	OG0014892	-	mikado.HiC_scaffold_13.0G316.1	EVM0016537.1	
N0.HOG0015603	OG0014893	-	mikado.HiC_scaffold_13.0G335.1	EVM0010836.1	
N0.HOG0015604	OG0014894	-	mikado.HiC_scaffold_13.0G337.1	EVM0015356.1	
N0.HOG0015605	OG0014895	-	mikado.HiC_scaffold_13.0G348.1	EVM0009207.1	
N0.HOG0015606	OG0014896	-	mikado.HiC_scaffold_13.0G350.1	EVM0003849.1	
N0.HOG0015607	OG0014897	-	mikado.HiC_scaffold_13.0G358.1		KUTeg_016928
N0.HOG0015608	OG0014898	-	mikado.HiC_scaffold_13.0G360.1	EVM0011745.1	
N0.HOG0015609	OG0014899	-	mikado.HiC_scaffold_13.0G384.1	EVM0018380.1	
N0.HOG0015610	OG0014900	-	mikado.HiC_scaffold_13.0G386.1	EVM0006358.1	
N0.HOG0015611	OG0014901	-	mikado.HiC_scaffold_18.0G522.1, mikado.HiC_scaffold_13.0G396.1		
N0.HOG0015612	OG0014902	-	mikado.HiC_scaffold_13.0G406.1	EVM0013250.1	
N0.HOG0015613	OG0014903	-	mikado.HiC_scaffold_13.0G418.1	EVM0013465.1	
N0.HOG0015614	OG0014904	-	mikado.HiC_scaffold_13.0G420.1	EVM0021599.1	
N0.HOG0015615	OG0014905	-	mikado.HiC_scaffold_13.0G431.1	EVM0016277.1	
N0.HOG0015616	OG0014906	-	mikado.HiC_scaffold_13.0G438.1, mikado.HiC_scaffold_13.0G439.1		
N0.HOG0015617	OG0014907	-	mikado.HiC_scaffold_13.0G450.1, mikado.HiC_scaffold_13.0G447.1		
N0.HOG0015618	OG0014908	-	mikado.HiC_scaffold_13.0G459.1, mikado.HiC_scaffold_13.0G459.2		
N0.HOG0015619	OG0014909	-	mikado.HiC_scaffold_13.0G466.1	EVM0023873.1	
N0.HOG0015620	OG0014910	-	mikado.HiC_scaffold_13.0G475.1	EVM0001344.1	
N0.HOG0015621	OG0014911	-	mikado.HiC_scaffold_13.0G488.1		KUTeg_016428
N0.HOG0015622	OG0014912	-	mikado.HiC_scaffold_13.0G501.1	EVM0015813.1	
N0.HOG0015623	OG0014913	-	mikado.HiC_scaffold_13.0G502.1	EVM0006012.1	
N0.HOG0015624	OG0014914	-	mikado.HiC_scaffold_13.0G508.1	EVM0009981.1	
N0.HOG0015625	OG0014915	-	mikado.HiC_scaffold_13.0G512.1	EVM0018485.1	
N0.HOG0015626	OG0014916	-	mikado.HiC_scaffold_13.0G533.1	EVM0007364.1	
N0.HOG0015627	OG0014917	-	mikado.HiC_scaffold_13.0G535.1	EVM0003120.1	
N0.HOG0015628	OG0014918	-	mikado.HiC_scaffold_13.0G557.2, mikado.HiC_scaffold_13.0G557.1		
N0.HOG0015629	OG0014919	-	mikado.HiC_scaffold_13.0G572.1	EVM0021373.1	
N0.HOG0015630	OG0014920	-	mikado.HiC_scaffold_13.0G573.1, mikado.HiC_scaffold_18.0G1362.1		
N0.HOG0015631	OG0014921	-	mikado.HiC_scaffold_13.0G577.1	EVM0008937.1	
N0.HOG0015632	OG0014922	-	mikado.HiC_scaffold_13.0G585.1	EVM0016663.1	
N0.HOG0015633	OG0014923	-	mikado.HiC_scaffold_13.0G589.1, mikado.HiC_scaffold_13.0G636.1		
N0.HOG0015634	OG0014924	-	mikado.HiC_scaffold_13.0G592.1		KUTeg_018221
N0.HOG0015635	OG0014925	-	mikado.HiC_scaffold_13.0G612.1	EVM0000616.1	
N0.HOG0015636	OG0014926	-	mikado.HiC_scaffold_13.0G616.1		KUTeg_016998
N0.HOG0015637	OG0014927	-	mikado.HiC_scaffold_13.0G628.1		KUTeg_016720
N0.HOG0015638	OG0014928	-	mikado.HiC_scaffold_13.0G637.1	EVM0001897.1	
N0.HOG0015639	OG0014929	-	mikado.HiC_scaffold_13.0G648.1	EVM0013394.1	
N0.HOG0015640	OG0014930	-	mikado.HiC_scaffold_13.0G1356.1, mikado.HiC_scaffold_13.0G677.1		
N0.HOG0015641	OG0014931	-	mikado.HiC_scaffold_13.0G687.1	EVM0016535.1	
N0.HOG0015642	OG0014932	-	mikado.HiC_scaffold_13.0G691.1	EVM0002421.1	
N0.HOG0015643	OG0014933	-	mikado.HiC_scaffold_13.0G692.1	EVM0018114.1	
N0.HOG0015644	OG0014934	-	mikado.HiC_scaffold_13.0G694.1	EVM0017773.1	
N0.HOG0015645	OG0014935	-	mikado.HiC_scaffold_13.0G696.1	EVM0005935.1	
N0.HOG0015646	OG0014936	-	mikado.HiC_scaffold_13.0G698.1	EVM0007125.1	
N0.HOG0015647	OG0014937	-	mikado.HiC_scaffold_13.0G721.1	EVM0023757.1	
N0.HOG0015648	OG0014938	-	mikado.HiC_scaffold_13.0G727.1	EVM0016551.1	
N0.HOG0015649	OG0014939	-	mikado.HiC_scaffold_13.0G749.1, mikado.HiC_scaffold_13.0G750.1		
N0.HOG0015650	OG0014940	-	mikado.HiC_scaffold_13.0G752.1	EVM0008967.1	
N0.HOG0015651	OG0014941	-	mikado.HiC_scaffold_13.0G756.1	EVM0007800.1	
N0.HOG0015652	OG0014942	-	mikado.HiC_scaffold_13.0G762.1	EVM0010372.1	
N0.HOG0015653	OG0014943	-	mikado.HiC_scaffold_13.0G770.1	EVM0000821.1	
N0.HOG0015654	OG0014944	-	mikado.HiC_scaffold_13.0G775.1	EVM0021005.1	
N0.HOG0015655	OG0014945	-	mikado.HiC_scaffold_13.0G788.1	EVM0005421.1	
N0.HOG0015656	OG0014946	-	mikado.HiC_scaffold_13.0G789.1	EVM0013852.1	
N0.HOG0015657	OG0014947	-	mikado.HiC_scaffold_13.0G798.1, mikado.HiC_scaffold_13.0G797.1		
N0.HOG0015658	OG0014948	-	mikado.HiC_scaffold_13.0G800.1	EVM0012834.1	
N0.HOG0015659	OG0014949	-	mikado.HiC_scaffold_13.0G803.1		KUTeg_016710
N0.HOG0015660	OG0014950	-	mikado.HiC_scaffold_13.0G814.1	EVM0008711.1	
N0.HOG0015661	OG0014951	-	mikado.HiC_scaffold_13.0G817.1	EVM0007571.1	
N0.HOG0015662	OG0014952	-	mikado.HiC_scaffold_13.0G824.1	EVM0000186.1	
N0.HOG0015663	OG0014953	-	mikado.HiC_scaffold_13.0G832.1		KUTeg_007799
N0.HOG0015664	OG0014954	-	mikado.HiC_scaffold_13.0G835.1, mikado.HiC_scaffold_13.0G836.1		
N0.HOG0015665	OG0014955	-	mikado.HiC_scaffold_13.0G842.1, mikado.HiC_scaffold_13.0G843.1		
N0.HOG0015666	OG0014956	-	mikado.HiC_scaffold_13.0G848.1		KUTeg_017022
N0.HOG0015667	OG0014957	-	mikado.HiC_scaffold_13.0G860.1, mikado.HiC_scaffold_13.0G861.1		
N0.HOG0015668	OG0014958	-	mikado.HiC_scaffold_13.0G870.1	EVM0011809.1	
N0.HOG0015669	OG0014959	-	mikado.HiC_scaffold_13.0G878.1	EVM0021940.1	
N0.HOG0015670	OG0014960	-	mikado.HiC_scaffold_13.0G890.1	EVM0002982.1	
N0.HOG0015671	OG0014961	-	mikado.HiC_scaffold_13.0G892.1	EVM0003927.1	
N0.HOG0015672	OG0014962	-	mikado.HiC_scaffold_13.0G894.1	EVM0012175.1	
N0.HOG0015673	OG0014963	-	mikado.HiC_scaffold_13.0G913.1, mikado.HiC_scaffold_13.0G914.1		
N0.HOG0015674	OG0014964	-	mikado.HiC_scaffold_13.0G917.1	EVM0005553.1	
N0.HOG0015675	OG0014965	-	mikado.HiC_scaffold_13.0G923.1	EVM0000635.1	
N0.HOG0015676	OG0014966	-	mikado.HiC_scaffold_13.0G944.1	EVM0021516.1	
N0.HOG0015677	OG0014967	-	mikado.HiC_scaffold_13.0G949.1	EVM0003870.1	
N0.HOG0015678	OG0014968	-	mikado.HiC_scaffold_13.0G978.2, mikado.HiC_scaffold_13.0G978.1		
N0.HOG0015679	OG0014969	-	mikado.HiC_scaffold_13.0G979.1, mikado.HiC_scaffold_13.0G980.1		
N0.HOG0015680	OG0014970	-	mikado.HiC_scaffold_13.0G981.1		KUTeg_016806
N0.HOG0015681	OG0014971	-	mikado.HiC_scaffold_13.0G991.1		KUTeg_013413
N0.HOG0015682	OG0014972	-	mikado.HiC_scaffold_13.0G1029.1, mikado.HiC_scaffold_13.0G1031.1		
N0.HOG0015683	OG0014973	-	mikado.HiC_scaffold_13.0G1038.1	EVM0016779.1	
N0.HOG0015684	OG0014974	-	mikado.HiC_scaffold_13.0G1048.1	EVM0018253.1	
N0.HOG0015685	OG0014975	-	mikado.HiC_scaffold_13.0G1049.1	EVM0010679.1	
N0.HOG0015686	OG0014976	-	mikado.HiC_scaffold_13.0G1066.1	EVM0017558.1	
N0.HOG0015687	OG0014977	-	mikado.HiC_scaffold_13.0G1068.1	EVM0016341.1	
N0.HOG0015688	OG0014978	-	mikado.HiC_scaffold_13.0G1071.1, mikado.HiC_scaffold_13.0G1074.1		
N0.HOG0015689	OG0014979	-	mikado.HiC_scaffold_13.0G1072.1, mikado.HiC_scaffold_13.0G1073.1		
N0.HOG0015690	OG0014980	-	mikado.HiC_scaffold_13.0G1095.1	EVM0013935.1	
N0.HOG0015691	OG0014981	-	mikado.HiC_scaffold_13.0G1119.1	EVM0023081.1	
N0.HOG0015692	OG0014982	-	mikado.HiC_scaffold_13.0G1174.1		KUTeg_011590
N0.HOG0015693	OG0014983	-	mikado.HiC_scaffold_18.0G181.1, mikado.HiC_scaffold_13.0G1177.1		
N0.HOG0015694	OG0014984	-	mikado.HiC_scaffold_13.0G1186.1, mikado.HiC_scaffold_18.0G1046.1		
N0.HOG0015695	OG0014985	-	mikado.HiC_scaffold_13.0G1213.1	EVM0022753.1	
N0.HOG0015696	OG0014986	-	mikado.HiC_scaffold_13.0G1225.1		KUTeg_016791
N0.HOG0015697	OG0014987	-	mikado.HiC_scaffold_13.0G1227.1, mikado.HiC_scaffold_13.0G1227.2		
N0.HOG0015698	OG0014988	-	mikado.HiC_scaffold_13.0G1229.1	EVM0000935.1	
N0.HOG0015699	OG0014989	-	mikado.HiC_scaffold_13.0G1230.1	EVM0005714.1	
N0.HOG0015700	OG0014990	-	mikado.HiC_scaffold_13.0G1240.1	EVM0020955.1	
N0.HOG0015701	OG0014991	-	mikado.HiC_scaffold_13.0G1273.1		KUTeg_016263
N0.HOG0015702	OG0014992	-	mikado.HiC_scaffold_13.0G1278.1	EVM0000763.1	
N0.HOG0015703	OG0014993	-	mikado.HiC_scaffold_18.0G1186.1, mikado.HiC_scaffold_13.0G1283.1		
N0.HOG0015704	OG0014994	-	mikado.HiC_scaffold_13.0G1284.1	EVM0002177.1	
N0.HOG0015705	OG0014995	-	mikado.HiC_scaffold_13.0G1293.1	EVM0009867.1	
N0.HOG0015706	OG0014996	-	mikado.HiC_scaffold_13.0G1308.1, mikado.HiC_scaffold_13.0G1309.1		
N0.HOG0015707	OG0014997	-	mikado.HiC_scaffold_13.0G1318.1	EVM0020846.1	
N0.HOG0015708	OG0014998	-	mikado.HiC_scaffold_13.0G1320.1		KUTeg_016377
N0.HOG0015709	OG0014999	-	mikado.HiC_scaffold_13.0G1323.1	EVM0017401.1	
N0.HOG0015710	OG0015000	-	mikado.HiC_scaffold_13.0G1326.1	EVM0018913.1	
N0.HOG0015711	OG0015001	-	mikado.HiC_scaffold_13.0G1329.1	EVM0017474.1	
N0.HOG0015712	OG0015002	-	mikado.HiC_scaffold_13.0G1340.1	EVM0002080.1	
N0.HOG0015713	OG0015003	-	mikado.HiC_scaffold_13.0G1350.1	EVM0006982.1	
N0.HOG0015714	OG0015004	-	mikado.HiC_scaffold_13.0G1364.1	EVM0005446.1	
