HOG	OG	Gene Tree Parent Clade	Azeb	Sbro	Tgra
N1.HOG0007210	OG0013533	-		EVM0010942.1	KUTeg_020305, KUTeg_017423
N1.HOG0007211	OG0013534	-		EVM0002955.1, EVM0008618.1	KUTeg_021256
N1.HOG0007212	OG0013535	-		EVM0018848.1	KUTeg_020168, KUTeg_020712
N1.HOG0007213	OG0013536	-		EVM0017724.1	KUTeg_021232, KUTeg_020768
N1.HOG0007214	OG0013537	-		EVM0002768.1	KUTeg_020557, KUTeg_021085
N1.HOG0007215	OG0013538	-		EVM0004528.1	KUTeg_021144, KUTeg_021145
N1.HOG0007216	OG0013539	-		EVM0003630.1	KUTeg_020630, KUTeg_020485
N1.HOG0007217	OG0013540	-		EVM0009333.1	KUTeg_014612, KUTeg_002816
N1.HOG0007218	OG0013541	-		EVM0003892.1	KUTeg_010746, KUTeg_022115
N1.HOG0007219	OG0013542	-		EVM0015884.1, EVM0009293.1, EVM0011218.1	
N1.HOG0007220	OG0013543	-		EVM0016658.1, EVM0008035.1, EVM0016841.1	
N1.HOG0007221	OG0013544	-		EVM0006964.1, EVM0014476.1	KUTeg_021600
N1.HOG0007222	OG0013545	-		EVM0016797.1	KUTeg_018716, KUTeg_018723
N1.HOG0007223	OG0013546	-		EVM0009738.1	KUTeg_014773, KUTeg_005591
N1.HOG0007224	OG0013547	-		EVM0005428.1	KUTeg_021589, KUTeg_022068
N1.HOG0007225	OG0013548	-		EVM0005686.1	KUTeg_014869, KUTeg_019617
N1.HOG0007226	OG0013549	-		EVM0006317.1, EVM0000126.1	KUTeg_018896
N1.HOG0007227	OG0013550	-		EVM0006111.1	KUTeg_019980, KUTeg_019982
N1.HOG0007228	OG0013551	-		EVM0005310.1, EVM0010361.1	KUTeg_018953
N1.HOG0007229	OG0013552	-		EVM0004475.1, EVM0003316.1	KUTeg_000698
N1.HOG0007230	OG0013553	-		EVM0012252.1	KUTeg_017247, KUTeg_018975
N1.HOG0007231	OG0013554	-		EVM0022584.1	KUTeg_019500, KUTeg_019499
N1.HOG0007232	OG0013555	-		EVM0014104.1	KUTeg_018852, KUTeg_019024
N1.HOG0007233	OG0013556	-		EVM0015685.1	KUTeg_018938, KUTeg_018937
N1.HOG0007234	OG0013557	-		EVM0015143.1, EVM0015230.1, EVM0010147.1	
N1.HOG0007235	OG0013558	-		EVM0021451.1	KUTeg_019915, KUTeg_019917
N1.HOG0007236	OG0013559	-		EVM0018894.1	KUTeg_019637, KUTeg_019008
N1.HOG0007237	OG0013560	-		EVM0001054.1	KUTeg_019276, KUTeg_019088
N1.HOG0007238	OG0013561	-		EVM0011916.1	KUTeg_018931, KUTeg_018932
N1.HOG0007239	OG0013562	-		EVM0010791.1, EVM0019294.1	KUTeg_020021
N1.HOG0007240	OG0013563	-		EVM0014678.1, EVM0001376.1	KUTeg_020018
N1.HOG0007241	OG0013564	-		EVM0009534.1	KUTeg_010551, KUTeg_006537
N1.HOG0007242	OG0013565	-		EVM0010670.1	KUTeg_022899, KUTeg_023491
N1.HOG0007243	OG0013566	-		EVM0009437.1, EVM0010777.1, EVM0011279.1	
N1.HOG0007244	OG0013567	-		EVM0011261.1	KUTeg_022811, KUTeg_023395
N1.HOG0007245	OG0013568	-		EVM0023107.1	KUTeg_023161, KUTeg_023168
N1.HOG0007246	OG0013569	-		EVM0015572.1, EVM0007312.1	KUTeg_023163
N1.HOG0007247	OG0013570	-		EVM0012637.1, EVM0006361.1	KUTeg_022995
N1.HOG0007248	OG0013571	-		EVM0009268.1	KUTeg_017469, KUTeg_017913
N1.HOG0007249	OG0013572	-		EVM0018684.1, EVM0013476.1, EVM0014204.1	
N1.HOG0007250	OG0013573	-		EVM0020114.1	KUTeg_023709, KUTeg_023710
N1.HOG0007251	OG0013574	-		EVM0012085.1	KUTeg_023579, KUTeg_022821
N1.HOG0007252	OG0013575	-		EVM0001828.1, EVM0022573.1	KUTeg_022985
N1.HOG0007253	OG0013576	-		EVM0021153.1, EVM0009584.1	KUTeg_022661
N1.HOG0007254	OG0013577	-			KUTeg_024414, KUTeg_023962, KUTeg_007186
N1.HOG0007255	OG0013578	-			KUTeg_024929, KUTeg_023990, KUTeg_024928
N1.HOG0007256	OG0013579	-			KUTeg_024605, KUTeg_024372, KUTeg_024371
N1.HOG0007257	OG0013580	-			KUTeg_020370, KUTeg_024588, KUTeg_012343
N1.HOG0007258	OG0013581	-			KUTeg_024879, KUTeg_024883, KUTeg_024880
N1.HOG0007259	OG0013582	-			KUTeg_024898, KUTeg_024899, KUTeg_024897
N1.HOG0007260	OG0013583	-			KUTeg_023890, KUTeg_023893, KUTeg_023889
N1.HOG0007261	OG0013584	-			KUTeg_015668, KUTeg_014474, KUTeg_022870
N1.HOG0007262	OG0013585	-			KUTeg_023302, KUTeg_012665, KUTeg_012664
N1.HOG0007263	OG0013586	-			KUTeg_023616, KUTeg_023556, KUTeg_023753
N1.HOG0007264	OG0013587	-			KUTeg_011821, KUTeg_012289, KUTeg_023668
N1.HOG0007265	OG0013588	-			KUTeg_023825, KUTeg_023826, KUTeg_023827
N1.HOG0007266	OG0013589	-			KUTeg_001244, KUTeg_021426, KUTeg_001245
N1.HOG0007267	OG0013590	-			KUTeg_021457, KUTeg_012505, KUTeg_001466
N1.HOG0007268	OG0013591	-			KUTeg_012186, KUTeg_021478, KUTeg_012718
N1.HOG0007269	OG0013592	-			KUTeg_021494, KUTeg_011596, KUTeg_012287
N1.HOG0007270	OG0013593	-			KUTeg_022264, KUTeg_021535, KUTeg_022263
N1.HOG0007271	OG0013594	-			KUTeg_011794, KUTeg_011797, KUTeg_021611
N1.HOG0007272	OG0013595	-			KUTeg_021747, KUTeg_019086, KUTeg_019275
N1.HOG0007273	OG0013596	-			KUTeg_005906, KUTeg_005913, KUTeg_021824
N1.HOG0007274	OG0013597	-			KUTeg_017966, KUTeg_021847, KUTeg_021848
N1.HOG0007275	OG0013598	-			KUTeg_018964, KUTeg_021873, KUTeg_019744
N1.HOG0007276	OG0013599	-			KUTeg_021886, KUTeg_021887, KUTeg_002631
N1.HOG0007277	OG0013600	-			KUTeg_021340, KUTeg_011499, KUTeg_021902
N1.HOG0007278	OG0013601	-			KUTeg_021904, KUTeg_008457, KUTeg_002751
N1.HOG0007279	OG0013602	-			KUTeg_021984, KUTeg_018746, KUTeg_021983
N1.HOG0007280	OG0013603	-			KUTeg_022196, KUTeg_007375, KUTeg_007368
N1.HOG0007281	OG0013604	-			KUTeg_007882, KUTeg_022208, KUTeg_019459
N1.HOG0007282	OG0013605	-			KUTeg_022355, KUTeg_018821, KUTeg_020216
N1.HOG0007283	OG0013606	-			KUTeg_020069, KUTeg_020910, KUTeg_020911
N1.HOG0007284	OG0013607	-			KUTeg_021040, KUTeg_020177, KUTeg_020178
N1.HOG0007285	OG0013608	-			KUTeg_003829, KUTeg_020243, KUTeg_016936
N1.HOG0007286	OG0013609	-			KUTeg_013949, KUTeg_020374, KUTeg_012987
N1.HOG0007287	OG0013610	-			KUTeg_011898, KUTeg_020447, KUTeg_003484
N1.HOG0007288	OG0013611	-			KUTeg_020531, KUTeg_000167, KUTeg_015140
N1.HOG0007289	OG0013612	-			KUTeg_003171, KUTeg_020570, KUTeg_007619
N1.HOG0007290	OG0013613	-			KUTeg_015634, KUTeg_020615, KUTeg_019891
N1.HOG0007291	OG0013614	-			KUTeg_021071, KUTeg_021225, KUTeg_020701
N1.HOG0007292	OG0013615	-			KUTeg_020742, KUTeg_020741, KUTeg_020739
N1.HOG0007293	OG0013616	-			KUTeg_018789, KUTeg_020819, KUTeg_005705
N1.HOG0007294	OG0013617	-			KUTeg_020929, KUTeg_006169, KUTeg_014236
N1.HOG0007295	OG0013618	-			KUTeg_021167, KUTeg_021373, KUTeg_021374
N1.HOG0007296	OG0013619	-			KUTeg_010565, KUTeg_014832, KUTeg_021278
N1.HOG0007297	OG0013620	-			KUTeg_013486, KUTeg_012837, KUTeg_018956
N1.HOG0007298	OG0013621	-			KUTeg_019783, KUTeg_019486, KUTeg_019788
N1.HOG0007299	OG0013622	-			KUTeg_015210, KUTeg_019742, KUTeg_019739
N1.HOG0007300	OG0013623	-			KUTeg_019786, KUTeg_019781, KUTeg_019782
N1.HOG0007301	OG0013624	-			KUTeg_020025, KUTeg_000045, KUTeg_020032
N1.HOG0007302	OG0013625	-			KUTeg_014167, KUTeg_007516, KUTeg_018764
N1.HOG0007303	OG0013626	-			KUTeg_001840, KUTeg_018770, KUTeg_002696
N1.HOG0007304	OG0013627	-			KUTeg_017803, KUTeg_018545, KUTeg_017798
N1.HOG0007305	OG0013628	-			KUTeg_017799, KUTeg_014888, KUTeg_009592
N1.HOG0007306	OG0013629	-			KUTeg_018523, KUTeg_018522, KUTeg_018168
N1.HOG0007307	OG0013630	-			KUTeg_018217, KUTeg_018214, KUTeg_009315
N1.HOG0007308	OG0013631	-			KUTeg_018256, KUTeg_018253, KUTeg_018259
N1.HOG0007309	OG0013632	-			KUTeg_018597, KUTeg_008759, KUTeg_008447
N1.HOG0007310	OG0013633	-			KUTeg_017283, KUTeg_017297, KUTeg_017298
N1.HOG0007311	OG0013634	-			KUTeg_017259, KUTeg_000044, KUTeg_000042
N1.HOG0007312	OG0013635	-			KUTeg_003390, KUTeg_015955, KUTeg_015960
N1.HOG0007313	OG0013636	-			KUTeg_001111, KUTeg_016199, KUTeg_016793
N1.HOG0007314	OG0013637	-			KUTeg_016663, KUTeg_006319, KUTeg_016367
N1.HOG0007315	OG0013638	-			KUTeg_016690, KUTeg_016688, KUTeg_016687
N1.HOG0007316	OG0013639	-			KUTeg_015727, KUTeg_015724, KUTeg_015722
N1.HOG0007317	OG0013640	-			KUTeg_000068, KUTeg_015782, KUTeg_005583
N1.HOG0007318	OG0013641	-			KUTeg_015275, KUTeg_000169, KUTeg_006678
N1.HOG0007319	OG0013642	-			KUTeg_002809, KUTeg_014596, KUTeg_014858
N1.HOG0007320	OG0013643	-			KUTeg_006528, KUTeg_014801, KUTeg_010550
N1.HOG0007321	OG0013644	-			KUTeg_013143, KUTeg_013141, KUTeg_013145
N1.HOG0007322	OG0013645	-			KUTeg_013525, KUTeg_013352, KUTeg_013526
N1.HOG0007323	OG0013646	-			KUTeg_013830, KUTeg_011139, KUTeg_009322
N1.HOG0007324	OG0013647	-			KUTeg_007702, KUTeg_014386, KUTeg_005781
N1.HOG0007325	OG0013648	-			KUTeg_011644, KUTeg_011783, KUTeg_005717
N1.HOG0007326	OG0013649	-			KUTeg_011654, KUTeg_012484, KUTeg_012485
N1.HOG0007327	OG0013650	-			KUTeg_011791, KUTeg_008124, KUTeg_008467
N1.HOG0007328	OG0013651	-			KUTeg_012652, KUTeg_011847, KUTeg_012648
N1.HOG0007329	OG0013652	-			KUTeg_012139, KUTeg_012555, KUTeg_010980
N1.HOG0007330	OG0013653	-			KUTeg_012307, KUTeg_012788, KUTeg_012306
N1.HOG0007331	OG0013654	-			KUTeg_012377, KUTeg_010389, KUTeg_010387
N1.HOG0007332	OG0013655	-			KUTeg_011321, KUTeg_006377, KUTeg_006378
N1.HOG0007333	OG0013656	-			KUTeg_005224, KUTeg_005227, KUTeg_011248
N1.HOG0007334	OG0013657	-			KUTeg_010699, KUTeg_007529, KUTeg_006996
N1.HOG0007335	OG0013658	-			KUTeg_011023, KUTeg_011018, KUTeg_010724
N1.HOG0007336	OG0013659	-			KUTeg_010727, KUTeg_010730, KUTeg_010729
N1.HOG0007337	OG0013660	-			KUTeg_010009, KUTeg_010667, KUTeg_010666
N1.HOG0007338	OG0013661	-			KUTeg_010174, KUTeg_009426, KUTeg_009425
N1.HOG0007339	OG0013662	-			KUTeg_010454, KUTeg_010091, KUTeg_009439
N1.HOG0007340	OG0013663	-			KUTeg_009512, KUTeg_009506, KUTeg_009510
N1.HOG0007341	OG0013664	-			KUTeg_009706, KUTeg_009711, KUTeg_009707
N1.HOG0007342	OG0013665	-			KUTeg_003612, KUTeg_009735, KUTeg_004752
N1.HOG0007343	OG0013666	-			KUTeg_010407, KUTeg_010408, KUTeg_010406
N1.HOG0007344	OG0013667	-			KUTeg_009188, KUTeg_009191, KUTeg_009186
N1.HOG0007345	OG0013668	-			KUTeg_009143, KUTeg_009138, KUTeg_009144
N1.HOG0007346	OG0013669	-			KUTeg_009153, KUTeg_005917, KUTeg_001273
N1.HOG0007347	OG0013670	-			KUTeg_008351, KUTeg_008352, KUTeg_008140
N1.HOG0007348	OG0013671	-			KUTeg_008207, KUTeg_008548, KUTeg_008547
N1.HOG0007349	OG0013672	-			KUTeg_002171, KUTeg_004515, KUTeg_008605
N1.HOG0007350	OG0013673	-			KUTeg_007577, KUTeg_007578, KUTeg_007189
N1.HOG0007351	OG0013674	-			KUTeg_006557, KUTeg_005022, KUTeg_006549
N1.HOG0007352	OG0013675	-			KUTeg_006025, KUTeg_006024, KUTeg_006022
N1.HOG0007353	OG0013676	-			KUTeg_000076, KUTeg_005898, KUTeg_000034
N1.HOG0007354	OG0013677	-			KUTeg_001206, KUTeg_001209, KUTeg_003312
N1.HOG0007355	OG0013678	-			KUTeg_002739, KUTeg_002752, KUTeg_002738
N1.HOG0007356	OG0013679	-			KUTeg_001973, KUTeg_001449, KUTeg_001972
N1.HOG0007357	OG0013680	-			KUTeg_001690, KUTeg_001846, KUTeg_001852
N1.HOG0007358	OG0013681	-			KUTeg_001233, KUTeg_001265, KUTeg_001230
N1.HOG0007359	OG0013682	-			KUTeg_001135, KUTeg_001128, KUTeg_001136
N1.HOG0007360	OG0016669	-		Sbro-opnGq_nc2, EVM0023922.1	
N1.HOG0007361	OG0016670	-		EVM0008587.1	KUTeg_006711
N1.HOG0007362	OG0016671	-		EVM0001971.1, EVM0013223.1	
N1.HOG0007363	OG0016672	-		EVM0000561.1, EVM0005036.1	
N1.HOG0007364	OG0016673	-		EVM0010850.1, EVM0011365.1	
N1.HOG0007365	OG0016674	-		EVM0002448.1, EVM0012073.1	
N1.HOG0007366	OG0016675	-		EVM0017851.1, EVM0019982.1	
N1.HOG0007367	OG0016676	-		EVM0004225.1, EVM0016648.1	
N1.HOG0007368	OG0016677	-		EVM0010969.1, EVM0009866.1	
N1.HOG0007369	OG0016678	-		EVM0021272.1	KUTeg_006566
N1.HOG0007370	OG0016679	-		EVM0000812.1, EVM0021088.1	
N1.HOG0007371	OG0016680	-		EVM0003215.1	KUTeg_016523
N1.HOG0007372	OG0016681	-		EVM0020145.1, EVM0007098.1	
N1.HOG0007373	OG0016682	-		EVM0009245.1, EVM0014633.1	
N1.HOG0007374	OG0016683	-		EVM0022578.1	KUTeg_023290
N1.HOG0007375	OG0016684	-		EVM0006872.1, EVM0021621.1	
N1.HOG0007376	OG0016685	-		EVM0002840.1	KUTeg_007515
N1.HOG0007377	OG0016686	-		EVM0014076.1, EVM0004538.1	
N1.HOG0007378	OG0016687	-		EVM0017025.1, EVM0021744.1	
N1.HOG0007379	OG0016688	-		EVM0022725.1, EVM0019177.1	
N1.HOG0007380	OG0016689	-		EVM0006302.1, EVM0003434.1	
N1.HOG0007381	OG0016690	-		EVM0020576.1, EVM0001661.1	
N1.HOG0007382	OG0016691	-		EVM0018778.1, EVM0004815.1	
N1.HOG0007383	OG0016692	-		EVM0017746.1, EVM0009956.1	
N1.HOG0007384	OG0016693	-		EVM0019554.1, EVM0018997.1	
N1.HOG0007385	OG0016694	-		EVM0002115.1, EVM0004914.1	
N1.HOG0007386	OG0016695	-		EVM0023463.1, EVM0007484.1	
N1.HOG0007387	OG0016696	-		EVM0015297.1	KUTeg_019147
N1.HOG0007388	OG0016697	-		EVM0023690.1, EVM0009266.1	
N1.HOG0007389	OG0016698	-		EVM0008882.1	KUTeg_023268
N1.HOG0007390	OG0016699	-		EVM0004369.1, EVM0005929.1	
N1.HOG0007391	OG0016700	-		EVM0020499.1	KUTeg_006823
N1.HOG0007392	OG0016701	-		EVM0013982.1, EVM0015224.1	
N1.HOG0007393	OG0016702	-		EVM0001040.1, EVM0002837.1	
N1.HOG0007394	OG0016703	-		EVM0020683.1, EVM0023227.1	
N1.HOG0007395	OG0016704	-		EVM0002297.1, EVM0013332.1	
N1.HOG0007396	OG0016705	-		EVM0010596.1, EVM0011105.1	
N1.HOG0007397	OG0016706	-		EVM0011829.1	KUTeg_021532
N1.HOG0007398	OG0016707	-		EVM0023285.1	KUTeg_008867
N1.HOG0007399	OG0016708	-		EVM0023773.1, EVM0001944.1	
N1.HOG0007400	OG0016709	-		EVM0021925.1, EVM0015675.1	
N1.HOG0007401	OG0016710	-		EVM0010429.1, EVM0012785.1	
N1.HOG0007402	OG0016711	-		EVM0005584.1, EVM0003478.1	
N1.HOG0007403	OG0016712	-		EVM0008865.1, EVM0009143.1	
N1.HOG0007404	OG0016713	-		EVM0021994.1	KUTeg_002743
N1.HOG0007405	OG0016714	-		EVM0020956.1, EVM0011882.1	
N1.HOG0007406	OG0016715	-		EVM0009368.1, EVM0015852.1	
N1.HOG0007407	OG0016716	-		EVM0024012.1	KUTeg_002344
N1.HOG0007408	OG0016717	-		EVM0000439.1, EVM0002682.1	
N1.HOG0007409	OG0016718	-		EVM0011643.1, EVM0002324.1	
N1.HOG0007410	OG0016719	-		EVM0022169.1, EVM0014860.1	
N1.HOG0007411	OG0016720	-		EVM0001748.1, EVM0013676.1	
N1.HOG0007412	OG0016721	-		EVM0018349.1, EVM0010867.1	
N1.HOG0007413	OG0016722	-		EVM0001362.1, EVM0021610.1	
N1.HOG0007414	OG0016723	-		EVM0021466.1	KUTeg_024161
N1.HOG0007415	OG0016724	-		EVM0017250.1, EVM0002972.1	
N1.HOG0007416	OG0016725	-		EVM0011609.1, EVM0023250.1	
N1.HOG0007417	OG0016726	-		EVM0022401.1	KUTeg_013302
N1.HOG0007418	OG0016727	-		EVM0021612.1, EVM0013089.1	
N1.HOG0007419	OG0016728	-		EVM0001085.1, EVM0000222.1	
N1.HOG0007420	OG0016729	-		EVM0022018.1	KUTeg_007642
N1.HOG0007421	OG0016730	-		EVM0003009.1, EVM0010619.1	
N1.HOG0007422	OG0016731	-		EVM0010878.1, EVM0004728.1	
N1.HOG0007423	OG0016732	-		EVM0010127.1, EVM0017091.1	
N1.HOG0007424	OG0016733	-		EVM0024013.1, EVM0005284.1	
N1.HOG0007425	OG0016734	-		EVM0015207.1, EVM0006766.1	
N1.HOG0007426	OG0016735	-		EVM0019905.1, EVM0003604.1	
N1.HOG0007427	OG0016736	-		EVM0005372.1	KUTeg_015761
N1.HOG0007428	OG0016737	-		EVM0005265.1	KUTeg_024096
N1.HOG0007429	OG0016738	-		EVM0017235.1	KUTeg_021638
N1.HOG0007430	OG0016739	-		EVM0012701.1, EVM0023625.1	
N1.HOG0007431	OG0016740	-		EVM0022756.1	KUTeg_022939
N1.HOG0007432	OG0016741	-		EVM0017891.1, EVM0020815.1	
N1.HOG0007433	OG0016742	-		EVM0004690.1	KUTeg_021603
N1.HOG0007434	OG0016743	-		EVM0021544.1	KUTeg_005363
N1.HOG0007435	OG0016744	-		EVM0007929.1	KUTeg_006976
N1.HOG0007436	OG0016745	-		EVM0004384.1	KUTeg_000279
N1.HOG0007437	OG0016746	-		EVM0010272.1	KUTeg_016506
N1.HOG0007438	OG0016747	-		EVM0009732.1, EVM0004279.1	
N1.HOG0007439	OG0016748	-		EVM0019858.1, EVM0017553.1	
N1.HOG0007440	OG0016749	-		EVM0006844.1	KUTeg_022299
N1.HOG0007441	OG0016750	-		EVM0024036.1, EVM0019599.1	
N1.HOG0007442	OG0016751	-		EVM0006912.1, EVM0001625.1	
N1.HOG0007443	OG0016752	-		EVM0011194.1, EVM0007334.1	
N1.HOG0007444	OG0016753	-		EVM0000846.1	KUTeg_000251
N1.HOG0007445	OG0016754	-		EVM0000944.1, EVM0012717.1	
N1.HOG0007446	OG0016755	-		EVM0022301.1	KUTeg_006542
N1.HOG0007447	OG0016756	-		EVM0021309.1	KUTeg_010605
N1.HOG0007448	OG0016757	-		EVM0004597.1	KUTeg_004005
N1.HOG0007449	OG0016758	-		EVM0017469.1	KUTeg_003383
N1.HOG0007450	OG0016759	-		EVM0003667.1	KUTeg_004128
N1.HOG0007451	OG0016760	-		EVM0015682.1	KUTeg_003655
N1.HOG0007452	OG0016761	-		EVM0004008.1	KUTeg_003660
N1.HOG0007453	OG0016762	-		EVM0005755.1	KUTeg_003196
N1.HOG0007454	OG0016763	-		EVM0008061.1	KUTeg_003839
N1.HOG0007455	OG0016764	-		EVM0013436.1	KUTeg_003337
N1.HOG0007456	OG0016765	-		EVM0004466.1	KUTeg_003340
N1.HOG0007457	OG0016766	-		EVM0001339.1	KUTeg_004605
N1.HOG0007458	OG0016767	-		EVM0000150.2	KUTeg_003317
N1.HOG0007459	OG0016768	-		EVM0014599.1	KUTeg_002995
N1.HOG0007460	OG0016769	-		EVM0002815.1	KUTeg_004305
N1.HOG0007461	OG0016770	-		EVM0022748.1	KUTeg_004489
N1.HOG0007462	OG0016771	-		EVM0001603.1, EVM0009591.1	
N1.HOG0007463	OG0016772	-		EVM0003736.1	KUTeg_003878
N1.HOG0007464	OG0016773	-		EVM0020585.1	KUTeg_004362
N1.HOG0007465	OG0016774	-		EVM0022198.1	KUTeg_003282
N1.HOG0007466	OG0016775	-		EVM0004732.1	KUTeg_003076
N1.HOG0007467	OG0016776	-		EVM0001703.1	KUTeg_014124
N1.HOG0007468	OG0016777	-		EVM0019455.1	KUTeg_004164
N1.HOG0007469	OG0016778	-		EVM0001052.1	KUTeg_004166
N1.HOG0007470	OG0016779	-		EVM0003580.1	KUTeg_004042
N1.HOG0007471	OG0016780	-		EVM0007210.1	KUTeg_004036
N1.HOG0007472	OG0016781	-		EVM0002559.1, EVM0009097.1	
N1.HOG0007473	OG0016782	-		EVM0001909.1	KUTeg_002955
N1.HOG0007474	OG0016783	-		EVM0001815.1	KUTeg_003398
N1.HOG0007475	OG0016784	-		EVM0023766.1	KUTeg_004682
N1.HOG0007476	OG0016785	-		EVM0012498.1	KUTeg_004560
N1.HOG0007477	OG0016786	-		EVM0012480.1	KUTeg_004553
N1.HOG0007478	OG0016787	-		EVM0018381.1	KUTeg_003663
N1.HOG0007479	OG0016788	-		EVM0006974.1	KUTeg_009321
N1.HOG0007480	OG0016789	-		EVM0018118.1	KUTeg_003216
N1.HOG0007481	OG0016790	-		EVM0006107.1	KUTeg_003214
N1.HOG0007482	OG0016791	-		EVM0007095.1	KUTeg_003766
N1.HOG0007483	OG0016792	-		EVM0014262.1	KUTeg_003140
N1.HOG0007484	OG0016793	-		EVM0019447.1	KUTeg_003532
N1.HOG0007485	OG0016794	-		EVM0009622.1, EVM0013039.1	
N1.HOG0007486	OG0016795	-		EVM0000165.1, EVM0012536.1	
N1.HOG0007487	OG0016796	-		EVM0015117.1	KUTeg_012810
N1.HOG0007488	OG0016797	-		EVM0009486.1, EVM0019828.1	
N1.HOG0007489	OG0016798	-		EVM0016003.1	KUTeg_003204
N1.HOG0007490	OG0016799	-		EVM0024009.1	KUTeg_004289
N1.HOG0007491	OG0016800	-		EVM0015903.1	KUTeg_003559
N1.HOG0007492	OG0016801	-		EVM0020383.1, EVM0012839.1	
N1.HOG0007493	OG0016802	-		EVM0012092.1	KUTeg_004264
N1.HOG0007494	OG0016803	-		EVM0006937.1	KUTeg_011219
N1.HOG0007495	OG0016804	-		EVM0004628.1	KUTeg_003824
N1.HOG0007496	OG0016805	-		EVM0010966.1	KUTeg_004046
N1.HOG0007497	OG0016806	-		EVM0013532.1, EVM0011367.1	
N1.HOG0007498	OG0016807	-		EVM0007781.1	KUTeg_022029
N1.HOG0007499	OG0016808	-		EVM0002633.1	KUTeg_004443
N1.HOG0007500	OG0016809	-		EVM0011328.1, EVM0004693.1	
N1.HOG0007501	OG0016810	-		EVM0007088.1	KUTeg_003134
N1.HOG0007502	OG0016811	-		EVM0002316.1, EVM0013756.1	
N1.HOG0007503	OG0016812	-		EVM0023452.1	KUTeg_003055
N1.HOG0007504	OG0016813	-		EVM0002328.1	KUTeg_004322
N1.HOG0007505	OG0016814	-		EVM0002120.1	KUTeg_003443
N1.HOG0007506	OG0016815	-		EVM0004941.1	KUTeg_004222
N1.HOG0007507	OG0016816	-		EVM0014783.1, EVM0004268.1	
N1.HOG0007508	OG0016817	-		EVM0000989.1	KUTeg_007971
N1.HOG0007509	OG0016818	-		EVM0015792.1	KUTeg_007974
N1.HOG0007510	OG0016819	-		EVM0001049.1, EVM0009625.1	
N1.HOG0007511	OG0016820	-		EVM0003331.1	KUTeg_006886
N1.HOG0007512	OG0016821	-		EVM0023205.1, EVM0012513.1	
N1.HOG0007513	OG0016822	-		EVM0021310.1	KUTeg_007090
N1.HOG0007514	OG0016823	-		EVM0014898.1	KUTeg_007958
N1.HOG0007515	OG0016824	-		EVM0001412.1, EVM0005279.1	
N1.HOG0007516	OG0016825	-		EVM0007370.1	KUTeg_000895
N1.HOG0007517	OG0016826	-		EVM0021188.1	KUTeg_006571
N1.HOG0007518	OG0016827	-		EVM0007775.1	KUTeg_019677
N1.HOG0007519	OG0016828	-		EVM0018884.1	KUTeg_006740
N1.HOG0007520	OG0016829	-		EVM0003184.1	KUTeg_007077
N1.HOG0007521	OG0016830	-		EVM0010378.1	KUTeg_007299
N1.HOG0007522	OG0016831	-		EVM0004553.1, EVM0019733.1	
N1.HOG0007523	OG0016832	-		EVM0008392.1	KUTeg_002794
N1.HOG0007524	OG0016833	-		EVM0013115.1	KUTeg_007726
N1.HOG0007525	OG0016834	-		EVM0002739.1	KUTeg_007161
N1.HOG0007526	OG0016835	-		EVM0020010.1	KUTeg_006839
N1.HOG0007527	OG0016836	-		EVM0008146.1	KUTeg_007332
N1.HOG0007528	OG0016837	-		EVM0019688.1, EVM0023513.1	
N1.HOG0007529	OG0016838	-		EVM0015409.1	KUTeg_007526
N1.HOG0007530	OG0016839	-		EVM0001838.1	KUTeg_007519
N1.HOG0007531	OG0016840	-		EVM0000843.1	KUTeg_007376
N1.HOG0007532	OG0016841	-		EVM0019376.1, EVM0004772.1	
N1.HOG0007533	OG0016842	-		EVM0023971.1, EVM0008301.1	
N1.HOG0007534	OG0016843	-		EVM0003484.1	KUTeg_007919
N1.HOG0007535	OG0016844	-		EVM0022850.1	KUTeg_007272
N1.HOG0007536	OG0016845	-		EVM0022162.1, EVM0019660.1	
N1.HOG0007537	OG0016846	-		EVM0001573.1	KUTeg_007040
N1.HOG0007538	OG0016847	-		EVM0015046.1	KUTeg_007041
N1.HOG0007539	OG0016848	-		EVM0012903.1	KUTeg_006895
N1.HOG0007540	OG0016849	-		EVM0001621.1, EVM0021306.1	
N1.HOG0007541	OG0016850	-		EVM0001755.1	KUTeg_007654
N1.HOG0007542	OG0016851	-		EVM0009698.1, EVM0004755.1	
N1.HOG0007543	OG0016852	-		EVM0013525.1	KUTeg_007147
N1.HOG0007544	OG0016853	-		EVM0019860.1	KUTeg_007364
N1.HOG0007545	OG0016854	-		EVM0004519.1	KUTeg_007896
N1.HOG0007546	OG0016855	-		EVM0004478.1, EVM0011291.1	
N1.HOG0007547	OG0016856	-		EVM0015182.1	KUTeg_007464
N1.HOG0007548	OG0016857	-		EVM0017461.1	KUTeg_007930
N1.HOG0007549	OG0016858	-		EVM0019493.1	KUTeg_007388
N1.HOG0007550	OG0016859	-		EVM0010464.1	KUTeg_007203
N1.HOG0007551	OG0016860	-		EVM0008126.1	KUTeg_007760
N1.HOG0007552	OG0016861	-		EVM0000775.1	KUTeg_006783
N1.HOG0007553	OG0016862	-		EVM0005104.1	KUTeg_000926
N1.HOG0007554	OG0016863	-		EVM0006935.1	KUTeg_006795
N1.HOG0007555	OG0016864	-		EVM0009503.1	KUTeg_006799
N1.HOG0007556	OG0016865	-		EVM0019184.1, EVM0019062.1	
