Orthogroup	Species	Tgra	Orthologs
OG0009372	Sbro	KUTeg_017091	EVM0021635.1
OG0009373	Sbro	KUTeg_016906	EVM0018398.1
OG0009373	Azeb	KUTeg_016906	mikado.HiC_scaffold_13.0G1354.1
OG0009374	Sbro	KUTeg_016899	EVM0001922.1
OG0009374	Azeb	KUTeg_016899	mikado.HiC_scaffold_13.0G1355.1
OG0009375	Azeb	KUTeg_016900	mikado.HiC_scaffold_13.0G1357.1
OG0009375	Sbro	KUTeg_016900	EVM0006099.1
OG0009376	Sbro	KUTeg_016902	EVM0002630.1
OG0009376	Azeb	KUTeg_016902	mikado.HiC_scaffold_13.0G1358.1
OG0009377	Azeb	KUTeg_016728	mikado.HiC_scaffold_13.0G1361.1, mikado.HiC_scaffold_13.0G1362.1
OG0009378	Sbro	KUTeg_016206	EVM0019143.1
OG0009378	Azeb	KUTeg_016206	mikado.HiC_scaffold_13.0G1365.1
OG0009379	Azeb	KUTeg_016678	mikado.HiC_scaffold_13.0G1366.1
OG0009379	Sbro	KUTeg_016678	EVM0013734.1
OG0009380	Azeb	KUTeg_016679	mikado.HiC_scaffold_13.0G1367.1
OG0009380	Sbro	KUTeg_016679	EVM0002625.1
OG0009381	Azeb	KUTeg_017053	mikado.HiC_scaffold_13.0G1370.1
OG0009381	Sbro	KUTeg_017053	EVM0000066.1
OG0009383	Azeb	KUTeg_016200	mikado.HiC_scaffold_13.0G1378.1
OG0009383	Sbro	KUTeg_016200	EVM0007567.1
OG0009384	Azeb	KUTeg_017059	mikado.HiC_scaffold_13.0G1388.1
OG0009384	Sbro	KUTeg_017059	EVM0008976.1
OG0009385	Azeb	KUTeg_016202	mikado.HiC_scaffold_13.0G1389.1
OG0009385	Sbro	KUTeg_016202	EVM0002410.1
OG0009387	Sbro	KUTeg_016768	EVM0007838.1
OG0009387	Azeb	KUTeg_016768	mikado.HiC_scaffold_13.0G1394.1
OG0009388	Sbro	KUTeg_016416	EVM0016307.1
OG0009388	Azeb	KUTeg_016416	mikado.HiC_scaffold_13.0G1395.1
OG0009389	Azeb	KUTeg_016452	mikado.HiC_scaffold_13.0G1396.1
OG0009389	Sbro	KUTeg_016452	EVM0006148.1
OG0009390	Azeb	KUTeg_016570	mikado.HiC_scaffold_13.0G1400.1
OG0009390	Sbro	KUTeg_016570	EVM0011558.1
OG0009391	Sbro	KUTeg_016572	EVM0018900.1
OG0009391	Azeb	KUTeg_016572	mikado.HiC_scaffold_13.0G1402.1
OG0009392	Sbro	KUTeg_016573	EVM0019538.1
OG0009392	Azeb	KUTeg_016573	mikado.HiC_scaffold_13.0G1401.1
OG0009393	Azeb	KUTeg_016574	mikado.HiC_scaffold_13.0G1404.1
OG0009393	Sbro	KUTeg_016574	EVM0003377.1
OG0009394	Azeb	KUTeg_016399	mikado.HiC_scaffold_13.0G1403.1
OG0009394	Sbro	KUTeg_016399	EVM0009194.1
OG0009395	Azeb	KUTeg_016400	mikado.HiC_scaffold_13.0G1406.1
OG0009395	Sbro	KUTeg_016400	EVM0014422.1
OG0009396	Sbro	KUTeg_016628	EVM0017330.1
OG0009396	Azeb	KUTeg_016628	mikado.HiC_scaffold_13.0G1405.1
OG0009397	Sbro	KUTeg_016627	EVM0006058.1
OG0009397	Azeb	KUTeg_016627	mikado.HiC_scaffold_13.0G1408.1
OG0009398	Azeb	KUTeg_016630	mikado.HiC_scaffold_13.0G1409.1
OG0009398	Sbro	KUTeg_016630	EVM0009949.1
OG0009399	Azeb	KUTeg_016088	mikado.HiC_scaffold_13.0G1410.1
OG0009399	Sbro	KUTeg_016088	EVM0003165.1
OG0009400	Azeb	KUTeg_016350	mikado.HiC_scaffold_13.0G1420.1
OG0009400	Sbro	KUTeg_016350	EVM0017449.1
OG0009402	Azeb	KUTeg_016093	mikado.HiC_scaffold_13.0G1434.1
OG0009402	Sbro	KUTeg_016093	EVM0003877.1
OG0009403	Azeb	KUTeg_016094	mikado.HiC_scaffold_13.0G1435.1, mikado.HiC_scaffold_13.0G1437.1
OG0009404	Azeb	KUTeg_017093	mikado.HiC_scaffold_13.0G1441.1
OG0009404	Sbro	KUTeg_017093	EVM0001581.1
OG0009405	Azeb	KUTeg_016481	mikado.HiC_scaffold_13.0G1455.1
OG0009405	Sbro	KUTeg_016481	EVM0015172.1
OG0009406	Azeb	KUTeg_015794	mikado.HiC_scaffold_13.0G1458.1
OG0009406	Sbro	KUTeg_015794	EVM0012802.1
OG0009407	Sbro	KUTeg_016151	EVM0004173.1
OG0009407	Azeb	KUTeg_016151	mikado.HiC_scaffold_13.0G1472.1
OG0009408	Azeb	KUTeg_016158	mikado.HiC_scaffold_13.0G1474.1
OG0009408	Sbro	KUTeg_016158	EVM0016130.1
OG0009409	Sbro	KUTeg_016150	EVM0008638.1
OG0009409	Azeb	KUTeg_016150	mikado.HiC_scaffold_13.0G1473.1
OG0009410	Azeb	KUTeg_016153	mikado.HiC_scaffold_13.0G1475.1
OG0009410	Sbro	KUTeg_016153	EVM0009033.1
OG0009411	Sbro	KUTeg_016152	EVM0002707.1
OG0009411	Azeb	KUTeg_016152	mikado.HiC_scaffold_13.0G1476.1
OG0009412	Sbro	KUTeg_016155	EVM0015679.1
OG0009412	Azeb	KUTeg_016155	mikado.HiC_scaffold_13.0G1477.1
OG0009413	Sbro	KUTeg_016154	EVM0007521.1
OG0009413	Azeb	KUTeg_016154	mikado.HiC_scaffold_13.0G1479.1
OG0009414	Sbro	KUTeg_016157	EVM0001301.1
OG0009414	Azeb	KUTeg_016157	mikado.HiC_scaffold_13.0G1480.1
OG0009415	Sbro	KUTeg_016156	EVM0020986.1
OG0009415	Azeb	KUTeg_016156	mikado.HiC_scaffold_13.0G1481.1
OG0009418	Azeb	KUTeg_016636	mikado.HiC_scaffold_13.0G1486.1
OG0009418	Sbro	KUTeg_016636	EVM0017396.1
OG0009419	Sbro	KUTeg_016089	EVM0005870.1
OG0009419	Azeb	KUTeg_016089	mikado.HiC_scaffold_13.0G1488.1
OG0009420	Sbro	KUTeg_016090	EVM0019052.1
OG0009420	Azeb	KUTeg_016090	mikado.HiC_scaffold_13.0G1497.1
OG0009421	Sbro	KUTeg_016091	EVM0018423.1
OG0009421	Azeb	KUTeg_016091	mikado.HiC_scaffold_13.0G1498.1
OG0009422	Sbro	KUTeg_016092	EVM0011608.1
OG0009422	Azeb	KUTeg_016092	mikado.HiC_scaffold_13.0G1500.1
OG0009423	Azeb	KUTeg_017200	mikado.HiC_scaffold_13.0G1501.1
OG0009423	Sbro	KUTeg_017200	EVM0005105.1
OG0009424	Sbro	KUTeg_017199	EVM0020788.2
OG0009424	Azeb	KUTeg_017199	mikado.HiC_scaffold_13.0G1502.1
OG0009425	Azeb	KUTeg_017181	mikado.HiC_scaffold_13.0G1505.1
OG0009425	Sbro	KUTeg_017181	EVM0014150.1
OG0009426	Azeb	KUTeg_017175	mikado.HiC_scaffold_13.0G1506.1
OG0009426	Sbro	KUTeg_017175	EVM0010116.1
OG0009427	Sbro	KUTeg_017176	EVM0001070.1
OG0009427	Azeb	KUTeg_017176	mikado.HiC_scaffold_13.0G1507.1
OG0009428	Azeb	KUTeg_017177	mikado.HiC_scaffold_13.0G1509.1
OG0009428	Sbro	KUTeg_017177	EVM0005482.1
OG0009430	Sbro	KUTeg_016451	EVM0021410.1
OG0009430	Azeb	KUTeg_016451	mikado.HiC_scaffold_13.0G1518.1
OG0009431	Sbro	KUTeg_016980	EVM0020991.1
OG0009431	Azeb	KUTeg_016980	mikado.HiC_scaffold_13.0G1527.1
OG0009432	Azeb	KUTeg_016971	mikado.HiC_scaffold_13.0G1528.1
OG0009432	Sbro	KUTeg_016971	EVM0014425.1
OG0009433	Azeb	KUTeg_016972	mikado.HiC_scaffold_13.0G1529.1
OG0009433	Sbro	KUTeg_016972	EVM0014677.1
OG0009434	Azeb	KUTeg_016105	mikado.HiC_scaffold_13.0G1530.1
OG0009434	Sbro	KUTeg_016105	EVM0007377.1
OG0009435	Azeb	KUTeg_016109	mikado.HiC_scaffold_13.0G1534.1
OG0009435	Sbro	KUTeg_016109	EVM0002190.1
OG0009436	Azeb	KUTeg_016101	mikado.HiC_scaffold_13.0G1537.1
OG0009436	Sbro	KUTeg_016101	EVM0019427.1
OG0009437	Sbro	KUTeg_016102	EVM0013038.1
OG0009437	Azeb	KUTeg_016102	mikado.HiC_scaffold_13.0G1538.1
OG0009438	Sbro	KUTeg_017141	EVM0011231.1
OG0009438	Azeb	KUTeg_017141	mikado.HiC_scaffold_13.0G1539.1
OG0009439	Azeb	KUTeg_016434	mikado.HiC_scaffold_13.0G1541.1
OG0009439	Sbro	KUTeg_016434	EVM0009666.1
OG0009440	Azeb	KUTeg_017368	mikado.HiC_scaffold_13.0G1546.1
OG0009440	Sbro	KUTeg_017368	EVM0011262.1
OG0009441	Sbro	KUTeg_016569	EVM0016567.1
OG0009441	Azeb	KUTeg_016569	mikado.HiC_scaffold_13.0G1549.1
OG0009442	Azeb	KUTeg_016897	mikado.HiC_scaffold_13.0G1552.1
OG0009442	Sbro	KUTeg_016897	EVM0022084.1
OG0009443	Azeb	KUTeg_016904	mikado.HiC_scaffold_13.0G1553.1, mikado.HiC_scaffold_13.0G1553.2
OG0009445	Sbro	KUTeg_016168	EVM0007373.1
OG0009445	Azeb	KUTeg_016168	mikado.HiC_scaffold_13.0G1558.1
OG0009446	Sbro	KUTeg_016171	EVM0011243.1
OG0009446	Azeb	KUTeg_016171	mikado.HiC_scaffold_13.0G1560.1
OG0009447	Sbro	KUTeg_016648	EVM0019217.1
OG0009447	Azeb	KUTeg_016648	mikado.HiC_scaffold_13.0G1564.1
OG0009448	Sbro	KUTeg_016647	EVM0019098.1
OG0009448	Azeb	KUTeg_016647	mikado.HiC_scaffold_13.0G1565.1
OG0009449	Sbro	KUTeg_016491	EVM0004954.1
OG0009449	Azeb	KUTeg_016491	mikado.HiC_scaffold_13.0G1566.1
OG0009450	Azeb	KUTeg_016173	mikado.HiC_scaffold_13.0G1570.1
OG0009450	Sbro	KUTeg_016173	EVM0000900.1
OG0009454	Azeb	KUTeg_005489	mikado.HiC_scaffold_14.0G5.1
OG0009454	Sbro	KUTeg_005489	EVM0003371.1
OG0009455	Sbro	KUTeg_005008	EVM0009894.1
OG0009455	Azeb	KUTeg_005008	mikado.HiC_scaffold_14.0G18.1
OG0009456	Azeb	KUTeg_005009	mikado.HiC_scaffold_14.0G20.1
OG0009456	Sbro	KUTeg_005009	EVM0009235.1
OG0009457	Sbro	KUTeg_004882	EVM0022917.1
OG0009457	Azeb	KUTeg_004882	mikado.HiC_scaffold_14.0G21.1
OG0009458	Sbro	KUTeg_005159	EVM0009077.1
OG0009458	Azeb	KUTeg_005159	mikado.HiC_scaffold_14.0G28.1
OG0009459	Sbro	KUTeg_005337	EVM0016132.1
OG0009459	Azeb	KUTeg_005337	mikado.HiC_scaffold_14.0G32.1
OG0009466	Azeb	KUTeg_005034	mikado.HiC_scaffold_14.0G93.1
OG0009466	Sbro	KUTeg_005034	EVM0003357.1
OG0009467	Sbro	KUTeg_005039	EVM0007474.1
OG0009467	Azeb	KUTeg_005039	mikado.HiC_scaffold_14.0G95.1
OG0009468	Azeb	KUTeg_004698	mikado.HiC_scaffold_14.0G99.1
OG0009468	Sbro	KUTeg_004698	EVM0004578.1
OG0009469	Azeb	KUTeg_005083	mikado.HiC_scaffold_14.0G102.1
OG0009469	Sbro	KUTeg_005083	EVM0004589.1
OG0009470	Sbro	KUTeg_005085	EVM0009918.1
OG0009470	Azeb	KUTeg_005085	mikado.HiC_scaffold_14.0G105.1
OG0009471	Sbro	KUTeg_005088	EVM0017563.1
OG0009471	Azeb	KUTeg_005088	mikado.HiC_scaffold_14.0G106.1
OG0009472	Sbro	KUTeg_005087	EVM0004967.1
OG0009472	Azeb	KUTeg_005087	mikado.HiC_scaffold_14.0G108.1
OG0009473	Sbro	KUTeg_004803	EVM0021200.1
OG0009473	Azeb	KUTeg_004803	mikado.HiC_scaffold_14.0G113.1
OG0009474	Sbro	KUTeg_004804	EVM0011708.1
OG0009474	Azeb	KUTeg_004804	mikado.HiC_scaffold_14.0G114.1
OG0009475	Sbro	KUTeg_004801	EVM0013966.1
OG0009475	Azeb	KUTeg_004801	mikado.HiC_scaffold_14.0G122.1
OG0009476	Azeb	KUTeg_004802	mikado.HiC_scaffold_14.0G123.1
OG0009476	Sbro	KUTeg_004802	EVM0003939.1
OG0009477	Sbro	KUTeg_019987	EVM0003666.1
OG0009477	Azeb	KUTeg_019987	mikado.HiC_scaffold_14.0G124.1
OG0009478	Sbro	KUTeg_021127	EVM0008113.1
OG0009478	Azeb	KUTeg_021127	mikado.HiC_scaffold_14.0G125.1
OG0009479	Azeb	KUTeg_004902	mikado.HiC_scaffold_14.0G137.1
OG0009479	Sbro	KUTeg_004902	EVM0015468.1
OG0009480	Sbro	KUTeg_004899	EVM0018275.1
OG0009480	Azeb	KUTeg_004899	mikado.HiC_scaffold_14.0G136.1
OG0009481	Sbro	KUTeg_005250	EVM0012761.1
OG0009481	Azeb	KUTeg_005250	mikado.HiC_scaffold_14.0G142.1
OG0009482	Azeb	KUTeg_004819	mikado.HiC_scaffold_14.0G144.1
OG0009482	Sbro	KUTeg_004819	EVM0008559.1
OG0009483	Sbro	KUTeg_005076	EVM0021602.1
OG0009483	Azeb	KUTeg_005076	mikado.HiC_scaffold_14.0G146.1
OG0009484	Azeb	KUTeg_005078	mikado.HiC_scaffold_14.0G147.1
OG0009484	Sbro	KUTeg_005078	EVM0021600.1
OG0009485	Azeb	KUTeg_005077	mikado.HiC_scaffold_14.0G148.1
OG0009485	Sbro	KUTeg_005077	EVM0014381.1
OG0009486	Sbro	KUTeg_005062	EVM0017272.2
OG0009486	Azeb	KUTeg_005062	mikado.HiC_scaffold_14.0G149.1
OG0009488	Sbro	KUTeg_005443	EVM0008846.3
OG0009488	Azeb	KUTeg_005443	mikado.HiC_scaffold_14.0G160.1
OG0009489	Azeb	KUTeg_004992	mikado.HiC_scaffold_14.0G174.1
OG0009489	Sbro	KUTeg_004992	EVM0018896.1
OG0009490	Sbro	KUTeg_004985	EVM0016179.1
OG0009490	Azeb	KUTeg_004985	mikado.HiC_scaffold_14.0G177.1
OG0009491	Sbro	KUTeg_004983	EVM0004044.1
OG0009491	Azeb	KUTeg_004983	mikado.HiC_scaffold_14.0G175.1
OG0009492	Sbro	KUTeg_004984	EVM0004569.1
OG0009492	Azeb	KUTeg_004984	mikado.HiC_scaffold_14.0G178.1
OG0009493	Azeb	KUTeg_005632	mikado.HiC_scaffold_14.0G179.1
OG0009493	Sbro	KUTeg_005632	EVM0022446.1
OG0009494	Sbro	KUTeg_005634	EVM0022331.1
OG0009494	Azeb	KUTeg_005634	mikado.HiC_scaffold_14.0G181.1
OG0009495	Sbro	KUTeg_005291	EVM0013124.1
OG0009495	Azeb	KUTeg_005291	mikado.HiC_scaffold_14.0G186.1
OG0009496	Azeb	KUTeg_005007	mikado.HiC_scaffold_14.0G189.1
OG0009496	Sbro	KUTeg_005007	EVM0016836.1
OG0009497	Azeb	KUTeg_005539	mikado.HiC_scaffold_14.0G202.1
OG0009497	Sbro	KUTeg_005539	EVM0008084.1
OG0009498	Sbro	KUTeg_005538	EVM0003819.1
OG0009498	Azeb	KUTeg_005538	mikado.HiC_scaffold_14.0G205.1
OG0009499	Sbro	KUTeg_005537	EVM0009075.1
OG0009499	Azeb	KUTeg_005537	mikado.HiC_scaffold_14.0G206.1
OG0009500	Azeb	KUTeg_005438	mikado.HiC_scaffold_14.0G209.1
OG0009500	Sbro	KUTeg_005438	EVM0020197.1
OG0009501	Azeb	KUTeg_004826	mikado.HiC_scaffold_14.0G210.1
OG0009501	Sbro	KUTeg_004826	EVM0016203.1
OG0009502	Sbro	KUTeg_004827	EVM0013848.1
OG0009502	Azeb	KUTeg_004827	mikado.HiC_scaffold_14.0G212.1
OG0009503	Azeb	KUTeg_022696	mikado.HiC_scaffold_14.0G224.1
OG0009503	Sbro	KUTeg_022696	EVM0019548.1
OG0009504	Azeb	KUTeg_005664	mikado.HiC_scaffold_14.0G225.1
OG0009504	Sbro	KUTeg_005664	EVM0012080.1
OG0009505	Sbro	KUTeg_004975	EVM0022632.1
OG0009505	Azeb	KUTeg_004975	mikado.HiC_scaffold_14.0G236.1
OG0009507	Azeb	KUTeg_004976	mikado.HiC_scaffold_14.0G238.1
OG0009507	Sbro	KUTeg_004976	EVM0017258.1
OG0009508	Sbro	KUTeg_005616	EVM0010660.1
OG0009508	Azeb	KUTeg_005616	mikado.HiC_scaffold_14.0G240.1
OG0009509	Azeb	KUTeg_005610	mikado.HiC_scaffold_14.0G242.1
OG0009509	Sbro	KUTeg_005610	EVM0023359.1
OG0009510	Azeb	KUTeg_005059	mikado.HiC_scaffold_14.0G245.1
OG0009510	Sbro	KUTeg_005059	EVM0005473.2
OG0009511	Sbro	KUTeg_005370	EVM0019347.1
OG0009511	Azeb	KUTeg_005370	mikado.HiC_scaffold_14.0G249.1
OG0009512	Sbro	KUTeg_005392	EVM0012548.1
OG0009512	Azeb	KUTeg_005392	mikado.HiC_scaffold_14.0G253.1
OG0009513	Azeb	KUTeg_005393	mikado.HiC_scaffold_14.0G254.1
OG0009513	Sbro	KUTeg_005393	EVM0020424.1
OG0009514	Azeb	KUTeg_004794	mikado.HiC_scaffold_14.0G255.1
OG0009514	Sbro	KUTeg_004794	EVM0004383.1
OG0009515	Azeb	KUTeg_005330	mikado.HiC_scaffold_14.0G256.2, mikado.HiC_scaffold_14.0G256.1
OG0009516	Azeb	KUTeg_007324	mikado.HiC_scaffold_14.0G261.1
OG0009516	Sbro	KUTeg_007324	EVM0015865.1
OG0009517	Sbro	KUTeg_005322	EVM0006983.1
OG0009517	Azeb	KUTeg_005322	mikado.HiC_scaffold_14.0G265.1
OG0009518	Sbro	KUTeg_005317	EVM0016427.1
OG0009518	Azeb	KUTeg_005317	mikado.HiC_scaffold_14.0G271.1
OG0009519	Azeb	KUTeg_005314	mikado.HiC_scaffold_14.0G273.1
OG0009519	Sbro	KUTeg_005314	EVM0003541.1
OG0009520	Sbro	KUTeg_005002	EVM0011267.1
OG0009520	Azeb	KUTeg_005002	mikado.HiC_scaffold_14.0G276.1
OG0009521	Sbro	KUTeg_005003	EVM0019118.1
OG0009521	Azeb	KUTeg_005003	mikado.HiC_scaffold_14.0G277.1
OG0009522	Sbro	KUTeg_005367	EVM0008062.1
OG0009522	Azeb	KUTeg_005367	mikado.HiC_scaffold_14.0G280.1
OG0009523	Sbro	KUTeg_004710	EVM0018209.1
OG0009523	Azeb	KUTeg_004710	mikado.HiC_scaffold_14.0G288.1
OG0009524	Azeb	KUTeg_004711	mikado.HiC_scaffold_14.0G287.1
OG0009524	Sbro	KUTeg_004711	EVM0019528.2
OG0009525	Azeb	KUTeg_004712	mikado.HiC_scaffold_14.0G289.1
OG0009525	Sbro	KUTeg_004712	EVM0013067.1
OG0009526	Sbro	KUTeg_005298	EVM0017402.1
OG0009526	Azeb	KUTeg_005298	mikado.HiC_scaffold_14.0G293.1
OG0009527	Azeb	KUTeg_005578	mikado.HiC_scaffold_14.0G298.1
OG0009527	Sbro	KUTeg_005578	EVM0004136.1
OG0009528	Azeb	KUTeg_005577	mikado.HiC_scaffold_14.0G299.1
OG0009528	Sbro	KUTeg_005577	EVM0018034.1
OG0009529	Azeb	KUTeg_005574	mikado.HiC_scaffold_14.0G300.1
OG0009529	Sbro	KUTeg_005574	EVM0019163.1
OG0009530	Sbro	KUTeg_004896	EVM0015638.1
OG0009530	Azeb	KUTeg_004896	mikado.HiC_scaffold_14.0G306.1
OG0009531	Sbro	KUTeg_005496	EVM0001561.1
OG0009531	Azeb	KUTeg_005496	mikado.HiC_scaffold_14.0G318.1
OG0009532	Azeb	KUTeg_005495	mikado.HiC_scaffold_14.0G319.1
OG0009532	Sbro	KUTeg_005495	EVM0019784.1
OG0009533	Sbro	KUTeg_005491	EVM0007440.1
OG0009533	Azeb	KUTeg_005491	mikado.HiC_scaffold_14.0G321.1
OG0009534	Azeb	KUTeg_005490	mikado.HiC_scaffold_14.0G322.1
OG0009534	Sbro	KUTeg_005490	EVM0002748.1
OG0009535	Sbro	KUTeg_005604	EVM0000397.1
OG0009535	Azeb	KUTeg_005604	mikado.HiC_scaffold_14.0G332.1
OG0009536	Sbro	KUTeg_004964	EVM0003462.1
OG0009536	Azeb	KUTeg_004964	mikado.HiC_scaffold_14.0G333.1
OG0009538	Sbro	KUTeg_004860	EVM0014288.1
OG0009538	Azeb	KUTeg_004860	mikado.HiC_scaffold_14.0G340.1
OG0009539	Azeb	KUTeg_004895	mikado.HiC_scaffold_14.0G343.1
OG0009539	Sbro	KUTeg_004895	EVM0019108.1
OG0009540	Azeb	KUTeg_004894	mikado.HiC_scaffold_14.0G344.1
OG0009540	Sbro	KUTeg_004894	EVM0020028.1
OG0009541	Sbro	KUTeg_005132	EVM0007225.1
OG0009541	Azeb	KUTeg_005132	mikado.HiC_scaffold_14.0G349.1
OG0009542	Sbro	KUTeg_005533	EVM0011707.1
OG0009542	Azeb	KUTeg_005533	mikado.HiC_scaffold_14.0G350.1
OG0009543	Azeb	KUTeg_005203	mikado.HiC_scaffold_14.0G353.1
OG0009543	Sbro	KUTeg_005203	EVM0013072.1
OG0009544	Sbro	KUTeg_005200	EVM0001681.1
OG0009544	Azeb	KUTeg_005200	mikado.HiC_scaffold_14.0G357.1
OG0009545	Sbro	KUTeg_005347	EVM0002684.1
OG0009545	Azeb	KUTeg_005347	mikado.HiC_scaffold_14.0G358.1
OG0009546	Sbro	KUTeg_005345	EVM0011903.1
OG0009546	Azeb	KUTeg_005345	mikado.HiC_scaffold_14.0G361.1
OG0009547	Azeb	KUTeg_005342	mikado.HiC_scaffold_14.0G362.1
OG0009547	Sbro	KUTeg_005342	EVM0008777.1
OG0009548	Sbro	KUTeg_005340	EVM0020856.1
OG0009548	Azeb	KUTeg_005340	mikado.HiC_scaffold_14.0G363.1
OG0009549	Azeb	KUTeg_004721	mikado.HiC_scaffold_14.0G365.1
OG0009549	Sbro	KUTeg_004721	EVM0019081.1
OG0009550	Azeb	KUTeg_004720	mikado.HiC_scaffold_14.0G366.1
OG0009550	Sbro	KUTeg_004720	EVM0007231.1
OG0009551	Azeb	KUTeg_004719	mikado.HiC_scaffold_14.0G367.1
OG0009551	Sbro	KUTeg_004719	EVM0015913.1
OG0009552	Azeb	KUTeg_005458	mikado.HiC_scaffold_14.0G369.1
OG0009552	Sbro	KUTeg_005458	EVM0003846.1
OG0009553	Sbro	KUTeg_005193	EVM0023294.1
OG0009553	Azeb	KUTeg_005193	mikado.HiC_scaffold_14.0G373.1
OG0009554	Azeb	KUTeg_005194	mikado.HiC_scaffold_14.0G374.1
OG0009554	Sbro	KUTeg_005194	EVM0006773.1
OG0009555	Azeb	KUTeg_005631	mikado.HiC_scaffold_14.0G380.1
OG0009555	Sbro	KUTeg_005631	EVM0019425.1
OG0009556	Sbro	KUTeg_005630	EVM0022216.1
OG0009556	Azeb	KUTeg_005630	mikado.HiC_scaffold_14.0G381.1
OG0009557	Azeb	KUTeg_005629	mikado.HiC_scaffold_14.0G382.1
OG0009557	Sbro	KUTeg_005629	EVM0009934.1
OG0009558	Azeb	KUTeg_005628	mikado.HiC_scaffold_14.0G383.1
OG0009558	Sbro	KUTeg_005628	EVM0017721.1
OG0009559	Sbro	KUTeg_005636	EVM0019502.1
OG0009559	Azeb	KUTeg_005636	mikado.HiC_scaffold_14.0G384.1
OG0009560	Azeb	KUTeg_005627	mikado.HiC_scaffold_14.0G385.1
OG0009560	Sbro	KUTeg_005627	EVM0009017.1
OG0009561	Sbro	KUTeg_005635	EVM0020240.1
OG0009561	Azeb	KUTeg_005635	mikado.HiC_scaffold_14.0G386.1
OG0009562	Sbro	KUTeg_005511	EVM0012751.1
OG0009562	Azeb	KUTeg_005511	mikado.HiC_scaffold_14.0G388.1
OG0009563	Azeb	KUTeg_005512	mikado.HiC_scaffold_14.0G389.1
OG0009563	Sbro	KUTeg_005512	EVM0014035.1
OG0009564	Sbro	KUTeg_005510	EVM0016471.1
OG0009564	Azeb	KUTeg_005510	mikado.HiC_scaffold_14.0G391.1
OG0009565	Sbro	KUTeg_004840	EVM0019559.1
OG0009565	Azeb	KUTeg_004840	mikado.HiC_scaffold_14.0G392.1
OG0009566	Sbro	KUTeg_005170	EVM0010087.1
OG0009566	Azeb	KUTeg_005170	mikado.HiC_scaffold_14.0G397.1
OG0009568	Sbro	KUTeg_004858	EVM0005927.1
OG0009568	Azeb	KUTeg_004858	mikado.HiC_scaffold_14.0G400.1
OG0009569	Azeb	KUTeg_005229	mikado.HiC_scaffold_14.0G401.1, mikado.HiC_scaffold_14.0G878.1
OG0009571	Azeb	KUTeg_004857	mikado.HiC_scaffold_14.0G404.1
OG0009571	Sbro	KUTeg_004857	EVM0004783.1
OG0009572	Sbro	KUTeg_005247	EVM0006984.1
OG0009572	Azeb	KUTeg_005247	mikado.HiC_scaffold_14.0G409.1
OG0009573	Azeb	KUTeg_005240	mikado.HiC_scaffold_14.0G410.1
OG0009573	Sbro	KUTeg_005240	EVM0019155.1
OG0009574	Azeb	KUTeg_005243	mikado.HiC_scaffold_14.0G414.1
OG0009574	Sbro	KUTeg_005243	EVM0023445.1
OG0009575	Sbro	KUTeg_004807	EVM0021328.1
OG0009575	Azeb	KUTeg_004807	mikado.HiC_scaffold_14.0G415.1
OG0009576	Sbro	KUTeg_005431	EVM0001438.1
OG0009576	Azeb	KUTeg_005431	mikado.HiC_scaffold_14.0G416.1
OG0009577	Sbro	KUTeg_005434	EVM0004997.1
OG0009577	Azeb	KUTeg_005434	mikado.HiC_scaffold_14.0G417.1
OG0009578	Azeb	KUTeg_005107	mikado.HiC_scaffold_14.0G418.1
OG0009578	Sbro	KUTeg_005107	EVM0002025.1
OG0009579	Sbro	KUTeg_005106	EVM0004792.1
OG0009579	Azeb	KUTeg_005106	mikado.HiC_scaffold_14.0G419.1
OG0009580	Azeb	KUTeg_005104	mikado.HiC_scaffold_14.0G422.1
OG0009580	Sbro	KUTeg_005104	EVM0004119.1
OG0009581	Sbro	KUTeg_005103	EVM0015316.1
OG0009581	Azeb	KUTeg_005103	mikado.HiC_scaffold_14.0G421.1
OG0009582	Sbro	KUTeg_005089	EVM0001288.1
OG0009582	Azeb	KUTeg_005089	mikado.HiC_scaffold_14.0G423.1
OG0009583	Azeb	KUTeg_005486	mikado.HiC_scaffold_14.0G425.1
OG0009583	Sbro	KUTeg_005486	EVM0016243.1
OG0009584	Sbro	KUTeg_005485	EVM0007227.1
OG0009584	Azeb	KUTeg_005485	mikado.HiC_scaffold_14.0G426.1
OG0009585	Azeb	KUTeg_005378, KUTeg_005382	mikado.HiC_scaffold_14.0G431.1
OG0009586	Azeb	KUTeg_005386	mikado.HiC_scaffold_14.0G432.2, mikado.HiC_scaffold_14.0G432.1
OG0009587	Sbro	KUTeg_005246	EVM0017249.1
OG0009587	Azeb	KUTeg_005246	mikado.HiC_scaffold_14.0G433.1
OG0009588	Azeb	KUTeg_005245	mikado.HiC_scaffold_14.0G434.1
OG0009588	Sbro	KUTeg_005245	EVM0002402.1
OG0009589	Azeb	KUTeg_005244	mikado.HiC_scaffold_14.0G435.1
OG0009589	Sbro	KUTeg_005244	EVM0023957.1
OG0009590	Azeb	KUTeg_005249	mikado.HiC_scaffold_14.0G436.1
OG0009590	Sbro	KUTeg_005249	EVM0013986.1
OG0009591	Azeb	KUTeg_005248	mikado.HiC_scaffold_14.0G437.1
OG0009591	Sbro	KUTeg_005248	EVM0001361.1
OG0009592	Azeb	KUTeg_004851	mikado.HiC_scaffold_14.0G439.1
OG0009592	Sbro	KUTeg_004851	EVM0020786.1
