Orthogroup	Species	Sbro	Orthologs
OG0009746	Azeb	EVM0015604.1	mikado.HiC_scaffold_14.0G1074.1
OG0009747	Azeb	EVM0008064.1	mikado.HiC_scaffold_14.0G1077.1
OG0009747	Tgra	EVM0008064.1	KUTeg_005184
OG0009748	Azeb	EVM0000002.1	mikado.HiC_scaffold_14.0G1082.1
OG0009748	Tgra	EVM0000002.1	KUTeg_005620
OG0009749	Azeb	EVM0017326.1	mikado.HiC_scaffold_14.0G1083.1
OG0009749	Tgra	EVM0017326.1	KUTeg_004836
OG0009750	Azeb	EVM0000564.1	mikado.HiC_scaffold_14.0G1086.1
OG0009750	Tgra	EVM0000564.1	KUTeg_005408
OG0009751	Tgra	EVM0008579.1	KUTeg_005409
OG0009751	Azeb	EVM0008579.1	mikado.HiC_scaffold_14.0G1087.1
OG0009752	Azeb	EVM0018045.1	mikado.HiC_scaffold_14.0G1090.1
OG0009752	Tgra	EVM0018045.1	KUTeg_005300
OG0009753	Tgra	EVM0009478.1	KUTeg_004914
OG0009753	Azeb	EVM0009478.1	mikado.HiC_scaffold_14.0G1092.1
OG0009754	Azeb	EVM0020021.1	mikado.HiC_scaffold_14.0G1093.1
OG0009754	Tgra	EVM0020021.1	KUTeg_005261
OG0009755	Azeb	EVM0004575.1	mikado.HiC_scaffold_14.0G1096.1
OG0009755	Tgra	EVM0004575.1	KUTeg_005295
OG0009756	Azeb	EVM0017143.1	mikado.HiC_scaffold_14.0G1097.1
OG0009756	Tgra	EVM0017143.1	KUTeg_005043
OG0009757	Azeb	EVM0021371.1	mikado.HiC_scaffold_14.0G1100.1
OG0009757	Tgra	EVM0021371.1	KUTeg_004765
OG0009758	Azeb	EVM0014343.1	mikado.HiC_scaffold_14.0G1105.1
OG0009758	Tgra	EVM0014343.1	KUTeg_004704
OG0009759	Azeb	EVM0002712.1	mikado.HiC_scaffold_14.0G1107.1
OG0009759	Tgra	EVM0002712.1	KUTeg_004703
OG0009760	Azeb	EVM0012478.1	mikado.HiC_scaffold_14.0G1108.1
OG0009760	Tgra	EVM0012478.1	KUTeg_004707
OG0009761	Azeb	EVM0011033.1	mikado.HiC_scaffold_14.0G1110.1
OG0009761	Tgra	EVM0011033.1	KUTeg_004702
OG0009762	Azeb	EVM0023303.1	mikado.HiC_scaffold_14.0G1121.1
OG0009762	Tgra	EVM0023303.1	KUTeg_005450
OG0009763	Azeb	EVM0023837.1	mikado.HiC_scaffold_14.0G1122.1
OG0009763	Tgra	EVM0023837.1	KUTeg_004808
OG0009764	Azeb	EVM0003137.1	mikado.HiC_scaffold_14.0G1127.1
OG0009764	Tgra	EVM0003137.1	KUTeg_005568
OG0009765	Tgra	EVM0008817.1	KUTeg_005563
OG0009765	Azeb	EVM0008817.1	mikado.HiC_scaffold_14.0G1128.1
OG0009766	Azeb	EVM0009970.1	mikado.HiC_scaffold_14.0G1152.1
OG0009766	Tgra	EVM0009970.1	KUTeg_004883
OG0009767	Azeb	EVM0002514.1	mikado.HiC_scaffold_14.0G1159.1
OG0009767	Tgra	EVM0002514.1	KUTeg_005797
OG0009768	Tgra	EVM0010249.1	KUTeg_024942
OG0009768	Azeb	EVM0010249.1	mikado.HiC_scaffold_14.0G1160.1
OG0009769	Azeb	EVM0004912.1	mikado.HiC_scaffold_14.0G1161.1
OG0009769	Tgra	EVM0004912.1	KUTeg_005410
OG0009770	Azeb	EVM0009034.1	mikado.HiC_scaffold_14.0G1162.1
OG0009770	Tgra	EVM0009034.1	KUTeg_005411
OG0009771	Azeb	EVM0021036.1	mikado.HiC_scaffold_14.0G1163.1
OG0009771	Tgra	EVM0021036.1	KUTeg_005412
OG0009772	Tgra	EVM0021374.1	KUTeg_004962
OG0009772	Azeb	EVM0021374.1	mikado.HiC_scaffold_14.0G1164.1
OG0009773	Tgra	EVM0015775.1	KUTeg_005440
OG0009773	Azeb	EVM0015775.1	mikado.HiC_scaffold_14.0G1170.1
OG0009774	Azeb	EVM0023255.1	mikado.HiC_scaffold_14.0G1172.1
OG0009774	Tgra	EVM0023255.1	KUTeg_005439
OG0009775	Azeb	EVM0019079.1, EVM0023511.1	mikado.HiC_scaffold_14.0G1173.1
OG0009778	Azeb	EVM0012879.1, EVM0013985.1	mikado.HiC_scaffold_14.0G1182.1
OG0009779	Tgra	EVM0011843.1	KUTeg_005213
OG0009779	Azeb	EVM0011843.1	mikado.HiC_scaffold_14.0G1183.1
OG0009780	Tgra	EVM0017610.1	KUTeg_005448
OG0009780	Azeb	EVM0017610.1	mikado.HiC_scaffold_14.0G1190.1
OG0009782	Azeb	EVM0022257.1	mikado.HiC_scaffold_14.0G1207.1
OG0009782	Tgra	EVM0022257.1	KUTeg_004987
OG0009783	Tgra	EVM0006178.1	KUTeg_005033
OG0009783	Azeb	EVM0006178.1	mikado.HiC_scaffold_14.0G1210.1
OG0009784	Tgra	EVM0022371.1	KUTeg_005032
OG0009784	Azeb	EVM0022371.1	mikado.HiC_scaffold_14.0G1211.1
OG0009785	Tgra	EVM0005805.1	KUTeg_005027
OG0009785	Azeb	EVM0005805.1	mikado.HiC_scaffold_14.0G1213.1
OG0009786	Azeb	EVM0014668.1	mikado.HiC_scaffold_19.0G166.1, mikado.HiC_scaffold_14.0G1222.1
OG0009787	Azeb	EVM0004176.1	mikado.HiC_scaffold_14.0G1232.1
OG0009787	Tgra	EVM0004176.1	KUTeg_005307
OG0009788	Azeb	EVM0005195.1	mikado.HiC_scaffold_14.0G1238.1, mikado.HiC_scaffold_14.0G1237.1
OG0009789	Tgra	EVM0003030.1	KUTeg_004925
OG0009789	Azeb	EVM0003030.1	mikado.HiC_scaffold_14.0G1240.1
OG0009790	Tgra	EVM0023374.1	KUTeg_005569
OG0009790	Azeb	EVM0023374.1	mikado.HiC_scaffold_14.0G1242.1
OG0009791	Azeb	EVM0016857.1	mikado.HiC_scaffold_14.0G1245.1
OG0009791	Tgra	EVM0016857.1	KUTeg_004855
OG0009792	Tgra	EVM0011093.1	KUTeg_004854
OG0009792	Azeb	EVM0011093.1	mikado.HiC_scaffold_14.0G1247.1
OG0009793	Tgra	EVM0018342.1	KUTeg_004744
OG0009793	Azeb	EVM0018342.1	mikado.HiC_scaffold_14.0G1249.1
OG0009794	Tgra	EVM0004188.1	KUTeg_004742
OG0009794	Azeb	EVM0004188.1	mikado.HiC_scaffold_14.0G1253.1
OG0009795	Azeb	EVM0012248.1	mikado.HiC_scaffold_14.0G1255.1
OG0009795	Tgra	EVM0012248.1	KUTeg_005091
OG0009796	Azeb	EVM0014889.1, EVM0002470.1	mikado.HiC_scaffold_14.0G1257.1
OG0009797	Azeb	EVM0004585.1	mikado.HiC_scaffold_16.0G1409.1, mikado.HiC_scaffold_14.0G1259.1
OG0009798	Tgra	EVM0010450.1	KUTeg_004911
OG0009798	Azeb	EVM0010450.1	mikado.HiC_scaffold_14.0G1266.1
OG0009799	Azeb	EVM0023022.1, EVM0016214.1	mikado.HiC_scaffold_14.0G1271.1
OG0009800	Azeb	EVM0021905.1	mikado.HiC_scaffold_14.0G1272.1
OG0009800	Tgra	EVM0021905.1	KUTeg_019146
OG0009801	Azeb	EVM0012344.1	mikado.HiC_scaffold_14.0G1273.1
OG0009801	Tgra	EVM0012344.1	KUTeg_005508
OG0009802	Azeb	EVM0008923.1	mikado.HiC_scaffold_14.0G1274.1
OG0009802	Tgra	EVM0008923.1	KUTeg_005506
OG0009803	Tgra	EVM0019250.1	KUTeg_005509
OG0009803	Azeb	EVM0019250.1	mikado.HiC_scaffold_14.0G1278.1
OG0009804	Azeb	EVM0008868.1	mikado.HiC_scaffold_14.0G1281.1
OG0009804	Tgra	EVM0008868.1	KUTeg_005429
OG0009805	Tgra	EVM0012712.1	KUTeg_005389
OG0009805	Azeb	EVM0012712.1	mikado.HiC_scaffold_14.0G1283.1
OG0009808	Tgra	EVM0010239.1	KUTeg_020662
OG0009808	Azeb	EVM0010239.1	mikado.HiC_scaffold_15.0G22.1
OG0009809	Tgra	EVM0002505.1	KUTeg_020661
OG0009809	Azeb	EVM0002505.1	mikado.HiC_scaffold_15.0G24.1
OG0009810	Tgra	EVM0012299.1	KUTeg_020660
OG0009810	Azeb	EVM0012299.1	mikado.HiC_scaffold_15.0G23.1
OG0009811	Tgra	EVM0023552.1	KUTeg_021188
OG0009811	Azeb	EVM0023552.1	mikado.HiC_scaffold_15.0G25.1
OG0009812	Azeb	EVM0023465.1	mikado.HiC_scaffold_15.0G31.1, mikado.HiC_scaffold_15.0G27.1
OG0009813	Tgra	EVM0002598.1	KUTeg_014126
OG0009813	Azeb	EVM0002598.1	mikado.HiC_scaffold_15.0G35.1
OG0009814	Tgra	EVM0023431.1	KUTeg_020559
OG0009814	Azeb	EVM0023431.1	mikado.HiC_scaffold_15.0G36.1
OG0009815	Tgra	EVM0013508.1	KUTeg_020191
OG0009815	Azeb	EVM0013508.1	mikado.HiC_scaffold_15.0G43.1
OG0009816	Azeb	EVM0022195.1, EVM0015096.1	mikado.HiC_scaffold_15.0G55.1
OG0009817	Azeb	EVM0001916.1	mikado.HiC_scaffold_15.0G64.1
OG0009817	Tgra	EVM0001916.1	KUTeg_020172
OG0009818	Azeb	EVM0019166.1	mikado.HiC_scaffold_15.0G65.1
OG0009818	Tgra	EVM0019166.1	KUTeg_020869
OG0009819	Azeb	EVM0000633.1	mikado.HiC_scaffold_15.0G66.1
OG0009819	Tgra	EVM0000633.1	KUTeg_020951
OG0009820	Azeb	EVM0018307.1	mikado.HiC_scaffold_15.0G74.1
OG0009820	Tgra	EVM0018307.1	KUTeg_020663
OG0009821	Azeb	EVM0011588.1	mikado.HiC_scaffold_15.0G82.1
OG0009821	Tgra	EVM0011588.1	KUTeg_020870
OG0009822	Azeb	EVM0004150.1	mikado.HiC_scaffold_15.0G84.1
OG0009822	Tgra	EVM0004150.1	KUTeg_020871
OG0009823	Azeb	EVM0005203.1, EVM0017662.1	mikado.HiC_scaffold_15.0G85.1
OG0009824	Azeb	EVM0014023.1	mikado.HiC_scaffold_15.0G99.1
OG0009824	Tgra	EVM0014023.1	KUTeg_020073
OG0009825	Tgra	EVM0009108.1	KUTeg_020068
OG0009825	Azeb	EVM0009108.1	mikado.HiC_scaffold_15.0G98.1
OG0009826	Tgra	EVM0015978.1	KUTeg_021296
OG0009826	Azeb	EVM0015978.1	mikado.HiC_scaffold_15.0G100.1
OG0009827	Tgra	EVM0004749.1	KUTeg_020652
OG0009827	Azeb	EVM0004749.1	mikado.HiC_scaffold_15.0G102.1
OG0009828	Tgra	EVM0017686.1	KUTeg_020657
OG0009828	Azeb	EVM0017686.1	mikado.HiC_scaffold_15.0G105.1
OG0009829	Tgra	EVM0004752.1	KUTeg_020206
OG0009829	Azeb	EVM0004752.1	mikado.HiC_scaffold_15.0G107.1
OG0009830	Tgra	EVM0021778.1	KUTeg_021091
OG0009830	Azeb	EVM0021778.1	mikado.HiC_scaffold_15.0G109.1
OG0009831	Azeb	EVM0020000.1	mikado.HiC_scaffold_15.0G110.1
OG0009831	Tgra	EVM0020000.1	KUTeg_021087
OG0009832	Tgra	EVM0015418.1	KUTeg_021093
OG0009832	Azeb	EVM0015418.1	mikado.HiC_scaffold_15.0G112.1
OG0009833	Azeb	EVM0016558.1	mikado.HiC_scaffold_15.0G114.1
OG0009833	Tgra	EVM0016558.1	KUTeg_021088
OG0009834	Tgra	EVM0006595.1	KUTeg_013829
OG0009834	Azeb	EVM0006595.1	mikado.HiC_scaffold_15.0G115.1
OG0009835	Azeb	EVM0004609.1	mikado.HiC_scaffold_15.0G116.1
OG0009835	Tgra	EVM0004609.1	KUTeg_013833
OG0009836	Azeb	EVM0020600.1	mikado.HiC_scaffold_15.0G117.1, mikado.HiC_scaffold_15.0G118.1
OG0009837	Azeb	EVM0018094.1	mikado.HiC_scaffold_15.0G120.1
OG0009837	Tgra	EVM0018094.1	KUTeg_021184
OG0009838	Tgra	EVM0001019.1	KUTeg_021187
OG0009838	Azeb	EVM0001019.1	mikado.HiC_scaffold_15.0G121.1
OG0009839	Tgra	EVM0008623.1	KUTeg_021180
OG0009839	Azeb	EVM0008623.1	mikado.HiC_scaffold_15.0G122.1
OG0009841	Tgra	EVM0019675.1	KUTeg_018176
OG0009841	Azeb	EVM0019675.1	mikado.HiC_scaffold_15.0G124.1
OG0009842	Tgra	EVM0011135.1	KUTeg_020866
OG0009842	Azeb	EVM0011135.1	mikado.HiC_scaffold_15.0G127.1
OG0009843	Tgra	EVM0023426.1	KUTeg_020868
OG0009843	Azeb	EVM0023426.1	mikado.HiC_scaffold_15.0G128.1
OG0009844	Tgra	EVM0005990.1	KUTeg_020863
OG0009844	Azeb	EVM0005990.1	mikado.HiC_scaffold_15.0G129.1
OG0009845	Tgra	EVM0020941.1	KUTeg_020565
OG0009845	Azeb	EVM0020941.1	mikado.HiC_scaffold_15.0G131.1
OG0009846	Tgra	EVM0018709.1	KUTeg_020564
OG0009846	Azeb	EVM0018709.1	mikado.HiC_scaffold_15.0G132.1
OG0009847	Azeb	EVM0013230.1	mikado.HiC_scaffold_15.0G133.1
OG0009847	Tgra	EVM0013230.1	KUTeg_020561
OG0009848	Tgra	EVM0019478.1	KUTeg_020689
OG0009848	Azeb	EVM0019478.1	mikado.HiC_scaffold_15.0G139.1
OG0009849	Azeb	EVM0014712.1	mikado.HiC_scaffold_15.0G144.1
OG0009849	Tgra	EVM0014712.1	KUTeg_020684
OG0009850	Azeb	EVM0018856.1	mikado.HiC_scaffold_15.0G145.1
OG0009850	Tgra	EVM0018856.1	KUTeg_021206
OG0009851	Tgra	EVM0003418.1	KUTeg_021207
OG0009851	Azeb	EVM0003418.1	mikado.HiC_scaffold_15.0G146.1
OG0009852	Tgra	EVM0016175.1	KUTeg_020472
OG0009852	Azeb	EVM0016175.1	mikado.HiC_scaffold_15.0G148.1
OG0009854	Azeb	EVM0004295.1	mikado.HiC_scaffold_15.0G158.1
OG0009854	Tgra	EVM0004295.1	KUTeg_021331
OG0009855	Tgra	EVM0016998.1	KUTeg_021329
OG0009855	Azeb	EVM0016998.1	mikado.HiC_scaffold_15.0G159.1
OG0009856	Azeb	EVM0022456.1	mikado.HiC_scaffold_15.0G162.1
OG0009856	Tgra	EVM0022456.1	KUTeg_020827
OG0009857	Azeb	EVM0000524.1	mikado.HiC_scaffold_15.0G163.2, mikado.HiC_scaffold_15.0G163.1
OG0009858	Azeb	EVM0004237.1	mikado.HiC_scaffold_15.0G167.1
OG0009858	Tgra	EVM0004237.1	KUTeg_020830
OG0009859	Azeb	EVM0010356.1	mikado.HiC_scaffold_15.0G168.1
OG0009859	Tgra	EVM0010356.1	KUTeg_020831
OG0009860	Azeb	EVM0002844.1	mikado.HiC_scaffold_15.0G169.1
OG0009860	Tgra	EVM0002844.1	KUTeg_020829
OG0009861	Azeb	EVM0018646.1	mikado.HiC_scaffold_15.0G170.1
OG0009861	Tgra	EVM0018646.1	KUTeg_020834
OG0009862	Azeb	EVM0003455.1	mikado.HiC_scaffold_15.0G171.1
OG0009862	Tgra	EVM0003455.1	KUTeg_020337
OG0009863	Azeb	EVM0013745.1, EVM0002626.1	mikado.HiC_scaffold_15.0G186.1
OG0009864	Tgra	EVM0017146.1	KUTeg_011550
OG0009864	Azeb	EVM0017146.1	mikado.HiC_scaffold_15.0G190.1
OG0009865	Tgra	EVM0015019.1	KUTeg_020262
OG0009865	Azeb	EVM0015019.1	mikado.HiC_scaffold_15.0G192.1
OG0009866	Azeb	EVM0011622.1	mikado.HiC_scaffold_15.0G198.1
OG0009866	Tgra	EVM0011622.1	KUTeg_021234
OG0009867	Tgra	EVM0020860.1	KUTeg_020517
OG0009867	Azeb	EVM0020860.1	mikado.HiC_scaffold_15.0G201.1
OG0009868	Tgra	EVM0020514.1	KUTeg_020298
OG0009868	Azeb	EVM0020514.1	mikado.HiC_scaffold_15.0G202.1
OG0009869	Tgra	EVM0018607.1	KUTeg_020520
OG0009869	Azeb	EVM0018607.1	mikado.HiC_scaffold_15.0G203.1
OG0009870	Azeb	EVM0003977.1	mikado.HiC_scaffold_15.0G206.1
OG0009870	Tgra	EVM0003977.1	KUTeg_020297
OG0009871	Tgra	EVM0020450.1	KUTeg_020519
OG0009871	Azeb	EVM0020450.1	mikado.HiC_scaffold_15.0G207.1
OG0009872	Azeb	EVM0004374.1	mikado.HiC_scaffold_15.0G209.1
OG0009872	Tgra	EVM0004374.1	KUTeg_020396
OG0009873	Azeb	EVM0001792.1	mikado.HiC_scaffold_15.0G211.1
OG0009873	Tgra	EVM0001792.1	KUTeg_020400
OG0009874	Azeb	EVM0010656.1, EVM0014563.1	mikado.HiC_scaffold_15.0G221.1
OG0009875	Azeb	EVM0016494.1	mikado.HiC_scaffold_15.0G222.1
OG0009875	Tgra	EVM0016494.1	KUTeg_021161
OG0009876	Azeb	EVM0020282.1	mikado.HiC_scaffold_15.0G225.1
OG0009876	Tgra	EVM0020282.1	KUTeg_021159
OG0009877	Azeb	EVM0023385.1	mikado.HiC_scaffold_15.0G231.1, mikado.HiC_scaffold_15.0G232.1
OG0009878	Tgra	EVM0017778.1	KUTeg_021005
OG0009878	Azeb	EVM0017778.1	mikado.HiC_scaffold_15.0G235.1
OG0009879	Azeb	EVM0012953.1	mikado.HiC_scaffold_15.0G245.1
OG0009879	Tgra	EVM0012953.1	KUTeg_020796
OG0009880	Azeb	EVM0010543.1	mikado.HiC_scaffold_15.0G249.1
OG0009880	Tgra	EVM0010543.1	KUTeg_020429
OG0009882	Azeb	EVM0018734.1	mikado.HiC_scaffold_15.0G267.2, mikado.HiC_scaffold_15.0G267.1
OG0009883	Azeb	EVM0000979.1	mikado.HiC_scaffold_15.0G268.1
OG0009883	Tgra	EVM0000979.1	KUTeg_020463
OG0009884	Tgra	EVM0019974.1	KUTeg_020465
OG0009884	Azeb	EVM0019974.1	mikado.HiC_scaffold_15.0G269.1
OG0009885	Tgra	EVM0002111.1	KUTeg_021317
OG0009885	Azeb	EVM0002111.1	mikado.HiC_scaffold_15.0G270.1
OG0009886	Tgra	EVM0003192.1	KUTeg_021316
OG0009886	Azeb	EVM0003192.1	mikado.HiC_scaffold_15.0G271.1
OG0009887	Tgra	EVM0001854.1	KUTeg_021321
OG0009887	Azeb	EVM0001854.1	mikado.HiC_scaffold_15.0G272.1
OG0009888	Azeb	EVM0009464.1	mikado.HiC_scaffold_15.0G280.1
OG0009888	Tgra	EVM0009464.1	KUTeg_021325
OG0009889	Tgra	EVM0015596.1	KUTeg_021323
OG0009889	Azeb	EVM0015596.1	mikado.HiC_scaffold_15.0G283.1
OG0009890	Tgra	EVM0011431.1	KUTeg_021322
OG0009890	Azeb	EVM0011431.1	mikado.HiC_scaffold_15.0G284.1
OG0009891	Tgra	EVM0017042.1	KUTeg_020095
OG0009891	Azeb	EVM0017042.1	mikado.HiC_scaffold_15.0G285.1
OG0009892	Tgra	EVM0015667.1	KUTeg_020097
OG0009892	Azeb	EVM0015667.1	mikado.HiC_scaffold_15.0G286.1
OG0009893	Tgra	EVM0011067.1	KUTeg_002042
OG0009893	Azeb	EVM0011067.1	mikado.HiC_scaffold_15.0G292.1
OG0009895	Azeb	EVM0017251.1	mikado.HiC_scaffold_15.0G295.1
OG0009895	Tgra	EVM0017251.1	KUTeg_020101
OG0009896	Azeb	EVM0015218.1	mikado.HiC_scaffold_15.0G299.1
OG0009896	Tgra	EVM0015218.1	KUTeg_020948
OG0009897	Azeb	EVM0004326.1	mikado.HiC_scaffold_15.0G306.2, mikado.HiC_scaffold_15.0G306.1
OG0009898	Tgra	EVM0002130.1	KUTeg_020569
OG0009898	Azeb	EVM0002130.1	mikado.HiC_scaffold_15.0G309.1
OG0009899	Tgra	EVM0020277.1	KUTeg_020724
OG0009899	Azeb	EVM0020277.1	mikado.HiC_scaffold_15.0G319.1
OG0009900	Tgra	EVM0005250.1	KUTeg_020723
OG0009900	Azeb	EVM0005250.1	mikado.HiC_scaffold_15.0G321.1
OG0009901	Azeb	EVM0014920.1	mikado.HiC_scaffold_15.0G322.1
OG0009901	Tgra	EVM0014920.1	KUTeg_021140
OG0009902	Azeb	EVM0023138.1, EVM0020129.1	mikado.HiC_scaffold_15.0G324.1
OG0009903	Tgra	EVM0005123.1	KUTeg_021142
OG0009903	Azeb	EVM0005123.1	mikado.HiC_scaffold_15.0G327.1
OG0009904	Tgra	EVM0022060.1	KUTeg_020230
OG0009904	Azeb	EVM0022060.1	mikado.HiC_scaffold_15.0G339.1
OG0009905	Tgra	EVM0003964.1	KUTeg_020221
OG0009905	Azeb	EVM0003964.1	mikado.HiC_scaffold_15.0G340.1
OG0009906	Tgra	EVM0009773.1	KUTeg_020220
OG0009906	Azeb	EVM0009773.1	mikado.HiC_scaffold_15.0G341.1
OG0009907	Tgra	EVM0004315.1	KUTeg_020223
OG0009907	Azeb	EVM0004315.1	mikado.HiC_scaffold_15.0G343.1
OG0009908	Tgra	EVM0005867.1	KUTeg_020213
OG0009908	Azeb	EVM0005867.1	mikado.HiC_scaffold_15.0G346.1
OG0009909	Azeb	EVM0018985.1	mikado.HiC_scaffold_15.0G353.1
OG0009909	Tgra	EVM0018985.1	KUTeg_020858
OG0009910	Azeb	EVM0020158.1	mikado.HiC_scaffold_15.0G355.1
OG0009910	Tgra	EVM0020158.1	KUTeg_021084
OG0009911	Tgra	EVM0008955.1	KUTeg_021089
OG0009911	Azeb	EVM0008955.1	mikado.HiC_scaffold_15.0G356.1
OG0009912	Tgra	EVM0014656.1	KUTeg_020655
OG0009912	Azeb	EVM0014656.1	mikado.HiC_scaffold_15.0G358.1
OG0009913	Azeb	EVM0018845.1	mikado.HiC_scaffold_15.0G366.1
OG0009913	Tgra	EVM0018845.1	KUTeg_011902
OG0009915	Tgra	EVM0016967.1	KUTeg_012708
OG0009915	Azeb	EVM0016967.1	mikado.HiC_scaffold_15.0G371.1
OG0009916	Tgra	EVM0008246.1	KUTeg_012676
OG0009916	Azeb	EVM0008246.1	mikado.HiC_scaffold_15.0G374.1
OG0009917	Azeb	EVM0002839.1	mikado.HiC_scaffold_15.0G375.1
OG0009917	Tgra	EVM0002839.1	KUTeg_012470
OG0009918	Azeb	EVM0003554.1	mikado.HiC_scaffold_15.0G381.1, mikado.HiC_scaffold_17.0G889.1
OG0009919	Azeb	EVM0012792.1	mikado.HiC_scaffold_15.0G384.1
OG0009919	Tgra	EVM0012792.1	KUTeg_011666
OG0009920	Azeb	EVM0011176.1	mikado.HiC_scaffold_15.0G387.1
OG0009920	Tgra	EVM0011176.1	KUTeg_011665
OG0009921	Azeb	EVM0014843.1	mikado.HiC_scaffold_15.0G388.1
OG0009921	Tgra	EVM0014843.1	KUTeg_012616
OG0009922	Tgra	EVM0014020.1	KUTeg_011618
OG0009922	Azeb	EVM0014020.1	mikado.HiC_scaffold_15.0G389.1
OG0009923	Azeb	EVM0012462.1	mikado.HiC_scaffold_15.0G390.1
OG0009923	Tgra	EVM0012462.1	KUTeg_012659
OG0009924	Tgra	EVM0015452.1	KUTeg_012658
OG0009924	Azeb	EVM0015452.1	mikado.HiC_scaffold_15.0G391.1
OG0009925	Azeb	EVM0023444.1	mikado.HiC_scaffold_15.0G399.1
OG0009925	Tgra	EVM0023444.1	KUTeg_012661
OG0009926	Tgra	EVM0011666.1	KUTeg_012660
OG0009926	Azeb	EVM0011666.1	mikado.HiC_scaffold_15.0G401.1
OG0009927	Tgra	EVM0013102.1	KUTeg_011646
OG0009927	Azeb	EVM0013102.1	mikado.HiC_scaffold_15.0G407.1
OG0009928	Azeb	EVM0018631.1	mikado.HiC_scaffold_15.0G408.1
OG0009928	Tgra	EVM0018631.1	KUTeg_012687
OG0009929	Tgra	EVM0014872.1	KUTeg_012688
OG0009929	Azeb	EVM0014872.1	mikado.HiC_scaffold_15.0G409.1
OG0009930	Tgra	EVM0009363.1	KUTeg_012156
OG0009930	Azeb	EVM0009363.1	mikado.HiC_scaffold_15.0G410.1
OG0009931	Tgra	EVM0018958.1	KUTeg_012157
OG0009931	Azeb	EVM0018958.1	mikado.HiC_scaffold_15.0G411.1
OG0009932	Azeb	EVM0020954.1	mikado.HiC_scaffold_15.0G417.1
OG0009932	Tgra	EVM0020954.1	KUTeg_011779
OG0009933	Tgra	EVM0016865.1	KUTeg_012213
OG0009933	Azeb	EVM0016865.1	mikado.HiC_scaffold_15.0G422.2
OG0009934	Azeb	EVM0002453.1	mikado.HiC_scaffold_15.0G424.1
OG0009934	Tgra	EVM0002453.1	KUTeg_012219
OG0009935	Azeb	EVM0022366.1	mikado.HiC_scaffold_15.0G429.1
OG0009935	Tgra	EVM0022366.1	KUTeg_012375
OG0009936	Azeb	EVM0008137.1	mikado.HiC_scaffold_15.0G430.1
OG0009936	Tgra	EVM0008137.1	KUTeg_012374
OG0009937	Tgra	EVM0011850.1	KUTeg_012541
OG0009937	Azeb	EVM0011850.1	mikado.HiC_scaffold_15.0G431.1
OG0009938	Azeb	EVM0005363.1	mikado.HiC_scaffold_15.0G432.1
OG0009938	Tgra	EVM0005363.1	KUTeg_011698
OG0009939	Tgra	EVM0013872.1	KUTeg_011700
OG0009939	Azeb	EVM0013872.1	mikado.HiC_scaffold_15.0G433.1
OG0009940	Tgra	EVM0011691.1	KUTeg_011564
OG0009940	Azeb	EVM0011691.1	mikado.HiC_scaffold_15.0G437.1
OG0009941	Azeb	EVM0012554.1	mikado.HiC_scaffold_15.0G439.1
OG0009941	Tgra	EVM0012554.1	KUTeg_012645
OG0009943	Tgra	EVM0011969.1	KUTeg_012531
OG0009943	Azeb	EVM0011969.1	mikado.HiC_scaffold_15.0G446.1
OG0009944	Azeb	EVM0018687.1	mikado.HiC_scaffold_15.0G451.1
OG0009944	Tgra	EVM0018687.1	KUTeg_011685
OG0009945	Azeb	EVM0011760.1	mikado.HiC_scaffold_15.0G453.1
OG0009945	Tgra	EVM0011760.1	KUTeg_011687
OG0009946	Tgra	EVM0009562.1	KUTeg_011680
OG0009946	Azeb	EVM0009562.1	mikado.HiC_scaffold_15.0G454.1
OG0009947	Tgra	EVM0013962.1	KUTeg_020303
OG0009947	Azeb	EVM0013962.1	mikado.HiC_scaffold_15.0G462.1
OG0009948	Azeb	EVM0012426.1	mikado.HiC_scaffold_15.0G464.1
OG0009948	Tgra	EVM0012426.1	KUTeg_020304
OG0009949	Tgra	EVM0018056.1	KUTeg_022220
OG0009949	Azeb	EVM0018056.1	mikado.HiC_scaffold_15.0G466.1
OG0009950	Tgra	EVM0000328.1	KUTeg_020307
OG0009950	Azeb	EVM0000328.1	mikado.HiC_scaffold_15.0G470.1
OG0009951	Azeb	EVM0009852.1	mikado.HiC_scaffold_15.0G471.1
OG0009951	Tgra	EVM0009852.1	KUTeg_020162
OG0009952	Tgra	EVM0022244.1	KUTeg_020163
OG0009952	Azeb	EVM0022244.1	mikado.HiC_scaffold_15.0G472.1
OG0009953	Azeb	EVM0016271.1	mikado.HiC_scaffold_15.0G473.1
OG0009953	Tgra	EVM0016271.1	KUTeg_020161
OG0009954	Azeb	EVM0010636.1	mikado.HiC_scaffold_15.0G474.1
OG0009954	Tgra	EVM0010636.1	KUTeg_021006
OG0009955	Azeb	EVM0019431.1	mikado.HiC_scaffold_15.0G485.1
OG0009955	Tgra	EVM0019431.1	KUTeg_021027
OG0009956	Tgra	EVM0012734.1	KUTeg_021082
OG0009956	Azeb	EVM0012734.1	mikado.HiC_scaffold_15.0G488.1
OG0009957	Azeb	EVM0017692.1	mikado.HiC_scaffold_15.0G495.1
OG0009957	Tgra	EVM0017692.1	KUTeg_021257
OG0009958	Azeb	EVM0023277.1	mikado.HiC_scaffold_15.0G508.1
OG0009958	Tgra	EVM0023277.1	KUTeg_021038
OG0009959	Azeb	EVM0007882.1, EVM0020474.1	mikado.HiC_scaffold_15.0G510.1
