Orthogroup	Species	Azeb	Orthologs
OG0014663	Sbro	mikado.HiC_scaffold_9.0G1523.1	EVM0014053.1
OG0014664	Sbro	mikado.HiC_scaffold_9.0G1526.1	EVM0007465.1
OG0014665	Sbro	mikado.HiC_scaffold_9.0G1562.1	EVM0010052.1
OG0014666	Tgra	mikado.HiC_scaffold_9.0G1575.1	KUTeg_003041
OG0014667	Tgra	mikado.HiC_scaffold_9.0G1576.1	KUTeg_003040
OG0014668	Tgra	mikado.HiC_scaffold_9.0G1579.1	KUTeg_003039
OG0014669	Tgra	mikado.HiC_scaffold_9.0G1581.1	KUTeg_003038
OG0014670	Tgra	mikado.HiC_scaffold_9.0G1588.1	KUTeg_004541
OG0014672	Tgra	mikado.HiC_scaffold_9.0G1590.1	KUTeg_004538
OG0014673	Sbro	mikado.HiC_scaffold_9.0G1604.1	EVM0022368.1
OG0014674	Sbro	mikado.HiC_scaffold_9.0G1615.1	EVM0022319.1
OG0014676	Sbro	mikado.HiC_scaffold_9.0G1625.1	EVM0022694.1
OG0014677	Sbro	mikado.HiC_scaffold_9.0G1647.1	EVM0019947.1
OG0014678	Tgra	mikado.HiC_scaffold_9.0G1650.1	KUTeg_004093
OG0014679	Sbro	mikado.HiC_scaffold_9.0G1680.1	EVM0006605.1
OG0014680	Tgra	mikado.HiC_scaffold_9.0G1688.1	KUTeg_003916
OG0014682	Sbro	mikado.HiC_scaffold_9.0G1696.1	EVM0001513.1
OG0014683	Tgra	mikado.HiC_scaffold_10.0G18.1	KUTeg_005966
OG0014684	Sbro	mikado.HiC_scaffold_10.0G29.1	EVM0002866.1
OG0014685	Tgra	mikado.HiC_scaffold_10.0G36.1	KUTeg_011099
OG0014687	Sbro	mikado.HiC_scaffold_10.0G64.1	EVM0002088.1
OG0014688	Sbro	mikado.HiC_scaffold_10.0G68.1	EVM0007361.1
OG0014690	Tgra	mikado.HiC_scaffold_10.0G82.1	KUTeg_010726
OG0014692	Tgra	mikado.HiC_scaffold_10.0G104.1	KUTeg_012386
OG0014693	Sbro	mikado.HiC_scaffold_10.0G111.1	EVM0015119.1
OG0014695	Sbro	mikado.HiC_scaffold_10.0G152.1	EVM0003983.1
OG0014696	Sbro	mikado.HiC_scaffold_10.0G154.1	EVM0004865.1
OG0014697	Sbro	mikado.HiC_scaffold_10.0G156.1	EVM0020096.1
OG0014698	Sbro	mikado.HiC_scaffold_10.0G165.1	EVM0022705.1
OG0014699	Sbro	mikado.HiC_scaffold_10.0G169.1	EVM0001723.1
OG0014700	Sbro	mikado.HiC_scaffold_10.0G172.1	EVM0023457.1
OG0014702	Tgra	mikado.HiC_scaffold_10.0G191.1	KUTeg_018534
OG0014704	Sbro	mikado.HiC_scaffold_10.0G205.1	EVM0009588.1
OG0014705	Sbro	mikado.HiC_scaffold_10.0G206.1	EVM0003763.1
OG0014710	Tgra	mikado.HiC_scaffold_10.0G240.1	KUTeg_014866
OG0014711	Tgra	mikado.HiC_scaffold_10.0G242.1	KUTeg_018778
OG0014712	Sbro	mikado.HiC_scaffold_10.0G252.1	EVM0002730.1
OG0014714	Tgra	mikado.HiC_scaffold_10.0G265.1	KUTeg_011006
OG0014716	Sbro	mikado.HiC_scaffold_10.0G283.1	EVM0009762.1
OG0014717	Sbro	mikado.HiC_scaffold_10.0G291.1	EVM0004469.1
OG0014718	Sbro	mikado.HiC_scaffold_10.0G316.1	EVM0007534.1
OG0014719	Sbro	mikado.HiC_scaffold_10.0G329.1	EVM0016457.1
OG0014720	Sbro	mikado.HiC_scaffold_10.0G330.1	EVM0017509.1
OG0014721	Sbro	mikado.HiC_scaffold_10.0G349.1	EVM0006431.1
OG0014722	Sbro	mikado.HiC_scaffold_10.0G358.1	EVM0021379.1
OG0014723	Tgra	mikado.HiC_scaffold_10.0G368.1	KUTeg_010718
OG0014724	Sbro	mikado.HiC_scaffold_10.0G371.1	EVM0002397.1
OG0014725	Sbro	mikado.HiC_scaffold_10.0G379.1	EVM0004234.1
OG0014727	Sbro	mikado.HiC_scaffold_10.0G388.1	EVM0015098.1
OG0014729	Tgra	mikado.HiC_scaffold_10.0G407.1	KUTeg_011019
OG0014730	Sbro	mikado.HiC_scaffold_10.0G409.1	EVM0006006.1
OG0014731	Sbro	mikado.HiC_scaffold_10.0G429.1	EVM0011672.1
OG0014733	Tgra	mikado.HiC_scaffold_10.0G441.1	KUTeg_015720
OG0014735	Sbro	mikado.HiC_scaffold_10.0G465.1	EVM0018352.1
OG0014736	Tgra	mikado.HiC_scaffold_10.0G471.1	KUTeg_010776
OG0014737	Tgra	mikado.HiC_scaffold_10.0G484.1	KUTeg_015762
OG0014738	Tgra	mikado.HiC_scaffold_10.0G495.1	KUTeg_010857
OG0014739	Tgra	mikado.HiC_scaffold_10.0G496.1	KUTeg_010858
OG0014740	Sbro	mikado.HiC_scaffold_10.0G503.1	EVM0005797.1
OG0014741	Sbro	mikado.HiC_scaffold_10.0G508.1	EVM0019864.1
OG0014742	Sbro	mikado.HiC_scaffold_10.0G510.1	EVM0022190.1
OG0014743	Sbro	mikado.HiC_scaffold_10.0G529.1	EVM0020648.1
OG0014744	Tgra	mikado.HiC_scaffold_10.0G533.1	KUTeg_011541
OG0014745	Sbro	mikado.HiC_scaffold_10.0G537.1	EVM0012962.1
OG0014746	Tgra	mikado.HiC_scaffold_10.0G541.1	KUTeg_015781
OG0014747	Sbro	mikado.HiC_scaffold_10.0G572.1	EVM0015518.1
OG0014748	Sbro	mikado.HiC_scaffold_10.0G575.1	EVM0021461.1
OG0014749	Sbro	mikado.HiC_scaffold_10.0G576.1	EVM0004862.1
OG0014752	Sbro	mikado.HiC_scaffold_10.0G612.1	EVM0009663.1
OG0014753	Sbro	mikado.HiC_scaffold_10.0G618.1	EVM0014255.1
OG0014754	Sbro	mikado.HiC_scaffold_10.0G619.1	EVM0013263.1
OG0014756	Sbro	mikado.HiC_scaffold_10.0G631.1	EVM0010810.1
OG0014758	Sbro	mikado.HiC_scaffold_10.0G636.1	EVM0021949.1
OG0014759	Sbro	mikado.HiC_scaffold_10.0G676.1	EVM0007631.1
OG0014761	Sbro	mikado.HiC_scaffold_10.0G682.1	EVM0012727.1
OG0014762	Sbro	mikado.HiC_scaffold_10.0G684.1	EVM0016945.2
OG0014763	Sbro	mikado.HiC_scaffold_10.0G699.1	EVM0004028.1
OG0014764	Sbro	mikado.HiC_scaffold_10.0G708.1	EVM0012857.1
OG0014765	Sbro	mikado.HiC_scaffold_10.0G721.1	EVM0012145.1
OG0014766	Sbro	mikado.HiC_scaffold_10.0G733.1	EVM0020149.1
OG0014768	Sbro	mikado.HiC_scaffold_10.0G741.1	EVM0001318.1
OG0014769	Sbro	mikado.HiC_scaffold_10.0G751.1	EVM0001947.1
OG0014771	Sbro	mikado.HiC_scaffold_10.0G757.1	EVM0020112.1
OG0014773	Tgra	mikado.HiC_scaffold_10.0G789.1	KUTeg_015759
OG0014774	Sbro	mikado.HiC_scaffold_10.0G818.1	EVM0007000.1
OG0014775	Sbro	mikado.HiC_scaffold_10.0G822.1	EVM0021110.1
OG0014776	Sbro	mikado.HiC_scaffold_10.0G826.1	EVM0010023.1
OG0014777	Sbro	mikado.HiC_scaffold_10.0G828.1	EVM0014301.1
OG0014779	Sbro	mikado.HiC_scaffold_10.0G840.1	EVM0015790.1
OG0014780	Sbro	mikado.HiC_scaffold_10.0G847.1	EVM0008942.1
OG0014782	Sbro	mikado.HiC_scaffold_10.0G876.1	EVM0002248.1
OG0014784	Tgra	mikado.HiC_scaffold_11.0G5.1	KUTeg_002509
OG0014785	Tgra	mikado.HiC_scaffold_11.0G19.1	KUTeg_001634
OG0014787	Tgra	mikado.HiC_scaffold_11.0G40.1	KUTeg_001895
OG0014788	Sbro	mikado.HiC_scaffold_11.0G47.1	EVM0006568.1
OG0014789	Sbro	mikado.HiC_scaffold_11.0G73.1	EVM0015781.1
OG0014792	Sbro	mikado.HiC_scaffold_11.0G109.1	EVM0014213.1
OG0014793	Sbro	mikado.HiC_scaffold_11.0G123.1	EVM0018049.1
OG0014794	Tgra	mikado.HiC_scaffold_11.0G128.1	KUTeg_001999
OG0014796	Sbro	mikado.HiC_scaffold_11.0G151.1	EVM0014110.1
OG0014797	Sbro	mikado.HiC_scaffold_11.0G154.1	EVM0019239.1
OG0014798	Sbro	mikado.HiC_scaffold_11.0G158.1	EVM0007117.1
OG0014799	Sbro	mikado.HiC_scaffold_11.0G172.1	EVM0015379.1
OG0014800	Sbro	mikado.HiC_scaffold_11.0G185.1	EVM0000847.1
OG0014801	Sbro	mikado.HiC_scaffold_11.0G188.1	EVM0011658.1
OG0014804	Sbro	mikado.HiC_scaffold_11.0G206.1	EVM0020127.1
OG0014805	Sbro	mikado.HiC_scaffold_11.0G224.1	EVM0003558.1
OG0014806	Sbro	mikado.HiC_scaffold_11.0G225.1	EVM0020432.1
OG0014808	Tgra	mikado.HiC_scaffold_11.0G229.1	KUTeg_002425
OG0014809	Tgra	mikado.HiC_scaffold_11.0G236.1	KUTeg_001417
OG0014811	Sbro	mikado.HiC_scaffold_11.0G261.1	EVM0020316.1
OG0014812	Tgra	mikado.HiC_scaffold_11.0G274.1	KUTeg_001612
OG0014813	Sbro	mikado.HiC_scaffold_11.0G285.1	EVM0007659.1
OG0014814	Tgra	mikado.HiC_scaffold_11.0G292.1	KUTeg_001663
OG0014815	Tgra	mikado.HiC_scaffold_11.0G301.1	KUTeg_002561
OG0014817	Tgra	mikado.HiC_scaffold_11.0G348.1	KUTeg_001801
OG0014818	Tgra	mikado.HiC_scaffold_11.0G357.1	KUTeg_005747
OG0014819	Sbro	mikado.HiC_scaffold_11.0G359.1	EVM0023725.1
OG0014820	Sbro	mikado.HiC_scaffold_11.0G368.1	EVM0009428.1
OG0014821	Tgra	mikado.HiC_scaffold_11.0G376.1	KUTeg_002416
OG0014822	Sbro	mikado.HiC_scaffold_11.0G391.1	EVM0010659.1
OG0014823	Tgra	mikado.HiC_scaffold_11.0G395.1	KUTeg_001564
OG0014824	Sbro	mikado.HiC_scaffold_11.0G403.1	EVM0005658.1
OG0014825	Sbro	mikado.HiC_scaffold_11.0G404.1	EVM0000370.1
OG0014826	Sbro	mikado.HiC_scaffold_11.0G436.1	EVM0014821.1
OG0014827	Sbro	mikado.HiC_scaffold_11.0G473.1	EVM0013781.1
OG0014829	Tgra	mikado.HiC_scaffold_11.0G494.1	KUTeg_002271
OG0014830	Tgra	mikado.HiC_scaffold_11.0G497.1	KUTeg_002269
OG0014832	Sbro	mikado.HiC_scaffold_11.0G515.1	EVM0005425.1
OG0014833	Tgra	mikado.HiC_scaffold_11.0G516.1	KUTeg_002589
OG0014835	Sbro	mikado.HiC_scaffold_11.0G528.1	EVM0019400.1
OG0014836	Sbro	mikado.HiC_scaffold_11.0G536.1	EVM0023097.1
OG0014837	Sbro	mikado.HiC_scaffold_11.0G543.1	EVM0021290.1
OG0014838	Sbro	mikado.HiC_scaffold_11.0G548.1	EVM0009626.1
OG0014839	Tgra	mikado.HiC_scaffold_11.0G550.1	KUTeg_002287
OG0014840	Sbro	mikado.HiC_scaffold_11.0G556.1	EVM0012165.1
OG0014841	Tgra	mikado.HiC_scaffold_11.0G558.1	KUTeg_001408
OG0014842	Tgra	mikado.HiC_scaffold_11.0G560.1	KUTeg_001411
OG0014844	Sbro	mikado.HiC_scaffold_11.0G567.1	EVM0021045.1
OG0014845	Sbro	mikado.HiC_scaffold_11.0G570.1	EVM0006994.1
OG0014846	Sbro	mikado.HiC_scaffold_11.0G606.1	EVM0021641.1
OG0014847	Tgra	mikado.HiC_scaffold_11.0G609.1	KUTeg_001633
OG0014848	Sbro	mikado.HiC_scaffold_11.0G633.1	EVM0020922.1
OG0014849	Tgra	mikado.HiC_scaffold_11.0G642.1	KUTeg_001413
OG0014850	Tgra	mikado.HiC_scaffold_11.0G658.1	KUTeg_001464
OG0014851	Tgra	mikado.HiC_scaffold_12.0G9.1	KUTeg_008011
OG0014852	Sbro	mikado.HiC_scaffold_12.0G13.1	EVM0003227.1
OG0014855	Tgra	mikado.HiC_scaffold_13.0G3.1	KUTeg_016939
OG0014856	Sbro	mikado.HiC_scaffold_13.0G29.1	EVM0000779.1
OG0014857	Sbro	mikado.HiC_scaffold_13.0G28.1	EVM0003883.1
OG0014858	Tgra	mikado.HiC_scaffold_13.0G41.1	KUTeg_015993
OG0014862	Sbro	mikado.HiC_scaffold_13.0G100.1	EVM0004349.1
OG0014863	Sbro	mikado.HiC_scaffold_13.0G108.1	EVM0018276.1
OG0014864	Tgra	mikado.HiC_scaffold_13.0G123.1	KUTeg_017040
OG0014865	Sbro	mikado.HiC_scaffold_13.0G124.1	EVM0007075.1
OG0014866	Sbro	mikado.HiC_scaffold_13.0G127.1	EVM0017322.1
OG0014867	Sbro	mikado.HiC_scaffold_13.0G131.1	EVM0008773.1
OG0014868	Tgra	mikado.HiC_scaffold_13.0G135.1	KUTeg_016953
OG0014869	Sbro	mikado.HiC_scaffold_13.0G137.1	EVM0000356.1
OG0014870	Tgra	mikado.HiC_scaffold_13.0G142.1	KUTeg_017189
OG0014871	Sbro	mikado.HiC_scaffold_13.0G143.1	EVM0016262.1
OG0014872	Sbro	mikado.HiC_scaffold_13.0G167.1	EVM0016951.1
OG0014873	Sbro	mikado.HiC_scaffold_13.0G168.1	EVM0010402.2
OG0014875	Sbro	mikado.HiC_scaffold_13.0G204.1	EVM0018748.1
OG0014876	Sbro	mikado.HiC_scaffold_13.0G220.1	EVM0012918.1
OG0014877	Sbro	mikado.HiC_scaffold_13.0G223.1	EVM0010753.1
OG0014878	Sbro	mikado.HiC_scaffold_13.0G225.1	EVM0017254.1
OG0014879	Sbro	mikado.HiC_scaffold_13.0G227.1	EVM0008527.1
OG0014880	Sbro	mikado.HiC_scaffold_13.0G230.1	EVM0018849.1
OG0014881	Sbro	mikado.HiC_scaffold_13.0G235.1	EVM0008884.1
OG0014885	Sbro	mikado.HiC_scaffold_13.0G269.1	EVM0012477.1
OG0014886	Sbro	mikado.HiC_scaffold_13.0G271.1	EVM0001335.1
OG0014887	Sbro	mikado.HiC_scaffold_13.0G290.1	EVM0019907.1
OG0014888	Sbro	mikado.HiC_scaffold_13.0G293.1	EVM0014323.1
OG0014889	Tgra	mikado.HiC_scaffold_13.0G307.1	KUTeg_000522
OG0014890	Sbro	mikado.HiC_scaffold_13.0G312.1	EVM0016060.1
OG0014891	Sbro	mikado.HiC_scaffold_13.0G314.1	EVM0000030.1
OG0014892	Sbro	mikado.HiC_scaffold_13.0G316.1	EVM0016537.1
OG0014893	Sbro	mikado.HiC_scaffold_13.0G335.1	EVM0010836.1
OG0014894	Sbro	mikado.HiC_scaffold_13.0G337.1	EVM0015356.1
OG0014895	Sbro	mikado.HiC_scaffold_13.0G348.1	EVM0009207.1
OG0014896	Sbro	mikado.HiC_scaffold_13.0G350.1	EVM0003849.1
OG0014897	Tgra	mikado.HiC_scaffold_13.0G358.1	KUTeg_016928
OG0014898	Sbro	mikado.HiC_scaffold_13.0G360.1	EVM0011745.1
OG0014899	Sbro	mikado.HiC_scaffold_13.0G384.1	EVM0018380.1
OG0014900	Sbro	mikado.HiC_scaffold_13.0G386.1	EVM0006358.1
OG0014902	Sbro	mikado.HiC_scaffold_13.0G406.1	EVM0013250.1
OG0014903	Sbro	mikado.HiC_scaffold_13.0G418.1	EVM0013465.1
OG0014904	Sbro	mikado.HiC_scaffold_13.0G420.1	EVM0021599.1
OG0014905	Sbro	mikado.HiC_scaffold_13.0G431.1	EVM0016277.1
OG0014909	Sbro	mikado.HiC_scaffold_13.0G466.1	EVM0023873.1
OG0014910	Sbro	mikado.HiC_scaffold_13.0G475.1	EVM0001344.1
OG0014911	Tgra	mikado.HiC_scaffold_13.0G488.1	KUTeg_016428
OG0014912	Sbro	mikado.HiC_scaffold_13.0G501.1	EVM0015813.1
OG0014913	Sbro	mikado.HiC_scaffold_13.0G502.1	EVM0006012.1
OG0014914	Sbro	mikado.HiC_scaffold_13.0G508.1	EVM0009981.1
OG0014915	Sbro	mikado.HiC_scaffold_13.0G512.1	EVM0018485.1
OG0014916	Sbro	mikado.HiC_scaffold_13.0G533.1	EVM0007364.1
OG0014917	Sbro	mikado.HiC_scaffold_13.0G535.1	EVM0003120.1
OG0014919	Sbro	mikado.HiC_scaffold_13.0G572.1	EVM0021373.1
OG0014921	Sbro	mikado.HiC_scaffold_13.0G577.1	EVM0008937.1
OG0014922	Sbro	mikado.HiC_scaffold_13.0G585.1	EVM0016663.1
OG0014924	Tgra	mikado.HiC_scaffold_13.0G592.1	KUTeg_018221
OG0014925	Sbro	mikado.HiC_scaffold_13.0G612.1	EVM0000616.1
OG0014926	Tgra	mikado.HiC_scaffold_13.0G616.1	KUTeg_016998
OG0014927	Tgra	mikado.HiC_scaffold_13.0G628.1	KUTeg_016720
OG0014928	Sbro	mikado.HiC_scaffold_13.0G637.1	EVM0001897.1
OG0014929	Sbro	mikado.HiC_scaffold_13.0G648.1	EVM0013394.1
OG0014931	Sbro	mikado.HiC_scaffold_13.0G687.1	EVM0016535.1
OG0014932	Sbro	mikado.HiC_scaffold_13.0G691.1	EVM0002421.1
OG0014933	Sbro	mikado.HiC_scaffold_13.0G692.1	EVM0018114.1
OG0014934	Sbro	mikado.HiC_scaffold_13.0G694.1	EVM0017773.1
OG0014935	Sbro	mikado.HiC_scaffold_13.0G696.1	EVM0005935.1
OG0014936	Sbro	mikado.HiC_scaffold_13.0G698.1	EVM0007125.1
OG0014937	Sbro	mikado.HiC_scaffold_13.0G721.1	EVM0023757.1
OG0014938	Sbro	mikado.HiC_scaffold_13.0G727.1	EVM0016551.1
OG0014940	Sbro	mikado.HiC_scaffold_13.0G752.1	EVM0008967.1
OG0014941	Sbro	mikado.HiC_scaffold_13.0G756.1	EVM0007800.1
OG0014942	Sbro	mikado.HiC_scaffold_13.0G762.1	EVM0010372.1
OG0014943	Sbro	mikado.HiC_scaffold_13.0G770.1	EVM0000821.1
OG0014944	Sbro	mikado.HiC_scaffold_13.0G775.1	EVM0021005.1
OG0014945	Sbro	mikado.HiC_scaffold_13.0G788.1	EVM0005421.1
OG0014946	Sbro	mikado.HiC_scaffold_13.0G789.1	EVM0013852.1
OG0014948	Sbro	mikado.HiC_scaffold_13.0G800.1	EVM0012834.1
OG0014949	Tgra	mikado.HiC_scaffold_13.0G803.1	KUTeg_016710
OG0014950	Sbro	mikado.HiC_scaffold_13.0G814.1	EVM0008711.1
OG0014951	Sbro	mikado.HiC_scaffold_13.0G817.1	EVM0007571.1
OG0014952	Sbro	mikado.HiC_scaffold_13.0G824.1	EVM0000186.1
OG0014953	Tgra	mikado.HiC_scaffold_13.0G832.1	KUTeg_007799
OG0014956	Tgra	mikado.HiC_scaffold_13.0G848.1	KUTeg_017022
OG0014958	Sbro	mikado.HiC_scaffold_13.0G870.1	EVM0011809.1
OG0014959	Sbro	mikado.HiC_scaffold_13.0G878.1	EVM0021940.1
OG0014960	Sbro	mikado.HiC_scaffold_13.0G890.1	EVM0002982.1
OG0014961	Sbro	mikado.HiC_scaffold_13.0G892.1	EVM0003927.1
OG0014962	Sbro	mikado.HiC_scaffold_13.0G894.1	EVM0012175.1
OG0014964	Sbro	mikado.HiC_scaffold_13.0G917.1	EVM0005553.1
OG0014965	Sbro	mikado.HiC_scaffold_13.0G923.1	EVM0000635.1
OG0014966	Sbro	mikado.HiC_scaffold_13.0G944.1	EVM0021516.1
OG0014967	Sbro	mikado.HiC_scaffold_13.0G949.1	EVM0003870.1
OG0014970	Tgra	mikado.HiC_scaffold_13.0G981.1	KUTeg_016806
OG0014971	Tgra	mikado.HiC_scaffold_13.0G991.1	KUTeg_013413
OG0014973	Sbro	mikado.HiC_scaffold_13.0G1038.1	EVM0016779.1
OG0014974	Sbro	mikado.HiC_scaffold_13.0G1048.1	EVM0018253.1
OG0014975	Sbro	mikado.HiC_scaffold_13.0G1049.1	EVM0010679.1
OG0014976	Sbro	mikado.HiC_scaffold_13.0G1066.1	EVM0017558.1
OG0014977	Sbro	mikado.HiC_scaffold_13.0G1068.1	EVM0016341.1
OG0014980	Sbro	mikado.HiC_scaffold_13.0G1095.1	EVM0013935.1
OG0014981	Sbro	mikado.HiC_scaffold_13.0G1119.1	EVM0023081.1
OG0014982	Tgra	mikado.HiC_scaffold_13.0G1174.1	KUTeg_011590
OG0014985	Sbro	mikado.HiC_scaffold_13.0G1213.1	EVM0022753.1
OG0014986	Tgra	mikado.HiC_scaffold_13.0G1225.1	KUTeg_016791
OG0014988	Sbro	mikado.HiC_scaffold_13.0G1229.1	EVM0000935.1
OG0014989	Sbro	mikado.HiC_scaffold_13.0G1230.1	EVM0005714.1
OG0014990	Sbro	mikado.HiC_scaffold_13.0G1240.1	EVM0020955.1
OG0014991	Tgra	mikado.HiC_scaffold_13.0G1273.1	KUTeg_016263
OG0014992	Sbro	mikado.HiC_scaffold_13.0G1278.1	EVM0000763.1
OG0014994	Sbro	mikado.HiC_scaffold_13.0G1284.1	EVM0002177.1
OG0014995	Sbro	mikado.HiC_scaffold_13.0G1293.1	EVM0009867.1
OG0014997	Sbro	mikado.HiC_scaffold_13.0G1318.1	EVM0020846.1
OG0014998	Tgra	mikado.HiC_scaffold_13.0G1320.1	KUTeg_016377
OG0014999	Sbro	mikado.HiC_scaffold_13.0G1323.1	EVM0017401.1
OG0015000	Sbro	mikado.HiC_scaffold_13.0G1326.1	EVM0018913.1
OG0015001	Sbro	mikado.HiC_scaffold_13.0G1329.1	EVM0017474.1
OG0015002	Sbro	mikado.HiC_scaffold_13.0G1340.1	EVM0002080.1
OG0015003	Sbro	mikado.HiC_scaffold_13.0G1350.1	EVM0006982.1
OG0015004	Sbro	mikado.HiC_scaffold_13.0G1364.1	EVM0005446.1
OG0015006	Tgra	mikado.HiC_scaffold_13.0G1392.1	KUTeg_003455
OG0015007	Sbro	mikado.HiC_scaffold_13.0G1407.1	EVM0004170.1
OG0015009	Sbro	mikado.HiC_scaffold_13.0G1468.1	EVM0002998.1
OG0015010	Sbro	mikado.HiC_scaffold_13.0G1478.1	EVM0012587.1
OG0015011	Sbro	mikado.HiC_scaffold_13.0G1493.1	EVM0004041.1
OG0015012	Sbro	mikado.HiC_scaffold_13.0G1499.1	EVM0016187.1
OG0015013	Sbro	mikado.HiC_scaffold_13.0G1510.1	EVM0009820.1
OG0015015	Sbro	mikado.HiC_scaffold_13.0G1540.1	EVM0011309.1
OG0015016	Sbro	mikado.HiC_scaffold_13.0G1561.1	EVM0010699.1
OG0015017	Sbro	mikado.HiC_scaffold_13.0G1562.1	EVM0007232.1
OG0015020	Sbro	mikado.HiC_scaffold_14.0G6.1	EVM0017268.1
OG0015022	Sbro	mikado.HiC_scaffold_14.0G27.1	EVM0000491.1
OG0015024	Tgra	mikado.HiC_scaffold_14.0G46.1	KUTeg_005362
OG0015025	Sbro	mikado.HiC_scaffold_14.0G49.1	EVM0018599.1
OG0015026	Tgra	mikado.HiC_scaffold_14.0G55.1	KUTeg_004730
OG0015027	Sbro	mikado.HiC_scaffold_14.0G62.1	EVM0007586.1
OG0015028	Sbro	mikado.HiC_scaffold_14.0G64.1	EVM0019037.1
OG0015031	Sbro	mikado.HiC_scaffold_14.0G98.1	EVM0004806.1
OG0015032	Tgra	mikado.HiC_scaffold_14.0G100.1	KUTeg_004699
OG0015033	Sbro	mikado.HiC_scaffold_14.0G103.1	EVM0004563.2
OG0015034	Tgra	mikado.HiC_scaffold_14.0G117.1	KUTeg_005550
OG0015036	Sbro	mikado.HiC_scaffold_14.0G128.1	EVM0023200.1
OG0015037	Tgra	mikado.HiC_scaffold_14.0G138.1	KUTeg_004905
OG0015038	Tgra	mikado.HiC_scaffold_14.0G145.1	KUTeg_005075
OG0015039	Sbro	mikado.HiC_scaffold_14.0G151.1	EVM0017377.1
OG0015040	Sbro	mikado.HiC_scaffold_14.0G155.1	EVM0006648.1
OG0015044	Sbro	mikado.HiC_scaffold_14.0G193.1	EVM0022164.1
OG0015046	Sbro	mikado.HiC_scaffold_14.0G196.1	EVM0012500.1
OG0015047	Sbro	mikado.HiC_scaffold_14.0G207.1	EVM0021779.1
OG0015048	Sbro	mikado.HiC_scaffold_14.0G208.1	EVM0020231.1
OG0015049	Sbro	mikado.HiC_scaffold_14.0G211.1	EVM0018199.1
OG0015050	Sbro	mikado.HiC_scaffold_14.0G226.1	EVM0014200.1
OG0015052	Sbro	mikado.HiC_scaffold_14.0G248.1	EVM0004969.1
OG0015053	Tgra	mikado.HiC_scaffold_14.0G257.1	KUTeg_005331
OG0015054	Tgra	mikado.HiC_scaffold_14.0G258.1	KUTeg_005461
OG0015056	Tgra	mikado.HiC_scaffold_14.0G286.1	KUTeg_004716
OG0015057	Sbro	mikado.HiC_scaffold_14.0G292.1	EVM0021796.1
OG0015058	Sbro	mikado.HiC_scaffold_14.0G294.1	EVM0011686.1
OG0015059	Sbro	mikado.HiC_scaffold_14.0G307.1	EVM0014393.1
OG0015060	Tgra	mikado.HiC_scaffold_14.0G335.1	KUTeg_004972
OG0015061	Sbro	mikado.HiC_scaffold_14.0G354.1	EVM0011322.1
OG0015062	Sbro	mikado.HiC_scaffold_14.0G356.1	EVM0006197.1
OG0015063	Tgra	mikado.HiC_scaffold_14.0G359.1	KUTeg_005344
OG0015064	Sbro	mikado.HiC_scaffold_14.0G371.1	EVM0001034.1
OG0015065	Tgra	mikado.HiC_scaffold_14.0G377.1	KUTeg_004813
OG0015066	Sbro	mikado.HiC_scaffold_14.0G387.1	EVM0015144.1
OG0015067	Sbro	mikado.HiC_scaffold_14.0G390.1	EVM0005847.1
OG0015068	Tgra	mikado.HiC_scaffold_14.0G407.1	KUTeg_004755
OG0015069	Sbro	mikado.HiC_scaffold_14.0G420.1	EVM0005670.1
OG0015070	Sbro	mikado.HiC_scaffold_14.0G438.1	EVM0000320.1
OG0015071	Sbro	mikado.HiC_scaffold_14.0G443.1	EVM0005698.1
OG0015072	Sbro	mikado.HiC_scaffold_14.0G444.1	EVM0014968.1
OG0015075	Sbro	mikado.HiC_scaffold_14.0G461.1	EVM0009607.1
OG0015076	Sbro	mikado.HiC_scaffold_14.0G466.1	EVM0018823.1
OG0015078	Tgra	mikado.HiC_scaffold_14.0G560.1	KUTeg_005019
OG0015079	Tgra	mikado.HiC_scaffold_14.0G566.1	KUTeg_005017
OG0015080	Tgra	mikado.HiC_scaffold_14.0G567.1	KUTeg_005018
OG0015081	Sbro	mikado.HiC_scaffold_14.0G580.1	EVM0004694.1
OG0015082	Sbro	mikado.HiC_scaffold_14.0G581.1	EVM0015190.1
OG0015083	Sbro	mikado.HiC_scaffold_14.0G589.1	EVM0000509.1
OG0015084	Sbro	mikado.HiC_scaffold_14.0G596.1	EVM0009462.1
OG0015085	Tgra	mikado.HiC_scaffold_14.0G600.1	KUTeg_004781
OG0015086	Tgra	mikado.HiC_scaffold_14.0G601.1	KUTeg_004782
OG0015087	Tgra	mikado.HiC_scaffold_14.0G602.1	KUTeg_004783
OG0015088	Tgra	mikado.HiC_scaffold_14.0G612.1	KUTeg_005278
OG0015089	Sbro	mikado.HiC_scaffold_14.0G638.1	EVM0017440.1
OG0015091	Sbro	mikado.HiC_scaffold_14.0G669.1	EVM0014638.1
OG0015092	Sbro	mikado.HiC_scaffold_14.0G675.1	EVM0014978.1
OG0015093	Sbro	mikado.HiC_scaffold_14.0G683.1	EVM0012400.1
OG0015096	Tgra	mikado.HiC_scaffold_14.0G700.1	KUTeg_005618
OG0015098	Tgra	mikado.HiC_scaffold_14.0G703.1	KUTeg_005623
OG0015099	Sbro	mikado.HiC_scaffold_14.0G723.1	EVM0004899.1
OG0015105	Sbro	mikado.HiC_scaffold_14.0G791.1	EVM0014676.1
