genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
Azeb,Azeb,HiC_scaffold_4347,HiC_scaffold_4347,Azeb Azeb selfBlk HiC_scaffold_4347,34381,353523,24430,24436,0_24428,0_24434,7,34381,353523,24430,24436,0_24428,0_24434,7,+,34381,353523,24430,24436,0_24428,0_24434
Azeb,Azeb,HiC_scaffold_4350,HiC_scaffold_4350,Azeb Azeb selfBlk HiC_scaffold_4350,6940,365442,24438,24442,0_24436,0_24440,5,6940,365442,24438,24442,0_24436,0_24440,5,+,6940,365442,24438,24442,0_24436,0_24440
Azeb,Azeb,HiC_scaffold_5.0,HiC_scaffold_5.0,Azeb Azeb selfBlk HiC_scaffold_5.0,176079,92011805,4881,6249,0_4877,0_6245,1369,176079,92011805,4881,6249,0_4877,0_6245,1369,+,176079,92011805,4881,6249,0_4877,0_6245
Azeb,Azeb,HiC_scaffold_5.92308104,HiC_scaffold_5.92308104,Azeb Azeb selfBlk HiC_scaffold_5.92308104,53481,4569509,27453,27527,0_27452,0_27526,75,53481,4569509,27453,27527,0_27452,0_27526,75,+,53481,4569509,27453,27527,0_27452,0_27526
Azeb,Azeb,HiC_scaffold_7.0,HiC_scaffold_7.0,Azeb Azeb selfBlk HiC_scaffold_7.0,77604,89771186,6255,7646,0_6251,0_7642,1391,77604,89771186,6255,7646,0_6251,0_7642,1391,+,77604,89771186,6255,7646,0_6251,0_7642
Azeb,Azeb,HiC_scaffold_8.0,HiC_scaffold_8.0,Azeb Azeb selfBlk HiC_scaffold_8.0,97897,8065995,7648,7737,0_7644,0_7733,90,97897,8065995,7648,7737,0_7644,0_7733,90,+,97897,8065995,7648,7737,0_7644,0_7733
Azeb,Azeb,HiC_scaffold_8.8335562,HiC_scaffold_8.8335562,Azeb Azeb selfBlk HiC_scaffold_8.8335562,9943,75420389,24462,25741,0_24461,0_25739,1278,9943,75420389,24462,25741,0_24461,0_25739,1278,+,9943,75420389,24462,25741,0_24461,0_25739
Azeb,Azeb,HiC_scaffold_9.0,HiC_scaffold_9.0,Azeb Azeb selfBlk HiC_scaffold_9.0,9125,110281822,7738,9510,0_7734,0_9508,1771,9125,110281822,7738,9510,0_7734,0_9508,1771,+,9125,110281822,7738,9510,0_7734,0_9508
Tgra,Tgra,CM056594.1,CM056594.1,Tgra Tgra selfBlk CM056594.1,1055,58465647,1,1627,2_20643,2_21024,1626,1055,58465647,1,1627,2_20643,2_21024,1626,+,1055,58465647,1,1627,2_20643,2_21024
Tgra,Tgra,CM056595.1,CM056595.1,Tgra Tgra selfBlk CM056595.1,1169,55748635,1628,3185,2_11608,2_10350,1558,1169,55748635,1628,3185,2_11608,2_10350,1558,+,1169,55748635,1628,3185,2_11608,2_10350
Tgra,Tgra,CM056596.1,CM056596.1,Tgra Tgra selfBlk CM056596.1,22899,55100105,3186,4586,2_16619,2_16787,1401,22899,55100105,3186,4586,2_16619,2_16787,1401,+,22899,55100105,3186,4586,2_16619,2_16787
Tgra,Tgra,CM056597.1,CM056597.1,Tgra Tgra selfBlk CM056597.1,55492,53628419,4587,5915,2_21780,2_22316,1328,55492,53628419,4587,5915,2_21780,2_22316,1328,+,55492,53628419,4587,5915,2_21780,2_22316
Tgra,Tgra,CM056598.1,CM056598.1,Tgra Tgra selfBlk CM056598.1,9763,51002643,5916,7287,2_8615,2_8667,1369,9763,51002643,5916,7287,2_8615,2_8667,1369,+,9763,51002643,5916,7287,2_8615,2_8667
Tgra,Tgra,CM056599.1,CM056599.1,Tgra Tgra selfBlk CM056599.1,13901,48883708,7288,8595,2_4661,2_4554,1307,13901,48883708,7288,8595,2_4661,2_4554,1307,+,13901,48883708,7288,8595,2_4661,2_4554
Tgra,Tgra,CM056600.1,CM056600.1,Tgra Tgra selfBlk CM056600.1,104684,47316799,8596,9747,2_6368,2_6515,1152,104684,47316799,8596,9747,2_6368,2_6515,1152,+,104684,47316799,8596,9747,2_6368,2_6515
Tgra,Tgra,CM056601.1,CM056601.1,Tgra Tgra selfBlk CM056601.1,115345,46392028,9748,10977,2_2168,2_1452,1229,115345,46392028,9748,10977,2_2168,2_1452,1229,+,115345,46392028,9748,10977,2_2168,2_1452
Tgra,Tgra,CM056602.1,CM056602.1,Tgra Tgra selfBlk CM056602.1,62416,45561720,10978,12191,2_12118,2_12671,1214,62416,45561720,10978,12191,2_12118,2_12671,1214,+,62416,45561720,10978,12191,2_12118,2_12671
Tgra,Tgra,CM056603.1,CM056603.1,Tgra Tgra selfBlk CM056603.1,3708,43969841,12192,13408,2_5812,2_5013,1217,3708,43969841,12192,13408,2_5812,2_5013,1217,+,3708,43969841,12192,13408,2_5812,2_5013
Tgra,Tgra,CM056604.1,CM056604.1,Tgra Tgra selfBlk CM056604.1,103925,43309114,13409,14545,2_92,2_968,1137,103925,43309114,13409,14545,2_92,2_968,1137,+,103925,43309114,13409,14545,2_92,2_968
Tgra,Tgra,CM056605.1,CM056605.1,Tgra Tgra selfBlk CM056605.1,214581,41828768,14546,15483,2_18839,2_18724,938,214581,41828768,14546,15483,2_18839,2_18724,938,+,214581,41828768,14546,15483,2_18839,2_18724
Tgra,Tgra,CM056606.1,CM056606.1,Tgra Tgra selfBlk CM056606.1,2954,41648826,15484,16619,2_3420,2_3259,1134,2954,41648826,15484,16619,2_3420,2_3259,1134,+,2954,41648826,15484,16619,2_3420,2_3259
Tgra,Tgra,CM056607.1,CM056607.1,Tgra Tgra selfBlk CM056607.1,11388,41075512,16620,17745,2_14260,2_14092,1125,11388,41075512,16620,17745,2_14260,2_14092,1125,+,11388,41075512,16620,17745,2_14260,2_14092
Tgra,Tgra,CM056608.1,CM056608.1,Tgra Tgra selfBlk CM056608.1,235539,38409911,17746,18631,2_15638,2_15582,885,235539,38409911,17746,18631,2_15638,2_15582,885,+,235539,38409911,17746,18631,2_15638,2_15582
Tgra,Tgra,CM056609.1,CM056609.1,Tgra Tgra selfBlk CM056609.1,2020,34127486,18632,19387,2_9203,2_9814,754,2020,34127486,18632,19387,2_9203,2_9814,754,+,2020,34127486,18632,19387,2_9203,2_9814
Tgra,Tgra,CM056610.1,CM056610.1,Tgra Tgra selfBlk CM056610.1,32817,32733138,19388,20168,2_23851,2_23519,778,32817,32733138,19388,20168,2_23851,2_23519,778,+,32817,32733138,19388,20168,2_23851,2_23519
Tgra,Tgra,CM056611.1,CM056611.1,Tgra Tgra selfBlk CM056611.1,5993,25953534,20169,20723,2_18077,2_18293,554,5993,25953534,20169,20723,2_18077,2_18293,554,+,5993,25953534,20169,20723,2_18077,2_18293
Tgra,Tgra,CM056612.1,CM056612.1,Tgra Tgra selfBlk CM056612.1,18260,16833380,20724,21161,2_13787,2_13435,438,18260,16833380,20724,21161,2_13787,2_13435,438,+,18260,16833380,20724,21161,2_13787,2_13435
Tgra,Tgra,JARBDR010000002.1,JARBDR010000002.1,Tgra Tgra selfBlk JARBDR010000002.1,8975,35555,21162,21166,2_23964,2_23966,5,8975,35555,21162,21166,2_23964,2_23966,5,+,8975,35555,21162,21166,2_23964,2_23966
Tgra,Tgra,JARBDR010000003.1,JARBDR010000003.1,Tgra Tgra selfBlk JARBDR010000003.1,12294,223619,21167,21175,2_23955,2_23957,9,12294,223619,21167,21175,2_23955,2_23957,9,+,12294,223619,21167,21175,2_23955,2_23957
Tgra,Tgra,JARBDR010000009.1,JARBDR010000009.1,Tgra Tgra selfBlk JARBDR010000009.1,48946,240355,21182,21191,2_23940,2_23937,10,48946,240355,21182,21191,2_23940,2_23937,10,+,48946,240355,21182,21191,2_23940,2_23937
Tgra,Tgra,JARBDR010000016.1,JARBDR010000016.1,Tgra Tgra selfBlk JARBDR010000016.1,10828,295098,21201,21206,2_23927,2_23926,6,10828,295098,21201,21206,2_23927,2_23926,6,+,10828,295098,21201,21206,2_23927,2_23926
Tgra,Tgra,JARBDR010000021.1,JARBDR010000021.1,Tgra Tgra selfBlk JARBDR010000021.1,17472,157897,21212,21217,2_23131,2_23135,6,17472,157897,21212,21217,2_23131,2_23135,6,+,17472,157897,21212,21217,2_23131,2_23135
Tgra,Tgra,JARBDR010000048.1,JARBDR010000048.1,Tgra Tgra selfBlk JARBDR010000048.1,560,348824,21261,21267,2_23082,2_23084,7,560,348824,21261,21267,2_23082,2_23084,7,+,560,348824,21261,21267,2_23082,2_23084
Tgra,Tgra,JARBDR010000059.1,JARBDR010000059.1,Tgra Tgra selfBlk JARBDR010000059.1,721,45590,21288,21292,2_23055,2_23056,5,721,45590,21288,21292,2_23055,2_23056,5,+,721,45590,21288,21292,2_23055,2_23056
Tgra,Tgra,JARBDR010000060.1,JARBDR010000060.1,Tgra Tgra selfBlk JARBDR010000060.1,26655,118017,21293,21297,2_23050,2_23054,5,26655,118017,21293,21297,2_23050,2_23054,5,+,26655,118017,21293,21297,2_23050,2_23054
Tgra,Tgra,JARBDR010000074.1,JARBDR010000074.1,Tgra Tgra selfBlk JARBDR010000074.1,23673,113833,21319,21324,2_23025,2_23024,6,23673,113833,21319,21324,2_23025,2_23024,6,+,23673,113833,21319,21324,2_23025,2_23024
Tgra,Tgra,JARBDR010000075.1,JARBDR010000075.1,Tgra Tgra selfBlk JARBDR010000075.1,32805,133670,21325,21329,2_23021,2_23020,5,32805,133670,21325,21329,2_23021,2_23020,5,+,32805,133670,21325,21329,2_23021,2_23020
Tgra,Tgra,JARBDR010000092.1,JARBDR010000092.1,Tgra Tgra selfBlk JARBDR010000092.1,211,11864,21359,21363,2_22984,2_22988,5,211,11864,21359,21363,2_22984,2_22988,5,+,211,11864,21359,21363,2_22984,2_22988
Tgra,Tgra,JARBDR010000093.1,JARBDR010000093.1,Tgra Tgra selfBlk JARBDR010000093.1,517,43533,21364,21368,2_22981,2_22983,5,517,43533,21364,21368,2_22981,2_22983,5,+,517,43533,21364,21368,2_22981,2_22983
Tgra,Tgra,JARBDR010000095.1,JARBDR010000095.1,Tgra Tgra selfBlk JARBDR010000095.1,21627,541902,21370,21390,2_22959,2_22967,21,21627,541902,21370,21390,2_22959,2_22967,21,+,21627,541902,21370,21390,2_22959,2_22967
Tgra,Tgra,JARBDR010000100.1,JARBDR010000100.1,Tgra Tgra selfBlk JARBDR010000100.1,23678,240993,21396,21402,2_22945,2_22951,7,23678,240993,21396,21402,2_22945,2_22951,7,+,23678,240993,21396,21402,2_22945,2_22951
Tgra,Tgra,JARBDR010000102.1,JARBDR010000102.1,Tgra Tgra selfBlk JARBDR010000102.1,4773,70175,21403,21408,2_22939,2_22940,6,4773,70175,21403,21408,2_22939,2_22940,6,+,4773,70175,21403,21408,2_22939,2_22940
Tgra,Tgra,JARBDR010000104.1,JARBDR010000104.1,Tgra Tgra selfBlk JARBDR010000104.1,35929,92224,21412,21419,2_22933,2_22928,8,35929,92224,21412,21419,2_22933,2_22928,8,+,35929,92224,21412,21419,2_22933,2_22928
Tgra,Tgra,JARBDR010000107.1,JARBDR010000107.1,Tgra Tgra selfBlk JARBDR010000107.1,713,2267734,21424,21498,2_22894,2_22889,75,713,2267734,21424,21498,2_22894,2_22889,75,+,713,2267734,21424,21498,2_22894,2_22889
Tgra,Tgra,JARBDR010000108.1,JARBDR010000108.1,Tgra Tgra selfBlk JARBDR010000108.1,4305,278393,21499,21505,2_22843,2_22845,7,4305,278393,21499,21505,2_22843,2_22845,7,+,4305,278393,21499,21505,2_22843,2_22845
Tgra,Tgra,JARBDR010000113.1,JARBDR010000113.1,Tgra Tgra selfBlk JARBDR010000113.1,2787,7352,21511,21515,2_22834,2_22832,5,2787,7352,21511,21515,2_22834,2_22832,5,+,2787,7352,21511,21515,2_22834,2_22832
Tgra,Tgra,JARBDR010000124.1,JARBDR010000124.1,Tgra Tgra selfBlk JARBDR010000124.1,9243,100158,21531,21538,2_22816,2_22811,8,9243,100158,21531,21538,2_22816,2_22811,8,+,9243,100158,21531,21538,2_22816,2_22811
Tgra,Tgra,JARBDR010000126.1,JARBDR010000126.1,Tgra Tgra selfBlk JARBDR010000126.1,43655,89142,21540,21544,2_22805,2_22804,5,43655,89142,21540,21544,2_22805,2_22804,5,+,43655,89142,21540,21544,2_22805,2_22804
Tgra,Tgra,JARBDR010000128.1,JARBDR010000128.1,Tgra Tgra selfBlk JARBDR010000128.1,59929,196013,21546,21550,2_22801,2_22798,5,59929,196013,21546,21550,2_22801,2_22798,5,+,59929,196013,21546,21550,2_22801,2_22798
Tgra,Tgra,JARBDR010000135.1,JARBDR010000135.1,Tgra Tgra selfBlk JARBDR010000135.1,66097,1715952,21562,21611,2_22749,2_22780,50,66097,1715952,21562,21611,2_22749,2_22780,50,+,66097,1715952,21562,21611,2_22749,2_22780
Tgra,Tgra,JARBDR010000139.1,JARBDR010000139.1,Tgra Tgra selfBlk JARBDR010000139.1,22015,104994,21615,21620,2_22727,2_22728,6,22015,104994,21615,21620,2_22727,2_22728,6,+,22015,104994,21615,21620,2_22727,2_22728
Tgra,Tgra,JARBDR010000148.1,JARBDR010000148.1,Tgra Tgra selfBlk JARBDR010000148.1,38312,145685,21632,21637,2_21387,2_21382,6,38312,145685,21632,21637,2_21387,2_21382,6,+,38312,145685,21632,21637,2_21387,2_21382
Tgra,Tgra,JARBDR010000154.1,JARBDR010000154.1,Tgra Tgra selfBlk JARBDR010000154.1,67039,312577,21649,21661,2_21361,2_21364,13,67039,312577,21649,21661,2_21361,2_21364,13,+,67039,312577,21649,21661,2_21361,2_21364
Tgra,Tgra,JARBDR010000164.1,JARBDR010000164.1,Tgra Tgra selfBlk JARBDR010000164.1,12357,77425,21675,21680,2_21339,2_21340,6,12357,77425,21675,21680,2_21339,2_21340,6,+,12357,77425,21675,21680,2_21339,2_21340
Tgra,Tgra,JARBDR010000181.1,JARBDR010000181.1,Tgra Tgra selfBlk JARBDR010000181.1,12650,221475,21704,21714,2_21309,2_21306,11,12650,221475,21704,21714,2_21309,2_21306,11,+,12650,221475,21704,21714,2_21309,2_21306
Tgra,Tgra,JARBDR010000183.1,JARBDR010000183.1,Tgra Tgra selfBlk JARBDR010000183.1,513,148250,21717,21721,2_21298,2_21301,5,513,148250,21717,21721,2_21298,2_21301,5,+,513,148250,21717,21721,2_21298,2_21301
Tgra,Tgra,JARBDR010000191.1,JARBDR010000191.1,Tgra Tgra selfBlk JARBDR010000191.1,5538,107697,21734,21738,2_21285,2_21281,5,5538,107697,21734,21738,2_21285,2_21281,5,+,5538,107697,21734,21738,2_21285,2_21281
Tgra,Tgra,JARBDR010000193.1,JARBDR010000193.1,Tgra Tgra selfBlk JARBDR010000193.1,2752,164004,21740,21745,2_21276,2_21278,6,2752,164004,21740,21745,2_21276,2_21278,6,+,2752,164004,21740,21745,2_21276,2_21278
Tgra,Tgra,JARBDR010000202.1,JARBDR010000202.1,Tgra Tgra selfBlk JARBDR010000202.1,3382,95040,21763,21769,2_21255,2_21256,7,3382,95040,21763,21769,2_21255,2_21256,7,+,3382,95040,21763,21769,2_21255,2_21256
Tgra,Tgra,JARBDR010000205.1,JARBDR010000205.1,Tgra Tgra selfBlk JARBDR010000205.1,3891,407819,21771,21788,2_21247,2_21232,18,3891,407819,21771,21788,2_21247,2_21232,18,+,3891,407819,21771,21788,2_21247,2_21232
Tgra,Tgra,JARBDR010000225.1,JARBDR010000225.1,Tgra Tgra selfBlk JARBDR010000225.1,6632,92523,21823,21829,2_19573,2_19574,7,6632,92523,21823,21829,2_19573,2_19574,7,+,6632,92523,21823,21829,2_19573,2_19574
Tgra,Tgra,JARBDR010000230.1,JARBDR010000230.1,Tgra Tgra selfBlk JARBDR010000230.1,4428,212564,21832,21839,2_19561,2_19567,8,4428,212564,21832,21839,2_19561,2_19567,8,+,4428,212564,21832,21839,2_19561,2_19567
Tgra,Tgra,JARBDR010000243.1,JARBDR010000243.1,Tgra Tgra selfBlk JARBDR010000243.1,36995,78239,21857,21861,2_19542,2_19539,5,36995,78239,21857,21861,2_19542,2_19539,5,+,36995,78239,21857,21861,2_19542,2_19539
Tgra,Tgra,JARBDR010000252.1,JARBDR010000252.1,Tgra Tgra selfBlk JARBDR010000252.1,54062,1702331,21871,21908,2_18577,2_18581,38,54062,1702331,21871,21908,2_18577,2_18581,38,+,54062,1702331,21871,21908,2_18577,2_18581
Tgra,Tgra,JARBDR010000262.1,JARBDR010000262.1,Tgra Tgra selfBlk JARBDR010000262.1,1262,96811,21923,21927,2_18535,2_18537,5,1262,96811,21923,21927,2_18535,2_18537,5,+,1262,96811,21923,21927,2_18535,2_18537
Tgra,Tgra,JARBDR010000271.1,JARBDR010000271.1,Tgra Tgra selfBlk JARBDR010000271.1,5176,84233,21939,21943,2_18519,2_18523,5,5176,84233,21939,21943,2_18519,2_18523,5,+,5176,84233,21939,21943,2_18519,2_18523
Tgra,Tgra,JARBDR010000296.1,JARBDR010000296.1,Tgra Tgra selfBlk JARBDR010000296.1,3702,193389,21986,22000,2_18473,2_18463,15,3702,193389,21986,22000,2_18473,2_18463,15,+,3702,193389,21986,22000,2_18473,2_18463
Tgra,Tgra,JARBDR010000313.1,JARBDR010000313.1,Tgra Tgra selfBlk JARBDR010000313.1,3417,44526,22022,22027,2_18440,2_18439,6,3417,44526,22022,22027,2_18440,2_18439,6,+,3417,44526,22022,22027,2_18440,2_18439
Tgra,Tgra,JARBDR010000322.1,JARBDR010000322.1,Tgra Tgra selfBlk JARBDR010000322.1,1662,14334,22047,22052,2_18414,2_18412,6,1662,14334,22047,22052,2_18414,2_18412,6,+,1662,14334,22047,22052,2_18414,2_18412
Tgra,Tgra,JARBDR010000326.1,JARBDR010000326.1,Tgra Tgra selfBlk JARBDR010000326.1,2110,65986,22060,22069,2_18402,2_18395,10,2110,65986,22060,22069,2_18402,2_18395,10,+,2110,65986,22060,22069,2_18402,2_18395
Tgra,Tgra,JARBDR010000327.1,JARBDR010000327.1,Tgra Tgra selfBlk JARBDR010000327.1,6181,1101695,22070,22093,2_18378,2_18369,24,6181,1101695,22070,22093,2_18378,2_18369,24,+,6181,1101695,22070,22093,2_18378,2_18369
Tgra,Tgra,JARBDR010000332.1,JARBDR010000332.1,Tgra Tgra selfBlk JARBDR010000332.1,3654,368522,22101,22117,2_17805,2_17795,17,3654,368522,22101,22117,2_17805,2_17795,17,+,3654,368522,22101,22117,2_17805,2_17795
Tgra,Tgra,JARBDR010000334.1,JARBDR010000334.1,Tgra Tgra selfBlk JARBDR010000334.1,8003,155356,22119,22123,2_17786,2_17789,5,8003,155356,22119,22123,2_17786,2_17789,5,+,8003,155356,22119,22123,2_17786,2_17789
Tgra,Tgra,JARBDR010000335.1,JARBDR010000335.1,Tgra Tgra selfBlk JARBDR010000335.1,7175,201556,22124,22135,2_17777,2_17782,12,7175,201556,22124,22135,2_17777,2_17782,12,+,7175,201556,22124,22135,2_17777,2_17782
Tgra,Tgra,JARBDR010000340.1,JARBDR010000340.1,Tgra Tgra selfBlk JARBDR010000340.1,7841,27225,22141,22146,2_16361,2_16366,6,7841,27225,22141,22146,2_16361,2_16366,6,+,7841,27225,22141,22146,2_16361,2_16366
Tgra,Tgra,JARBDR010000351.1,JARBDR010000351.1,Tgra Tgra selfBlk JARBDR010000351.1,94448,408899,22163,22170,2_15455,2_15454,8,94448,408899,22163,22170,2_15455,2_15454,8,+,94448,408899,22163,22170,2_15455,2_15454
Tgra,Tgra,JARBDR010000364.1,JARBDR010000364.1,Tgra Tgra selfBlk JARBDR010000364.1,7471,72423,22194,22198,2_15425,2_15426,5,7471,72423,22194,22198,2_15425,2_15426,5,+,7471,72423,22194,22198,2_15425,2_15426
Tgra,Tgra,JARBDR010000367.1,JARBDR010000367.1,Tgra Tgra selfBlk JARBDR010000367.1,55052,1234423,22201,22231,2_15420,2_15410,31,55052,1234423,22201,22231,2_15420,2_15410,31,+,55052,1234423,22201,22231,2_15420,2_15410
Tgra,Tgra,JARBDR010000368.1,JARBDR010000368.1,Tgra Tgra selfBlk JARBDR010000368.1,1618,121228,22232,22236,2_15387,2_15388,5,1618,121228,22232,22236,2_15387,2_15388,5,+,1618,121228,22232,22236,2_15387,2_15388
Tgra,Tgra,JARBDR010000374.1,JARBDR010000374.1,Tgra Tgra selfBlk JARBDR010000374.1,128720,193352,22244,22249,2_15377,2_15372,6,128720,193352,22244,22249,2_15377,2_15372,6,+,128720,193352,22244,22249,2_15377,2_15372
Tgra,Tgra,JARBDR010000375.1,JARBDR010000375.1,Tgra Tgra selfBlk JARBDR010000375.1,2618,95280,22250,22256,2_15367,2_15369,7,2618,95280,22250,22256,2_15367,2_15369,7,+,2618,95280,22250,22256,2_15367,2_15369
Tgra,Tgra,JARBDR010000376.1,JARBDR010000376.1,Tgra Tgra selfBlk JARBDR010000376.1,31074,2410743,22257,22327,2_15326,2_15345,71,31074,2410743,22257,22327,2_15326,2_15345,71,+,31074,2410743,22257,22327,2_15326,2_15345
Tgra,Tgra,JARBDR010000385.1,JARBDR010000385.1,Tgra Tgra selfBlk JARBDR010000385.1,2892,517810,22342,22364,2_15257,2_15262,23,2892,517810,22342,22364,2_15257,2_15262,23,+,2892,517810,22342,22364,2_15257,2_15262
Tgra,Tgra,JARBDR010000415.1,JARBDR010000415.1,Tgra Tgra selfBlk JARBDR010000415.1,15095,102188,22417,22426,2_15201,2_15202,10,15095,102188,22417,22426,2_15201,2_15202,10,+,15095,102188,22417,22426,2_15201,2_15202
Tgra,Tgra,JARBDR010000419.1,JARBDR010000419.1,Tgra Tgra selfBlk JARBDR010000419.1,27050,159089,22435,22443,2_15181,2_15184,9,27050,159089,22435,22443,2_15181,2_15184,9,+,27050,159089,22435,22443,2_15181,2_15184
Tgra,Tgra,JARBDR010000432.1,JARBDR010000432.1,Tgra Tgra selfBlk JARBDR010000432.1,17863,126007,22462,22466,2_15157,2_15159,5,17863,126007,22462,22466,2_15157,2_15159,5,+,17863,126007,22462,22466,2_15157,2_15159
Tgra,Tgra,JARBDR010000441.1,JARBDR010000441.1,Tgra Tgra selfBlk JARBDR010000441.1,1302,107652,22477,22486,2_14018,2_14020,10,1302,107652,22477,22486,2_14018,2_14020,10,+,1302,107652,22477,22486,2_14018,2_14020
Tgra,Tgra,JARBDR010000447.1,JARBDR010000447.1,Tgra Tgra selfBlk JARBDR010000447.1,152264,834510,22495,22515,2_14000,2_14001,21,152264,834510,22495,22515,2_14000,2_14001,21,+,152264,834510,22495,22515,2_14000,2_14001
Tgra,Tgra,JARBDR010000452.1,JARBDR010000452.1,Tgra Tgra selfBlk JARBDR010000452.1,916,145796,22520,22524,2_13977,2_13975,5,916,145796,22520,22524,2_13977,2_13975,5,+,916,145796,22520,22524,2_13977,2_13975
Tgra,Tgra,JARBDR010000457.1,JARBDR010000457.1,Tgra Tgra selfBlk JARBDR010000457.1,37114,265361,22533,22538,2_13962,2_13960,6,37114,265361,22533,22538,2_13962,2_13960,6,+,37114,265361,22533,22538,2_13962,2_13960
Tgra,Tgra,JARBDR010000484.1,JARBDR010000484.1,Tgra Tgra selfBlk JARBDR010000484.1,4737,145802,22584,22589,2_13913,2_13908,6,4737,145802,22584,22589,2_13913,2_13908,6,+,4737,145802,22584,22589,2_13913,2_13908
Tgra,Tgra,JARBDR010000486.1,JARBDR010000486.1,Tgra Tgra selfBlk JARBDR010000486.1,5797,366090,22592,22609,2_13898,2_13901,18,5797,366090,22592,22609,2_13898,2_13901,18,+,5797,366090,22592,22609,2_13898,2_13901
Tgra,Tgra,JARBDR010000490.1,JARBDR010000490.1,Tgra Tgra selfBlk JARBDR010000490.1,45998,296035,22614,22621,2_13877,2_13883,8,45998,296035,22614,22621,2_13877,2_13883,8,+,45998,296035,22614,22621,2_13877,2_13883
Tgra,Tgra,JARBDR010000492.1,JARBDR010000492.1,Tgra Tgra selfBlk JARBDR010000492.1,17826,137074,22625,22633,2_13865,2_13864,9,17826,137074,22625,22633,2_13865,2_13864,9,+,17826,137074,22625,22633,2_13865,2_13864
Tgra,Tgra,JARBDR010000499.1,JARBDR010000499.1,Tgra Tgra selfBlk JARBDR010000499.1,37509,82082,22644,22648,2_13411,2_13415,5,37509,82082,22644,22648,2_13411,2_13415,5,+,37509,82082,22644,22648,2_13411,2_13415
Tgra,Tgra,JARBDR010000520.1,JARBDR010000520.1,Tgra Tgra selfBlk JARBDR010000520.1,25717,149252,22687,22691,2_13372,2_13368,5,25717,149252,22687,22691,2_13372,2_13368,5,+,25717,149252,22687,22691,2_13372,2_13368
Tgra,Tgra,JARBDR010000523.1,JARBDR010000523.1,Tgra Tgra selfBlk JARBDR010000523.1,8469,292221,22697,22711,2_13354,2_13359,15,8469,292221,22697,22711,2_13354,2_13359,15,+,8469,292221,22697,22711,2_13354,2_13359
Tgra,Tgra,JARBDR010000539.1,JARBDR010000539.1,Tgra Tgra selfBlk JARBDR010000539.1,30167,186163,22731,22739,2_13328,2_13326,9,30167,186163,22731,22739,2_13328,2_13326,9,+,30167,186163,22731,22739,2_13328,2_13326
Tgra,Tgra,JARBDR010000544.1,JARBDR010000544.1,Tgra Tgra selfBlk JARBDR010000544.1,29392,118192,22748,22757,2_13304,2_13307,10,29392,118192,22748,22757,2_13304,2_13307,10,+,29392,118192,22748,22757,2_13304,2_13307
Tgra,Tgra,JARBDR010000547.1,JARBDR010000547.1,Tgra Tgra selfBlk JARBDR010000547.1,8844,169331,22761,22765,2_13294,2_13296,5,8844,169331,22761,22765,2_13294,2_13296,5,+,8844,169331,22761,22765,2_13294,2_13296
Tgra,Tgra,JARBDR010000549.1,JARBDR010000549.1,Tgra Tgra selfBlk JARBDR010000549.1,5504,239085,22767,22775,2_13284,2_13285,9,5504,239085,22767,22775,2_13284,2_13285,9,+,5504,239085,22767,22775,2_13284,2_13285
Tgra,Tgra,JARBDR010000556.1,JARBDR010000556.1,Tgra Tgra selfBlk JARBDR010000556.1,29606,87929,22784,22791,2_13269,2_13268,8,29606,87929,22784,22791,2_13269,2_13268,8,+,29606,87929,22784,22791,2_13269,2_13268
Tgra,Tgra,JARBDR010000560.1,JARBDR010000560.1,Tgra Tgra selfBlk JARBDR010000560.1,16509,248404,22795,22801,2_13263,2_13258,7,16509,248404,22795,22801,2_13263,2_13258,7,+,16509,248404,22795,22801,2_13263,2_13258
Tgra,Tgra,JARBDR010000579.1,JARBDR010000579.1,Tgra Tgra selfBlk JARBDR010000579.1,50889,109848,22829,22834,2_13226,2_13230,6,50889,109848,22829,22834,2_13226,2_13230,6,+,50889,109848,22829,22834,2_13226,2_13230
Tgra,Tgra,JARBDR010000594.1,JARBDR010000594.1,Tgra Tgra selfBlk JARBDR010000594.1,10632,262850,22858,22869,2_13190,2_13195,12,10632,262850,22858,22869,2_13190,2_13195,12,+,10632,262850,22858,22869,2_13190,2_13195
Tgra,Tgra,JARBDR010000601.1,JARBDR010000601.1,Tgra Tgra selfBlk JARBDR010000601.1,9736,114419,22875,22879,2_13180,2_13182,5,9736,114419,22875,22879,2_13180,2_13182,5,+,9736,114419,22875,22879,2_13180,2_13182
Tgra,Tgra,JARBDR010000607.1,JARBDR010000607.1,Tgra Tgra selfBlk JARBDR010000607.1,7001,122564,22887,22895,2_13167,2_13170,9,7001,122564,22887,22895,2_13167,2_13170,9,+,7001,122564,22887,22895,2_13167,2_13170
Tgra,Tgra,JARBDR010000613.1,JARBDR010000613.1,Tgra Tgra selfBlk JARBDR010000613.1,42502,649658,22904,22934,2_13126,2_13137,31,42502,649658,22904,22934,2_13126,2_13137,31,+,42502,649658,22904,22934,2_13126,2_13137
