genome1,genome2,chr1,chr2,blkID,startBp1,endBp1,startOrd1,endOrd1,firstGene1,lastGene1,nHits1,minBp2,maxBp2,minOrd2,maxOrd2,minGene2,maxGene2,nHits2,orient,startBp2,endBp2,startOrd2,endOrd2,firstGene2,lastGene2
Tgra,Azeb,CM056610.1,HiC_scaffold_3.0,Azeb_vs_Tgra: 470,1289952,2190980,19429,19461,2_23461,2_23905,8,52696307,54695869,3615,3641,0_3611,0_3637,8,-,54695869,52696307,3641,3615,0_3637,0_3611
Tgra,Azeb,CM056610.1,HiC_scaffold_3.0,Azeb_vs_Tgra: 471,5187359,5493636,19545,19551,2_23154,2_23673,6,10768400,11146304,2933,2939,0_2929,0_2935,6,-,11146304,10768400,2939,2933,0_2935,0_2929
Tgra,Azeb,CM056610.1,HiC_scaffold_3.0,Azeb_vs_Tgra: 473,9791799,10085317,19637,19645,2_23197,2_23204,5,56956664,57160756,3675,3680,0_3671,0_3676,5,-,57160756,56956664,3680,3675,0_3676,0_3671
Tgra,Azeb,CM056610.1,HiC_scaffold_3.0,Azeb_vs_Tgra: 474,10800573,11383068,19661,19672,2_23562,2_23651,7,37636890,38249544,3366,3379,0_3362,0_3375,7,-,38249544,37636890,3379,3366,0_3375,0_3362
Tgra,Azeb,CM056610.1,HiC_scaffold_3.0,Azeb_vs_Tgra: 475,11862790,12144224,19683,19690,2_23357,2_23446,7,6902254,7620072,2860,2871,0_2856,0_2866,7,-,7620072,6902254,2871,2860,0_2866,0_2856
Tgra,Azeb,CM056611.1,HiC_scaffold_1.0,Azeb_vs_Tgra: 483,4616054,10703284,20276,20381,2_18000,2_17908,13,70280895,76619950,865,963,0_871,0_969,13,-,76619950,70280895,963,865,0_969,0_871
Tgra,Azeb,CM056612.1,HiC_scaffold_10.0,Azeb_vs_Tgra: 487,3653900,5339898,20809,20857,2_13487,2_13640,14,32712271,37397091,9956,10025,0_9954,0_10023,14,-,37397091,32712271,10025,9956,0_10023,0_9954
Tgra,Azeb,JARBDR010000107.1,HiC_scaffold_19.0,Azeb_vs_Tgra: 491,1243873,2114994,21461,21489,2_22871,2_22919,9,20008432,20860790,21645,21661,0_21643,0_21659,9,-,20860790,20008432,21661,21645,0_21659,0_21643
Tgra,Azeb,JARBDR010000205.1,HiC_scaffold_16.0,Azeb_vs_Tgra: 492,31029,290786,21773,21781,2_21248,2_21233,6,68821021,69077627,17867,17874,0_17865,0_17872,6,-,69077627,68821021,17874,17867,0_17872,0_17865
Azeb,Azeb,HiC_scaffold_1.0,HiC_scaffold_1.0,Azeb Azeb selfBlk HiC_scaffold_1.0,417569,92554253,16,1180,0_22,0_1186,1164,417569,92554253,16,1180,0_22,0_1186,1164,+,417569,92554253,16,1180,0_22,0_1186
Azeb,Azeb,HiC_scaffold_10.0,HiC_scaffold_10.0,Azeb Azeb selfBlk HiC_scaffold_10.0,31832,62475367,9511,10414,0_9509,0_10412,903,31832,62475367,9511,10414,0_9509,0_10412,903,+,31832,62475367,9511,10414,0_9509,0_10412
Azeb,Azeb,HiC_scaffold_11.0,HiC_scaffold_11.0,Azeb Azeb selfBlk HiC_scaffold_11.0,172198,52091468,10420,11112,0_10418,0_11110,693,172198,52091468,10420,11112,0_10418,0_11110,693,+,172198,52091468,10420,11112,0_10418,0_11110
Azeb,Azeb,HiC_scaffold_12.0,HiC_scaffold_12.0,Azeb Azeb selfBlk HiC_scaffold_12.0,49403,3183766,11121,11173,0_11119,0_11171,52,49403,3183766,11121,11173,0_11119,0_11171,52,+,49403,3183766,11121,11173,0_11119,0_11171
Azeb,Azeb,HiC_scaffold_12.3160685,HiC_scaffold_12.3160685,Azeb Azeb selfBlk HiC_scaffold_12.3160685,2343,105919729,25742,27452,0_25740,0_27451,1711,2343,105919729,25742,27452,0_25740,0_27451,1711,+,2343,105919729,25742,27452,0_25740,0_27451
Azeb,Azeb,HiC_scaffold_13.0,HiC_scaffold_13.0,Azeb Azeb selfBlk HiC_scaffold_13.0,59260,98114582,11174,12817,0_11172,0_12815,1644,59260,98114582,11174,12817,0_11172,0_12815,1644,+,59260,98114582,11174,12817,0_11172,0_12815
Azeb,Azeb,HiC_scaffold_133,HiC_scaffold_133,Azeb Azeb selfBlk HiC_scaffold_133,22685,945243,12820,12824,0_12818,0_12822,5,22685,945243,12820,12824,0_12818,0_12822,5,+,22685,945243,12820,12824,0_12818,0_12822
Azeb,Azeb,HiC_scaffold_134,HiC_scaffold_134,Azeb Azeb selfBlk HiC_scaffold_134,36118,738071,12825,12831,0_12823,0_12829,7,36118,738071,12825,12831,0_12823,0_12829,7,+,36118,738071,12825,12831,0_12823,0_12829
Azeb,Azeb,HiC_scaffold_14.0,HiC_scaffold_14.0,Azeb Azeb selfBlk HiC_scaffold_14.0,26210,90296127,12840,14155,0_12838,0_14153,1315,26210,90296127,12840,14155,0_12838,0_14153,1315,+,26210,90296127,12840,14155,0_12838,0_14153
Azeb,Azeb,HiC_scaffold_15.0,HiC_scaffold_15.0,Azeb Azeb selfBlk HiC_scaffold_15.0,18295,144501600,14161,16722,0_14159,0_16720,2562,18295,144501600,14161,16722,0_14159,0_16720,2562,+,18295,144501600,14161,16722,0_14159,0_16720
Azeb,Azeb,HiC_scaffold_16.0,HiC_scaffold_16.0,Azeb Azeb selfBlk HiC_scaffold_16.0,10711,112292297,16726,18628,0_16724,0_18626,1902,10711,112292297,16726,18628,0_16724,0_18626,1902,+,10711,112292297,16726,18628,0_16724,0_18626
Azeb,Azeb,HiC_scaffold_17.0,HiC_scaffold_17.0,Azeb Azeb selfBlk HiC_scaffold_17.0,117721,83248483,18629,19840,0_18627,0_19838,1211,117721,83248483,18629,19840,0_18627,0_19838,1211,+,117721,83248483,18629,19840,0_18627,0_19838
Azeb,Azeb,HiC_scaffold_18.0,HiC_scaffold_18.0,Azeb Azeb selfBlk HiC_scaffold_18.0,117510,93223079,19841,21348,0_19839,0_21346,1505,117510,93223079,19841,21348,0_19839,0_21346,1505,+,117510,93223079,19841,21348,0_19839,0_21346
Azeb,Azeb,HiC_scaffold_19,HiC_scaffold_19,Azeb Azeb selfBlk HiC_scaffold_19,27582231,39923394,1186,1190,0_15,0_11,5,27582231,39923394,1186,1190,0_15,0_11,5,+,27582231,39923394,1186,1190,0_15,0_11
Azeb,Azeb,HiC_scaffold_19.0,HiC_scaffold_19.0,Azeb Azeb selfBlk HiC_scaffold_19.0,153018,102576454,21350,22874,0_21349,0_22872,1524,153018,102576454,21350,22874,0_21349,0_22872,1524,+,153018,102576454,21350,22874,0_21349,0_22872
Azeb,Azeb,HiC_scaffold_2.0,HiC_scaffold_2.0,Azeb Azeb selfBlk HiC_scaffold_2.0,56287,99024229,1191,2727,0_1187,0_2723,1537,56287,99024229,1191,2727,0_1187,0_2723,1537,+,56287,99024229,1191,2727,0_1187,0_2723
Azeb,Azeb,HiC_scaffold_21.0,HiC_scaffold_21.0,Azeb Azeb selfBlk HiC_scaffold_21.0,83297,101524018,22875,24205,0_22873,0_24203,1331,83297,101524018,22875,24205,0_22873,0_24203,1331,+,83297,101524018,22875,24205,0_22873,0_24203
Azeb,Azeb,HiC_scaffold_285,HiC_scaffold_285,Azeb Azeb selfBlk HiC_scaffold_285,69699,837486,24210,24215,0_24208,0_24213,6,69699,837486,24210,24215,0_24208,0_24213,6,+,69699,837486,24210,24215,0_24208,0_24213
Azeb,Azeb,HiC_scaffold_3.0,HiC_scaffold_3.0,Azeb Azeb selfBlk HiC_scaffold_3.0,59081,64891426,2730,3809,0_2726,0_3805,1079,59081,64891426,2730,3809,0_2726,0_3805,1079,+,59081,64891426,2730,3809,0_2726,0_3805
Azeb,Azeb,HiC_scaffold_327,HiC_scaffold_327,Azeb Azeb selfBlk HiC_scaffold_327,93157,544586,24250,24254,0_24248,0_24252,5,93157,544586,24250,24254,0_24248,0_24252,5,+,93157,544586,24250,24254,0_24248,0_24252
Azeb,Azeb,HiC_scaffold_4,HiC_scaffold_4,Azeb Azeb selfBlk HiC_scaffold_4,3221708,93614334,5,13,0_7764,0_9021,9,3221708,93614334,5,13,0_7764,0_9021,9,+,3221708,93614334,5,13,0_7764,0_9021
Azeb,Azeb,HiC_scaffold_4.0,HiC_scaffold_4.0,Azeb Azeb selfBlk HiC_scaffold_4.0,54114,70626292,3813,4872,0_3809,0_4868,1057,54114,70626292,3813,4872,0_3809,0_4868,1057,+,54114,70626292,3813,4872,0_3809,0_4868
Azeb,Azeb,HiC_scaffold_4276,HiC_scaffold_4276,Azeb Azeb selfBlk HiC_scaffold_4276,54391,415289,24389,24394,0_24387,0_24392,6,54391,415289,24389,24394,0_24387,0_24392,6,+,54391,415289,24389,24394,0_24387,0_24392
Azeb,Azeb,HiC_scaffold_4333,HiC_scaffold_4333,Azeb Azeb selfBlk HiC_scaffold_4333,50728,216264,24405,24409,0_24403,0_24406,5,50728,216264,24405,24409,0_24403,0_24406,5,+,50728,216264,24405,24409,0_24403,0_24406
Azeb,Azeb,HiC_scaffold_4336,HiC_scaffold_4336,Azeb Azeb selfBlk HiC_scaffold_4336,18179,541858,24413,24419,0_24411,0_24417,7,18179,541858,24413,24419,0_24411,0_24417,7,+,18179,541858,24413,24419,0_24411,0_24417
Azeb,Azeb,HiC_scaffold_4347,HiC_scaffold_4347,Azeb Azeb selfBlk HiC_scaffold_4347,34381,353523,24430,24436,0_24428,0_24434,7,34381,353523,24430,24436,0_24428,0_24434,7,+,34381,353523,24430,24436,0_24428,0_24434
Azeb,Azeb,HiC_scaffold_4350,HiC_scaffold_4350,Azeb Azeb selfBlk HiC_scaffold_4350,6940,365442,24438,24442,0_24436,0_24440,5,6940,365442,24438,24442,0_24436,0_24440,5,+,6940,365442,24438,24442,0_24436,0_24440
Azeb,Azeb,HiC_scaffold_5.0,HiC_scaffold_5.0,Azeb Azeb selfBlk HiC_scaffold_5.0,176079,92011805,4881,6249,0_4877,0_6245,1369,176079,92011805,4881,6249,0_4877,0_6245,1369,+,176079,92011805,4881,6249,0_4877,0_6245
Azeb,Azeb,HiC_scaffold_5.92308104,HiC_scaffold_5.92308104,Azeb Azeb selfBlk HiC_scaffold_5.92308104,53481,4569509,27453,27527,0_27452,0_27526,75,53481,4569509,27453,27527,0_27452,0_27526,75,+,53481,4569509,27453,27527,0_27452,0_27526
Azeb,Azeb,HiC_scaffold_7.0,HiC_scaffold_7.0,Azeb Azeb selfBlk HiC_scaffold_7.0,77604,89771186,6255,7646,0_6251,0_7642,1391,77604,89771186,6255,7646,0_6251,0_7642,1391,+,77604,89771186,6255,7646,0_6251,0_7642
Azeb,Azeb,HiC_scaffold_8.0,HiC_scaffold_8.0,Azeb Azeb selfBlk HiC_scaffold_8.0,97897,8065995,7648,7737,0_7644,0_7733,90,97897,8065995,7648,7737,0_7644,0_7733,90,+,97897,8065995,7648,7737,0_7644,0_7733
Azeb,Azeb,HiC_scaffold_8.8335562,HiC_scaffold_8.8335562,Azeb Azeb selfBlk HiC_scaffold_8.8335562,9943,75420389,24462,25741,0_24461,0_25739,1278,9943,75420389,24462,25741,0_24461,0_25739,1278,+,9943,75420389,24462,25741,0_24461,0_25739
Azeb,Azeb,HiC_scaffold_9.0,HiC_scaffold_9.0,Azeb Azeb selfBlk HiC_scaffold_9.0,9125,110281822,7738,9510,0_7734,0_9508,1771,9125,110281822,7738,9510,0_7734,0_9508,1771,+,9125,110281822,7738,9510,0_7734,0_9508
Tgra,Tgra,CM056594.1,CM056594.1,Tgra Tgra selfBlk CM056594.1,1055,58465647,1,1627,2_20643,2_21024,1626,1055,58465647,1,1627,2_20643,2_21024,1626,+,1055,58465647,1,1627,2_20643,2_21024
Tgra,Tgra,CM056595.1,CM056595.1,Tgra Tgra selfBlk CM056595.1,1169,55748635,1628,3185,2_11608,2_10350,1558,1169,55748635,1628,3185,2_11608,2_10350,1558,+,1169,55748635,1628,3185,2_11608,2_10350
Tgra,Tgra,CM056596.1,CM056596.1,Tgra Tgra selfBlk CM056596.1,22899,55100105,3186,4586,2_16619,2_16787,1401,22899,55100105,3186,4586,2_16619,2_16787,1401,+,22899,55100105,3186,4586,2_16619,2_16787
Tgra,Tgra,CM056597.1,CM056597.1,Tgra Tgra selfBlk CM056597.1,55492,53628419,4587,5915,2_21780,2_22316,1328,55492,53628419,4587,5915,2_21780,2_22316,1328,+,55492,53628419,4587,5915,2_21780,2_22316
Tgra,Tgra,CM056598.1,CM056598.1,Tgra Tgra selfBlk CM056598.1,9763,51002643,5916,7287,2_8615,2_8667,1369,9763,51002643,5916,7287,2_8615,2_8667,1369,+,9763,51002643,5916,7287,2_8615,2_8667
Tgra,Tgra,CM056599.1,CM056599.1,Tgra Tgra selfBlk CM056599.1,13901,48883708,7288,8595,2_4661,2_4554,1307,13901,48883708,7288,8595,2_4661,2_4554,1307,+,13901,48883708,7288,8595,2_4661,2_4554
Tgra,Tgra,CM056600.1,CM056600.1,Tgra Tgra selfBlk CM056600.1,104684,47316799,8596,9747,2_6368,2_6515,1152,104684,47316799,8596,9747,2_6368,2_6515,1152,+,104684,47316799,8596,9747,2_6368,2_6515
Tgra,Tgra,CM056601.1,CM056601.1,Tgra Tgra selfBlk CM056601.1,115345,46392028,9748,10977,2_2168,2_1452,1229,115345,46392028,9748,10977,2_2168,2_1452,1229,+,115345,46392028,9748,10977,2_2168,2_1452
Tgra,Tgra,CM056602.1,CM056602.1,Tgra Tgra selfBlk CM056602.1,62416,45561720,10978,12191,2_12118,2_12671,1214,62416,45561720,10978,12191,2_12118,2_12671,1214,+,62416,45561720,10978,12191,2_12118,2_12671
Tgra,Tgra,CM056603.1,CM056603.1,Tgra Tgra selfBlk CM056603.1,3708,43969841,12192,13408,2_5812,2_5013,1217,3708,43969841,12192,13408,2_5812,2_5013,1217,+,3708,43969841,12192,13408,2_5812,2_5013
Tgra,Tgra,CM056604.1,CM056604.1,Tgra Tgra selfBlk CM056604.1,103925,43309114,13409,14545,2_92,2_968,1137,103925,43309114,13409,14545,2_92,2_968,1137,+,103925,43309114,13409,14545,2_92,2_968
Tgra,Tgra,CM056605.1,CM056605.1,Tgra Tgra selfBlk CM056605.1,214581,41828768,14546,15483,2_18839,2_18724,938,214581,41828768,14546,15483,2_18839,2_18724,938,+,214581,41828768,14546,15483,2_18839,2_18724
Tgra,Tgra,CM056606.1,CM056606.1,Tgra Tgra selfBlk CM056606.1,2954,41648826,15484,16619,2_3420,2_3259,1134,2954,41648826,15484,16619,2_3420,2_3259,1134,+,2954,41648826,15484,16619,2_3420,2_3259
Tgra,Tgra,CM056607.1,CM056607.1,Tgra Tgra selfBlk CM056607.1,11388,41075512,16620,17745,2_14260,2_14092,1125,11388,41075512,16620,17745,2_14260,2_14092,1125,+,11388,41075512,16620,17745,2_14260,2_14092
Tgra,Tgra,CM056608.1,CM056608.1,Tgra Tgra selfBlk CM056608.1,235539,38409911,17746,18631,2_15638,2_15582,885,235539,38409911,17746,18631,2_15638,2_15582,885,+,235539,38409911,17746,18631,2_15638,2_15582
Tgra,Tgra,CM056609.1,CM056609.1,Tgra Tgra selfBlk CM056609.1,2020,34127486,18632,19387,2_9203,2_9814,754,2020,34127486,18632,19387,2_9203,2_9814,754,+,2020,34127486,18632,19387,2_9203,2_9814
Tgra,Tgra,CM056610.1,CM056610.1,Tgra Tgra selfBlk CM056610.1,32817,32733138,19388,20168,2_23851,2_23519,778,32817,32733138,19388,20168,2_23851,2_23519,778,+,32817,32733138,19388,20168,2_23851,2_23519
Tgra,Tgra,CM056611.1,CM056611.1,Tgra Tgra selfBlk CM056611.1,5993,25953534,20169,20723,2_18077,2_18293,554,5993,25953534,20169,20723,2_18077,2_18293,554,+,5993,25953534,20169,20723,2_18077,2_18293
Tgra,Tgra,CM056612.1,CM056612.1,Tgra Tgra selfBlk CM056612.1,18260,16833380,20724,21161,2_13787,2_13435,438,18260,16833380,20724,21161,2_13787,2_13435,438,+,18260,16833380,20724,21161,2_13787,2_13435
Tgra,Tgra,JARBDR010000002.1,JARBDR010000002.1,Tgra Tgra selfBlk JARBDR010000002.1,8975,35555,21162,21166,2_23964,2_23966,5,8975,35555,21162,21166,2_23964,2_23966,5,+,8975,35555,21162,21166,2_23964,2_23966
Tgra,Tgra,JARBDR010000003.1,JARBDR010000003.1,Tgra Tgra selfBlk JARBDR010000003.1,12294,223619,21167,21175,2_23955,2_23957,9,12294,223619,21167,21175,2_23955,2_23957,9,+,12294,223619,21167,21175,2_23955,2_23957
Tgra,Tgra,JARBDR010000009.1,JARBDR010000009.1,Tgra Tgra selfBlk JARBDR010000009.1,48946,240355,21182,21191,2_23940,2_23937,10,48946,240355,21182,21191,2_23940,2_23937,10,+,48946,240355,21182,21191,2_23940,2_23937
Tgra,Tgra,JARBDR010000016.1,JARBDR010000016.1,Tgra Tgra selfBlk JARBDR010000016.1,10828,295098,21201,21206,2_23927,2_23926,6,10828,295098,21201,21206,2_23927,2_23926,6,+,10828,295098,21201,21206,2_23927,2_23926
Tgra,Tgra,JARBDR010000021.1,JARBDR010000021.1,Tgra Tgra selfBlk JARBDR010000021.1,17472,157897,21212,21217,2_23131,2_23135,6,17472,157897,21212,21217,2_23131,2_23135,6,+,17472,157897,21212,21217,2_23131,2_23135
Tgra,Tgra,JARBDR010000048.1,JARBDR010000048.1,Tgra Tgra selfBlk JARBDR010000048.1,560,348824,21261,21267,2_23082,2_23084,7,560,348824,21261,21267,2_23082,2_23084,7,+,560,348824,21261,21267,2_23082,2_23084
Tgra,Tgra,JARBDR010000059.1,JARBDR010000059.1,Tgra Tgra selfBlk JARBDR010000059.1,721,45590,21288,21292,2_23055,2_23056,5,721,45590,21288,21292,2_23055,2_23056,5,+,721,45590,21288,21292,2_23055,2_23056
Tgra,Tgra,JARBDR010000060.1,JARBDR010000060.1,Tgra Tgra selfBlk JARBDR010000060.1,26655,118017,21293,21297,2_23050,2_23054,5,26655,118017,21293,21297,2_23050,2_23054,5,+,26655,118017,21293,21297,2_23050,2_23054
Tgra,Tgra,JARBDR010000074.1,JARBDR010000074.1,Tgra Tgra selfBlk JARBDR010000074.1,23673,113833,21319,21324,2_23025,2_23024,6,23673,113833,21319,21324,2_23025,2_23024,6,+,23673,113833,21319,21324,2_23025,2_23024
Tgra,Tgra,JARBDR010000075.1,JARBDR010000075.1,Tgra Tgra selfBlk JARBDR010000075.1,32805,133670,21325,21329,2_23021,2_23020,5,32805,133670,21325,21329,2_23021,2_23020,5,+,32805,133670,21325,21329,2_23021,2_23020
Tgra,Tgra,JARBDR010000092.1,JARBDR010000092.1,Tgra Tgra selfBlk JARBDR010000092.1,211,11864,21359,21363,2_22984,2_22988,5,211,11864,21359,21363,2_22984,2_22988,5,+,211,11864,21359,21363,2_22984,2_22988
Tgra,Tgra,JARBDR010000093.1,JARBDR010000093.1,Tgra Tgra selfBlk JARBDR010000093.1,517,43533,21364,21368,2_22981,2_22983,5,517,43533,21364,21368,2_22981,2_22983,5,+,517,43533,21364,21368,2_22981,2_22983
Tgra,Tgra,JARBDR010000095.1,JARBDR010000095.1,Tgra Tgra selfBlk JARBDR010000095.1,21627,541902,21370,21390,2_22959,2_22967,21,21627,541902,21370,21390,2_22959,2_22967,21,+,21627,541902,21370,21390,2_22959,2_22967
Tgra,Tgra,JARBDR010000100.1,JARBDR010000100.1,Tgra Tgra selfBlk JARBDR010000100.1,23678,240993,21396,21402,2_22945,2_22951,7,23678,240993,21396,21402,2_22945,2_22951,7,+,23678,240993,21396,21402,2_22945,2_22951
Tgra,Tgra,JARBDR010000102.1,JARBDR010000102.1,Tgra Tgra selfBlk JARBDR010000102.1,4773,70175,21403,21408,2_22939,2_22940,6,4773,70175,21403,21408,2_22939,2_22940,6,+,4773,70175,21403,21408,2_22939,2_22940
Tgra,Tgra,JARBDR010000104.1,JARBDR010000104.1,Tgra Tgra selfBlk JARBDR010000104.1,35929,92224,21412,21419,2_22933,2_22928,8,35929,92224,21412,21419,2_22933,2_22928,8,+,35929,92224,21412,21419,2_22933,2_22928
Tgra,Tgra,JARBDR010000107.1,JARBDR010000107.1,Tgra Tgra selfBlk JARBDR010000107.1,713,2267734,21424,21498,2_22894,2_22889,75,713,2267734,21424,21498,2_22894,2_22889,75,+,713,2267734,21424,21498,2_22894,2_22889
Tgra,Tgra,JARBDR010000108.1,JARBDR010000108.1,Tgra Tgra selfBlk JARBDR010000108.1,4305,278393,21499,21505,2_22843,2_22845,7,4305,278393,21499,21505,2_22843,2_22845,7,+,4305,278393,21499,21505,2_22843,2_22845
Tgra,Tgra,JARBDR010000113.1,JARBDR010000113.1,Tgra Tgra selfBlk JARBDR010000113.1,2787,7352,21511,21515,2_22834,2_22832,5,2787,7352,21511,21515,2_22834,2_22832,5,+,2787,7352,21511,21515,2_22834,2_22832
Tgra,Tgra,JARBDR010000124.1,JARBDR010000124.1,Tgra Tgra selfBlk JARBDR010000124.1,9243,100158,21531,21538,2_22816,2_22811,8,9243,100158,21531,21538,2_22816,2_22811,8,+,9243,100158,21531,21538,2_22816,2_22811
Tgra,Tgra,JARBDR010000126.1,JARBDR010000126.1,Tgra Tgra selfBlk JARBDR010000126.1,43655,89142,21540,21544,2_22805,2_22804,5,43655,89142,21540,21544,2_22805,2_22804,5,+,43655,89142,21540,21544,2_22805,2_22804
Tgra,Tgra,JARBDR010000128.1,JARBDR010000128.1,Tgra Tgra selfBlk JARBDR010000128.1,59929,196013,21546,21550,2_22801,2_22798,5,59929,196013,21546,21550,2_22801,2_22798,5,+,59929,196013,21546,21550,2_22801,2_22798
Tgra,Tgra,JARBDR010000135.1,JARBDR010000135.1,Tgra Tgra selfBlk JARBDR010000135.1,66097,1715952,21562,21611,2_22749,2_22780,50,66097,1715952,21562,21611,2_22749,2_22780,50,+,66097,1715952,21562,21611,2_22749,2_22780
Tgra,Tgra,JARBDR010000139.1,JARBDR010000139.1,Tgra Tgra selfBlk JARBDR010000139.1,22015,104994,21615,21620,2_22727,2_22728,6,22015,104994,21615,21620,2_22727,2_22728,6,+,22015,104994,21615,21620,2_22727,2_22728
Tgra,Tgra,JARBDR010000148.1,JARBDR010000148.1,Tgra Tgra selfBlk JARBDR010000148.1,38312,145685,21632,21637,2_21387,2_21382,6,38312,145685,21632,21637,2_21387,2_21382,6,+,38312,145685,21632,21637,2_21387,2_21382
Tgra,Tgra,JARBDR010000154.1,JARBDR010000154.1,Tgra Tgra selfBlk JARBDR010000154.1,67039,312577,21649,21661,2_21361,2_21364,13,67039,312577,21649,21661,2_21361,2_21364,13,+,67039,312577,21649,21661,2_21361,2_21364
Tgra,Tgra,JARBDR010000164.1,JARBDR010000164.1,Tgra Tgra selfBlk JARBDR010000164.1,12357,77425,21675,21680,2_21339,2_21340,6,12357,77425,21675,21680,2_21339,2_21340,6,+,12357,77425,21675,21680,2_21339,2_21340
Tgra,Tgra,JARBDR010000181.1,JARBDR010000181.1,Tgra Tgra selfBlk JARBDR010000181.1,12650,221475,21704,21714,2_21309,2_21306,11,12650,221475,21704,21714,2_21309,2_21306,11,+,12650,221475,21704,21714,2_21309,2_21306
Tgra,Tgra,JARBDR010000183.1,JARBDR010000183.1,Tgra Tgra selfBlk JARBDR010000183.1,513,148250,21717,21721,2_21298,2_21301,5,513,148250,21717,21721,2_21298,2_21301,5,+,513,148250,21717,21721,2_21298,2_21301
Tgra,Tgra,JARBDR010000191.1,JARBDR010000191.1,Tgra Tgra selfBlk JARBDR010000191.1,5538,107697,21734,21738,2_21285,2_21281,5,5538,107697,21734,21738,2_21285,2_21281,5,+,5538,107697,21734,21738,2_21285,2_21281
Tgra,Tgra,JARBDR010000193.1,JARBDR010000193.1,Tgra Tgra selfBlk JARBDR010000193.1,2752,164004,21740,21745,2_21276,2_21278,6,2752,164004,21740,21745,2_21276,2_21278,6,+,2752,164004,21740,21745,2_21276,2_21278
Tgra,Tgra,JARBDR010000202.1,JARBDR010000202.1,Tgra Tgra selfBlk JARBDR010000202.1,3382,95040,21763,21769,2_21255,2_21256,7,3382,95040,21763,21769,2_21255,2_21256,7,+,3382,95040,21763,21769,2_21255,2_21256
Tgra,Tgra,JARBDR010000205.1,JARBDR010000205.1,Tgra Tgra selfBlk JARBDR010000205.1,3891,407819,21771,21788,2_21247,2_21232,18,3891,407819,21771,21788,2_21247,2_21232,18,+,3891,407819,21771,21788,2_21247,2_21232
Tgra,Tgra,JARBDR010000225.1,JARBDR010000225.1,Tgra Tgra selfBlk JARBDR010000225.1,6632,92523,21823,21829,2_19573,2_19574,7,6632,92523,21823,21829,2_19573,2_19574,7,+,6632,92523,21823,21829,2_19573,2_19574
Tgra,Tgra,JARBDR010000230.1,JARBDR010000230.1,Tgra Tgra selfBlk JARBDR010000230.1,4428,212564,21832,21839,2_19561,2_19567,8,4428,212564,21832,21839,2_19561,2_19567,8,+,4428,212564,21832,21839,2_19561,2_19567
Tgra,Tgra,JARBDR010000243.1,JARBDR010000243.1,Tgra Tgra selfBlk JARBDR010000243.1,36995,78239,21857,21861,2_19542,2_19539,5,36995,78239,21857,21861,2_19542,2_19539,5,+,36995,78239,21857,21861,2_19542,2_19539
Tgra,Tgra,JARBDR010000252.1,JARBDR010000252.1,Tgra Tgra selfBlk JARBDR010000252.1,54062,1702331,21871,21908,2_18577,2_18581,38,54062,1702331,21871,21908,2_18577,2_18581,38,+,54062,1702331,21871,21908,2_18577,2_18581
Tgra,Tgra,JARBDR010000262.1,JARBDR010000262.1,Tgra Tgra selfBlk JARBDR010000262.1,1262,96811,21923,21927,2_18535,2_18537,5,1262,96811,21923,21927,2_18535,2_18537,5,+,1262,96811,21923,21927,2_18535,2_18537
Tgra,Tgra,JARBDR010000271.1,JARBDR010000271.1,Tgra Tgra selfBlk JARBDR010000271.1,5176,84233,21939,21943,2_18519,2_18523,5,5176,84233,21939,21943,2_18519,2_18523,5,+,5176,84233,21939,21943,2_18519,2_18523
Tgra,Tgra,JARBDR010000296.1,JARBDR010000296.1,Tgra Tgra selfBlk JARBDR010000296.1,3702,193389,21986,22000,2_18473,2_18463,15,3702,193389,21986,22000,2_18473,2_18463,15,+,3702,193389,21986,22000,2_18473,2_18463
Tgra,Tgra,JARBDR010000313.1,JARBDR010000313.1,Tgra Tgra selfBlk JARBDR010000313.1,3417,44526,22022,22027,2_18440,2_18439,6,3417,44526,22022,22027,2_18440,2_18439,6,+,3417,44526,22022,22027,2_18440,2_18439
Tgra,Tgra,JARBDR010000322.1,JARBDR010000322.1,Tgra Tgra selfBlk JARBDR010000322.1,1662,14334,22047,22052,2_18414,2_18412,6,1662,14334,22047,22052,2_18414,2_18412,6,+,1662,14334,22047,22052,2_18414,2_18412
Tgra,Tgra,JARBDR010000326.1,JARBDR010000326.1,Tgra Tgra selfBlk JARBDR010000326.1,2110,65986,22060,22069,2_18402,2_18395,10,2110,65986,22060,22069,2_18402,2_18395,10,+,2110,65986,22060,22069,2_18402,2_18395
Tgra,Tgra,JARBDR010000327.1,JARBDR010000327.1,Tgra Tgra selfBlk JARBDR010000327.1,6181,1101695,22070,22093,2_18378,2_18369,24,6181,1101695,22070,22093,2_18378,2_18369,24,+,6181,1101695,22070,22093,2_18378,2_18369
Tgra,Tgra,JARBDR010000332.1,JARBDR010000332.1,Tgra Tgra selfBlk JARBDR010000332.1,3654,368522,22101,22117,2_17805,2_17795,17,3654,368522,22101,22117,2_17805,2_17795,17,+,3654,368522,22101,22117,2_17805,2_17795
Tgra,Tgra,JARBDR010000334.1,JARBDR010000334.1,Tgra Tgra selfBlk JARBDR010000334.1,8003,155356,22119,22123,2_17786,2_17789,5,8003,155356,22119,22123,2_17786,2_17789,5,+,8003,155356,22119,22123,2_17786,2_17789
