Orthogroup	Sbro	Azeb
OG0010178	EVM0020548.1	mikado.HiC_scaffold_15.0G1237.1
OG0010179	EVM0023804.1	mikado.HiC_scaffold_15.0G1240.1
OG0010180	EVM0018737.1	mikado.HiC_scaffold_15.0G1241.1
OG0010181	EVM0014897.1	mikado.HiC_scaffold_15.0G1243.1
OG0010182	EVM0021427.1	mikado.HiC_scaffold_15.0G1250.1
OG0010184	EVM0017823.1	mikado.HiC_scaffold_15.0G1254.1, mikado.HiC_scaffold_15.0G1256.1
OG0010185	EVM0013185.1	mikado.HiC_scaffold_15.0G1264.1
OG0010186	EVM0004761.1	mikado.HiC_scaffold_15.0G1267.1
OG0010187	EVM0014717.1	mikado.HiC_scaffold_15.0G1268.1
OG0010188	EVM0005730.1	mikado.HiC_scaffold_15.0G1269.1
OG0010189	EVM0015801.1	mikado.HiC_scaffold_15.0G1273.1
OG0010190	EVM0018446.1	mikado.HiC_scaffold_15.0G1276.1
OG0010191	EVM0023020.1	mikado.HiC_scaffold_15.0G1278.1
OG0010192	EVM0002704.1	mikado.HiC_scaffold_15.0G1282.1
OG0010193	EVM0014276.1	mikado.HiC_scaffold_15.0G1284.1
OG0010194	EVM0022712.1	mikado.HiC_scaffold_15.0G1285.1
OG0010195	EVM0008990.1	mikado.HiC_scaffold_15.0G1288.1, mikado.HiC_scaffold_15.0G1286.1
OG0010196	EVM0006421.1	mikado.HiC_scaffold_15.0G1287.1
OG0010197	EVM0016959.1	mikado.HiC_scaffold_15.0G1292.1
OG0010198	EVM0008450.1	mikado.HiC_scaffold_15.0G1295.1
OG0010199	EVM0021279.1	mikado.HiC_scaffold_15.0G1301.1
OG0010200	EVM0023108.1	mikado.HiC_scaffold_15.0G1302.2
OG0010201	EVM0001596.1	mikado.HiC_scaffold_15.0G1308.1
OG0010202	EVM0015980.1	mikado.HiC_scaffold_15.0G1309.1
OG0010203	EVM0007921.1	mikado.HiC_scaffold_15.0G1310.1
OG0010204	EVM0016038.1	mikado.HiC_scaffold_15.0G1312.1
OG0010205	EVM0015923.1	mikado.HiC_scaffold_15.0G1313.1
OG0010206	EVM0020451.1	mikado.HiC_scaffold_15.0G1314.1
OG0010207	EVM0016215.1	mikado.HiC_scaffold_15.0G1315.1
OG0010208	EVM0019610.1	mikado.HiC_scaffold_15.0G1316.1
OG0010209	EVM0008153.1	mikado.HiC_scaffold_15.0G1317.1
OG0010210	EVM0016039.1	mikado.HiC_scaffold_15.0G1328.1
OG0010211	EVM0021988.1	mikado.HiC_scaffold_15.0G1329.1
OG0010212	EVM0002481.1	mikado.HiC_scaffold_15.0G1336.1
OG0010213	EVM0008185.1	mikado.HiC_scaffold_15.0G1337.1
OG0010214	EVM0020700.1	mikado.HiC_scaffold_15.0G1341.1
OG0010215	EVM0022224.1	mikado.HiC_scaffold_15.0G1347.1
OG0010216	EVM0012720.1	mikado.HiC_scaffold_15.0G1348.1
OG0010217	EVM0001884.1	mikado.HiC_scaffold_15.0G1350.1
OG0010218	EVM0014444.1	mikado.HiC_scaffold_15.0G1351.1
OG0010219	EVM0006746.1	mikado.HiC_scaffold_15.0G1354.1
OG0010220	EVM0002533.1	mikado.HiC_scaffold_15.0G1358.1
OG0010221	EVM0004121.1	mikado.HiC_scaffold_15.0G1357.1
OG0010222	EVM0018509.1	mikado.HiC_scaffold_15.0G1359.1
OG0010223	EVM0017903.1	mikado.HiC_scaffold_15.0G1362.1
OG0010224	EVM0023803.1	mikado.HiC_scaffold_15.0G1361.1
OG0010225	EVM0013550.1	mikado.HiC_scaffold_15.0G1367.1
OG0010226	EVM0003040.1	mikado.HiC_scaffold_15.0G1368.1
OG0010227	EVM0008691.1	mikado.HiC_scaffold_15.0G1369.1
OG0010228	EVM0000518.1	mikado.HiC_scaffold_15.0G1370.1
OG0010229	EVM0014929.1	mikado.HiC_scaffold_15.0G1372.1
OG0010230	EVM0003847.1	mikado.HiC_scaffold_15.0G1376.1
OG0010231	EVM0010502.1	mikado.HiC_scaffold_15.0G1379.1
OG0010232	EVM0018583.1	mikado.HiC_scaffold_15.0G1384.1
OG0010233	EVM0009424.1	mikado.HiC_scaffold_15.0G1392.1, mikado.HiC_scaffold_15.0G1391.1
OG0010234	EVM0005661.1	mikado.HiC_scaffold_15.0G1393.1
OG0010235	EVM0009183.1	mikado.HiC_scaffold_15.0G1398.1
OG0010236	EVM0016402.1	mikado.HiC_scaffold_15.0G1400.1
OG0010237	EVM0008956.1	mikado.HiC_scaffold_15.0G1402.1
OG0010238	EVM0006123.1	mikado.HiC_scaffold_17.0G181.1, mikado.HiC_scaffold_15.0G1403.1
OG0010239	EVM0023173.1	mikado.HiC_scaffold_15.0G1406.1
OG0010240	EVM0005866.1	mikado.HiC_scaffold_15.0G1407.1
OG0010241	EVM0011383.1, EVM0002183.1	mikado.HiC_scaffold_15.0G1409.1
OG0010242	EVM0016614.1	mikado.HiC_scaffold_15.0G1413.1
OG0010243	EVM0017438.1	mikado.HiC_scaffold_15.0G1414.1
OG0010244	EVM0017940.1	mikado.HiC_scaffold_15.0G1415.1
OG0010245	EVM0011301.1	mikado.HiC_scaffold_15.0G1416.1
OG0010246	EVM0010134.1	mikado.HiC_scaffold_15.0G1424.1
OG0010248	EVM0003677.1	mikado.HiC_scaffold_15.0G1428.1
OG0010251	EVM0013018.1, EVM0023219.1	mikado.HiC_scaffold_15.0G1450.1
OG0010252	EVM0021974.1	mikado.HiC_scaffold_15.0G1469.1, mikado.HiC_scaffold_15.0G1469.2
OG0010253	EVM0015958.1	mikado.HiC_scaffold_15.0G1478.1
OG0010254	EVM0016359.1	mikado.HiC_scaffold_15.0G1479.1
OG0010255	EVM0019762.1	mikado.HiC_scaffold_15.0G1480.1
OG0010256	EVM0011055.1	mikado.HiC_scaffold_15.0G1481.1
OG0010257	EVM0006894.1	mikado.HiC_scaffold_15.0G1483.1, mikado.HiC_scaffold_15.0G1486.1
OG0010258	EVM0011470.1	mikado.HiC_scaffold_15.0G1490.1
OG0010259	EVM0018727.1	mikado.HiC_scaffold_15.0G1491.1
OG0010260	EVM0019844.1	mikado.HiC_scaffold_15.0G1499.1
OG0010261	EVM0005869.1	mikado.HiC_scaffold_15.0G1500.1
OG0010262	EVM0008002.1	mikado.HiC_scaffold_15.0G1503.1
OG0010263	EVM0000852.1	mikado.HiC_scaffold_15.0G1504.1
OG0010264	EVM0008230.1	mikado.HiC_scaffold_15.0G1505.1
OG0010265	EVM0006152.1	mikado.HiC_scaffold_15.0G1506.1
OG0010266	EVM0003624.1	mikado.HiC_scaffold_15.0G1508.1
OG0010267	EVM0017374.1	mikado.HiC_scaffold_15.0G1509.1
OG0010268	EVM0022822.1	mikado.HiC_scaffold_15.0G1510.1
OG0010269	EVM0004966.1	mikado.HiC_scaffold_15.0G1511.1
OG0010270	EVM0000187.1	mikado.HiC_scaffold_15.0G1516.1
OG0010271	EVM0020035.1	mikado.HiC_scaffold_15.0G1520.1
OG0010272	EVM0021642.1	mikado.HiC_scaffold_15.0G1522.1
OG0010273	EVM0009614.1	mikado.HiC_scaffold_15.0G1523.1
OG0010274	EVM0023890.1	mikado.HiC_scaffold_15.0G1535.1
OG0010275	EVM0002128.1	mikado.HiC_scaffold_15.0G1538.1
OG0010276	EVM0006080.1	mikado.HiC_scaffold_15.0G1539.1
OG0010277	EVM0019659.1	mikado.HiC_scaffold_15.0G1548.1
OG0010278	EVM0014589.1	mikado.HiC_scaffold_15.0G1562.1
OG0010279	EVM0017666.1	mikado.HiC_scaffold_15.0G1564.1
OG0010280	EVM0016101.1	mikado.HiC_scaffold_15.0G1567.1
OG0010281	EVM0012172.1	mikado.HiC_scaffold_15.0G1572.1
OG0010282	EVM0017901.1	mikado.HiC_scaffold_15.0G1573.1
OG0010283	EVM0014685.1	mikado.HiC_scaffold_15.0G1575.1
OG0010286	EVM0019549.1	mikado.HiC_scaffold_15.0G1597.1
OG0010287	EVM0000485.1	mikado.HiC_scaffold_15.0G1598.1
OG0010288	EVM0009295.1	mikado.HiC_scaffold_15.0G1599.1
OG0010289	EVM0022024.1, EVM0009759.1	mikado.HiC_scaffold_15.0G1614.1
OG0010290	EVM0021818.1	mikado.HiC_scaffold_15.0G1617.1
OG0010292	EVM0012316.1	mikado.HiC_scaffold_15.0G1643.1
OG0010293	EVM0015625.1	mikado.HiC_scaffold_15.0G1644.1
OG0010294	EVM0009697.1	mikado.HiC_scaffold_15.0G1649.1
OG0010295	EVM0023781.1	mikado.HiC_scaffold_15.0G1648.1
OG0010296	EVM0004343.1	mikado.HiC_scaffold_15.0G1652.1
OG0010297	EVM0021258.1	mikado.HiC_scaffold_15.0G1654.1
OG0010298	EVM0021753.1	mikado.HiC_scaffold_15.0G1660.1
OG0010299	EVM0008097.1	mikado.HiC_scaffold_15.0G1662.1
OG0010300	EVM0022975.1	mikado.HiC_scaffold_15.0G1664.1
OG0010301	EVM0020421.1	mikado.HiC_scaffold_15.0G1665.1
OG0010302	EVM0013178.1	mikado.HiC_scaffold_15.0G1667.1
OG0010303	EVM0023104.1	mikado.HiC_scaffold_15.0G1669.1
OG0010304	EVM0006406.1	mikado.HiC_scaffold_15.0G1674.1
OG0010305	EVM0011399.1	mikado.HiC_scaffold_15.0G1675.1
OG0010306	EVM0007014.1	mikado.HiC_scaffold_15.0G1679.1
OG0010307	EVM0023774.1	mikado.HiC_scaffold_15.0G1685.1
OG0010308	EVM0001779.1	mikado.HiC_scaffold_15.0G1690.1
OG0010309	EVM0017650.1	mikado.HiC_scaffold_15.0G1699.1
OG0010310	EVM0018220.1	mikado.HiC_scaffold_15.0G1700.1
OG0010311	EVM0008101.1	mikado.HiC_scaffold_15.0G1701.1
OG0010312	EVM0002044.1	mikado.HiC_scaffold_15.0G1702.1
OG0010313	EVM0010129.1, EVM0019603.1	mikado.HiC_scaffold_15.0G1705.1
OG0010314	EVM0006372.1	mikado.HiC_scaffold_15.0G1707.1
OG0010316	EVM0006504.1	mikado.HiC_scaffold_15.0G1722.1
OG0010317	EVM0015064.1	mikado.HiC_scaffold_15.0G1724.1
OG0010318	EVM0023043.1	mikado.HiC_scaffold_15.0G1734.1
OG0010319	EVM0010629.1	mikado.HiC_scaffold_15.0G1739.1
OG0010320	EVM0002493.1	mikado.HiC_scaffold_15.0G1740.1
OG0010321	EVM0003458.1	mikado.HiC_scaffold_15.0G1754.1
OG0010323	EVM0014449.1	mikado.HiC_scaffold_15.0G1762.1
OG0010324	EVM0015889.1	mikado.HiC_scaffold_15.0G1768.1, mikado.HiC_scaffold_17.0G19.1
OG0010325	EVM0011149.1	mikado.HiC_scaffold_15.0G1769.1
OG0010326	EVM0006868.1	mikado.HiC_scaffold_15.0G1772.1
OG0010327	EVM0015788.1	mikado.HiC_scaffold_15.0G1783.1
OG0010328	EVM0022272.1	mikado.HiC_scaffold_15.0G1784.1
OG0010329	EVM0011996.1	mikado.HiC_scaffold_15.0G1790.1
OG0010330	EVM0000077.1	mikado.HiC_scaffold_15.0G1792.1
OG0010331	EVM0015669.1	mikado.HiC_scaffold_15.0G1793.1, mikado.HiC_scaffold_15.0G1793.2
OG0010332	EVM0011526.1	mikado.HiC_scaffold_15.0G1799.1
OG0010333	EVM0006435.1	mikado.HiC_scaffold_15.0G1813.1
OG0010334	EVM0011611.1	mikado.HiC_scaffold_15.0G1818.1
OG0010335	EVM0012217.1	mikado.HiC_scaffold_15.0G1820.1
OG0010336	EVM0015271.1	mikado.HiC_scaffold_15.0G1819.1
OG0010337	EVM0012177.1	mikado.HiC_scaffold_15.0G1826.1
OG0010338	EVM0023203.1	mikado.HiC_scaffold_15.0G1830.1
OG0010339	EVM0008488.1, EVM0010952.1	mikado.HiC_scaffold_15.0G1832.1
OG0010340	EVM0012312.1	mikado.HiC_scaffold_15.0G1833.1
OG0010341	EVM0014082.1	mikado.HiC_scaffold_15.0G1834.1
OG0010342	EVM0003563.1	mikado.HiC_scaffold_15.0G1841.1, mikado.HiC_scaffold_15.0G1843.1
OG0010343	EVM0020603.1	mikado.HiC_scaffold_15.0G1844.1
OG0010344	EVM0011744.1	mikado.HiC_scaffold_15.0G1849.1
OG0010345	EVM0020906.1	mikado.HiC_scaffold_15.0G1855.1
OG0010346	EVM0001576.1	mikado.HiC_scaffold_15.0G1861.1
OG0010347	EVM0022940.1	mikado.HiC_scaffold_15.0G1864.1
OG0010348	EVM0015023.1, EVM0019891.1	mikado.HiC_scaffold_15.0G1867.1
OG0010349	EVM0015167.1	mikado.HiC_scaffold_15.0G1873.1
OG0010350	EVM0007053.1	mikado.HiC_scaffold_15.0G1880.1
OG0010351	EVM0001447.1	mikado.HiC_scaffold_15.0G1898.1
OG0010352	EVM0003047.1, EVM0014595.1	mikado.HiC_scaffold_15.0G1918.1
OG0010353	EVM0022019.1	mikado.HiC_scaffold_15.0G1920.1, mikado.HiC_scaffold_15.0G1921.1
OG0010354	EVM0007795.1, EVM0004594.1	mikado.HiC_scaffold_15.0G1925.1
OG0010355	EVM0020852.1	mikado.HiC_scaffold_15.0G1932.1
OG0010356	EVM0004165.1	mikado.HiC_scaffold_15.0G1934.1
OG0010357	EVM0018826.1	mikado.HiC_scaffold_15.0G1941.1
OG0010358	EVM0005596.1	mikado.HiC_scaffold_15.0G1951.1
OG0010359	EVM0022838.1	mikado.HiC_scaffold_15.0G1950.1
OG0010360	EVM0021079.1	mikado.HiC_scaffold_15.0G1953.1
OG0010361	EVM0019270.1	mikado.HiC_scaffold_15.0G1958.1
OG0010362	EVM0010440.1	mikado.HiC_scaffold_15.0G2142.1, mikado.HiC_scaffold_15.0G1959.1
OG0010363	EVM0008822.1	mikado.HiC_scaffold_15.0G1961.1
OG0010364	EVM0003708.1	mikado.HiC_scaffold_15.0G1966.1
OG0010365	EVM0004305.1	mikado.HiC_scaffold_15.0G1967.1
OG0010366	EVM0005386.1	mikado.HiC_scaffold_15.0G1969.1
OG0010367	EVM0022476.1	mikado.HiC_scaffold_15.0G1971.1
OG0010368	EVM0005211.1	mikado.HiC_scaffold_15.0G1972.2, mikado.HiC_scaffold_15.0G1972.1
OG0010369	EVM0011914.1	mikado.HiC_scaffold_15.0G1981.1
OG0010370	EVM0022107.1	mikado.HiC_scaffold_15.0G1982.1
OG0010371	EVM0006838.1	mikado.HiC_scaffold_15.0G1997.1
OG0010372	EVM0018196.1	mikado.HiC_scaffold_15.0G2003.1
OG0010373	EVM0006050.1	mikado.HiC_scaffold_15.0G2004.1
OG0010374	EVM0013633.2	mikado.HiC_scaffold_15.0G2011.1
OG0010375	EVM0010180.1	mikado.HiC_scaffold_15.0G2012.1
OG0010376	EVM0005736.1	mikado.HiC_scaffold_15.0G2013.1
OG0010378	EVM0014482.1	mikado.HiC_scaffold_15.0G2027.1
OG0010379	EVM0021596.1	mikado.HiC_scaffold_15.0G2028.1
OG0010380	EVM0011401.1	mikado.HiC_scaffold_15.0G2030.1
OG0010381	EVM0018855.1	mikado.HiC_scaffold_15.0G2031.2, mikado.HiC_scaffold_15.0G2031.1
OG0010382	EVM0023829.1	mikado.HiC_scaffold_15.0G2036.1
OG0010383	EVM0000131.1	mikado.HiC_scaffold_15.0G2043.1
OG0010384	EVM0022037.1	mikado.HiC_scaffold_15.0G2044.1
OG0010385	EVM0023993.1	mikado.HiC_scaffold_15.0G2045.1
OG0010386	EVM0023943.1	mikado.HiC_scaffold_15.0G2046.1
OG0010387	EVM0004216.1	mikado.HiC_scaffold_15.0G2047.1
OG0010388	EVM0015676.1, EVM0022898.1	mikado.HiC_scaffold_15.0G2050.1
OG0010389	EVM0023462.1	mikado.HiC_scaffold_15.0G2052.1
OG0010390	EVM0010799.1	mikado.HiC_scaffold_15.0G2055.1
OG0010391	EVM0004635.1	mikado.HiC_scaffold_15.0G2064.1
OG0010392	EVM0020523.1	mikado.HiC_scaffold_15.0G2065.1
OG0010393	EVM0019940.1	mikado.HiC_scaffold_15.0G2067.1
OG0010394	EVM0014174.1	mikado.HiC_scaffold_15.0G2068.1
OG0010395	EVM0018006.1	mikado.HiC_scaffold_15.0G2071.1
OG0010396	EVM0020527.1	mikado.HiC_scaffold_15.0G2072.1
OG0010397	EVM0006988.1	mikado.HiC_scaffold_15.0G2073.1
OG0010398	EVM0017869.1	mikado.HiC_scaffold_15.0G2076.1
OG0010399	EVM0002804.1	mikado.HiC_scaffold_15.0G2078.1
OG0010400	EVM0005494.1	mikado.HiC_scaffold_15.0G2083.1
OG0010401	EVM0016528.1	mikado.HiC_scaffold_15.0G2084.1
OG0010402	EVM0015872.1	mikado.HiC_scaffold_15.0G2085.1
OG0010403	EVM0009753.1	mikado.HiC_scaffold_15.0G2086.1
OG0010405	EVM0023284.1	mikado.HiC_scaffold_15.0G2092.1
OG0010406	EVM0018751.1	mikado.HiC_scaffold_15.0G2093.1
OG0010407	EVM0016701.1	mikado.HiC_scaffold_15.0G2102.1
OG0010408	EVM0005815.1	mikado.HiC_scaffold_15.0G2103.1
OG0010409	EVM0021801.1	mikado.HiC_scaffold_15.0G2104.1
OG0010410	EVM0021983.1	mikado.HiC_scaffold_15.0G2106.1
OG0010411	EVM0015490.1	mikado.HiC_scaffold_15.0G2105.1
OG0010412	EVM0009348.2	mikado.HiC_scaffold_15.0G2107.1
OG0010413	EVM0000488.1	mikado.HiC_scaffold_15.0G2108.1
OG0010414	EVM0005217.1	mikado.HiC_scaffold_15.0G2114.1
OG0010415	EVM0014810.1	mikado.HiC_scaffold_15.0G2115.1
OG0010416	EVM0011484.1	mikado.HiC_scaffold_15.0G2116.1
OG0010417	EVM0017608.1	mikado.HiC_scaffold_15.0G2118.1
OG0010418	EVM0020921.1	mikado.HiC_scaffold_15.0G2120.1
OG0010419	EVM0014299.1	mikado.HiC_scaffold_15.0G2124.1
OG0010420	EVM0022556.1	mikado.HiC_scaffold_15.0G2125.1
OG0010421	EVM0002231.1	mikado.HiC_scaffold_15.0G2128.1
OG0010422	EVM0021168.1	mikado.HiC_scaffold_15.0G2133.1
OG0010423	EVM0002781.1	mikado.HiC_scaffold_15.0G2134.1
OG0010424	EVM0005285.1	mikado.HiC_scaffold_15.0G2136.1
OG0010425	EVM0021476.1	mikado.HiC_scaffold_15.0G2137.1
OG0010426	EVM0015093.1	mikado.HiC_scaffold_15.0G2139.1
OG0010427	EVM0009473.1	mikado.HiC_scaffold_15.0G2140.1, mikado.HiC_scaffold_15.0G2141.1
OG0010428	EVM0016295.1	mikado.HiC_scaffold_15.0G2151.1
OG0010429	EVM0004607.1	mikado.HiC_scaffold_15.0G2152.1
OG0010430	EVM0010999.1	mikado.HiC_scaffold_15.0G2155.1
OG0010431	EVM0011134.1, EVM0002547.1	mikado.HiC_scaffold_15.0G2160.1
OG0010432	EVM0012371.1	mikado.HiC_scaffold_15.0G2171.1
OG0010433	EVM0011451.1	mikado.HiC_scaffold_15.0G2176.1
OG0010434	EVM0007646.1	mikado.HiC_scaffold_15.0G2177.1
OG0010435	EVM0014969.2	mikado.HiC_scaffold_15.0G2179.1
OG0010436	EVM0007365.1	mikado.HiC_scaffold_15.0G2180.1
OG0010437	EVM0004888.1	mikado.HiC_scaffold_15.0G2181.1
OG0010438	EVM0014670.1	mikado.HiC_scaffold_15.0G2182.1
OG0010439	EVM0007860.1	mikado.HiC_scaffold_15.0G2183.1
OG0010440	EVM0018185.1	mikado.HiC_scaffold_15.0G2184.1
OG0010441	EVM0001309.1	mikado.HiC_scaffold_15.0G2185.1
OG0010442	EVM0005548.1	mikado.HiC_scaffold_15.0G2187.1
OG0010443	EVM0010167.1	mikado.HiC_scaffold_15.0G2193.1
OG0010444	EVM0016805.1	mikado.HiC_scaffold_15.0G2195.1
OG0010445	EVM0001099.1, EVM0023193.1	mikado.HiC_scaffold_15.0G2199.1
OG0010446	EVM0015406.1	mikado.HiC_scaffold_15.0G2202.1
OG0010447	EVM0009048.1	mikado.HiC_scaffold_15.0G2203.1
OG0010448	EVM0019009.1	mikado.HiC_scaffold_15.0G2204.1, mikado.HiC_scaffold_15.0G2204.2
OG0010449	EVM0001432.1	mikado.HiC_scaffold_15.0G2207.1
OG0010450	EVM0017683.1	mikado.HiC_scaffold_15.0G2219.1
OG0010451	EVM0018181.1, EVM0002513.1	mikado.HiC_scaffold_15.0G2221.1
OG0010452	EVM0020088.1	mikado.HiC_scaffold_15.0G2224.1
OG0010453	EVM0018510.1	mikado.HiC_scaffold_15.0G2228.1
OG0010454	EVM0008771.1	mikado.HiC_scaffold_15.0G2229.1
OG0010455	EVM0006531.1	mikado.HiC_scaffold_15.0G2230.1
OG0010456	EVM0018640.1	mikado.HiC_scaffold_15.0G2231.1
OG0010457	EVM0017660.1	mikado.HiC_scaffold_15.0G2235.1
OG0010458	EVM0020570.1	mikado.HiC_scaffold_15.0G2236.1
OG0010459	EVM0014231.1	mikado.HiC_scaffold_15.0G2238.1
OG0010460	EVM0007971.1	mikado.HiC_scaffold_15.0G2239.1
OG0010461	EVM0009221.1	mikado.HiC_scaffold_15.0G2240.1
OG0010462	EVM0009768.2	mikado.HiC_scaffold_15.0G2241.1
OG0010463	EVM0017916.1	mikado.HiC_scaffold_15.0G2245.1
OG0010464	EVM0000601.1	mikado.HiC_scaffold_15.0G2249.1
OG0010465	EVM0005035.1	mikado.HiC_scaffold_15.0G2250.1
OG0010466	EVM0017854.1	mikado.HiC_scaffold_15.0G2251.1
OG0010467	EVM0015127.1	mikado.HiC_scaffold_15.0G2262.1
OG0010468	EVM0014010.1	mikado.HiC_scaffold_15.0G2273.1
OG0010469	EVM0017767.1	mikado.HiC_scaffold_15.0G2272.1
OG0010470	EVM0001308.1	mikado.HiC_scaffold_15.0G2283.1
OG0010471	EVM0019072.1	mikado.HiC_scaffold_15.0G2285.1
OG0010472	EVM0007294.1	mikado.HiC_scaffold_15.0G2286.1
OG0010473	EVM0002911.1	mikado.HiC_scaffold_15.0G2287.1
OG0010474	EVM0021760.1	mikado.HiC_scaffold_15.0G2293.1
OG0010475	EVM0005159.1	mikado.HiC_scaffold_15.0G2296.1, mikado.HiC_scaffold_18.0G762.1
OG0010476	EVM0022615.1	mikado.HiC_scaffold_15.0G2298.1
OG0010477	EVM0012292.1	mikado.HiC_scaffold_15.0G2299.1
OG0010478	EVM0004972.1	mikado.HiC_scaffold_15.0G2300.1
OG0010480	EVM0006848.1	mikado.HiC_scaffold_15.0G2319.1
OG0010481	EVM0015971.1	mikado.HiC_scaffold_15.0G2320.1
OG0010482	EVM0010338.1	mikado.HiC_scaffold_15.0G2323.1
OG0010483	EVM0007164.1	mikado.HiC_scaffold_15.0G2324.1
OG0010484	EVM0012294.1	mikado.HiC_scaffold_15.0G2348.1
OG0010485	EVM0006455.1	mikado.HiC_scaffold_15.0G2352.1
OG0010486	EVM0006380.1	mikado.HiC_scaffold_15.0G2355.1
OG0010487	EVM0018564.1	mikado.HiC_scaffold_15.0G2359.1
OG0010488	EVM0013528.1	mikado.HiC_scaffold_15.0G2362.1
OG0010489	EVM0003472.1	mikado.HiC_scaffold_15.0G2370.1
OG0010490	EVM0009634.1	mikado.HiC_scaffold_15.0G2375.1
OG0010491	EVM0021236.1	mikado.HiC_scaffold_15.0G2385.1
OG0010492	EVM0013345.1	mikado.HiC_scaffold_15.0G2389.1
OG0010494	EVM0022085.1	mikado.HiC_scaffold_15.0G2392.1
OG0010495	EVM0020872.1	mikado.HiC_scaffold_15.0G2402.1
OG0010496	EVM0017459.1, EVM0004669.1	mikado.HiC_scaffold_15.0G2404.1
OG0010497	EVM0023133.1	mikado.HiC_scaffold_15.0G2408.1, mikado.HiC_scaffold_15.0G2405.1
OG0010498	EVM0008715.1	mikado.HiC_scaffold_15.0G2406.1
OG0010499	EVM0010225.1	mikado.HiC_scaffold_15.0G2411.1
OG0010500	EVM0000381.1	mikado.HiC_scaffold_15.0G2414.1
OG0010501	EVM0011774.1	mikado.HiC_scaffold_15.0G2415.1
OG0010502	EVM0014337.1	mikado.HiC_scaffold_15.0G2416.1
OG0010503	EVM0003945.1	mikado.HiC_scaffold_15.0G2417.1
OG0010505	EVM0000752.1	mikado.HiC_scaffold_15.0G2421.1
OG0010506	EVM0003603.2	mikado.HiC_scaffold_15.0G2422.1
OG0010508	EVM0018843.1	mikado.HiC_scaffold_15.0G2426.1
OG0010509	EVM0006436.1	mikado.HiC_scaffold_15.0G2436.1
OG0010510	EVM0013444.1	mikado.HiC_scaffold_15.0G2437.1
OG0010511	EVM0013733.1	mikado.HiC_scaffold_15.0G2444.1
OG0010512	EVM0005760.1	mikado.HiC_scaffold_15.0G2455.1
OG0010513	EVM0005925.1, EVM0004160.1	mikado.HiC_scaffold_15.0G2458.1
OG0010514	EVM0021003.1	mikado.HiC_scaffold_15.0G2465.1
OG0010515	EVM0022831.1	mikado.HiC_scaffold_15.0G2469.1
OG0010516	EVM0018819.1	mikado.HiC_scaffold_15.0G2471.1
OG0010517	EVM0015411.1	mikado.HiC_scaffold_15.0G2472.1
OG0010519	EVM0001221.1	mikado.HiC_scaffold_15.0G2474.1
OG0010520	EVM0003670.1	mikado.HiC_scaffold_15.0G2475.1
OG0010521	EVM0019544.1	mikado.HiC_scaffold_15.0G2479.1
OG0010523	EVM0011669.1	mikado.HiC_scaffold_15.0G2484.1
OG0010524	EVM0015048.1	mikado.HiC_scaffold_15.0G2486.1
OG0010525	EVM0012505.1	mikado.HiC_scaffold_15.0G2487.1
OG0010526	EVM0002725.1	mikado.HiC_scaffold_15.0G2493.1
OG0010527	EVM0016914.1	mikado.HiC_scaffold_15.0G2495.1
OG0010528	EVM0006940.1	mikado.HiC_scaffold_15.0G2497.1
OG0010529	EVM0008784.1	mikado.HiC_scaffold_15.0G2498.1
OG0010531	EVM0014154.1	mikado.HiC_scaffold_15.0G2501.1
OG0010532	EVM0014512.1	mikado.HiC_scaffold_15.0G2508.1
OG0010533	EVM0018811.1	mikado.HiC_scaffold_15.0G2522.1
OG0010534	EVM0009998.1	mikado.HiC_scaffold_16.0G10.1
OG0010535	EVM0005341.1	mikado.HiC_scaffold_16.0G16.1
OG0010536	EVM0002918.1	mikado.HiC_scaffold_16.0G18.1
OG0010537	EVM0009760.1	mikado.HiC_scaffold_16.0G20.1
OG0010538	EVM0008934.1	mikado.HiC_scaffold_16.0G26.1
OG0010539	EVM0023295.1	mikado.HiC_scaffold_16.0G28.1
OG0010540	EVM0010965.1	mikado.HiC_scaffold_16.0G27.1
OG0010541	EVM0011525.1	mikado.HiC_scaffold_16.0G31.1
OG0010542	EVM0019080.1	mikado.HiC_scaffold_16.0G39.1
OG0010543	EVM0019264.1	mikado.HiC_scaffold_16.0G40.1
OG0010544	EVM0012911.1	mikado.HiC_scaffold_16.0G41.1
OG0010545	EVM0021283.1	mikado.HiC_scaffold_16.0G45.1
OG0010546	EVM0009533.1	mikado.HiC_scaffold_16.0G47.1
OG0010547	EVM0009109.1	mikado.HiC_scaffold_16.0G49.1
OG0010548	EVM0002923.1	mikado.HiC_scaffold_16.0G48.1
OG0010549	EVM0005720.1	mikado.HiC_scaffold_16.0G50.1
OG0010550	EVM0018465.1	mikado.HiC_scaffold_16.0G51.1
OG0010551	EVM0007809.1	mikado.HiC_scaffold_16.0G52.1
OG0010552	EVM0002695.1	mikado.HiC_scaffold_16.0G53.1
OG0010553	EVM0011589.1, EVM0010896.1	mikado.HiC_scaffold_16.0G56.1
OG0010554	EVM0021674.1	mikado.HiC_scaffold_16.0G58.1, mikado.HiC_scaffold_16.0G57.1
OG0010555	EVM0011175.1	mikado.HiC_scaffold_16.0G59.1
OG0010558	EVM0001505.1	mikado.HiC_scaffold_16.0G72.1
OG0010559	EVM0009821.1	mikado.HiC_scaffold_16.0G73.1
OG0010560	EVM0018649.1	mikado.HiC_scaffold_16.0G75.1
OG0010561	EVM0022745.1	mikado.HiC_scaffold_16.0G76.1
