Orthogroup	Sbro	Tgra
OG0009641	EVM0001774.1	KUTeg_005478
OG0009644	EVM0007924.1	KUTeg_005641
OG0009645	EVM0007670.1	KUTeg_005012
OG0009646	EVM0000735.1	KUTeg_005013
OG0009648	EVM0015765.1	KUTeg_005135
OG0009649	EVM0016999.1	KUTeg_005401
OG0009650	EVM0006925.1	KUTeg_004982
OG0009651	EVM0010681.1	KUTeg_004977
OG0009652	EVM0017477.1	KUTeg_004978
OG0009653	EVM0012307.1	KUTeg_004973
OG0009654	EVM0004721.1	KUTeg_005527
OG0009655	EVM0000086.1	KUTeg_003297
OG0009656	EVM0008687.1	KUTeg_005361
OG0009657	EVM0010946.1	KUTeg_008098
OG0009658	EVM0011807.1	KUTeg_005310
OG0009659	EVM0010963.1	KUTeg_005309
OG0009661	EVM0023021.1	KUTeg_004687
OG0009662	EVM0014369.1	KUTeg_005031
OG0009663	EVM0019639.1	KUTeg_004691
OG0009665	EVM0022642.1	KUTeg_005608
OG0009666	EVM0010001.1	KUTeg_005607
OG0009667	EVM0021749.1	KUTeg_001235
OG0009670	EVM0017009.1	KUTeg_004835
OG0009671	EVM0000656.1	KUTeg_005210
OG0009672	EVM0023663.1	KUTeg_005172
OG0009673	EVM0006232.1	KUTeg_005171
OG0009674	EVM0021160.1	KUTeg_004936
OG0009675	EVM0011573.1	KUTeg_004937
OG0009676	EVM0022010.1	KUTeg_004938
OG0009678	EVM0006085.1	KUTeg_004850
OG0009679	EVM0000008.1	KUTeg_004725
OG0009680	EVM0009498.1	KUTeg_005515
OG0009681	EVM0010875.1	KUTeg_005516
OG0009682	EVM0007381.1	KUTeg_004889
OG0009683	EVM0013873.1	KUTeg_004890
OG0009685	EVM0016992.1	KUTeg_005665
OG0009686	EVM0018319.1	KUTeg_005417
OG0009687	EVM0012819.1	KUTeg_005308
OG0009689	EVM0000225.1	KUTeg_005049
OG0009690	EVM0022701.1	KUTeg_005391
OG0009691	EVM0007755.1	KUTeg_005375
OG0009692	EVM0021923.1	KUTeg_005293
OG0009693	EVM0023955.1	KUTeg_005290
OG0009694	EVM0017498.1	KUTeg_005425
OG0009695	EVM0020574.1	KUTeg_004848
OG0009696	EVM0013994.1	KUTeg_014476
OG0009697	EVM0008412.1	KUTeg_005588
OG0009698	EVM0010383.1	KUTeg_005589
OG0009699	EVM0021325.1	KUTeg_005590
OG0009701	EVM0014557.1	KUTeg_005622
OG0009703	EVM0006645.1	KUTeg_004943
OG0009704	EVM0022327.1	KUTeg_004692
OG0009705	EVM0001352.1	KUTeg_005286
OG0009706	EVM0010958.1	KUTeg_005263
OG0009707	EVM0013836.1	KUTeg_005268
OG0009708	EVM0017760.1	KUTeg_005266
OG0009709	EVM0013417.1	KUTeg_005267
OG0009710	EVM0023060.1	KUTeg_004872
OG0009711	EVM0005966.1	KUTeg_004879
OG0009712	EVM0018313.1	KUTeg_005565
OG0009713	EVM0007813.1	KUTeg_005566
OG0009714	EVM0003355.1	KUTeg_005457
OG0009715	EVM0022703.1	KUTeg_005501
OG0009717	EVM0009134.1	KUTeg_005231
OG0009718	EVM0009060.1	KUTeg_005232
OG0009719	EVM0011703.1	KUTeg_005236
OG0009720	EVM0006567.1	KUTeg_005237
OG0009721	EVM0012361.1	KUTeg_004689
OG0009722	EVM0007793.1	KUTeg_005503
OG0009723	EVM0022641.1	KUTeg_005580
OG0009724	EVM0018060.1	KUTeg_005335
OG0009725	EVM0011389.1	KUTeg_004713
OG0009726	EVM0001320.1	KUTeg_004714
OG0009727	EVM0014683.1	KUTeg_005176
OG0009728	EVM0022744.1	KUTeg_005555
OG0009729	EVM0016786.1	KUTeg_005557
OG0009730	EVM0020777.1	KUTeg_005549
OG0009731	EVM0016365.1	KUTeg_004916
OG0009732	EVM0017546.1	KUTeg_004917
OG0009733	EVM0005723.1	KUTeg_005329
OG0009734	EVM0016299.1	KUTeg_004766
OG0009735	EVM0006028.1	KUTeg_004767
OG0009736	EVM0001396.1	KUTeg_004770
OG0009737	EVM0016435.1	KUTeg_006362
OG0009738	EVM0010322.1	KUTeg_005593
OG0009739	EVM0003224.1	KUTeg_024906
OG0009740	EVM0015995.1	KUTeg_005134
OG0009741	EVM0017616.1	KUTeg_005133
OG0009742	EVM0015503.1	KUTeg_005304
OG0009743	EVM0017223.1	KUTeg_005163
OG0009744	EVM0005474.1	KUTeg_005164
OG0009746	EVM0015604.1	KUTeg_005065
OG0009747	EVM0008064.1	KUTeg_005184
OG0009748	EVM0000002.1	KUTeg_005620
OG0009749	EVM0017326.1	KUTeg_004836
OG0009750	EVM0000564.1	KUTeg_005408
OG0009751	EVM0008579.1	KUTeg_005409
OG0009752	EVM0018045.1	KUTeg_005300
OG0009753	EVM0009478.1	KUTeg_004914
OG0009754	EVM0020021.1	KUTeg_005261
OG0009755	EVM0004575.1	KUTeg_005295
OG0009756	EVM0017143.1	KUTeg_005043
OG0009757	EVM0021371.1	KUTeg_004765
OG0009758	EVM0014343.1	KUTeg_004704
OG0009759	EVM0002712.1	KUTeg_004703
OG0009760	EVM0012478.1	KUTeg_004707
OG0009761	EVM0011033.1	KUTeg_004702
OG0009762	EVM0023303.1	KUTeg_005450
OG0009763	EVM0023837.1	KUTeg_004808
OG0009764	EVM0003137.1	KUTeg_005568
OG0009765	EVM0008817.1	KUTeg_005563
OG0009766	EVM0009970.1	KUTeg_004883
OG0009767	EVM0002514.1	KUTeg_005797
OG0009768	EVM0010249.1	KUTeg_024942
OG0009769	EVM0004912.1	KUTeg_005410
OG0009770	EVM0009034.1	KUTeg_005411
OG0009771	EVM0021036.1	KUTeg_005412
OG0009772	EVM0021374.1	KUTeg_004962
OG0009773	EVM0015775.1	KUTeg_005440
OG0009774	EVM0023255.1	KUTeg_005439
OG0009779	EVM0011843.1	KUTeg_005213
OG0009780	EVM0017610.1	KUTeg_005448
OG0009782	EVM0022257.1	KUTeg_004987
OG0009783	EVM0006178.1	KUTeg_005033
OG0009784	EVM0022371.1	KUTeg_005032
OG0009785	EVM0005805.1	KUTeg_005027
OG0009787	EVM0004176.1	KUTeg_005307
OG0009789	EVM0003030.1	KUTeg_004925
OG0009790	EVM0023374.1	KUTeg_005569
OG0009791	EVM0016857.1	KUTeg_004855
OG0009792	EVM0011093.1	KUTeg_004854
OG0009793	EVM0018342.1	KUTeg_004744
OG0009794	EVM0004188.1	KUTeg_004742
OG0009795	EVM0012248.1	KUTeg_005091
OG0009798	EVM0010450.1	KUTeg_004911
OG0009800	EVM0021905.1	KUTeg_019146
OG0009801	EVM0012344.1	KUTeg_005508
OG0009802	EVM0008923.1	KUTeg_005506
OG0009803	EVM0019250.1	KUTeg_005509
OG0009804	EVM0008868.1	KUTeg_005429
OG0009805	EVM0012712.1	KUTeg_005389
OG0009808	EVM0010239.1	KUTeg_020662
OG0009809	EVM0002505.1	KUTeg_020661
OG0009810	EVM0012299.1	KUTeg_020660
OG0009811	EVM0023552.1	KUTeg_021188
OG0009813	EVM0002598.1	KUTeg_014126
OG0009814	EVM0023431.1	KUTeg_020559
OG0009815	EVM0013508.1	KUTeg_020191
OG0009817	EVM0001916.1	KUTeg_020172
OG0009818	EVM0019166.1	KUTeg_020869
OG0009819	EVM0000633.1	KUTeg_020951
OG0009820	EVM0018307.1	KUTeg_020663
OG0009821	EVM0011588.1	KUTeg_020870
OG0009822	EVM0004150.1	KUTeg_020871
OG0009824	EVM0014023.1	KUTeg_020073
OG0009825	EVM0009108.1	KUTeg_020068
OG0009826	EVM0015978.1	KUTeg_021296
OG0009827	EVM0004749.1	KUTeg_020652
OG0009828	EVM0017686.1	KUTeg_020657
OG0009829	EVM0004752.1	KUTeg_020206
OG0009830	EVM0021778.1	KUTeg_021091
OG0009831	EVM0020000.1	KUTeg_021087
OG0009832	EVM0015418.1	KUTeg_021093
OG0009833	EVM0016558.1	KUTeg_021088
OG0009834	EVM0006595.1	KUTeg_013829
OG0009835	EVM0004609.1	KUTeg_013833
OG0009837	EVM0018094.1	KUTeg_021184
OG0009838	EVM0001019.1	KUTeg_021187
OG0009839	EVM0008623.1	KUTeg_021180
OG0009841	EVM0019675.1	KUTeg_018176
OG0009842	EVM0011135.1	KUTeg_020866
OG0009843	EVM0023426.1	KUTeg_020868
OG0009844	EVM0005990.1	KUTeg_020863
OG0009845	EVM0020941.1	KUTeg_020565
OG0009846	EVM0018709.1	KUTeg_020564
OG0009847	EVM0013230.1	KUTeg_020561
OG0009848	EVM0019478.1	KUTeg_020689
OG0009849	EVM0014712.1	KUTeg_020684
OG0009850	EVM0018856.1	KUTeg_021206
OG0009851	EVM0003418.1	KUTeg_021207
OG0009852	EVM0016175.1	KUTeg_020472
OG0009854	EVM0004295.1	KUTeg_021331
OG0009855	EVM0016998.1	KUTeg_021329
OG0009856	EVM0022456.1	KUTeg_020827
OG0009858	EVM0004237.1	KUTeg_020830
OG0009859	EVM0010356.1	KUTeg_020831
OG0009860	EVM0002844.1	KUTeg_020829
OG0009861	EVM0018646.1	KUTeg_020834
OG0009862	EVM0003455.1	KUTeg_020337
OG0009864	EVM0017146.1	KUTeg_011550
OG0009865	EVM0015019.1	KUTeg_020262
OG0009866	EVM0011622.1	KUTeg_021234
OG0009867	EVM0020860.1	KUTeg_020517
OG0009868	EVM0020514.1	KUTeg_020298
OG0009869	EVM0018607.1	KUTeg_020520
OG0009870	EVM0003977.1	KUTeg_020297
OG0009871	EVM0020450.1	KUTeg_020519
OG0009872	EVM0004374.1	KUTeg_020396
OG0009873	EVM0001792.1	KUTeg_020400
OG0009875	EVM0016494.1	KUTeg_021161
OG0009876	EVM0020282.1	KUTeg_021159
OG0009878	EVM0017778.1	KUTeg_021005
OG0009879	EVM0012953.1	KUTeg_020796
OG0009880	EVM0010543.1	KUTeg_020429
OG0009883	EVM0000979.1	KUTeg_020463
OG0009884	EVM0019974.1	KUTeg_020465
OG0009885	EVM0002111.1	KUTeg_021317
OG0009886	EVM0003192.1	KUTeg_021316
OG0009887	EVM0001854.1	KUTeg_021321
OG0009888	EVM0009464.1	KUTeg_021325
OG0009889	EVM0015596.1	KUTeg_021323
OG0009890	EVM0011431.1	KUTeg_021322
OG0009891	EVM0017042.1	KUTeg_020095
OG0009892	EVM0015667.1	KUTeg_020097
OG0009893	EVM0011067.1	KUTeg_002042
OG0009895	EVM0017251.1	KUTeg_020101
OG0009896	EVM0015218.1	KUTeg_020948
OG0009898	EVM0002130.1	KUTeg_020569
OG0009899	EVM0020277.1	KUTeg_020724
OG0009900	EVM0005250.1	KUTeg_020723
OG0009901	EVM0014920.1	KUTeg_021140
OG0009903	EVM0005123.1	KUTeg_021142
OG0009904	EVM0022060.1	KUTeg_020230
OG0009905	EVM0003964.1	KUTeg_020221
OG0009906	EVM0009773.1	KUTeg_020220
OG0009907	EVM0004315.1	KUTeg_020223
OG0009908	EVM0005867.1	KUTeg_020213
OG0009909	EVM0018985.1	KUTeg_020858
OG0009910	EVM0020158.1	KUTeg_021084
OG0009911	EVM0008955.1	KUTeg_021089
OG0009912	EVM0014656.1	KUTeg_020655
OG0009913	EVM0018845.1	KUTeg_011902
OG0009915	EVM0016967.1	KUTeg_012708
OG0009916	EVM0008246.1	KUTeg_012676
OG0009917	EVM0002839.1	KUTeg_012470
OG0009919	EVM0012792.1	KUTeg_011666
OG0009920	EVM0011176.1	KUTeg_011665
OG0009921	EVM0014843.1	KUTeg_012616
OG0009922	EVM0014020.1	KUTeg_011618
OG0009923	EVM0012462.1	KUTeg_012659
OG0009924	EVM0015452.1	KUTeg_012658
OG0009925	EVM0023444.1	KUTeg_012661
OG0009926	EVM0011666.1	KUTeg_012660
OG0009927	EVM0013102.1	KUTeg_011646
OG0009928	EVM0018631.1	KUTeg_012687
OG0009929	EVM0014872.1	KUTeg_012688
OG0009930	EVM0009363.1	KUTeg_012156
OG0009931	EVM0018958.1	KUTeg_012157
OG0009932	EVM0020954.1	KUTeg_011779
OG0009933	EVM0016865.1	KUTeg_012213
OG0009934	EVM0002453.1	KUTeg_012219
OG0009935	EVM0022366.1	KUTeg_012375
OG0009936	EVM0008137.1	KUTeg_012374
OG0009937	EVM0011850.1	KUTeg_012541
OG0009938	EVM0005363.1	KUTeg_011698
OG0009939	EVM0013872.1	KUTeg_011700
OG0009940	EVM0011691.1	KUTeg_011564
OG0009941	EVM0012554.1	KUTeg_012645
OG0009943	EVM0011969.1	KUTeg_012531
OG0009944	EVM0018687.1	KUTeg_011685
OG0009945	EVM0011760.1	KUTeg_011687
OG0009946	EVM0009562.1	KUTeg_011680
OG0009947	EVM0013962.1	KUTeg_020303
OG0009948	EVM0012426.1	KUTeg_020304
OG0009949	EVM0018056.1	KUTeg_022220
OG0009950	EVM0000328.1	KUTeg_020307
OG0009951	EVM0009852.1	KUTeg_020162
OG0009952	EVM0022244.1	KUTeg_020163
OG0009953	EVM0016271.1	KUTeg_020161
OG0009954	EVM0010636.1	KUTeg_021006
OG0009955	EVM0019431.1	KUTeg_021027
OG0009956	EVM0012734.1	KUTeg_021082
OG0009957	EVM0017692.1	KUTeg_021257
OG0009958	EVM0023277.1	KUTeg_021038
OG0009961	EVM0016516.1	KUTeg_021042
OG0009963	EVM0013495.1	KUTeg_021041
OG0009966	EVM0006717.1	KUTeg_012405
OG0009967	EVM0008931.1	KUTeg_012406
OG0009968	EVM0020866.1	KUTeg_012398
OG0009969	EVM0020290.1	KUTeg_011945
OG0009970	EVM0016604.1	KUTeg_018628
OG0009971	EVM0000139.1	KUTeg_012662
OG0009972	EVM0021709.1	KUTeg_006005
OG0009973	EVM0023756.2	KUTeg_012144
OG0009976	EVM0005988.1	KUTeg_012730
OG0009978	EVM0021409.1	KUTeg_011959
OG0009979	EVM0020206.1	KUTeg_011960
OG0009980	EVM0000623.1	KUTeg_012581
OG0009981	EVM0001711.1	KUTeg_012582
OG0009982	EVM0011865.1	KUTeg_011527
OG0009983	EVM0002629.1	KUTeg_012761
OG0009984	EVM0000690.1	KUTeg_012762
OG0009985	EVM0022226.1	KUTeg_012292
OG0009987	EVM0020100.1	KUTeg_012480
OG0009988	EVM0004647.1	KUTeg_012481
OG0009990	EVM0013408.1	KUTeg_020546
OG0009991	EVM0014520.1	KUTeg_021065
OG0009992	EVM0021127.1	KUTeg_021060
OG0009993	EVM0014780.1	KUTeg_020683
OG0009994	EVM0007509.1	KUTeg_021197
OG0009995	EVM0012423.1	KUTeg_020682
OG0009996	EVM0021798.1	KUTeg_020675
OG0009997	EVM0004056.1	KUTeg_020679
OG0009998	EVM0020884.1	KUTeg_020363
OG0009999	EVM0013965.1	KUTeg_020767
OG0010000	EVM0008103.1	KUTeg_020918
OG0010001	EVM0014115.2	KUTeg_020284
OG0010002	EVM0001499.1	KUTeg_020277
OG0010003	EVM0004035.1	KUTeg_020979
OG0010005	EVM0005609.1	KUTeg_021311
OG0010006	EVM0021229.1	KUTeg_021310
OG0010007	EVM0001286.1	KUTeg_020059
OG0010008	EVM0004974.1	KUTeg_020060
OG0010009	EVM0001508.1	KUTeg_020054
OG0010010	EVM0023916.1	KUTeg_020232
OG0010011	EVM0012844.1	KUTeg_020256
OG0010012	EVM0002340.1	KUTeg_020445
OG0010013	EVM0001868.1	KUTeg_020441
OG0010014	EVM0020839.1	KUTeg_020442
OG0010015	EVM0005938.1	KUTeg_020443
OG0010016	EVM0008917.1	KUTeg_020423
OG0010017	EVM0012232.1	KUTeg_020422
OG0010018	EVM0004456.1	KUTeg_020417
OG0010019	EVM0012255.1	KUTeg_020419
OG0010021	EVM0017893.1	KUTeg_020418
OG0010022	EVM0002089.1	KUTeg_020424
OG0010023	EVM0014932.1	KUTeg_020963
OG0010024	EVM0002575.1	KUTeg_020493
OG0010025	EVM0019600.1	KUTeg_020072
OG0010026	EVM0003858.1	KUTeg_020494
OG0010028	EVM0016793.1	KUTeg_020371
OG0010029	EVM0022698.1	KUTeg_020877
OG0010030	EVM0016241.1	KUTeg_020840
OG0010031	EVM0008305.1	KUTeg_020489
OG0010032	EVM0015724.1	KUTeg_020488
OG0010033	EVM0007524.1	KUTeg_020495
OG0010035	EVM0013679.1	KUTeg_021019
OG0010036	EVM0005534.1	KUTeg_021018
OG0010037	EVM0018952.1	KUTeg_021017
OG0010038	EVM0008115.1	KUTeg_021178
OG0010039	EVM0010480.1	KUTeg_021177
OG0010040	EVM0012589.1	KUTeg_021174
OG0010041	EVM0009344.1	KUTeg_020299
OG0010042	EVM0022571.1	KUTeg_021170
OG0010043	EVM0008286.1	KUTeg_020293
OG0010044	EVM0013098.1	KUTeg_020287
OG0010045	EVM0004470.1	KUTeg_020291
OG0010046	EVM0019371.1	KUTeg_003793
OG0010047	EVM0024044.1	KUTeg_008850
OG0010048	EVM0020034.1	KUTeg_021182
OG0010049	EVM0023180.1	KUTeg_020997
OG0010050	EVM0008221.1	KUTeg_021000
OG0010051	EVM0023402.1	KUTeg_020999
OG0010052	EVM0008388.1	KUTeg_020144
OG0010053	EVM0000949.1	KUTeg_020145
OG0010054	EVM0003988.1	KUTeg_020316
OG0010055	EVM0015313.1	KUTeg_020147
OG0010056	EVM0012594.1	KUTeg_020148
OG0010058	EVM0003543.1	KUTeg_020593
OG0010059	EVM0006802.1	KUTeg_020788
OG0010060	EVM0008786.1	KUTeg_020791
OG0010061	EVM0023473.1	KUTeg_020347
OG0010063	EVM0009606.1	KUTeg_020576
OG0010064	EVM0009751.1	KUTeg_020487
OG0010065	EVM0003294.1	KUTeg_021026
OG0010066	EVM0022160.1	KUTeg_021025
OG0010067	EVM0008199.1	KUTeg_020491
OG0010068	EVM0018619.1	KUTeg_020490
OG0010069	EVM0012781.1	KUTeg_020841
OG0010071	EVM0016294.1	KUTeg_021061
OG0010073	EVM0022554.1	KUTeg_021211
OG0010074	EVM0019300.1	KUTeg_021212
OG0010075	EVM0016660.1	KUTeg_021213
OG0010076	EVM0006671.1	KUTeg_020851
OG0010077	EVM0013978.1	KUTeg_020349
OG0010078	EVM0017953.1	KUTeg_020850
OG0010079	EVM0002173.1	KUTeg_020785
OG0010080	EVM0000790.1	KUTeg_020783
OG0010081	EVM0019585.1	KUTeg_011269
OG0010082	EVM0006448.1	KUTeg_020555
OG0010083	EVM0015063.1	KUTeg_020781
OG0010084	EVM0000609.1	KUTeg_020554
OG0010085	EVM0016438.1	KUTeg_021283
OG0010086	EVM0020413.1	KUTeg_020779
OG0010088	EVM0017278.1	KUTeg_021112
OG0010089	EVM0015777.1	KUTeg_021357
OG0010090	EVM0015205.1	KUTeg_021358
OG0010091	EVM0009905.1	KUTeg_021356
OG0010092	EVM0008014.1	KUTeg_021353
OG0010093	EVM0015258.1	KUTeg_021354
OG0010094	EVM0000697.1	KUTeg_021352
OG0010095	EVM0010364.1	KUTeg_020849
OG0010096	EVM0003657.1	KUTeg_020848
OG0010097	EVM0016050.1	KUTeg_020958
OG0010098	EVM0000386.1	KUTeg_020957
OG0010099	EVM0015037.1	KUTeg_020795
OG0010100	EVM0003895.1	KUTeg_020792
OG0010102	EVM0023998.1	KUTeg_021284
OG0010103	EVM0018981.1	KUTeg_021063
OG0010104	EVM0012566.1	KUTeg_020448
OG0010105	EVM0011832.1	KUTeg_020450
OG0010106	EVM0001946.1	KUTeg_020451
OG0010107	EVM0014016.1	KUTeg_020452
OG0010108	EVM0013563.1	KUTeg_020860
OG0010109	EVM0001336.1	KUTeg_020861
OG0010110	EVM0008759.1	KUTeg_020348
OG0010111	EVM0020519.1	KUTeg_020341
OG0010112	EVM0018211.1	KUTeg_020342
OG0010113	EVM0001172.1	KUTeg_020890
OG0010114	EVM0022512.1	KUTeg_020897
OG0010116	EVM0012143.1	KUTeg_020499
OG0010118	EVM0017827.1	KUTeg_020609
OG0010119	EVM0007980.1	KUTeg_020887
OG0010120	EVM0010672.1	KUTeg_020143
OG0010121	EVM0006061.1	KUTeg_020135
OG0010122	EVM0004933.1	KUTeg_020985
OG0010123	EVM0023535.1	KUTeg_020883
OG0010124	EVM0003411.1	KUTeg_021111
OG0010125	EVM0020017.1	KUTeg_020705
OG0010127	EVM0023520.1	KUTeg_021297
OG0010128	EVM0023646.1	KUTeg_021298
OG0010129	EVM0009397.1	KUTeg_021299
OG0010133	EVM0019754.1	KUTeg_020149
OG0010134	EVM0023911.1	KUTeg_020610
OG0010135	EVM0019801.1	KUTeg_021136
OG0010136	EVM0006668.1	KUTeg_020814
OG0010137	EVM0018044.1	KUTeg_020807
OG0010138	EVM0004152.1	KUTeg_005426
OG0010139	EVM0016351.1	KUTeg_011910
OG0010140	EVM0003499.1	KUTeg_011905
OG0010142	EVM0013247.1	KUTeg_020916
OG0010143	EVM0013763.1	KUTeg_003801
OG0010145	EVM0023924.1	KUTeg_020953
OG0010146	EVM0001853.1	KUTeg_020669
OG0010148	EVM0017325.1	KUTeg_020209
OG0010149	EVM0001861.1	KUTeg_020766
OG0010150	EVM0018988.1	KUTeg_021381
OG0010151	EVM0020731.1	KUTeg_020190
OG0010152	EVM0006600.1	KUTeg_020260
OG0010153	EVM0016357.2	KUTeg_020257
OG0010154	EVM0002540.1	KUTeg_020258
OG0010155	EVM0018682.1	KUTeg_020255
OG0010156	EVM0010197.1	KUTeg_020281
OG0010157	EVM0001761.3	KUTeg_020282
OG0010158	EVM0019776.1	KUTeg_021162
OG0010159	EVM0011644.1	KUTeg_009476
OG0010160	EVM0018164.1	KUTeg_020553
OG0010161	EVM0012491.1	KUTeg_020579
OG0010162	EVM0008435.1	KUTeg_020577
OG0010163	EVM0016713.1	KUTeg_020582
OG0010164	EVM0022015.1	KUTeg_020580
OG0010165	EVM0005390.1	KUTeg_020113
OG0010166	EVM0006428.1	KUTeg_020105
OG0010167	EVM0003349.1	KUTeg_020106
OG0010168	EVM0006762.1	KUTeg_020107
OG0010169	EVM0005326.1	KUTeg_020108
OG0010170	EVM0013998.1	KUTeg_021260
OG0010171	EVM0008738.1	KUTeg_020752
OG0010172	EVM0009556.1	KUTeg_020749
OG0010173	EVM0002929.1	KUTeg_020750
OG0010174	EVM0021237.1	KUTeg_020748
OG0010175	EVM0019296.1	KUTeg_020745
OG0010176	EVM0019458.1	KUTeg_020746
OG0010177	EVM0007018.1	KUTeg_020754
OG0010178	EVM0020548.1	KUTeg_020938
OG0010179	EVM0023804.1	KUTeg_020936
OG0010180	EVM0018737.1	KUTeg_020935
OG0010181	EVM0014897.1	KUTeg_020933
OG0010182	EVM0021427.1	KUTeg_020401
OG0010185	EVM0013185.1	KUTeg_020521
OG0010186	EVM0004761.1	KUTeg_011319
OG0010187	EVM0014717.1	KUTeg_020076
OG0010188	EVM0005730.1	KUTeg_020200
OG0010189	EVM0015801.1	KUTeg_020198
OG0010190	EVM0018446.1	KUTeg_020203
OG0010191	EVM0023020.1	KUTeg_021216
OG0010192	EVM0002704.1	KUTeg_021080
OG0010193	EVM0014276.1	KUTeg_021076
OG0010194	EVM0022712.1	KUTeg_021075
OG0010196	EVM0006421.1	KUTeg_021074
OG0010197	EVM0016959.1	KUTeg_012635
OG0010198	EVM0008450.1	KUTeg_020217
OG0010199	EVM0021279.1	KUTeg_020240
OG0010200	EVM0023108.1	KUTeg_023369
OG0010201	EVM0001596.1	KUTeg_020080
OG0010202	EVM0015980.1	KUTeg_020077
OG0010203	EVM0007921.1	KUTeg_020082
OG0010204	EVM0016038.1	KUTeg_016360
OG0010205	EVM0015923.1	KUTeg_020327
OG0010206	EVM0020451.1	KUTeg_020328
OG0010207	EVM0016215.1	KUTeg_020325
OG0010208	EVM0019610.1	KUTeg_020326
OG0010209	EVM0008153.1	KUTeg_020323
OG0010210	EVM0016039.1	KUTeg_012161
OG0010211	EVM0021988.1	KUTeg_012163
OG0010212	EVM0002481.1	KUTeg_012637
OG0010213	EVM0008185.1	KUTeg_016735
OG0010214	EVM0020700.1	KUTeg_020786
OG0010215	EVM0022224.1	KUTeg_020943
OG0010216	EVM0012720.1	KUTeg_020731
OG0010217	EVM0001884.1	KUTeg_020729
OG0010218	EVM0014444.1	KUTeg_020727
OG0010219	EVM0006746.1	KUTeg_020939
OG0010220	EVM0002533.1	KUTeg_020983
OG0010221	EVM0004121.1	KUTeg_020984
OG0010222	EVM0018509.1	KUTeg_020995
OG0010223	EVM0017903.1	KUTeg_021099
OG0010224	EVM0023803.1	KUTeg_021094
OG0010225	EVM0013550.1	KUTeg_020568
OG0010226	EVM0003040.1	KUTeg_020567
OG0010227	EVM0008691.1	KUTeg_021024
OG0010228	EVM0000518.1	KUTeg_021023
OG0010229	EVM0014929.1	KUTeg_021022
OG0010230	EVM0003847.1	KUTeg_020154
OG0010231	EVM0010502.1	KUTeg_020152
OG0010232	EVM0018583.1	KUTeg_021343
OG0010234	EVM0005661.1	KUTeg_021338
OG0010235	EVM0009183.1	KUTeg_020990
OG0010236	EVM0016402.1	KUTeg_020992
OG0010237	EVM0008956.1	KUTeg_020991
OG0010239	EVM0023173.1	KUTeg_021133
OG0010240	EVM0005866.1	KUTeg_021134
OG0010242	EVM0016614.1	KUTeg_021200
OG0010243	EVM0017438.1	KUTeg_021201
OG0010244	EVM0017940.1	KUTeg_021202
OG0010245	EVM0011301.1	KUTeg_020310
OG0010246	EVM0010134.1	KUTeg_021243
OG0010248	EVM0003677.1	KUTeg_020379
OG0010253	EVM0015958.1	KUTeg_012666
OG0010254	EVM0016359.1	KUTeg_012671
OG0010255	EVM0019762.1	KUTeg_012670
OG0010256	EVM0011055.1	KUTeg_012669
OG0010258	EVM0011470.1	KUTeg_012592
OG0010259	EVM0018727.1	KUTeg_012772
OG0010260	EVM0019844.1	KUTeg_012291
OG0010261	EVM0005869.1	KUTeg_011639
OG0010262	EVM0008002.1	KUTeg_011633
OG0010263	EVM0000852.1	KUTeg_011630
OG0010264	EVM0008230.1	KUTeg_011631
OG0010265	EVM0006152.1	KUTeg_012694
OG0010266	EVM0003624.1	KUTeg_011626
OG0010267	EVM0017374.1	KUTeg_012159
OG0010268	EVM0022822.1	KUTeg_011622
OG0010269	EVM0004966.1	KUTeg_011621
OG0010270	EVM0000187.1	KUTeg_011627
OG0010271	EVM0020035.1	KUTeg_012464
OG0010272	EVM0021642.1	KUTeg_012504
OG0010273	EVM0009614.1	KUTeg_012506
OG0010274	EVM0023890.1	KUTeg_011955
OG0010275	EVM0002128.1	KUTeg_012149
OG0010276	EVM0006080.1	KUTeg_011985
OG0010277	EVM0019659.1	KUTeg_012783
OG0010278	EVM0014589.1	KUTeg_018625
OG0010279	EVM0017666.1	KUTeg_018630
OG0010280	EVM0016101.1	KUTeg_011922
OG0010281	EVM0012172.1	KUTeg_004629
OG0010282	EVM0017901.1	KUTeg_012743
OG0010283	EVM0014685.1	KUTeg_012255
OG0010286	EVM0019549.1	KUTeg_012172
OG0010287	EVM0000485.1	KUTeg_011692
OG0010288	EVM0009295.1	KUTeg_011694
OG0010290	EVM0021818.1	KUTeg_020789
OG0010292	EVM0012316.1	KUTeg_012382
OG0010293	EVM0015625.1	KUTeg_012381
OG0010294	EVM0009697.1	KUTeg_012222
OG0010295	EVM0023781.1	KUTeg_012221
OG0010296	EVM0004343.1	KUTeg_011792
OG0010297	EVM0021258.1	KUTeg_012618
OG0010298	EVM0021753.1	KUTeg_012590
OG0010299	EVM0008097.1	KUTeg_012588
OG0010300	EVM0022975.1	KUTeg_012585
OG0010301	EVM0020421.1	KUTeg_012594
OG0010302	EVM0013178.1	KUTeg_011806
OG0010303	EVM0023104.1	KUTeg_011839
OG0010304	EVM0006406.1	KUTeg_012709
OG0010305	EVM0011399.1	KUTeg_012711
OG0010306	EVM0007014.1	KUTeg_012227
OG0010307	EVM0023774.1	KUTeg_008987
OG0010308	EVM0001779.1	KUTeg_012527
OG0010309	EVM0017650.1	KUTeg_011616
OG0010310	EVM0018220.1	KUTeg_011613
OG0010311	EVM0008101.1	KUTeg_011614
