Orthogroup	Azeb	Sbro	Tgra
OG0014616	mikado.HiC_scaffold_9.0G1165.1	EVM0011743.1	
OG0014617	mikado.HiC_scaffold_9.0G1173.1	EVM0015324.1	
OG0014618	mikado.HiC_scaffold_9.0G1177.1	EVM0021417.1	
OG0014619	mikado.HiC_scaffold_9.0G1187.1	EVM0007059.1	
OG0014620	mikado.HiC_scaffold_9.0G1204.1	EVM0004716.1	
OG0014621	mikado.HiC_scaffold_9.0G1206.1, mikado.HiC_scaffold_9.0G1207.1		
OG0014622	mikado.HiC_scaffold_9.0G1216.1	EVM0013798.1	
OG0014623	mikado.HiC_scaffold_9.0G1219.1	EVM0004753.1	
OG0014624	mikado.HiC_scaffold_9.0G1221.1		KUTeg_003042
OG0014625	mikado.HiC_scaffold_9.0G1222.1		KUTeg_003043
OG0014626	mikado.HiC_scaffold_9.0G1224.1		KUTeg_003044
OG0014627	mikado.HiC_scaffold_9.0G1225.1		KUTeg_003045
OG0014628	mikado.HiC_scaffold_9.0G1230.1	EVM0004819.1	
OG0014629	mikado.HiC_scaffold_9.0G1232.1	EVM0020504.1	
OG0014630	mikado.HiC_scaffold_9.0G1239.1	EVM0006434.1	
OG0014631	mikado.HiC_scaffold_9.0G1248.1	EVM0012239.1	
OG0014632	mikado.HiC_scaffold_9.0G1258.1	EVM0022298.1	
OG0014633	mikado.HiC_scaffold_9.0G1261.1	EVM0014588.1	
OG0014634	mikado.HiC_scaffold_9.0G1270.1	EVM0014759.1	
OG0014635	mikado.HiC_scaffold_9.0G1273.1		KUTeg_003941
OG0014636	mikado.HiC_scaffold_9.0G1280.1	EVM0014503.1	
OG0014637	mikado.HiC_scaffold_9.0G1318.1		KUTeg_003132
OG0014638	mikado.HiC_scaffold_9.0G1330.1, mikado.HiC_scaffold_9.0G1330.2		
OG0014639	mikado.HiC_scaffold_19.0G1281.1, mikado.HiC_scaffold_9.0G1341.1		
OG0014640	mikado.HiC_scaffold_9.0G1355.1		KUTeg_004017
OG0014641	mikado.HiC_scaffold_9.0G1364.1	EVM0004217.1	
OG0014642	mikado.HiC_scaffold_9.0G1390.1	EVM0011796.1	
OG0014643	mikado.HiC_scaffold_9.0G1396.1	EVM0022790.1	
OG0014644	mikado.HiC_scaffold_9.0G1403.1	EVM0006191.1	
OG0014645	mikado.HiC_scaffold_9.0G1405.1	EVM0003228.1	
OG0014646	mikado.HiC_scaffold_9.0G1407.1		KUTeg_003068
OG0014647	mikado.HiC_scaffold_9.0G1424.1	EVM0001958.1	
OG0014648	mikado.HiC_scaffold_9.0G1432.1	EVM0010580.1	
OG0014649	mikado.HiC_scaffold_9.0G1434.1	EVM0011232.2	
OG0014650	mikado.HiC_scaffold_9.0G1456.1		KUTeg_003225
OG0014651	mikado.HiC_scaffold_9.0G1460.1	EVM0017244.1	
OG0014652	mikado.HiC_scaffold_9.0G1484.1		KUTeg_010557
OG0014653	mikado.HiC_scaffold_9.0G1485.1		KUTeg_025009
OG0014654	mikado.HiC_scaffold_9.0G1486.1		KUTeg_003920
OG0014655	mikado.HiC_scaffold_9.0G1487.1	EVM0023749.1	
OG0014656	mikado.HiC_scaffold_9.0G1489.1		KUTeg_003921
OG0014657	mikado.HiC_scaffold_9.0G1490.1		KUTeg_003674
OG0014658	mikado.HiC_scaffold_9.0G1491.1, mikado.HiC_scaffold_9.0G1492.1		
OG0014659	mikado.HiC_scaffold_9.0G1497.1		KUTeg_003673
OG0014660	mikado.HiC_scaffold_9.0G1498.1		KUTeg_003675
OG0014661	mikado.HiC_scaffold_9.0G1499.1		KUTeg_003678
OG0014662	mikado.HiC_scaffold_9.0G1520.1, mikado.HiC_scaffold_9.0G1521.1		
OG0014663	mikado.HiC_scaffold_9.0G1523.1	EVM0014053.1	
OG0014664	mikado.HiC_scaffold_9.0G1526.1	EVM0007465.1	
OG0014665	mikado.HiC_scaffold_9.0G1562.1	EVM0010052.1	
OG0014666	mikado.HiC_scaffold_9.0G1575.1		KUTeg_003041
OG0014667	mikado.HiC_scaffold_9.0G1576.1		KUTeg_003040
OG0014668	mikado.HiC_scaffold_9.0G1579.1		KUTeg_003039
OG0014669	mikado.HiC_scaffold_9.0G1581.1		KUTeg_003038
OG0014670	mikado.HiC_scaffold_9.0G1588.1		KUTeg_004541
OG0014671	mikado.HiC_scaffold_9.0G1589.1, mikado.HiC_scaffold_9.0G1591.1		
OG0014672	mikado.HiC_scaffold_9.0G1590.1		KUTeg_004538
OG0014673	mikado.HiC_scaffold_9.0G1604.1	EVM0022368.1	
OG0014674	mikado.HiC_scaffold_9.0G1615.1	EVM0022319.1	
OG0014675	mikado.HiC_scaffold_9.0G1617.1, mikado.HiC_scaffold_9.0G1623.1		
OG0014676	mikado.HiC_scaffold_9.0G1625.1	EVM0022694.1	
OG0014677	mikado.HiC_scaffold_9.0G1647.1	EVM0019947.1	
OG0014678	mikado.HiC_scaffold_9.0G1650.1		KUTeg_004093
OG0014679	mikado.HiC_scaffold_9.0G1680.1	EVM0006605.1	
OG0014680	mikado.HiC_scaffold_9.0G1688.1		KUTeg_003916
OG0014681	mikado.HiC_scaffold_21.0G111.1, mikado.HiC_scaffold_9.0G1692.1		
OG0014682	mikado.HiC_scaffold_9.0G1696.1	EVM0001513.1	
OG0014683	mikado.HiC_scaffold_10.0G18.1		KUTeg_005966
OG0014684	mikado.HiC_scaffold_10.0G29.1	EVM0002866.1	
OG0014685	mikado.HiC_scaffold_10.0G36.1		KUTeg_011099
OG0014686	mikado.HiC_scaffold_10.0G45.1, mikado.HiC_scaffold_10.0G46.1		
OG0014687	mikado.HiC_scaffold_10.0G64.1	EVM0002088.1	
OG0014688	mikado.HiC_scaffold_10.0G68.1	EVM0007361.1	
OG0014689	mikado.HiC_scaffold_10.0G69.1, mikado.HiC_scaffold_10.0G69.2		
OG0014690	mikado.HiC_scaffold_10.0G82.1		KUTeg_010726
OG0014691	mikado.HiC_scaffold_10.0G99.1, mikado.HiC_scaffold_12.3160685G726.1		
OG0014692	mikado.HiC_scaffold_10.0G104.1		KUTeg_012386
OG0014693	mikado.HiC_scaffold_10.0G111.1	EVM0015119.1	
OG0014694	mikado.HiC_scaffold_10.0G119.1, mikado.HiC_scaffold_8.8335562G705.1		
OG0014695	mikado.HiC_scaffold_10.0G152.1	EVM0003983.1	
OG0014696	mikado.HiC_scaffold_10.0G154.1	EVM0004865.1	
OG0014697	mikado.HiC_scaffold_10.0G156.1	EVM0020096.1	
OG0014698	mikado.HiC_scaffold_10.0G165.1	EVM0022705.1	
OG0014699	mikado.HiC_scaffold_10.0G169.1	EVM0001723.1	
OG0014700	mikado.HiC_scaffold_10.0G172.1	EVM0023457.1	
OG0014701	mikado.HiC_scaffold_10.0G181.1, mikado.HiC_scaffold_16.0G1678.1		
OG0014702	mikado.HiC_scaffold_10.0G191.1		KUTeg_018534
OG0014703	mikado.HiC_scaffold_10.0G203.1, mikado.HiC_scaffold_10.0G326.1		
OG0014704	mikado.HiC_scaffold_10.0G205.1	EVM0009588.1	
OG0014705	mikado.HiC_scaffold_10.0G206.1	EVM0003763.1	
OG0014706	mikado.HiC_scaffold_10.0G208.1, mikado.HiC_scaffold_10.0G209.1		
OG0014707	mikado.HiC_scaffold_10.0G224.1, mikado.HiC_scaffold_12.3160685G670.1		
OG0014708	mikado.HiC_scaffold_10.0G232.1, mikado.HiC_scaffold_13.0G602.1		
OG0014709	mikado.HiC_scaffold_10.0G235.1, mikado.HiC_scaffold_10.0G245.1		
OG0014710	mikado.HiC_scaffold_10.0G240.1		KUTeg_014866
OG0014711	mikado.HiC_scaffold_10.0G242.1		KUTeg_018778
OG0014712	mikado.HiC_scaffold_10.0G252.1	EVM0002730.1	
OG0014713	mikado.HiC_scaffold_10.0G260.1, mikado.HiC_scaffold_17.0G205.1		
OG0014714	mikado.HiC_scaffold_10.0G265.1		KUTeg_011006
OG0014715	mikado.HiC_scaffold_10.0G273.1, mikado.HiC_scaffold_10.0G273.2		
OG0014716	mikado.HiC_scaffold_10.0G283.1	EVM0009762.1	
OG0014717	mikado.HiC_scaffold_10.0G291.1	EVM0004469.1	
OG0014718	mikado.HiC_scaffold_10.0G316.1	EVM0007534.1	
OG0014719	mikado.HiC_scaffold_10.0G329.1	EVM0016457.1	
OG0014720	mikado.HiC_scaffold_10.0G330.1	EVM0017509.1	
OG0014721	mikado.HiC_scaffold_10.0G349.1	EVM0006431.1	
OG0014722	mikado.HiC_scaffold_10.0G358.1	EVM0021379.1	
OG0014723	mikado.HiC_scaffold_10.0G368.1		KUTeg_010718
OG0014724	mikado.HiC_scaffold_10.0G371.1	EVM0002397.1	
OG0014725	mikado.HiC_scaffold_10.0G379.1	EVM0004234.1	
OG0014726	mikado.HiC_scaffold_10.0G382.1, mikado.HiC_scaffold_10.0G383.1		
OG0014727	mikado.HiC_scaffold_10.0G388.1	EVM0015098.1	
OG0014728	mikado.HiC_scaffold_10.0G401.1, mikado.HiC_scaffold_10.0G527.1		
OG0014729	mikado.HiC_scaffold_10.0G407.1		KUTeg_011019
OG0014730	mikado.HiC_scaffold_10.0G409.1	EVM0006006.1	
OG0014731	mikado.HiC_scaffold_10.0G429.1	EVM0011672.1	
OG0014732	mikado.HiC_scaffold_10.0G434.1, mikado.HiC_scaffold_10.0G434.2		
OG0014733	mikado.HiC_scaffold_10.0G441.1		KUTeg_015720
OG0014734	mikado.HiC_scaffold_10.0G456.1, mikado.HiC_scaffold_18.0G1468.1		
OG0014735	mikado.HiC_scaffold_10.0G465.1	EVM0018352.1	
OG0014736	mikado.HiC_scaffold_10.0G471.1		KUTeg_010776
OG0014737	mikado.HiC_scaffold_10.0G484.1		KUTeg_015762
OG0014738	mikado.HiC_scaffold_10.0G495.1		KUTeg_010857
OG0014739	mikado.HiC_scaffold_10.0G496.1		KUTeg_010858
OG0014740	mikado.HiC_scaffold_10.0G503.1	EVM0005797.1	
OG0014741	mikado.HiC_scaffold_10.0G508.1	EVM0019864.1	
OG0014742	mikado.HiC_scaffold_10.0G510.1	EVM0022190.1	
OG0014743	mikado.HiC_scaffold_10.0G529.1	EVM0020648.1	
OG0014744	mikado.HiC_scaffold_10.0G533.1		KUTeg_011541
OG0014745	mikado.HiC_scaffold_10.0G537.1	EVM0012962.1	
OG0014746	mikado.HiC_scaffold_10.0G541.1		KUTeg_015781
OG0014747	mikado.HiC_scaffold_10.0G572.1	EVM0015518.1	
OG0014748	mikado.HiC_scaffold_10.0G575.1	EVM0021461.1	
OG0014749	mikado.HiC_scaffold_10.0G576.1	EVM0004862.1	
OG0014750	mikado.HiC_scaffold_10.0G590.1, mikado.HiC_scaffold_17.0G375.1		
OG0014751	mikado.HiC_scaffold_10.0G611.1, mikado.HiC_scaffold_106G2.1		
OG0014752	mikado.HiC_scaffold_10.0G612.1	EVM0009663.1	
OG0014753	mikado.HiC_scaffold_10.0G618.1	EVM0014255.1	
OG0014754	mikado.HiC_scaffold_10.0G619.1	EVM0013263.1	
OG0014755	mikado.HiC_scaffold_10.0G623.1, mikado.HiC_scaffold_14.0G1080.1		
OG0014756	mikado.HiC_scaffold_10.0G631.1	EVM0010810.1	
OG0014757	mikado.HiC_scaffold_10.0G634.1, mikado.HiC_scaffold_10.0G635.1		
OG0014758	mikado.HiC_scaffold_10.0G636.1	EVM0021949.1	
OG0014759	mikado.HiC_scaffold_10.0G676.1	EVM0007631.1	
OG0014760	mikado.HiC_scaffold_10.0G681.1, mikado.HiC_scaffold_10.0G681.2		
OG0014761	mikado.HiC_scaffold_10.0G682.1	EVM0012727.1	
OG0014762	mikado.HiC_scaffold_10.0G684.1	EVM0016945.2	
OG0014763	mikado.HiC_scaffold_10.0G699.1	EVM0004028.1	
OG0014764	mikado.HiC_scaffold_10.0G708.1	EVM0012857.1	
OG0014765	mikado.HiC_scaffold_10.0G721.1	EVM0012145.1	
OG0014766	mikado.HiC_scaffold_10.0G733.1	EVM0020149.1	
OG0014767	mikado.HiC_scaffold_10.0G740.1, mikado.HiC_scaffold_10.0G743.1		
OG0014768	mikado.HiC_scaffold_10.0G741.1	EVM0001318.1	
OG0014769	mikado.HiC_scaffold_10.0G751.1	EVM0001947.1	
OG0014770	mikado.HiC_scaffold_10.0G753.1, mikado.HiC_scaffold_10.0G754.1		
OG0014771	mikado.HiC_scaffold_10.0G757.1	EVM0020112.1	
OG0014772	mikado.HiC_scaffold_10.0G776.1, mikado.HiC_scaffold_135G3.1		
OG0014773	mikado.HiC_scaffold_10.0G789.1		KUTeg_015759
OG0014774	mikado.HiC_scaffold_10.0G818.1	EVM0007000.1	
OG0014775	mikado.HiC_scaffold_10.0G822.1	EVM0021110.1	
OG0014776	mikado.HiC_scaffold_10.0G826.1	EVM0010023.1	
OG0014777	mikado.HiC_scaffold_10.0G828.1	EVM0014301.1	
OG0014778	mikado.HiC_scaffold_10.0G834.1, mikado.HiC_scaffold_10.0G835.1		
OG0014779	mikado.HiC_scaffold_10.0G840.1	EVM0015790.1	
OG0014780	mikado.HiC_scaffold_10.0G847.1	EVM0008942.1	
OG0014781	mikado.HiC_scaffold_10.0G872.1, mikado.HiC_scaffold_10.0G874.1		
OG0014782	mikado.HiC_scaffold_10.0G876.1	EVM0002248.1	
OG0014783	mikado.HiC_scaffold_11.0G1.1, mikado.HiC_scaffold_11.0G269.1		
OG0014784	mikado.HiC_scaffold_11.0G5.1		KUTeg_002509
OG0014785	mikado.HiC_scaffold_11.0G19.1		KUTeg_001634
OG0014786	mikado.HiC_scaffold_11.0G23.1, mikado.HiC_scaffold_11.0G24.1		
OG0014787	mikado.HiC_scaffold_11.0G40.1		KUTeg_001895
OG0014788	mikado.HiC_scaffold_11.0G47.1	EVM0006568.1	
OG0014789	mikado.HiC_scaffold_11.0G73.1	EVM0015781.1	
OG0014790	mikado.HiC_scaffold_11.0G80.1, mikado.HiC_scaffold_11.0G81.1		
OG0014791	mikado.HiC_scaffold_11.0G87.1, mikado.HiC_scaffold_21.0G440.1		
OG0014792	mikado.HiC_scaffold_11.0G109.1	EVM0014213.1	
OG0014793	mikado.HiC_scaffold_11.0G123.1	EVM0018049.1	
OG0014794	mikado.HiC_scaffold_11.0G128.1		KUTeg_001999
OG0014795	mikado.HiC_scaffold_11.0G129.1, mikado.HiC_scaffold_11.0G156.1		
OG0014796	mikado.HiC_scaffold_11.0G151.1	EVM0014110.1	
OG0014797	mikado.HiC_scaffold_11.0G154.1	EVM0019239.1	
OG0014798	mikado.HiC_scaffold_11.0G158.1	EVM0007117.1	
OG0014799	mikado.HiC_scaffold_11.0G172.1	EVM0015379.1	
OG0014800	mikado.HiC_scaffold_11.0G185.1	EVM0000847.1	
OG0014801	mikado.HiC_scaffold_11.0G188.1	EVM0011658.1	
OG0014802	mikado.HiC_scaffold_11.0G200.1, mikado.HiC_scaffold_17.0G1196.1		
OG0014803	mikado.HiC_scaffold_11.0G202.1, mikado.HiC_scaffold_11.0G370.1		
OG0014804	mikado.HiC_scaffold_11.0G206.1	EVM0020127.1	
OG0014805	mikado.HiC_scaffold_11.0G224.1	EVM0003558.1	
OG0014806	mikado.HiC_scaffold_11.0G225.1	EVM0020432.1	
OG0014807	mikado.HiC_scaffold_11.0G228.1, mikado.HiC_scaffold_11.0G228.2		
OG0014808	mikado.HiC_scaffold_11.0G229.1		KUTeg_002425
OG0014809	mikado.HiC_scaffold_11.0G236.1		KUTeg_001417
OG0014810	mikado.HiC_scaffold_11.0G245.1, mikado.HiC_scaffold_11.0G245.2		
OG0014811	mikado.HiC_scaffold_11.0G261.1	EVM0020316.1	
OG0014812	mikado.HiC_scaffold_11.0G274.1		KUTeg_001612
OG0014813	mikado.HiC_scaffold_11.0G285.1	EVM0007659.1	
OG0014814	mikado.HiC_scaffold_11.0G292.1		KUTeg_001663
OG0014815	mikado.HiC_scaffold_11.0G301.1		KUTeg_002561
OG0014816	mikado.HiC_scaffold_11.0G347.1, mikado.HiC_scaffold_13.0G796.1		
OG0014817	mikado.HiC_scaffold_11.0G348.1		KUTeg_001801
OG0014818	mikado.HiC_scaffold_11.0G357.1		KUTeg_005747
OG0014819	mikado.HiC_scaffold_11.0G359.1	EVM0023725.1	
OG0014820	mikado.HiC_scaffold_11.0G368.1	EVM0009428.1	
OG0014821	mikado.HiC_scaffold_11.0G376.1		KUTeg_002416
OG0014822	mikado.HiC_scaffold_11.0G391.1	EVM0010659.1	
OG0014823	mikado.HiC_scaffold_11.0G395.1		KUTeg_001564
OG0014824	mikado.HiC_scaffold_11.0G403.1	EVM0005658.1	
OG0014825	mikado.HiC_scaffold_11.0G404.1	EVM0000370.1	
OG0014826	mikado.HiC_scaffold_11.0G436.1	EVM0014821.1	
OG0014827	mikado.HiC_scaffold_11.0G473.1	EVM0013781.1	
OG0014828	mikado.HiC_scaffold_11.0G477.1, mikado.HiC_scaffold_11.0G478.1		
OG0014829	mikado.HiC_scaffold_11.0G494.1		KUTeg_002271
OG0014830	mikado.HiC_scaffold_11.0G497.1		KUTeg_002269
OG0014831	mikado.HiC_scaffold_11.0G504.1, mikado.HiC_scaffold_11.0G504.3		
OG0014832	mikado.HiC_scaffold_11.0G515.1	EVM0005425.1	
OG0014833	mikado.HiC_scaffold_11.0G516.1		KUTeg_002589
OG0014834	mikado.HiC_scaffold_11.0G527.1, mikado.HiC_scaffold_11.0G527.2		
OG0014835	mikado.HiC_scaffold_11.0G528.1	EVM0019400.1	
OG0014836	mikado.HiC_scaffold_11.0G536.1	EVM0023097.1	
OG0014837	mikado.HiC_scaffold_11.0G543.1	EVM0021290.1	
OG0014838	mikado.HiC_scaffold_11.0G548.1	EVM0009626.1	
OG0014839	mikado.HiC_scaffold_11.0G550.1		KUTeg_002287
OG0014840	mikado.HiC_scaffold_11.0G556.1	EVM0012165.1	
OG0014841	mikado.HiC_scaffold_11.0G558.1		KUTeg_001408
OG0014842	mikado.HiC_scaffold_11.0G560.1		KUTeg_001411
OG0014843	mikado.HiC_scaffold_11.0G564.1, mikado.HiC_scaffold_11.0G564.2		
OG0014844	mikado.HiC_scaffold_11.0G567.1	EVM0021045.1	
OG0014845	mikado.HiC_scaffold_11.0G570.1	EVM0006994.1	
OG0014846	mikado.HiC_scaffold_11.0G606.1	EVM0021641.1	
OG0014847	mikado.HiC_scaffold_11.0G609.1		KUTeg_001633
OG0014848	mikado.HiC_scaffold_11.0G633.1	EVM0020922.1	
OG0014849	mikado.HiC_scaffold_11.0G642.1		KUTeg_001413
OG0014850	mikado.HiC_scaffold_11.0G658.1		KUTeg_001464
OG0014851	mikado.HiC_scaffold_12.0G9.1		KUTeg_008011
OG0014852	mikado.HiC_scaffold_12.0G13.1	EVM0003227.1	
OG0014853	mikado.HiC_scaffold_12.0G25.1, mikado.HiC_scaffold_12.0G26.1		
OG0014854	mikado.HiC_scaffold_12.0G48.1, mikado.HiC_scaffold_13.0G1055.1		
OG0014855	mikado.HiC_scaffold_13.0G3.1		KUTeg_016939
OG0014856	mikado.HiC_scaffold_13.0G29.1	EVM0000779.1	
OG0014857	mikado.HiC_scaffold_13.0G28.1	EVM0003883.1	
OG0014858	mikado.HiC_scaffold_13.0G41.1		KUTeg_015993
OG0014859	mikado.HiC_scaffold_13.0G58.1, mikado.HiC_scaffold_13.0G58.3		
OG0014860	mikado.HiC_scaffold_13.0G76.1, mikado.HiC_scaffold_13.0G77.1		
OG0014861	mikado.HiC_scaffold_13.0G89.1, mikado.HiC_scaffold_13.0G90.1		
OG0014862	mikado.HiC_scaffold_13.0G100.1	EVM0004349.1	
OG0014863	mikado.HiC_scaffold_13.0G108.1	EVM0018276.1	
OG0014864	mikado.HiC_scaffold_13.0G123.1		KUTeg_017040
OG0014865	mikado.HiC_scaffold_13.0G124.1	EVM0007075.1	
OG0014866	mikado.HiC_scaffold_13.0G127.1	EVM0017322.1	
OG0014867	mikado.HiC_scaffold_13.0G131.1	EVM0008773.1	
OG0014868	mikado.HiC_scaffold_13.0G135.1		KUTeg_016953
OG0014869	mikado.HiC_scaffold_13.0G137.1	EVM0000356.1	
OG0014870	mikado.HiC_scaffold_13.0G142.1		KUTeg_017189
OG0014871	mikado.HiC_scaffold_13.0G143.1	EVM0016262.1	
OG0014872	mikado.HiC_scaffold_13.0G167.1	EVM0016951.1	
OG0014873	mikado.HiC_scaffold_13.0G168.1	EVM0010402.2	
OG0014874	mikado.HiC_scaffold_13.0G181.1, mikado.HiC_scaffold_17.0G98.1		
OG0014875	mikado.HiC_scaffold_13.0G204.1	EVM0018748.1	
OG0014876	mikado.HiC_scaffold_13.0G220.1	EVM0012918.1	
OG0014877	mikado.HiC_scaffold_13.0G223.1	EVM0010753.1	
OG0014878	mikado.HiC_scaffold_13.0G225.1	EVM0017254.1	
OG0014879	mikado.HiC_scaffold_13.0G227.1	EVM0008527.1	
OG0014880	mikado.HiC_scaffold_13.0G230.1	EVM0018849.1	
OG0014881	mikado.HiC_scaffold_13.0G235.1	EVM0008884.1	
OG0014882	mikado.HiC_scaffold_13.0G245.1, mikado.HiC_scaffold_13.0G250.1		
OG0014883	mikado.HiC_scaffold_13.0G246.1, mikado.HiC_scaffold_13.0G248.1		
OG0014884	mikado.HiC_scaffold_13.0G251.1, mikado.HiC_scaffold_16.0G1711.1		
OG0014885	mikado.HiC_scaffold_13.0G269.1	EVM0012477.1	
OG0014886	mikado.HiC_scaffold_13.0G271.1	EVM0001335.1	
OG0014887	mikado.HiC_scaffold_13.0G290.1	EVM0019907.1	
OG0014888	mikado.HiC_scaffold_13.0G293.1	EVM0014323.1	
OG0014889	mikado.HiC_scaffold_13.0G307.1		KUTeg_000522
OG0014890	mikado.HiC_scaffold_13.0G312.1	EVM0016060.1	
OG0014891	mikado.HiC_scaffold_13.0G314.1	EVM0000030.1	
OG0014892	mikado.HiC_scaffold_13.0G316.1	EVM0016537.1	
OG0014893	mikado.HiC_scaffold_13.0G335.1	EVM0010836.1	
OG0014894	mikado.HiC_scaffold_13.0G337.1	EVM0015356.1	
OG0014895	mikado.HiC_scaffold_13.0G348.1	EVM0009207.1	
OG0014896	mikado.HiC_scaffold_13.0G350.1	EVM0003849.1	
OG0014897	mikado.HiC_scaffold_13.0G358.1		KUTeg_016928
OG0014898	mikado.HiC_scaffold_13.0G360.1	EVM0011745.1	
OG0014899	mikado.HiC_scaffold_13.0G384.1	EVM0018380.1	
OG0014900	mikado.HiC_scaffold_13.0G386.1	EVM0006358.1	
OG0014901	mikado.HiC_scaffold_13.0G396.1, mikado.HiC_scaffold_18.0G522.1		
OG0014902	mikado.HiC_scaffold_13.0G406.1	EVM0013250.1	
OG0014903	mikado.HiC_scaffold_13.0G418.1	EVM0013465.1	
OG0014904	mikado.HiC_scaffold_13.0G420.1	EVM0021599.1	
OG0014905	mikado.HiC_scaffold_13.0G431.1	EVM0016277.1	
OG0014906	mikado.HiC_scaffold_13.0G438.1, mikado.HiC_scaffold_13.0G439.1		
OG0014907	mikado.HiC_scaffold_13.0G447.1, mikado.HiC_scaffold_13.0G450.1		
OG0014908	mikado.HiC_scaffold_13.0G459.1, mikado.HiC_scaffold_13.0G459.2		
OG0014909	mikado.HiC_scaffold_13.0G466.1	EVM0023873.1	
OG0014910	mikado.HiC_scaffold_13.0G475.1	EVM0001344.1	
OG0014911	mikado.HiC_scaffold_13.0G488.1		KUTeg_016428
OG0014912	mikado.HiC_scaffold_13.0G501.1	EVM0015813.1	
OG0014913	mikado.HiC_scaffold_13.0G502.1	EVM0006012.1	
OG0014914	mikado.HiC_scaffold_13.0G508.1	EVM0009981.1	
OG0014915	mikado.HiC_scaffold_13.0G512.1	EVM0018485.1	
OG0014916	mikado.HiC_scaffold_13.0G533.1	EVM0007364.1	
OG0014917	mikado.HiC_scaffold_13.0G535.1	EVM0003120.1	
OG0014918	mikado.HiC_scaffold_13.0G557.1, mikado.HiC_scaffold_13.0G557.2		
OG0014919	mikado.HiC_scaffold_13.0G572.1	EVM0021373.1	
OG0014920	mikado.HiC_scaffold_13.0G573.1, mikado.HiC_scaffold_18.0G1362.1		
OG0014921	mikado.HiC_scaffold_13.0G577.1	EVM0008937.1	
OG0014922	mikado.HiC_scaffold_13.0G585.1	EVM0016663.1	
OG0014923	mikado.HiC_scaffold_13.0G589.1, mikado.HiC_scaffold_13.0G636.1		
OG0014924	mikado.HiC_scaffold_13.0G592.1		KUTeg_018221
OG0014925	mikado.HiC_scaffold_13.0G612.1	EVM0000616.1	
OG0014926	mikado.HiC_scaffold_13.0G616.1		KUTeg_016998
OG0014927	mikado.HiC_scaffold_13.0G628.1		KUTeg_016720
OG0014928	mikado.HiC_scaffold_13.0G637.1	EVM0001897.1	
OG0014929	mikado.HiC_scaffold_13.0G648.1	EVM0013394.1	
OG0014930	mikado.HiC_scaffold_13.0G1356.1, mikado.HiC_scaffold_13.0G677.1		
OG0014931	mikado.HiC_scaffold_13.0G687.1	EVM0016535.1	
OG0014932	mikado.HiC_scaffold_13.0G691.1	EVM0002421.1	
OG0014933	mikado.HiC_scaffold_13.0G692.1	EVM0018114.1	
OG0014934	mikado.HiC_scaffold_13.0G694.1	EVM0017773.1	
OG0014935	mikado.HiC_scaffold_13.0G696.1	EVM0005935.1	
OG0014936	mikado.HiC_scaffold_13.0G698.1	EVM0007125.1	
OG0014937	mikado.HiC_scaffold_13.0G721.1	EVM0023757.1	
OG0014938	mikado.HiC_scaffold_13.0G727.1	EVM0016551.1	
OG0014939	mikado.HiC_scaffold_13.0G749.1, mikado.HiC_scaffold_13.0G750.1		
OG0014940	mikado.HiC_scaffold_13.0G752.1	EVM0008967.1	
OG0014941	mikado.HiC_scaffold_13.0G756.1	EVM0007800.1	
OG0014942	mikado.HiC_scaffold_13.0G762.1	EVM0010372.1	
OG0014943	mikado.HiC_scaffold_13.0G770.1	EVM0000821.1	
OG0014944	mikado.HiC_scaffold_13.0G775.1	EVM0021005.1	
OG0014945	mikado.HiC_scaffold_13.0G788.1	EVM0005421.1	
OG0014946	mikado.HiC_scaffold_13.0G789.1	EVM0013852.1	
OG0014947	mikado.HiC_scaffold_13.0G797.1, mikado.HiC_scaffold_13.0G798.1		
OG0014948	mikado.HiC_scaffold_13.0G800.1	EVM0012834.1	
OG0014949	mikado.HiC_scaffold_13.0G803.1		KUTeg_016710
OG0014950	mikado.HiC_scaffold_13.0G814.1	EVM0008711.1	
OG0014951	mikado.HiC_scaffold_13.0G817.1	EVM0007571.1	
OG0014952	mikado.HiC_scaffold_13.0G824.1	EVM0000186.1	
OG0014953	mikado.HiC_scaffold_13.0G832.1		KUTeg_007799
OG0014954	mikado.HiC_scaffold_13.0G835.1, mikado.HiC_scaffold_13.0G836.1		
OG0014955	mikado.HiC_scaffold_13.0G842.1, mikado.HiC_scaffold_13.0G843.1		
OG0014956	mikado.HiC_scaffold_13.0G848.1		KUTeg_017022
OG0014957	mikado.HiC_scaffold_13.0G860.1, mikado.HiC_scaffold_13.0G861.1		
OG0014958	mikado.HiC_scaffold_13.0G870.1	EVM0011809.1	
OG0014959	mikado.HiC_scaffold_13.0G878.1	EVM0021940.1	
OG0014960	mikado.HiC_scaffold_13.0G890.1	EVM0002982.1	
OG0014961	mikado.HiC_scaffold_13.0G892.1	EVM0003927.1	
OG0014962	mikado.HiC_scaffold_13.0G894.1	EVM0012175.1	
OG0014963	mikado.HiC_scaffold_13.0G913.1, mikado.HiC_scaffold_13.0G914.1		
OG0014964	mikado.HiC_scaffold_13.0G917.1	EVM0005553.1	
OG0014965	mikado.HiC_scaffold_13.0G923.1	EVM0000635.1	
OG0014966	mikado.HiC_scaffold_13.0G944.1	EVM0021516.1	
OG0014967	mikado.HiC_scaffold_13.0G949.1	EVM0003870.1	
OG0014968	mikado.HiC_scaffold_13.0G978.1, mikado.HiC_scaffold_13.0G978.2		
OG0014969	mikado.HiC_scaffold_13.0G979.1, mikado.HiC_scaffold_13.0G980.1		
