Orthogroup	Tgra	Sbro
OG0011508	KUTeg_019870	EVM0018795.1
OG0011509	KUTeg_019112	EVM0013479.1
OG0011510	KUTeg_019701	EVM0019699.1
OG0011511	KUTeg_019700	EVM0003634.1
OG0011512	KUTeg_018969	EVM0011544.1
OG0011513	KUTeg_019675	EVM0015041.1
OG0011514	KUTeg_019668	EVM0000689.1
OG0011515	KUTeg_019667	EVM0022750.1
OG0011518	KUTeg_019673	EVM0009895.1
OG0011519	KUTeg_018981	EVM0007744.1
OG0011520	KUTeg_018982	EVM0014048.1
OG0011521	KUTeg_018980	EVM0008042.1
OG0011522	KUTeg_019461	EVM0010055.1
OG0011524	KUTeg_019802	EVM0022835.1
OG0011525	KUTeg_018946	EVM0015577.1
OG0011526	KUTeg_018951	EVM0013026.1
OG0011527	KUTeg_018952	EVM0020599.1
OG0011528	KUTeg_019988	EVM0020113.1
OG0011529	KUTeg_019986	EVM0006083.1
OG0011530	KUTeg_019993	EVM0002495.1
OG0011532	KUTeg_018825	EVM0007279.1
OG0011533	KUTeg_019657	EVM0011161.1
OG0011534	KUTeg_019658	EVM0012576.1
OG0011535	KUTeg_019663	EVM0001811.1
OG0011537	KUTeg_019194	EVM0011649.1
OG0011538	KUTeg_019193	EVM0001764.1
OG0011540	KUTeg_019401	EVM0021553.1
OG0011541	KUTeg_019856	EVM0012249.1
OG0011542	KUTeg_019198	EVM0022960.1
OG0011543	KUTeg_020042	EVM0004131.1
OG0011544	KUTeg_020043	EVM0002706.1
OG0011545	KUTeg_020041	EVM0015918.1
OG0011546	KUTeg_020040	EVM0022509.1
OG0011547	KUTeg_019113	EVM0006122.1
OG0011548	KUTeg_019114	EVM0010033.1
OG0011549	KUTeg_015080	EVM0016230.1
OG0011550	KUTeg_019764	EVM0002520.1
OG0011551	KUTeg_019766	EVM0002945.1
OG0011552	KUTeg_019121	EVM0022821.1
OG0011553	KUTeg_019119	EVM0020455.1
OG0011554	KUTeg_018844	EVM0011617.1
OG0011555	KUTeg_019316	EVM0014258.1
OG0011556	KUTeg_020037	EVM0013053.1
OG0011557	KUTeg_019167	EVM0002991.1
OG0011558	KUTeg_019926	EVM0022866.1
OG0011559	KUTeg_019927	EVM0008378.1
OG0011560	KUTeg_019817	EVM0021861.1
OG0011561	KUTeg_019819	EVM0022221.1
OG0011562	KUTeg_019351	EVM0000446.1
OG0011563	KUTeg_019348	EVM0017267.1
OG0011564	KUTeg_018914	EVM0019849.1
OG0011566	KUTeg_019749	EVM0000310.1
OG0011567	KUTeg_019207	EVM0013877.1
OG0011568	KUTeg_019199	EVM0009815.1
OG0011569	KUTeg_019201	EVM0008259.1
OG0011570	KUTeg_019204	EVM0021793.1
OG0011571	KUTeg_019842	EVM0014466.1
OG0011572	KUTeg_019343	EVM0010880.1
OG0011573	KUTeg_019342	EVM0018775.1
OG0011574	KUTeg_019341	EVM0021480.1
OG0011575	KUTeg_019475	EVM0022227.1
OG0011576	KUTeg_019340	EVM0005291.1
OG0011577	KUTeg_019474	EVM0021711.1
OG0011578	KUTeg_019338	EVM0000796.1
OG0011579	KUTeg_019813	EVM0007211.1
OG0011580	KUTeg_019808	EVM0007704.1
OG0011581	KUTeg_019299	EVM0009067.1
OG0011582	KUTeg_019572	EVM0019556.1
OG0011583	KUTeg_019571	EVM0004645.1
OG0011584	KUTeg_019546	EVM0002320.1
OG0011585	KUTeg_019549	EVM0020248.1
OG0011586	KUTeg_019550	EVM0020385.1
OG0011587	KUTeg_019551	EVM0002071.1
OG0011588	KUTeg_019016	EVM0014641.1
OG0011589	KUTeg_019753	EVM0017627.1
OG0011590	KUTeg_019728	EVM0021685.1
OG0011592	KUTeg_018831	EVM0004980.1
OG0011593	KUTeg_018832	EVM0016717.1
OG0011594	KUTeg_019964	EVM0010468.1
OG0011595	KUTeg_019609	EVM0020878.1
OG0011596	KUTeg_019610	EVM0002647.1
OG0011597	KUTeg_019415	EVM0000478.1
OG0011598	KUTeg_019423	EVM0004164.1
OG0011599	KUTeg_018936	EVM0008954.1
OG0011600	KUTeg_018940	EVM0020592.1
OG0011601	KUTeg_018944	EVM0013964.1
OG0011602	KUTeg_019165	EVM0020485.1
OG0011603	KUTeg_019924	EVM0021227.1
OG0011604	KUTeg_012633	EVM0013625.1
OG0011605	KUTeg_019368	EVM0003477.1
OG0011606	KUTeg_019708	EVM0012099.1
OG0011607	KUTeg_019372	EVM0020934.1
OG0011608	KUTeg_019373	EVM0004442.1
OG0011609	KUTeg_018941	EVM0002387.1
OG0011610	KUTeg_019949	EVM0020946.2
OG0011611	KUTeg_019948	EVM0003466.1
OG0011612	KUTeg_019839	EVM0002163.1
OG0011613	KUTeg_019649	EVM0009774.1
OG0011614	KUTeg_019642	EVM0022562.1
OG0011615	KUTeg_019837	EVM0019141.1
OG0011616	KUTeg_019579	EVM0015275.1
OG0011617	KUTeg_019578	EVM0021911.1
OG0011618	KUTeg_019577	EVM0023491.1
OG0011619	KUTeg_019584	EVM0009001.1
OG0011620	KUTeg_019583	EVM0011755.1
OG0011621	KUTeg_019061	EVM0017956.1
OG0011622	KUTeg_019063	EVM0016469.1
OG0011623	KUTeg_019525	EVM0012518.1
OG0011624	KUTeg_019296	EVM0003919.1
OG0011625	KUTeg_018819	EVM0012202.1
OG0011626	KUTeg_019748	EVM0012539.1
OG0011627	KUTeg_019747	EVM0007466.1
OG0011628	KUTeg_019280	EVM0019950.1
OG0011629	KUTeg_019285	EVM0005656.1
OG0011630	KUTeg_019127	EVM0023831.1
OG0011631	KUTeg_019278	EVM0010032.1
OG0011632	KUTeg_019294	EVM0007179.1
OG0011633	KUTeg_018971	EVM0019726.1
OG0011634	KUTeg_018966	EVM0003694.1
OG0011635	KUTeg_019445	EVM0004725.1
OG0011636	KUTeg_019447	EVM0020489.1
OG0011638	KUTeg_019311	EVM0012102.1
OG0011639	KUTeg_005741	EVM0010119.1
OG0011640	KUTeg_019780	EVM0004449.1
OG0011641	KUTeg_019724	EVM0018744.1
OG0011642	KUTeg_019922	EVM0017112.1
OG0011643	KUTeg_019091	EVM0018155.1
OG0011644	KUTeg_019092	EVM0000411.1
OG0011645	KUTeg_019585	EVM0010608.1
OG0011646	KUTeg_019588	EVM0001616.1
OG0011647	KUTeg_020016	EVM0010870.1
OG0011648	KUTeg_020017	EVM0007694.1
OG0011649	KUTeg_020014	EVM0004566.1
OG0011650	KUTeg_019242	EVM0012151.1
OG0011651	KUTeg_019247	EVM0005521.1
OG0011653	KUTeg_019494	EVM0016142.1
OG0011654	KUTeg_019600	EVM0019024.1
OG0011655	KUTeg_019602	EVM0021933.1
OG0011656	KUTeg_019151	EVM0002415.1
OG0011657	KUTeg_019845	EVM0011315.1
OG0011658	KUTeg_019389	EVM0005303.1
OG0011659	KUTeg_019388	EVM0012351.1
OG0011660	KUTeg_018909	EVM0000772.1
OG0011661	KUTeg_018908	EVM0011663.1
OG0011663	KUTeg_019360	EVM0002439.1
OG0011665	KUTeg_019867	EVM0012517.1
OG0011666	KUTeg_007826	EVM0015077.1
OG0011667	KUTeg_018889	EVM0019393.1
OG0011668	KUTeg_018888	EVM0011420.1
OG0011669	KUTeg_018887	EVM0016309.1
OG0011670	KUTeg_018886	EVM0012788.1
OG0011671	KUTeg_018885	EVM0013487.1
OG0011673	KUTeg_019920	EVM0004717.1
OG0011674	KUTeg_019921	EVM0012542.3
OG0011675	KUTeg_019928	EVM0002463.1
OG0011676	KUTeg_019441	EVM0022994.1
OG0011677	KUTeg_019438	EVM0012972.1
OG0011678	KUTeg_019443	EVM0013581.1
OG0011679	KUTeg_019442	EVM0007116.1
OG0011680	KUTeg_018955	EVM0005332.1
OG0011681	KUTeg_018835	EVM0016639.1
OG0011682	KUTeg_019036	EVM0017822.1
OG0011683	KUTeg_019523	EVM0001594.1
OG0011684	KUTeg_019524	EVM0000164.1
OG0011685	KUTeg_019519	EVM0009649.1
OG0011686	KUTeg_019274	EVM0012853.1
OG0011687	KUTeg_019984	EVM0006096.1
OG0011688	KUTeg_019510	EVM0019360.1
OG0011689	KUTeg_019509	EVM0003037.1
OG0011690	KUTeg_019034	EVM0011621.1
OG0011691	KUTeg_019028	EVM0022007.1
OG0011692	KUTeg_019029	EVM0020863.1
OG0011693	KUTeg_019026	EVM0009145.1
OG0011694	KUTeg_019027	EVM0019448.1
OG0011695	KUTeg_019033	EVM0021010.1
OG0011696	KUTeg_019030	EVM0004643.1
OG0011697	KUTeg_019806	EVM0006093.1
OG0011698	KUTeg_019805	EVM0023827.2
OG0011699	KUTeg_019811	EVM0016758.1
OG0011700	KUTeg_018816	EVM0000897.1
OG0011701	KUTeg_019087	EVM0004612.1
OG0011702	KUTeg_018836	EVM0012487.1
OG0011704	KUTeg_019977	EVM0018171.1
OG0011705	KUTeg_019224	EVM0023246.1
OG0011706	KUTeg_019223	EVM0021060.1
OG0011707	KUTeg_023947	EVM0002301.1
OG0011708	KUTeg_019051	EVM0022448.1
OG0011709	KUTeg_019050	EVM0009422.1
OG0011711	KUTeg_019560	EVM0008621.1
OG0011712	KUTeg_019559	EVM0015210.1
OG0011713	KUTeg_019652	EVM0009657.1
OG0011714	KUTeg_019049	EVM0015670.1
OG0011715	KUTeg_019048	EVM0002909.1
OG0011716	KUTeg_019047	EVM0015239.1
OG0011717	KUTeg_019046	EVM0002785.1
OG0011718	KUTeg_019752	EVM0015493.1
OG0011719	KUTeg_019021	EVM0017209.1
OG0011720	KUTeg_019456	EVM0017185.1
OG0011721	KUTeg_019458	EVM0020737.1
OG0011722	KUTeg_019249	EVM0001287.1
OG0011724	KUTeg_019732	EVM0020020.1
OG0011725	KUTeg_019731	EVM0009185.1
OG0011726	KUTeg_019729	EVM0000536.1
OG0011727	KUTeg_019738	EVM0012560.1
OG0011728	KUTeg_019103	EVM0006219.1
OG0011729	KUTeg_019098	EVM0019195.1
OG0011730	KUTeg_018998	EVM0009447.1
OG0011731	KUTeg_019000	EVM0021099.1
OG0011732	KUTeg_018999	EVM0005458.1
OG0011733	KUTeg_019479	EVM0001633.1
OG0011734	KUTeg_019187	EVM0018491.1
OG0011735	KUTeg_019195	EVM0021215.1
OG0011736	KUTeg_019957	EVM0012611.1
OG0011737	KUTeg_020010	EVM0010652.1
OG0011738	KUTeg_019189	EVM0007574.1
OG0011739	KUTeg_019116	EVM0011612.1
OG0011740	KUTeg_019238	EVM0014928.1
OG0011741	KUTeg_019237	EVM0010893.1
OG0011742	KUTeg_020005	EVM0007445.1
OG0011743	KUTeg_020013	EVM0013875.1
OG0011744	KUTeg_020002	EVM0011253.1
OG0011745	KUTeg_019279	EVM0012980.1
OG0011746	KUTeg_019698	EVM0022650.1
OG0011747	KUTeg_019233	EVM0016270.1
OG0011748	KUTeg_019650	EVM0020049.1
OG0011749	KUTeg_018996	EVM0015560.1
OG0011750	KUTeg_019646	EVM0014190.1
OG0011751	KUTeg_019185	EVM0014430.1
OG0011752	KUTeg_019182	EVM0018254.1
OG0011753	KUTeg_019184	EVM0018597.1
OG0011754	KUTeg_019946	EVM0014940.1
OG0011756	KUTeg_019943	EVM0023288.1
OG0011758	KUTeg_019715	EVM0009875.1
OG0011759	KUTeg_019241	EVM0007611.1
OG0011760	KUTeg_019714	EVM0003575.1
OG0011761	KUTeg_019137	EVM0015021.1
OG0011763	KUTeg_018949	EVM0013932.1
OG0011764	KUTeg_018950	EVM0005638.1
OG0011765	KUTeg_019107	EVM0011741.1
OG0011766	KUTeg_019134	EVM0012540.1
OG0011767	KUTeg_019093	EVM0022711.1
OG0011768	KUTeg_019094	EVM0008840.1
OG0011769	KUTeg_019717	EVM0005017.1
OG0011770	KUTeg_019718	EVM0010747.1
OG0011771	KUTeg_019566	EVM0007964.1
OG0011773	KUTeg_019409	EVM0019387.1
OG0011774	KUTeg_019406	EVM0006770.1
OG0011775	KUTeg_019537	EVM0007928.1
OG0011776	KUTeg_019387	EVM0009361.1
OG0011777	KUTeg_019392	EVM0018763.1
OG0011778	KUTeg_018921	EVM0005198.1
OG0011779	KUTeg_018922	EVM0021980.1
OG0011780	KUTeg_018877	EVM0018151.1
OG0011781	KUTeg_018876	EVM0021098.1
OG0011782	KUTeg_018879	EVM0002016.1
OG0011783	KUTeg_018881	EVM0021013.1
OG0011784	KUTeg_018978	EVM0020218.1
OG0011785	KUTeg_018977	EVM0003583.1
OG0011786	KUTeg_018838	EVM0016383.1
OG0011787	KUTeg_019163	EVM0000584.1
OG0011788	KUTeg_019344	EVM0001124.1
OG0011789	KUTeg_019347	EVM0009604.1
OG0011790	KUTeg_019885	EVM0012328.1
OG0011791	KUTeg_019886	EVM0008709.1
OG0011792	KUTeg_019887	EVM0010160.1
OG0011793	KUTeg_019880	EVM0020716.2
OG0011794	KUTeg_020026	EVM0006331.1
OG0011795	KUTeg_020029	EVM0013668.1
OG0011796	KUTeg_020030	EVM0001741.1
OG0011797	KUTeg_020033	EVM0018892.1
OG0011798	KUTeg_019300	EVM0003473.1
OG0011799	KUTeg_019291	EVM0014514.1
OG0011800	KUTeg_018823	EVM0010238.1
OG0011801	KUTeg_018824	EVM0022288.1
OG0011802	KUTeg_019365	EVM0011986.1
OG0011803	KUTeg_019865	EVM0003131.1
OG0011804	KUTeg_019868	EVM0022118.1
OG0011806	KUTeg_019531	EVM0022053.1
OG0011807	KUTeg_019532	EVM0003530.1
OG0011808	KUTeg_019529	EVM0004556.1
OG0011809	KUTeg_018987	EVM0005224.1
OG0011810	KUTeg_018828	EVM0019001.1
OG0011812	KUTeg_018992	EVM0019029.1
OG0011813	KUTeg_018811	EVM0017504.1
OG0011815	KUTeg_018814	EVM0016292.1
OG0011816	KUTeg_018813	EVM0010814.1
OG0011817	KUTeg_019318	EVM0018616.1
OG0011818	KUTeg_018859	EVM0015069.1
OG0011819	KUTeg_019070	EVM0011099.1
OG0011820	KUTeg_019068	EVM0005719.1
OG0011821	KUTeg_019067	EVM0020468.1
OG0011823	KUTeg_019065	EVM0008562.1
OG0011824	KUTeg_019431	EVM0005092.1
OG0011825	KUTeg_019430	EVM0013862.1
OG0011826	KUTeg_019427	EVM0007369.1
OG0011827	KUTeg_019426	EVM0014767.1
OG0011828	KUTeg_019428	EVM0010649.1
OG0011829	KUTeg_019429	EVM0002456.1
OG0011830	KUTeg_019848	EVM0001504.1
OG0011831	KUTeg_019955	EVM0001015.1
OG0011832	KUTeg_019954	EVM0017526.1
OG0011833	KUTeg_019054	EVM0007710.1
OG0011834	KUTeg_019854	EVM0001694.1
OG0011835	KUTeg_018858	EVM0006014.1
OG0011836	KUTeg_019771	EVM0022059.1
OG0011837	KUTeg_019774	EVM0021189.1
OG0011838	KUTeg_019773	EVM0006457.1
OG0011839	KUTeg_019153	EVM0021086.1
OG0011840	KUTeg_019154	EVM0002534.1
OG0011841	KUTeg_019607	EVM0021688.1
OG0011844	KUTeg_021520	EVM0006791.1
OG0011845	KUTeg_022149	EVM0022460.1
OG0011846	KUTeg_001291	EVM0016484.1
OG0011847	KUTeg_021763	EVM0008260.1
OG0011848	KUTeg_022507	EVM0015671.1
OG0011849	KUTeg_014587	EVM0023185.1
OG0011850	KUTeg_021619	EVM0022686.1
OG0011851	KUTeg_021625	EVM0008595.1
OG0011852	KUTeg_001146	EVM0004932.1
OG0011853	KUTeg_001147	EVM0016762.1
OG0011855	KUTeg_001154	EVM0013514.1
OG0011856	KUTeg_021441	EVM0014006.1
OG0011857	KUTeg_021440	EVM0009886.1
OG0011858	KUTeg_021439	EVM0018803.1
OG0011859	KUTeg_021438	EVM0017978.1
OG0011862	KUTeg_021558	EVM0010200.1
OG0011863	KUTeg_021559	EVM0022998.1
OG0011864	KUTeg_021433	EVM0020699.2
OG0011865	KUTeg_022518	EVM0008000.1
OG0011866	KUTeg_022520	EVM0004936.1
OG0011867	KUTeg_022521	EVM0009559.1
OG0011868	KUTeg_022522	EVM0004179.1
OG0011869	KUTeg_022373	EVM0006975.1
OG0011870	KUTeg_022375	EVM0012206.1
OG0011871	KUTeg_022523	EVM0002309.1
OG0011872	KUTeg_022100	EVM0014532.1
OG0011875	KUTeg_022065	EVM0000121.1
OG0011876	KUTeg_021417	EVM0021365.1
OG0011877	KUTeg_022170	EVM0022542.1
OG0011878	KUTeg_022526	EVM0018895.1
OG0011879	KUTeg_003097	EVM0009061.1
OG0011881	KUTeg_011202	EVM0003081.1
OG0011882	KUTeg_011207	EVM0008278.1
OG0011883	KUTeg_011198	EVM0012877.1
OG0011884	KUTeg_021816	EVM0015433.1
OG0011885	KUTeg_022473	EVM0014225.1
OG0011886	KUTeg_022377	EVM0014489.1
OG0011887	KUTeg_022378	EVM0018918.1
OG0011888	KUTeg_022047	EVM0023067.1
OG0011889	KUTeg_022470	EVM0016379.1
OG0011890	KUTeg_022381	EVM0004909.1
OG0011891	KUTeg_022467	EVM0009458.1
OG0011892	KUTeg_022466	EVM0022234.1
OG0011895	KUTeg_004653	EVM0006884.1
OG0011896	KUTeg_004654	EVM0001843.1
OG0011897	KUTeg_021586	EVM0001816.1
OG0011898	KUTeg_021551	EVM0003802.1
OG0011899	KUTeg_009071	EVM0013352.1
OG0011900	KUTeg_021863	EVM0020124.1
OG0011901	KUTeg_021862	EVM0023985.1
OG0011902	KUTeg_021661	EVM0013113.1
OG0011903	KUTeg_021663	EVM0010908.1
OG0011904	KUTeg_021571	EVM0013384.1
OG0011905	KUTeg_021521	EVM0021235.1
OG0011906	KUTeg_021888	EVM0008740.1
OG0011907	KUTeg_021644	EVM0007202.1
OG0011908	KUTeg_021647	EVM0008996.1
OG0011909	KUTeg_021509	EVM0003201.1
OG0011910	KUTeg_021639	EVM0001875.1
OG0011912	KUTeg_022380	EVM0015470.1
OG0011913	KUTeg_001186	EVM0009702.1
OG0011914	KUTeg_001187	EVM0013688.1
OG0011915	KUTeg_001132	EVM0015736.1
OG0011916	KUTeg_001129	EVM0020970.1
OG0011917	KUTeg_022123	EVM0018086.1
OG0011918	KUTeg_021554	EVM0013441.1
OG0011919	KUTeg_011434	EVM0023507.1
OG0011920	KUTeg_021546	EVM0020601.1
OG0011921	KUTeg_021411	EVM0018883.1
OG0011922	KUTeg_021410	EVM0021145.1
OG0011923	KUTeg_025048	EVM0012155.1
OG0011924	KUTeg_021404	EVM0007097.1
OG0011925	KUTeg_021569	EVM0000533.1
OG0011926	KUTeg_021706	EVM0021573.1
OG0011927	KUTeg_021703	EVM0009413.1
OG0011928	KUTeg_021682	EVM0001414.1
OG0011929	KUTeg_022391	EVM0007394.1
OG0011932	KUTeg_022073	EVM0023779.1
OG0011934	KUTeg_021449	EVM0017174.1
OG0011935	KUTeg_021448	EVM0022788.1
OG0011936	KUTeg_021454	EVM0023325.1
OG0011937	KUTeg_021529	EVM0016256.1
OG0011938	KUTeg_003935	EVM0007956.1
OG0011939	KUTeg_021530	EVM0017939.1
OG0011940	KUTeg_001280	EVM0003279.1
OG0011941	KUTeg_022036	EVM0021792.1
OG0011942	KUTeg_022041	EVM0015141.1
OG0011943	KUTeg_022040	EVM0019711.1
OG0011945	KUTeg_022427	EVM0001260.1
OG0011946	KUTeg_000367	EVM0023066.1
OG0011947	KUTeg_021851	EVM0019899.2
OG0011948	KUTeg_021788	EVM0005836.1
OG0011949	KUTeg_022011	EVM0020393.1
OG0011950	KUTeg_022422	EVM0000671.1
OG0011951	KUTeg_022423	EVM0023653.1
OG0011954	KUTeg_002748	EVM0002017.1
OG0011955	KUTeg_022267	EVM0006461.1
OG0011956	KUTeg_021969	EVM0008151.1
OG0011957	KUTeg_021968	EVM0007942.1
OG0011958	KUTeg_022184	EVM0008615.1
OG0011959	KUTeg_021664	EVM0022957.1
OG0011960	KUTeg_021666	EVM0013204.1
OG0011961	KUTeg_021667	EVM0002187.1
OG0011962	KUTeg_021658	EVM0009315.1
OG0011963	KUTeg_021659	EVM0005613.1
OG0011964	KUTeg_022338	EVM0012339.1
OG0011965	KUTeg_022531	EVM0021054.1
OG0011966	KUTeg_022532	EVM0023153.1
OG0011969	KUTeg_022337	EVM0008476.1
OG0011970	KUTeg_022334	EVM0006611.1
OG0011971	KUTeg_022335	EVM0018251.1
OG0011972	KUTeg_010221	EVM0006157.1
OG0011973	KUTeg_021894	EVM0012923.1
OG0011975	KUTeg_021953	EVM0000636.1
OG0011976	KUTeg_021960	EVM0006523.1
OG0011977	KUTeg_021510	EVM0018827.1
OG0011978	KUTeg_022321	EVM0003794.1
OG0011979	KUTeg_021889	EVM0018573.1
OG0011980	KUTeg_021574	EVM0021955.1
OG0011981	KUTeg_022034	EVM0012489.1
OG0011983	KUTeg_022033	EVM0016606.1
OG0011984	KUTeg_001310	EVM0007786.1
OG0011985	KUTeg_001279	EVM0000822.1
OG0011986	KUTeg_002871	EVM0016393.1
OG0011987	KUTeg_022443	EVM0022001.1
OG0011988	KUTeg_022442	EVM0014478.1
OG0011989	KUTeg_001297	EVM0013389.1
OG0011990	KUTeg_001296	EVM0011391.1
OG0011991	KUTeg_021881	EVM0001242.1
OG0011992	KUTeg_018648	EVM0006497.1
OG0011993	KUTeg_022550	EVM0012530.1
OG0011994	KUTeg_022549	EVM0014473.1
OG0011995	KUTeg_021805	EVM0002170.1
OG0011996	KUTeg_021806	EVM0003774.1
OG0011997	KUTeg_021813	EVM0019352.1
OG0011998	KUTeg_021812	EVM0003727.1
OG0012000	KUTeg_022490	EVM0022533.1
OG0012001	KUTeg_021642	EVM0003270.1
OG0012002	KUTeg_021643	EVM0013336.1
OG0012003	KUTeg_021760	EVM0022183.1
OG0012004	KUTeg_021761	EVM0007983.1
OG0012005	KUTeg_021709	EVM0006395.1
OG0012006	KUTeg_022382	EVM0020440.2
OG0012007	KUTeg_022165	EVM0005872.1
OG0012010	KUTeg_022072	EVM0009582.1
OG0012011	KUTeg_021656	EVM0010882.1
OG0012012	KUTeg_022151	EVM0013572.1
OG0012013	KUTeg_021855	EVM0014461.1
OG0012014	KUTeg_021408	EVM0001714.1
OG0012015	KUTeg_021853	EVM0006916.1
OG0012016	KUTeg_022212	EVM0000708.1
OG0012017	KUTeg_022342	EVM0002020.1
OG0012018	KUTeg_022464	EVM0008037.1
OG0012019	KUTeg_022314	EVM0012892.1
OG0012020	KUTeg_022418	EVM0008224.1
OG0012021	KUTeg_022425	EVM0011597.1
OG0012022	KUTeg_022424	EVM0005039.1
OG0012023	KUTeg_022561	EVM0008320.1
OG0012024	KUTeg_022005	EVM0002812.1
OG0012025	KUTeg_022347	EVM0021401.2
OG0012026	KUTeg_022162	EVM0009137.1
OG0012027	KUTeg_022343	EVM0014463.1
OG0012028	KUTeg_021399	EVM0011934.1
OG0012029	KUTeg_021398	EVM0003421.1
OG0012030	KUTeg_021523	EVM0008371.1
OG0012031	KUTeg_021524	EVM0000631.1
OG0012032	KUTeg_021525	EVM0020470.1
OG0012033	KUTeg_021947	EVM0020842.1
OG0012034	KUTeg_021948	EVM0023708.1
OG0012035	KUTeg_022541	EVM0007758.1
OG0012036	KUTeg_021722	EVM0006637.1
OG0012039	KUTeg_021819	EVM0000340.1
OG0012043	KUTeg_021791	EVM0016092.1
OG0012044	KUTeg_021912	EVM0013954.1
OG0012045	KUTeg_021911	EVM0000213.1
OG0012046	KUTeg_000006	EVM0022293.1
OG0012047	KUTeg_021810	EVM0020883.1
OG0012049	KUTeg_022096	EVM0008640.1
OG0012050	KUTeg_022097	EVM0011107.1
OG0012052	KUTeg_022094	EVM0013356.1
OG0012053	KUTeg_022087	EVM0004243.1
OG0012054	KUTeg_022088	EVM0010693.1
OG0012055	KUTeg_022089	EVM0004421.1
OG0012056	KUTeg_002390	EVM0017279.1
OG0012057	KUTeg_022475	EVM0020081.1
OG0012058	KUTeg_013640	EVM0013253.1
OG0012059	KUTeg_021424	EVM0001951.1
OG0012060	KUTeg_022478	EVM0010974.1
OG0012061	KUTeg_022477	EVM0011698.1
OG0012062	KUTeg_021425	EVM0022728.1
OG0012063	KUTeg_022330	EVM0007078.1
OG0012064	KUTeg_021896	EVM0021066.1
OG0012065	KUTeg_021421	EVM0022935.1
OG0012066	KUTeg_001243	EVM0011894.1
OG0012067	KUTeg_021427	EVM0011790.1
OG0012068	KUTeg_021428	EVM0019120.1
OG0012069	KUTeg_021422	EVM0018871.1
OG0012070	KUTeg_001825	EVM0019856.1
OG0012071	KUTeg_015635	EVM0018298.1
OG0012073	KUTeg_021878	EVM0009165.1
OG0012074	KUTeg_014027	EVM0004913.1
OG0012076	KUTeg_001294	EVM0020140.1
OG0012077	KUTeg_021757	EVM0004473.1
OG0012081	KUTeg_022046	EVM0011271.1
OG0012084	KUTeg_022349	EVM0020271.1
OG0012085	KUTeg_021930	EVM0008315.1
OG0012086	KUTeg_021928	EVM0014194.1
OG0012087	KUTeg_021493	EVM0014975.1
OG0012088	KUTeg_022235	EVM0008426.1
OG0012089	KUTeg_022238	EVM0006891.1
OG0012091	KUTeg_021741	EVM0003879.1
OG0012092	KUTeg_021740	EVM0017019.1
OG0012093	KUTeg_022277	EVM0005364.1
OG0012095	KUTeg_021736	EVM0008897.1
OG0012097	KUTeg_022233	EVM0021458.1
OG0012098	KUTeg_022214	EVM0000269.1
OG0012099	KUTeg_022211	EVM0010246.1
OG0012100	KUTeg_022210	EVM0009107.1
OG0012101	KUTeg_022157	EVM0009442.1
OG0012102	KUTeg_022153	EVM0002978.1
OG0012103	KUTeg_022155	EVM0002606.1
OG0012106	KUTeg_021715	EVM0016692.1
OG0012107	KUTeg_022413	EVM0013347.1
OG0012110	KUTeg_022179	EVM0005313.2
OG0012111	KUTeg_022180	EVM0014236.1
OG0012112	KUTeg_021534	EVM0003839.1
OG0012113	KUTeg_021778	EVM0000331.1
OG0012114	KUTeg_021779	EVM0010957.1
OG0012115	KUTeg_021776	EVM0023375.1
OG0012116	KUTeg_021775	EVM0020610.1
OG0012117	KUTeg_022392	EVM0011724.1
OG0012118	KUTeg_022244	EVM0003783.1
OG0012119	KUTeg_022245	EVM0002808.1
OG0012121	KUTeg_022502	EVM0013045.1
OG0012122	KUTeg_021710	EVM0016718.1
OG0012123	KUTeg_022411	EVM0019747.1
OG0012126	KUTeg_001844	EVM0001635.1
OG0012127	KUTeg_001843	EVM0017815.1
OG0012128	KUTeg_002635	EVM0011084.1
OG0012130	KUTeg_001281	EVM0008416.1
OG0012131	KUTeg_001881	EVM0016489.1
OG0012132	KUTeg_001833	EVM0011800.1
OG0012133	KUTeg_002245	EVM0010943.1
OG0012135	KUTeg_002250	EVM0012651.1
OG0012136	KUTeg_002072	EVM0000970.1
OG0012137	KUTeg_002071	EVM0023978.2
OG0012138	KUTeg_002064	EVM0013354.1
OG0012141	KUTeg_001618	EVM0010092.1
OG0012142	KUTeg_001619	EVM0003684.1
OG0012143	KUTeg_001617	EVM0017964.1
OG0012144	KUTeg_012817	EVM0022260.1
OG0012145	KUTeg_001625	EVM0000300.1
OG0012146	KUTeg_002255	EVM0004786.1
OG0012147	KUTeg_002253	EVM0022747.1
OG0012148	KUTeg_002259	EVM0017884.1
OG0012149	KUTeg_002258	EVM0009775.1
OG0012150	KUTeg_001456	EVM0021244.1
OG0012151	KUTeg_002572	EVM0021502.1
OG0012152	KUTeg_002573	EVM0015922.1
OG0012153	KUTeg_002054	EVM0015091.1
OG0012154	KUTeg_002055	EVM0013498.1
OG0012155	KUTeg_001351	EVM0004552.1
OG0012156	KUTeg_001804	EVM0019210.1
OG0012157	KUTeg_001803	EVM0023527.1
OG0012158	KUTeg_001797	EVM0010144.1
OG0012159	KUTeg_001784	EVM0018031.1
OG0012160	KUTeg_001445	EVM0009211.1
OG0012163	KUTeg_002440	EVM0010536.1
OG0012164	KUTeg_001926	EVM0022772.1
OG0012165	KUTeg_001921	EVM0002447.1
OG0012166	KUTeg_001920	EVM0014375.1
OG0012167	KUTeg_001776	EVM0016372.1
