Orthogroup	Tgra	Azeb
OG0010658	KUTeg_012963	mikado.HiC_scaffold_16.0G327.1
OG0010659	KUTeg_012964	mikado.HiC_scaffold_16.0G329.1
OG0010660	KUTeg_014329	mikado.HiC_scaffold_16.0G339.1
OG0010661	KUTeg_014191	mikado.HiC_scaffold_16.0G340.1
OG0010662	KUTeg_014184	mikado.HiC_scaffold_16.0G342.1
OG0010663	KUTeg_014183	mikado.HiC_scaffold_16.0G343.1
OG0010665	KUTeg_014186	mikado.HiC_scaffold_16.0G348.1
OG0010666	KUTeg_014377	mikado.HiC_scaffold_16.0G351.1
OG0010667	KUTeg_014376	mikado.HiC_scaffold_16.0G352.1
OG0010668	KUTeg_013916	mikado.HiC_scaffold_16.0G353.1
OG0010669	KUTeg_013917	mikado.HiC_scaffold_16.0G354.1
OG0010670	KUTeg_009182	mikado.HiC_scaffold_16.0G366.1
OG0010671	KUTeg_009189	mikado.HiC_scaffold_16.0G368.1
OG0010672	KUTeg_009174	mikado.HiC_scaffold_16.0G369.1
OG0010673	KUTeg_009175	mikado.HiC_scaffold_16.0G370.1
OG0010674	KUTeg_023619	mikado.HiC_scaffold_16.0G373.1
OG0010675	KUTeg_014959	mikado.HiC_scaffold_16.0G374.1
OG0010676	KUTeg_001241	mikado.HiC_scaffold_16.0G376.1
OG0010677	KUTeg_014860	mikado.HiC_scaffold_16.0G377.1
OG0010678	KUTeg_014859	mikado.HiC_scaffold_16.0G378.1
OG0010679	KUTeg_014326	mikado.HiC_scaffold_16.0G383.1
OG0010680	KUTeg_013731	mikado.HiC_scaffold_16.0G385.1
OG0010681	KUTeg_013724	mikado.HiC_scaffold_16.0G386.1
OG0010682	KUTeg_013055	mikado.HiC_scaffold_16.0G396.1
OG0010683	KUTeg_013056	mikado.HiC_scaffold_16.0G398.1
OG0010684	KUTeg_013057	mikado.HiC_scaffold_16.0G399.1
OG0010685	KUTeg_013053	mikado.HiC_scaffold_16.0G401.1
OG0010686	KUTeg_013054	mikado.HiC_scaffold_16.0G402.1
OG0010687	KUTeg_013059	mikado.HiC_scaffold_16.0G404.1
OG0010688	KUTeg_014187	mikado.HiC_scaffold_16.0G406.1
OG0010689	KUTeg_014185	mikado.HiC_scaffold_16.0G408.1
OG0010690	KUTeg_013913	mikado.HiC_scaffold_16.0G409.1
OG0010691	KUTeg_012904	mikado.HiC_scaffold_16.0G410.1
OG0010692	KUTeg_012882	mikado.HiC_scaffold_16.0G412.1
OG0010693	KUTeg_012881	mikado.HiC_scaffold_16.0G411.1
OG0010694	KUTeg_012888	mikado.HiC_scaffold_16.0G413.1
OG0010695	KUTeg_012887	mikado.HiC_scaffold_16.0G414.1
OG0010696	KUTeg_012886	mikado.HiC_scaffold_16.0G415.1
OG0010697	KUTeg_013499	mikado.HiC_scaffold_16.0G417.1
OG0010698	KUTeg_013502	mikado.HiC_scaffold_16.0G418.1
OG0010699	KUTeg_013504	mikado.HiC_scaffold_16.0G424.1
OG0010700	KUTeg_013505	mikado.HiC_scaffold_16.0G425.1
OG0010701	KUTeg_012927	mikado.HiC_scaffold_16.0G432.1
OG0010702	KUTeg_012922	mikado.HiC_scaffold_16.0G433.1
OG0010703	KUTeg_013934	mikado.HiC_scaffold_16.0G436.1
OG0010704	KUTeg_013933	mikado.HiC_scaffold_16.0G437.1
OG0010705	KUTeg_013937	mikado.HiC_scaffold_16.0G438.1
OG0010706	KUTeg_013343	mikado.HiC_scaffold_16.0G442.1
OG0010707	KUTeg_014407	mikado.HiC_scaffold_16.0G449.1
OG0010708	KUTeg_014408	mikado.HiC_scaffold_16.0G450.1
OG0010709	KUTeg_014460	mikado.HiC_scaffold_16.0G462.1
OG0010710	KUTeg_013317	mikado.HiC_scaffold_16.0G463.1
OG0010711	KUTeg_013391	mikado.HiC_scaffold_16.0G467.1
OG0010712	KUTeg_012893	mikado.HiC_scaffold_16.0G469.1
OG0010713	KUTeg_012894	mikado.HiC_scaffold_16.0G470.1
OG0010714	KUTeg_012890	mikado.HiC_scaffold_16.0G471.1
OG0010715	KUTeg_012891	mikado.HiC_scaffold_16.0G472.1
OG0010716	KUTeg_012892	mikado.HiC_scaffold_16.0G473.1
OG0010717	KUTeg_013300	mikado.HiC_scaffold_16.0G476.1
OG0010718	KUTeg_013301	mikado.HiC_scaffold_16.0G477.1
OG0010719	KUTeg_013720	mikado.HiC_scaffold_16.0G481.1
OG0010720	KUTeg_014473	mikado.HiC_scaffold_16.0G503.1
OG0010721	KUTeg_014471	mikado.HiC_scaffold_16.0G507.1
OG0010722	KUTeg_014470	mikado.HiC_scaffold_16.0G508.1
OG0010723	KUTeg_014469	mikado.HiC_scaffold_16.0G509.1
OG0010724	KUTeg_014468	mikado.HiC_scaffold_16.0G511.1
OG0010726	KUTeg_013253	mikado.HiC_scaffold_16.0G525.1
OG0010727	KUTeg_013251	mikado.HiC_scaffold_16.0G527.1
OG0010728	KUTeg_013248	mikado.HiC_scaffold_16.0G529.1
OG0010729	KUTeg_013249	mikado.HiC_scaffold_16.0G530.1
OG0010730	KUTeg_014357	mikado.HiC_scaffold_16.0G542.1, mikado.HiC_scaffold_16.0G548.1
OG0010732	KUTeg_013759	mikado.HiC_scaffold_16.0G554.1
OG0010733	KUTeg_013762	mikado.HiC_scaffold_16.0G557.1
OG0010734	KUTeg_013761	mikado.HiC_scaffold_16.0G558.1
OG0010735	KUTeg_013768	mikado.HiC_scaffold_16.0G559.1
OG0010736	KUTeg_014076	mikado.HiC_scaffold_16.0G573.1
OG0010737	KUTeg_020709	mikado.HiC_scaffold_16.0G574.1
OG0010738	KUTeg_012880	mikado.HiC_scaffold_16.0G591.1
OG0010739	KUTeg_013900	mikado.HiC_scaffold_16.0G592.1
OG0010740	KUTeg_013387	mikado.HiC_scaffold_16.0G593.1
OG0010741	KUTeg_013119	mikado.HiC_scaffold_16.0G596.1
OG0010742	KUTeg_013394	mikado.HiC_scaffold_16.0G598.1
OG0010743	KUTeg_013981	mikado.HiC_scaffold_16.0G599.1
OG0010744	KUTeg_013978	mikado.HiC_scaffold_16.0G600.1
OG0010745	KUTeg_013979	mikado.HiC_scaffold_16.0G605.1
OG0010746	KUTeg_014310	mikado.HiC_scaffold_16.0G606.1
OG0010747	KUTeg_013971	mikado.HiC_scaffold_16.0G609.1
OG0010748	KUTeg_014301	mikado.HiC_scaffold_16.0G611.1
OG0010749	KUTeg_014308	mikado.HiC_scaffold_16.0G612.1
OG0010750	KUTeg_014299	mikado.HiC_scaffold_16.0G617.1
OG0010751	KUTeg_014291	mikado.HiC_scaffold_16.0G618.1
OG0010752	KUTeg_013351	mikado.HiC_scaffold_16.0G623.1
OG0010753	KUTeg_013345	mikado.HiC_scaffold_16.0G624.1
OG0010754	KUTeg_013735	mikado.HiC_scaffold_16.0G641.1
OG0010755	KUTeg_013519	mikado.HiC_scaffold_16.0G643.1
OG0010756	KUTeg_013521	mikado.HiC_scaffold_16.0G646.1
OG0010757	KUTeg_013528	mikado.HiC_scaffold_16.0G647.1
OG0010758	KUTeg_012933	mikado.HiC_scaffold_16.0G649.1
OG0010759	KUTeg_012934	mikado.HiC_scaffold_16.0G650.1
OG0010760	KUTeg_012937	mikado.HiC_scaffold_16.0G651.1
OG0010761	KUTeg_014019	mikado.HiC_scaffold_16.0G652.1
OG0010762	KUTeg_013459	mikado.HiC_scaffold_16.0G659.1
OG0010763	KUTeg_013458	mikado.HiC_scaffold_16.0G660.1
OG0010764	KUTeg_013457	mikado.HiC_scaffold_16.0G661.1
OG0010765	KUTeg_013456	mikado.HiC_scaffold_16.0G662.1
OG0010766	KUTeg_013455	mikado.HiC_scaffold_16.0G663.1
OG0010767	KUTeg_013453	mikado.HiC_scaffold_16.0G667.1
OG0010769	KUTeg_013780	mikado.HiC_scaffold_16.0G677.1
OG0010770	KUTeg_013782	mikado.HiC_scaffold_16.0G680.1
OG0010771	KUTeg_014379	mikado.HiC_scaffold_16.0G685.1
OG0010772	KUTeg_014378	mikado.HiC_scaffold_16.0G686.1
OG0010773	KUTeg_014062	mikado.HiC_scaffold_16.0G688.1
OG0010774	KUTeg_014063	mikado.HiC_scaffold_16.0G689.1
OG0010775	KUTeg_014202	mikado.HiC_scaffold_16.0G692.1, mikado.HiC_scaffold_16.0G693.1
OG0010776	KUTeg_014060	mikado.HiC_scaffold_16.0G703.1
OG0010777	KUTeg_014061	mikado.HiC_scaffold_16.0G704.1
OG0010779	KUTeg_013423	mikado.HiC_scaffold_16.0G707.1
OG0010780	KUTeg_013414	mikado.HiC_scaffold_16.0G709.1
OG0010781	KUTeg_013419	mikado.HiC_scaffold_16.0G710.1
OG0010782	KUTeg_014436	mikado.HiC_scaffold_16.0G716.1
OG0010783	KUTeg_014008	mikado.HiC_scaffold_16.0G717.1
OG0010784	KUTeg_014010	mikado.HiC_scaffold_16.0G718.1
OG0010785	KUTeg_014004	mikado.HiC_scaffold_16.0G720.1
OG0010786	KUTeg_014006	mikado.HiC_scaffold_16.0G721.1
OG0010787	KUTeg_014012	mikado.HiC_scaffold_16.0G722.1
OG0010788	KUTeg_014013	mikado.HiC_scaffold_16.0G723.1
OG0010789	KUTeg_013006	mikado.HiC_scaffold_16.0G724.1
OG0010790	KUTeg_013001	mikado.HiC_scaffold_16.0G725.1
OG0010791	KUTeg_013000	mikado.HiC_scaffold_16.0G726.1
OG0010792	KUTeg_012999	mikado.HiC_scaffold_16.0G727.1
OG0010793	KUTeg_013007	mikado.HiC_scaffold_16.0G728.1
OG0010794	KUTeg_014397	mikado.HiC_scaffold_16.0G730.1
OG0010795	KUTeg_014340	mikado.HiC_scaffold_16.0G733.1
OG0010796	KUTeg_014298	mikado.HiC_scaffold_16.0G739.1
OG0010797	KUTeg_013707	mikado.HiC_scaffold_16.0G741.1
OG0010798	KUTeg_014295	mikado.HiC_scaffold_16.0G742.1
OG0010799	KUTeg_013279	mikado.HiC_scaffold_16.0G751.1
OG0010800	KUTeg_013284	mikado.HiC_scaffold_16.0G752.1
OG0010801	KUTeg_013285	mikado.HiC_scaffold_16.0G753.1
OG0010802	KUTeg_013282	mikado.HiC_scaffold_16.0G754.1
OG0010803	KUTeg_013283	mikado.HiC_scaffold_16.0G755.1
OG0010804	KUTeg_013897	mikado.HiC_scaffold_16.0G760.1
OG0010805	KUTeg_014204	mikado.HiC_scaffold_16.0G762.1
OG0010806	KUTeg_013766	mikado.HiC_scaffold_16.0G766.1
OG0010807	KUTeg_013713	mikado.HiC_scaffold_16.0G767.1
OG0010808	KUTeg_013877	mikado.HiC_scaffold_16.0G779.1
OG0010809	KUTeg_013874	mikado.HiC_scaffold_16.0G780.1
OG0010810	KUTeg_013875	mikado.HiC_scaffold_16.0G782.1
OG0010811	KUTeg_013872	mikado.HiC_scaffold_16.0G783.1
OG0010812	KUTeg_013873	mikado.HiC_scaffold_16.0G784.1
OG0010813	KUTeg_013870	mikado.HiC_scaffold_16.0G785.1
OG0010814	KUTeg_013234	mikado.HiC_scaffold_16.0G793.1
OG0010815	KUTeg_013235	mikado.HiC_scaffold_16.0G794.1
OG0010816	KUTeg_013232	mikado.HiC_scaffold_16.0G795.1
OG0010817	KUTeg_013237	mikado.HiC_scaffold_16.0G797.1
OG0010818	KUTeg_014276	mikado.HiC_scaffold_16.0G805.1
OG0010819	KUTeg_014270	mikado.HiC_scaffold_16.0G806.1
OG0010820	KUTeg_014272	mikado.HiC_scaffold_16.0G808.1
OG0010821	KUTeg_013265	mikado.HiC_scaffold_16.0G813.1
OG0010822	KUTeg_013609	mikado.HiC_scaffold_16.0G819.1
OG0010823	KUTeg_012994	mikado.HiC_scaffold_16.0G820.1
OG0010824	KUTeg_014209	mikado.HiC_scaffold_16.0G822.1
OG0010825	KUTeg_013214	mikado.HiC_scaffold_16.0G823.1
OG0010826	KUTeg_013215	mikado.HiC_scaffold_16.0G824.1
OG0010829	KUTeg_014075	mikado.HiC_scaffold_16.0G845.1
OG0010830	KUTeg_013903	mikado.HiC_scaffold_16.0G846.1
OG0010831	KUTeg_013316	mikado.HiC_scaffold_16.0G851.1
OG0010832	KUTeg_013314	mikado.HiC_scaffold_16.0G853.1
OG0010833	KUTeg_013462	mikado.HiC_scaffold_16.0G861.1
OG0010834	KUTeg_013636	mikado.HiC_scaffold_16.0G862.1
OG0010835	KUTeg_013304	mikado.HiC_scaffold_16.0G867.1
OG0010836	KUTeg_014233	mikado.HiC_scaffold_16.0G870.1
OG0010837	KUTeg_014232	mikado.HiC_scaffold_16.0G871.1
OG0010838	KUTeg_014231	mikado.HiC_scaffold_16.0G872.1
OG0010839	KUTeg_013654	mikado.HiC_scaffold_16.0G873.1
OG0010841	KUTeg_012900	mikado.HiC_scaffold_16.0G880.1
OG0010842	KUTeg_014098	mikado.HiC_scaffold_16.0G889.1
OG0010843	KUTeg_014101	mikado.HiC_scaffold_16.0G890.1
OG0010844	KUTeg_014100	mikado.HiC_scaffold_16.0G891.1
OG0010845	KUTeg_013585	mikado.HiC_scaffold_16.0G901.1
OG0010846	KUTeg_022344	mikado.HiC_scaffold_16.0G906.1
OG0010847	KUTeg_022465	mikado.HiC_scaffold_16.0G907.1
OG0010848	KUTeg_013584	mikado.HiC_scaffold_16.0G918.1
OG0010849	KUTeg_014441, KUTeg_013426	mikado.HiC_scaffold_16.0G937.1
OG0010850	KUTeg_014442, KUTeg_014437	mikado.HiC_scaffold_16.0G939.1
OG0010851	KUTeg_013867	mikado.HiC_scaffold_16.0G945.1, mikado.HiC_scaffold_16.0G945.2
OG0010852	KUTeg_013865	mikado.HiC_scaffold_16.0G948.1
OG0010853	KUTeg_013863	mikado.HiC_scaffold_16.0G950.1
OG0010854	KUTeg_013032	mikado.HiC_scaffold_16.0G955.1
OG0010855	KUTeg_013031	mikado.HiC_scaffold_16.0G957.1
OG0010856	KUTeg_013034	mikado.HiC_scaffold_16.0G958.1
OG0010857	KUTeg_013033	mikado.HiC_scaffold_16.0G960.1
OG0010858	KUTeg_013037	mikado.HiC_scaffold_16.0G964.1
OG0010859	KUTeg_013038	mikado.HiC_scaffold_16.0G966.1
OG0010860	KUTeg_013030	mikado.HiC_scaffold_16.0G970.1
OG0010861	KUTeg_013029	mikado.HiC_scaffold_16.0G972.1
OG0010862	KUTeg_012859	mikado.HiC_scaffold_16.0G973.1
OG0010863	KUTeg_012860	mikado.HiC_scaffold_16.0G975.1
OG0010864	KUTeg_012861	mikado.HiC_scaffold_16.0G976.1
OG0010865	KUTeg_013102	mikado.HiC_scaffold_16.0G984.1
OG0010866	KUTeg_014369	mikado.HiC_scaffold_16.0G987.1
OG0010867	KUTeg_012872	mikado.HiC_scaffold_16.0G992.1, mikado.HiC_scaffold_16.0G992.2
OG0010868	KUTeg_013307	mikado.HiC_scaffold_16.0G1010.1
OG0010869	KUTeg_013306	mikado.HiC_scaffold_16.0G1012.1
OG0010870	KUTeg_013312	mikado.HiC_scaffold_16.0G1015.1
OG0010871	KUTeg_014305	mikado.HiC_scaffold_16.0G1014.1
OG0010873	KUTeg_014057	mikado.HiC_scaffold_16.0G1020.1
OG0010874	KUTeg_014056	mikado.HiC_scaffold_16.0G1019.1
OG0010875	KUTeg_014058	mikado.HiC_scaffold_16.0G1022.1
OG0010876	KUTeg_013049	mikado.HiC_scaffold_16.0G1021.1
OG0010877	KUTeg_013107	mikado.HiC_scaffold_16.0G1031.1
OG0010878	KUTeg_013048	mikado.HiC_scaffold_16.0G1032.1
OG0010879	KUTeg_013046	mikado.HiC_scaffold_16.0G1033.1
OG0010880	KUTeg_013047	mikado.HiC_scaffold_16.0G1034.1
OG0010881	KUTeg_013668	mikado.HiC_scaffold_16.0G1036.1
OG0010882	KUTeg_013662	mikado.HiC_scaffold_16.0G1038.1
OG0010883	KUTeg_013660	mikado.HiC_scaffold_16.0G1040.1
OG0010884	KUTeg_014245	mikado.HiC_scaffold_16.0G1045.1
OG0010885	KUTeg_012951	mikado.HiC_scaffold_16.0G1055.1
OG0010887	KUTeg_012979, KUTeg_012981	mikado.HiC_scaffold_16.0G1058.1
OG0010888	KUTeg_012980, KUTeg_012982	mikado.HiC_scaffold_16.0G1060.1
OG0010889	KUTeg_013893, KUTeg_012986	mikado.HiC_scaffold_16.0G1063.1
OG0010890	KUTeg_013892	mikado.HiC_scaffold_16.0G1068.1, mikado.HiC_scaffold_16.0G1067.1
OG0010892	KUTeg_014360	mikado.HiC_scaffold_16.0G1074.1, mikado.HiC_scaffold_16.0G1078.1
OG0010893	KUTeg_014362	mikado.HiC_scaffold_16.0G1077.1, mikado.HiC_scaffold_16.0G1075.1
OG0010894	KUTeg_013370	mikado.HiC_scaffold_16.0G1083.1
OG0010895	KUTeg_013471	mikado.HiC_scaffold_16.0G1087.1
OG0010896	KUTeg_013473	mikado.HiC_scaffold_16.0G1088.1
OG0010897	KUTeg_013476	mikado.HiC_scaffold_16.0G1092.1
OG0010898	KUTeg_002906	mikado.HiC_scaffold_16.0G1105.1
OG0010900	KUTeg_002898	mikado.HiC_scaffold_16.0G1111.1
OG0010901	KUTeg_002903	mikado.HiC_scaffold_16.0G1114.1
OG0010902	KUTeg_002909	mikado.HiC_scaffold_16.0G1115.1
OG0010904	KUTeg_014227	mikado.HiC_scaffold_16.0G1128.1
OG0010905	KUTeg_013835, KUTeg_013842	mikado.HiC_scaffold_16.0G1143.1
OG0010906	KUTeg_013839, KUTeg_013837	mikado.HiC_scaffold_16.0G1144.1
OG0010907	KUTeg_013362	mikado.HiC_scaffold_16.0G1160.1
OG0010908	KUTeg_014265	mikado.HiC_scaffold_16.0G1162.1
OG0010909	KUTeg_014264	mikado.HiC_scaffold_16.0G1163.1
OG0010910	KUTeg_014263	mikado.HiC_scaffold_16.0G1164.1
OG0010911	KUTeg_013598	mikado.HiC_scaffold_16.0G1167.1
OG0010912	KUTeg_013602	mikado.HiC_scaffold_16.0G1181.1
OG0010913	KUTeg_013601	mikado.HiC_scaffold_16.0G1182.1
OG0010914	KUTeg_014372	mikado.HiC_scaffold_16.0G1185.1
OG0010915	KUTeg_014371	mikado.HiC_scaffold_16.0G1186.1
OG0010916	KUTeg_013381	mikado.HiC_scaffold_16.0G1187.1
OG0010917	KUTeg_013382	mikado.HiC_scaffold_16.0G1190.1
OG0010918	KUTeg_013379	mikado.HiC_scaffold_16.0G1189.1
OG0010919	KUTeg_013380	mikado.HiC_scaffold_16.0G1192.1
OG0010920	KUTeg_013383	mikado.HiC_scaffold_16.0G1194.1
OG0010921	KUTeg_013384	mikado.HiC_scaffold_16.0G1196.1
OG0010922	KUTeg_013964	mikado.HiC_scaffold_16.0G1200.1
OG0010923	KUTeg_013960	mikado.HiC_scaffold_16.0G1206.1
OG0010924	KUTeg_013959	mikado.HiC_scaffold_16.0G1211.1
OG0010926	KUTeg_013954	mikado.HiC_scaffold_16.0G1217.1
OG0010927	KUTeg_012866	mikado.HiC_scaffold_16.0G1221.1
OG0010928	KUTeg_012867	mikado.HiC_scaffold_16.0G1220.1
OG0010929	KUTeg_012868	mikado.HiC_scaffold_16.0G1222.1
OG0010930	KUTeg_013484	mikado.HiC_scaffold_16.0G1223.1
OG0010931	KUTeg_013483	mikado.HiC_scaffold_16.0G1224.1
OG0010932	KUTeg_013481	mikado.HiC_scaffold_16.0G1226.1
OG0010933	KUTeg_013488	mikado.HiC_scaffold_16.0G1227.1
OG0010934	KUTeg_014088	mikado.HiC_scaffold_16.0G1234.1
OG0010935	KUTeg_014087	mikado.HiC_scaffold_16.0G1235.1
OG0010936	KUTeg_013180	mikado.HiC_scaffold_16.0G1247.1
OG0010937	KUTeg_012915	mikado.HiC_scaffold_16.0G1248.1
OG0010938	KUTeg_012914	mikado.HiC_scaffold_16.0G1249.1
OG0010939	KUTeg_012918	mikado.HiC_scaffold_16.0G1252.1
OG0010940	KUTeg_013541	mikado.HiC_scaffold_16.0G1259.1
OG0010942	KUTeg_013928	mikado.HiC_scaffold_16.0G1269.1
OG0010943	KUTeg_014074	mikado.HiC_scaffold_16.0G1270.1
OG0010944	KUTeg_013489	mikado.HiC_scaffold_16.0G1278.1
OG0010945	KUTeg_013485	mikado.HiC_scaffold_16.0G1279.1
OG0010946	KUTeg_013487	mikado.HiC_scaffold_16.0G1291.1
OG0010947	KUTeg_014082	mikado.HiC_scaffold_16.0G1292.1
OG0010949	KUTeg_014383	mikado.HiC_scaffold_16.0G1298.1
OG0010950	KUTeg_013792	mikado.HiC_scaffold_16.0G1299.1
OG0010951	KUTeg_013677	mikado.HiC_scaffold_16.0G1312.1
OG0010952	KUTeg_014251, KUTeg_013062	mikado.HiC_scaffold_16.0G1313.1
OG0010953	KUTeg_014065	mikado.HiC_scaffold_16.0G1315.1
OG0010954	KUTeg_014064	mikado.HiC_scaffold_16.0G1316.1
OG0010957	KUTeg_013247	mikado.HiC_scaffold_16.0G1336.1
OG0010959	KUTeg_014255	mikado.HiC_scaffold_16.0G1343.1
OG0010960	KUTeg_013241	mikado.HiC_scaffold_16.0G1345.1
OG0010961	KUTeg_013708	mikado.HiC_scaffold_16.0G1356.1
OG0010962	KUTeg_013114	mikado.HiC_scaffold_16.0G1357.1
OG0010964	KUTeg_014109	mikado.HiC_scaffold_16.0G1361.1
OG0010965	KUTeg_014106	mikado.HiC_scaffold_16.0G1362.1
OG0010966	KUTeg_014104	mikado.HiC_scaffold_16.0G1363.1
OG0010967	KUTeg_013109	mikado.HiC_scaffold_16.0G1364.1
OG0010968	KUTeg_014113	mikado.HiC_scaffold_16.0G1367.1
OG0010969	KUTeg_014112	mikado.HiC_scaffold_16.0G1368.1
OG0010970	KUTeg_008375	mikado.HiC_scaffold_16.0G1372.1
OG0010971	KUTeg_013533	mikado.HiC_scaffold_16.0G1373.1
OG0010972	KUTeg_013704	mikado.HiC_scaffold_16.0G1374.1
OG0010973	KUTeg_013225	mikado.HiC_scaffold_16.0G1388.1, mikado.HiC_scaffold_16.0G1389.1
OG0010974	KUTeg_017231	mikado.HiC_scaffold_16.0G1396.1
OG0010975	KUTeg_012943	mikado.HiC_scaffold_16.0G1402.1
OG0010976	KUTeg_012945	mikado.HiC_scaffold_16.0G1404.1
OG0010977	KUTeg_012939	mikado.HiC_scaffold_16.0G1405.1
OG0010979	KUTeg_013540	mikado.HiC_scaffold_16.0G1412.1
OG0010980	KUTeg_013510	mikado.HiC_scaffold_16.0G1416.2, mikado.HiC_scaffold_16.0G1416.1
OG0010981	KUTeg_013072	mikado.HiC_scaffold_16.0G1428.1
OG0010982	KUTeg_013071	mikado.HiC_scaffold_16.0G1429.1
OG0010983	KUTeg_013546	mikado.HiC_scaffold_16.0G1431.1
OG0010984	KUTeg_012948	mikado.HiC_scaffold_16.0G1432.1
OG0010985	KUTeg_013402, KUTeg_013406	mikado.HiC_scaffold_16.0G1436.1
OG0010986	KUTeg_013838	mikado.HiC_scaffold_16.0G1437.1
OG0010987	KUTeg_013834	mikado.HiC_scaffold_16.0G1438.1
OG0010988	KUTeg_013656	mikado.HiC_scaffold_16.0G1449.1
OG0010989	KUTeg_013650	mikado.HiC_scaffold_16.0G1450.1
OG0010990	KUTeg_013726	mikado.HiC_scaffold_16.0G1453.1
OG0010991	KUTeg_013727	mikado.HiC_scaffold_16.0G1454.1
OG0010992	KUTeg_014373	mikado.HiC_scaffold_16.0G1475.1
OG0010993	KUTeg_014374	mikado.HiC_scaffold_16.0G1474.1
OG0010994	KUTeg_012957	mikado.HiC_scaffold_16.0G1476.1
OG0010995	KUTeg_013576	mikado.HiC_scaffold_16.0G1480.1
OG0010996	KUTeg_013982	mikado.HiC_scaffold_16.0G1490.1
OG0010998	KUTeg_013987	mikado.HiC_scaffold_16.0G1494.1
OG0010999	KUTeg_013986	mikado.HiC_scaffold_16.0G1496.1
OG0011000	KUTeg_013989	mikado.HiC_scaffold_16.0G1501.1
OG0011001	KUTeg_013295	mikado.HiC_scaffold_16.0G1506.1
OG0011002	KUTeg_013292	mikado.HiC_scaffold_16.0G1507.1
OG0011003	KUTeg_014240	mikado.HiC_scaffold_16.0G1510.1
OG0011004	KUTeg_012879	mikado.HiC_scaffold_16.0G1518.1
OG0011006	KUTeg_014403	mikado.HiC_scaffold_16.0G1525.1
OG0011007	KUTeg_014401	mikado.HiC_scaffold_16.0G1528.1
OG0011008	KUTeg_014212	mikado.HiC_scaffold_16.0G1531.1
OG0011009	KUTeg_014207	mikado.HiC_scaffold_16.0G1543.1
OG0011010	KUTeg_013211	mikado.HiC_scaffold_16.0G1545.1
OG0011011	KUTeg_013464	mikado.HiC_scaffold_16.0G1553.1
OG0011013	KUTeg_000876, KUTeg_013466	mikado.HiC_scaffold_16.0G1559.1
OG0011014	KUTeg_014032	mikado.HiC_scaffold_16.0G1565.1
OG0011015	KUTeg_014033	mikado.HiC_scaffold_16.0G1566.1
OG0011016	KUTeg_014026	mikado.HiC_scaffold_16.0G1568.1
OG0011017	KUTeg_013797	mikado.HiC_scaffold_16.0G1570.1
OG0011019	KUTeg_013798	mikado.HiC_scaffold_16.0G1572.1
OG0011020	KUTeg_013449	mikado.HiC_scaffold_16.0G1580.1
OG0011021	KUTeg_013221	mikado.HiC_scaffold_16.0G1581.1
OG0011022	KUTeg_013828	mikado.HiC_scaffold_16.0G1582.1
OG0011023	KUTeg_013813	mikado.HiC_scaffold_16.0G1590.1
OG0011024	KUTeg_013832	mikado.HiC_scaffold_16.0G1596.1
OG0011025	KUTeg_013643	mikado.HiC_scaffold_16.0G1598.1
OG0011026	KUTeg_013644	mikado.HiC_scaffold_16.0G1597.1
OG0011027	KUTeg_013642	mikado.HiC_scaffold_16.0G1601.1
OG0011028	KUTeg_013645	mikado.HiC_scaffold_16.0G1604.1
OG0011029	KUTeg_013646	mikado.HiC_scaffold_16.0G1605.1
OG0011031	KUTeg_014452	mikado.HiC_scaffold_16.0G1609.1
OG0011032	KUTeg_013605	mikado.HiC_scaffold_16.0G1625.1
OG0011033	KUTeg_013600	mikado.HiC_scaffold_16.0G1628.1
OG0011034	KUTeg_013599	mikado.HiC_scaffold_16.0G1629.1
OG0011035	KUTeg_012954	mikado.HiC_scaffold_16.0G1631.1
OG0011036	KUTeg_012851	mikado.HiC_scaffold_16.0G1636.1
OG0011037	KUTeg_012853	mikado.HiC_scaffold_16.0G1640.1
OG0011038	KUTeg_014043	mikado.HiC_scaffold_16.0G1643.1
OG0011039	KUTeg_014042	mikado.HiC_scaffold_16.0G1645.1
OG0011040	KUTeg_014041	mikado.HiC_scaffold_16.0G1644.1
OG0011041	KUTeg_014040	mikado.HiC_scaffold_16.0G1646.1
OG0011042	KUTeg_014226	mikado.HiC_scaffold_16.0G1648.1
OG0011043	KUTeg_014219	mikado.HiC_scaffold_16.0G1649.1
OG0011044	KUTeg_014220	mikado.HiC_scaffold_16.0G1651.1
OG0011045	KUTeg_014217	mikado.HiC_scaffold_16.0G1652.1
OG0011046	KUTeg_014218	mikado.HiC_scaffold_16.0G1653.1
OG0011047	KUTeg_014223	mikado.HiC_scaffold_16.0G1654.1
OG0011048	KUTeg_014224	mikado.HiC_scaffold_16.0G1655.1
OG0011049	KUTeg_014221	mikado.HiC_scaffold_16.0G1656.1
OG0011050	KUTeg_014222	mikado.HiC_scaffold_16.0G1657.1
OG0011051	KUTeg_012865	mikado.HiC_scaffold_16.0G1669.1
OG0011052	KUTeg_013124	mikado.HiC_scaffold_16.0G1670.1
OG0011053	KUTeg_013298	mikado.HiC_scaffold_16.0G1673.1
OG0011054	KUTeg_013120	mikado.HiC_scaffold_16.0G1677.1
OG0011055	KUTeg_013994	mikado.HiC_scaffold_16.0G1686.1
OG0011056	KUTeg_014001	mikado.HiC_scaffold_16.0G1687.1
OG0011057	KUTeg_014000	mikado.HiC_scaffold_16.0G1688.1
OG0011058	KUTeg_014002	mikado.HiC_scaffold_16.0G1690.1
