0_0: Azeb-opn5a
2_13078: KUTeg_012792
2_13079: KUTeg_011520
2_13080: KUTeg_011518
2_13081: KUTeg_011516
2_13082: KUTeg_011517
2_13083: KUTeg_011515
2_13084: KUTeg_011511
2_13085: KUTeg_011513
2_13086: KUTeg_011506
2_13087: KUTeg_011507
2_13088: KUTeg_011509
2_13089: KUTeg_011510
2_13090: KUTeg_011503
2_13091: KUTeg_011504
2_13092: KUTeg_011505
2_13093: KUTeg_011502
2_13094: KUTeg_011501
2_13095: KUTeg_011500
2_13096: KUTeg_011498
2_13097: KUTeg_011499
2_13098: KUTeg_011495
2_13099: KUTeg_011493
2_13100: KUTeg_011492
2_13101: KUTeg_011491
2_13102: KUTeg_011485
2_13103: KUTeg_011486
2_13104: KUTeg_011487
2_13105: KUTeg_011488
2_13106: KUTeg_011489
2_13107: KUTeg_011490
2_13108: KUTeg_011483
2_13109: KUTeg_011480
2_13110: KUTeg_011481
2_13111: KUTeg_011482
2_13112: KUTeg_011479
2_13113: KUTeg_011478
2_13114: KUTeg_011477
2_13115: KUTeg_011473
2_13116: KUTeg_011475
2_13117: KUTeg_011476
2_13118: KUTeg_011471
2_13119: KUTeg_011472
2_13120: KUTeg_011470
2_13121: KUTeg_011464
2_13122: KUTeg_011465
2_13123: KUTeg_011467
2_13124: KUTeg_011468
2_13125: KUTeg_011430
2_13126: KUTeg_011431
2_13127: KUTeg_011432
2_13128: KUTeg_011433
2_13129: KUTeg_011434
2_13130: KUTeg_011435
2_13131: KUTeg_011436
2_13132: KUTeg_011437
2_13133: KUTeg_011438
2_13134: KUTeg_011439
2_13135: KUTeg_011440
2_13136: KUTeg_011441
2_13137: KUTeg_011442
2_13138: KUTeg_011443
2_13139: KUTeg_011445
2_13140: KUTeg_011446
2_13141: KUTeg_011447
2_13142: KUTeg_011448
2_13143: KUTeg_011449
2_13144: KUTeg_011450
2_13145: KUTeg_011451
2_13146: KUTeg_011452
2_13147: KUTeg_011453
2_13148: KUTeg_011454
2_13149: KUTeg_011455
2_13150: KUTeg_011456
2_13151: KUTeg_011457
2_13152: KUTeg_011458
2_13153: KUTeg_011460
2_13154: KUTeg_011461
2_13155: KUTeg_011463
2_13156: KUTeg_011429
2_13157: KUTeg_011428
2_13158: KUTeg_011423
2_13159: KUTeg_011424
2_13160: KUTeg_011425
2_13161: KUTeg_011426
2_13162: KUTeg_011422
2_13163: KUTeg_011421
2_13164: KUTeg_011412
2_13165: KUTeg_011413
2_13166: KUTeg_011414
2_13167: KUTeg_011415
2_13168: KUTeg_011416
2_13169: KUTeg_011417
2_13170: KUTeg_011418
2_13171: KUTeg_011419
2_13172: KUTeg_011420
2_13173: KUTeg_011409
2_13174: KUTeg_011410
2_13175: KUTeg_011406
2_13176: KUTeg_011407
2_13177: KUTeg_011405
2_13178: KUTeg_011402
2_13179: KUTeg_011404
2_13180: KUTeg_011397
2_13181: KUTeg_011398
2_13182: KUTeg_011399
2_13183: KUTeg_011400
2_13184: KUTeg_011401
2_13185: KUTeg_011395
2_13186: KUTeg_011393
2_13187: KUTeg_011390
2_13188: KUTeg_011389
2_13189: KUTeg_011388
2_13190: KUTeg_011376
2_13191: KUTeg_011377
2_13192: KUTeg_011378
2_13193: KUTeg_011379
2_13194: KUTeg_011380
2_13195: KUTeg_011381
2_13196: KUTeg_011382
2_13197: KUTeg_011383
2_13198: KUTeg_011384
2_13199: KUTeg_011385
2_13200: KUTeg_011386
2_13201: KUTeg_011387
2_13202: KUTeg_011373
2_13203: KUTeg_011374
2_13204: KUTeg_011375
2_13205: KUTeg_011372
2_13206: KUTeg_011371
2_13207: KUTeg_011369
2_13208: KUTeg_011370
2_13209: KUTeg_011366
2_13210: KUTeg_011367
2_13211: KUTeg_011368
2_13212: KUTeg_011365
2_13213: KUTeg_011364
2_13214: KUTeg_011362
2_13215: KUTeg_011363
2_13216: KUTeg_011361
2_13217: KUTeg_011360
2_13218: KUTeg_011358
2_13219: KUTeg_011359
2_13220: KUTeg_011357
2_13221: KUTeg_011354
2_13222: KUTeg_011355
2_13223: KUTeg_011356
2_13224: KUTeg_011353
2_13225: KUTeg_011347
2_13226: KUTeg_011348
2_13227: KUTeg_011349
2_13228: KUTeg_011350
2_13229: KUTeg_011351
2_13230: KUTeg_011352
2_13231: KUTeg_011344
2_13232: KUTeg_011345
2_13233: KUTeg_011343
2_13234: KUTeg_011341
2_13235: KUTeg_011342
2_13236: KUTeg_011340
2_13237: KUTeg_011339
2_13238: KUTeg_011338
2_13239: KUTeg_011336
2_13240: KUTeg_011337
2_13241: KUTeg_011335
2_13242: KUTeg_011334
2_13243: KUTeg_011331
2_13244: KUTeg_011329
2_13245: KUTeg_011328
2_13246: KUTeg_011322
2_13247: KUTeg_011324
2_13248: KUTeg_011325
2_13249: KUTeg_011321
2_13250: KUTeg_011320
2_13251: KUTeg_011315
2_13252: KUTeg_011317
2_13253: KUTeg_011319
2_13254: KUTeg_011312
2_13255: KUTeg_011313
2_13256: KUTeg_011314
2_13257: KUTeg_011311
2_13258: KUTeg_011302
2_13259: KUTeg_011303
2_13260: KUTeg_011304
2_13261: KUTeg_011306
2_13262: KUTeg_011307
2_13263: KUTeg_011308
2_13264: KUTeg_011309
2_13265: KUTeg_011301
2_13266: KUTeg_011299
2_13267: KUTeg_011298
2_13268: KUTeg_011290
2_13269: KUTeg_011291
2_13270: KUTeg_011292
2_13271: KUTeg_011293
2_13272: KUTeg_011294
2_13273: KUTeg_011295
2_13274: KUTeg_011296
2_13275: KUTeg_011297
2_13276: KUTeg_011288
2_13277: KUTeg_011285
2_13278: KUTeg_011286
2_13279: KUTeg_011287
2_13280: KUTeg_011284
2_13281: KUTeg_011282
2_13282: KUTeg_011280
2_13283: KUTeg_011281
2_13284: KUTeg_011270
2_13285: KUTeg_011271
2_13286: KUTeg_011272
2_13287: KUTeg_011273
2_13288: KUTeg_011274
2_13289: KUTeg_011275
2_13290: KUTeg_011277
2_13291: KUTeg_011278
2_13292: KUTeg_011279
2_13293: KUTeg_011269
2_13294: KUTeg_011264
2_13295: KUTeg_011265
2_13296: KUTeg_011266
2_13297: KUTeg_011267
2_13298: KUTeg_011268
2_13299: KUTeg_011262
2_13300: KUTeg_011263
2_13301: KUTeg_011261
2_13302: KUTeg_011251
2_13303: KUTeg_011252
2_13304: KUTeg_011253
2_13305: KUTeg_011254
2_13306: KUTeg_011255
2_13307: KUTeg_011256
2_13308: KUTeg_011257
2_13309: KUTeg_011258
2_13310: KUTeg_011259
2_13311: KUTeg_011260
2_13312: KUTeg_011248
2_13313: KUTeg_011249
2_13314: KUTeg_011250
2_13315: KUTeg_011247
2_13316: KUTeg_011246
2_13317: KUTeg_011243
2_13318: KUTeg_011244
2_13319: KUTeg_011245
2_13320: KUTeg_011234
2_13321: KUTeg_011235
2_13322: KUTeg_011236
2_13323: KUTeg_011237
2_13324: KUTeg_011238
2_13325: KUTeg_011239
2_13326: KUTeg_011240
2_13327: KUTeg_011241
2_13328: KUTeg_011242
2_13329: KUTeg_011233
2_13330: KUTeg_011232
2_13331: KUTeg_011229
2_13332: KUTeg_011230
2_13333: KUTeg_011227
2_13334: KUTeg_011228
2_13335: KUTeg_011225
2_13336: KUTeg_011226
2_13337: KUTeg_011224
2_13338: KUTeg_011223
2_13339: KUTeg_011222
2_13340: KUTeg_011221
2_13341: KUTeg_011219
2_13342: KUTeg_011217
2_13343: KUTeg_011218
2_13344: KUTeg_011212
2_13345: KUTeg_011213
2_13346: KUTeg_011214
2_13347: KUTeg_011215
2_13348: KUTeg_011194
2_13349: KUTeg_011195
2_13350: KUTeg_011196
2_13351: KUTeg_011197
2_13352: KUTeg_011198
2_13353: KUTeg_011199
2_13354: KUTeg_011200
2_13355: KUTeg_011202
2_13356: KUTeg_011203
2_13357: KUTeg_011204
2_13358: KUTeg_011205
2_13359: KUTeg_011206
2_13360: KUTeg_011207
2_13361: KUTeg_011208
2_13362: KUTeg_011209
2_13363: KUTeg_011190
2_13364: KUTeg_011191
2_13365: KUTeg_011192
2_13366: KUTeg_011193
2_13367: KUTeg_011189
2_13368: KUTeg_011184
2_13369: KUTeg_011185
2_13370: KUTeg_011186
2_13371: KUTeg_011187
2_13372: KUTeg_011188
2_13373: KUTeg_011183
2_13374: KUTeg_011181
2_13375: KUTeg_011182
2_13376: KUTeg_011178
2_13377: KUTeg_011179
2_13378: KUTeg_011180
2_13379: KUTeg_011176
2_13380: KUTeg_011175
2_13381: KUTeg_011170
2_13382: KUTeg_011171
2_13383: KUTeg_011172
2_13384: KUTeg_011174
2_13385: KUTeg_011165
2_13386: KUTeg_011166
2_13387: KUTeg_011167
2_13388: KUTeg_011168
2_13389: KUTeg_011161
2_13390: KUTeg_011162
2_13391: KUTeg_011163
2_13392: KUTeg_011164
2_13393: KUTeg_011160
2_13394: KUTeg_011157
2_13395: KUTeg_011158
2_13396: KUTeg_011153
2_13397: KUTeg_011154
2_13398: KUTeg_011155
2_13399: KUTeg_011156
2_13400: KUTeg_011148
2_13401: KUTeg_011149
2_13402: KUTeg_011150
2_13403: KUTeg_011152
2_13404: KUTeg_011144
2_13405: KUTeg_011145
2_13406: KUTeg_011142
2_13407: KUTeg_011141
2_13408: KUTeg_011139
2_13409: KUTeg_011138
2_13410: KUTeg_011137
2_13411: KUTeg_011132
2_13412: KUTeg_011133
2_13413: KUTeg_011134
2_13414: KUTeg_011135
2_13415: KUTeg_011136
2_13416: KUTeg_011129
2_13417: KUTeg_011130
2_13418: KUTeg_011131
2_13419: KUTeg_011128
2_13420: KUTeg_010676
2_13421: KUTeg_010677
2_13422: KUTeg_010678
2_13423: KUTeg_010679
2_13424: KUTeg_010680
2_13425: KUTeg_010681
2_13426: KUTeg_010682
2_13427: KUTeg_010683
2_13428: KUTeg_010684
2_13429: KUTeg_010685
2_13430: KUTeg_010686
2_13431: KUTeg_010687
2_13432: KUTeg_010688
2_13433: KUTeg_010689
2_13434: KUTeg_010690
2_13435: KUTeg_010691
2_13436: KUTeg_010692
2_13437: KUTeg_010693
2_13438: KUTeg_010694
2_13439: KUTeg_010695
2_13440: KUTeg_010696
2_13441: KUTeg_010697
2_13442: KUTeg_010698
2_13443: KUTeg_010699
2_13444: KUTeg_010700
2_13445: KUTeg_010701
2_13446: KUTeg_010702
2_13447: KUTeg_010703
2_13448: KUTeg_010704
2_13449: KUTeg_010705
2_13450: KUTeg_010706
2_13451: KUTeg_010707
2_13452: KUTeg_010708
2_13453: KUTeg_010709
2_13454: KUTeg_010710
2_13455: KUTeg_010712
2_13456: KUTeg_010713
2_13457: KUTeg_010714
2_13458: KUTeg_010715
2_13459: KUTeg_010716
2_13460: KUTeg_010717
2_13461: KUTeg_010718
2_13462: KUTeg_010719
2_13463: KUTeg_010720
2_13464: KUTeg_010721
2_13465: KUTeg_010722
2_13466: KUTeg_010723
2_13467: KUTeg_010724
2_13468: KUTeg_010725
2_13469: KUTeg_010726
2_13470: KUTeg_010727
2_13471: KUTeg_010728
2_13472: KUTeg_010729
2_13473: KUTeg_010730
2_13474: KUTeg_010731
2_13475: KUTeg_010732
2_13476: KUTeg_010733
2_13477: KUTeg_010734
2_13478: KUTeg_010735
2_13479: KUTeg_010736
2_13480: KUTeg_010737
2_13481: KUTeg_010738
2_13482: KUTeg_010739
2_13483: KUTeg_010740
2_13484: KUTeg_010741
2_13485: KUTeg_010742
2_13486: KUTeg_010743
2_13487: KUTeg_010744
2_13488: KUTeg_010745
2_13489: KUTeg_010746
2_13490: KUTeg_010747
2_13491: KUTeg_010748
2_13492: KUTeg_010749
2_13493: KUTeg_010750
2_13494: KUTeg_010751
2_13495: KUTeg_010752
2_13496: KUTeg_010753
2_13497: KUTeg_010754
2_13498: KUTeg_010755
2_13499: KUTeg_010756
2_13500: KUTeg_010757
2_13501: KUTeg_010758
2_13502: KUTeg_010759
2_13503: KUTeg_010760
2_13504: KUTeg_010761
2_13505: KUTeg_010762
2_13506: KUTeg_010763
2_13507: KUTeg_010764
2_13508: KUTeg_010765
2_13509: KUTeg_010766
2_13510: KUTeg_010767
2_13511: KUTeg_010769
2_13512: KUTeg_010770
2_13513: KUTeg_010771
2_13514: KUTeg_010772
2_13515: KUTeg_010773
2_13516: KUTeg_010774
2_13517: KUTeg_010775
2_13518: KUTeg_010776
2_13519: KUTeg_010777
2_13520: KUTeg_010778
2_13521: KUTeg_010779
2_13522: KUTeg_010781
2_13523: KUTeg_010782
2_13524: KUTeg_010783
2_13525: KUTeg_010785
2_13526: KUTeg_010786
2_13527: KUTeg_010787
2_13528: KUTeg_010788
2_13529: KUTeg_010789
2_13530: KUTeg_010790
2_13531: KUTeg_010791
2_13532: KUTeg_010792
2_13533: KUTeg_010793
2_13534: KUTeg_010794
2_13535: KUTeg_010795
2_13536: KUTeg_010796
2_13537: KUTeg_010797
2_13538: KUTeg_010798
2_13539: KUTeg_010799
2_13540: KUTeg_010800
2_13541: KUTeg_010801
2_13542: KUTeg_010802
2_13543: KUTeg_010803
2_13544: KUTeg_010804
2_13545: KUTeg_010805
2_13546: KUTeg_010806
2_13547: KUTeg_010807
2_13548: KUTeg_010808
2_13549: KUTeg_010809
2_13550: KUTeg_010810
2_13551: KUTeg_010811
2_13552: KUTeg_010812
2_13553: KUTeg_010813
2_13554: KUTeg_010814
2_13555: KUTeg_010815
2_13556: KUTeg_010816
2_13557: KUTeg_010817
2_13558: KUTeg_010818
2_13559: KUTeg_010819
2_13560: KUTeg_010820
2_13561: KUTeg_010821
2_13562: KUTeg_010822
2_13563: KUTeg_010823
2_13564: KUTeg_010825
2_13565: KUTeg_010826
2_13566: KUTeg_010827
2_13567: KUTeg_010828
2_13568: KUTeg_010829
2_13569: KUTeg_010830
2_13570: KUTeg_010831
2_13571: KUTeg_010832
2_13572: KUTeg_010833
2_13573: KUTeg_010834
2_13574: KUTeg_010835
2_13575: KUTeg_010836
2_13576: KUTeg_010838
2_13577: KUTeg_010839
2_13578: KUTeg_010840
2_13579: KUTeg_010841
2_13580: KUTeg_010842
2_13581: KUTeg_010843
2_13582: KUTeg_010844
2_13583: KUTeg_010845
2_13584: KUTeg_010846
2_13585: KUTeg_010847
2_13586: KUTeg_010848
2_13587: KUTeg_010849
2_13588: KUTeg_010850
2_13589: KUTeg_010851
2_13590: KUTeg_010852
2_13591: KUTeg_010853
2_13592: KUTeg_010854
2_13593: KUTeg_010855
2_13594: KUTeg_010856
2_13595: KUTeg_010857
2_13596: KUTeg_010858
2_13597: KUTeg_010859
2_13598: KUTeg_010860
2_13599: KUTeg_010861
2_13600: KUTeg_010862
2_13601: KUTeg_010863
2_13602: KUTeg_010864
2_13603: KUTeg_010865
2_13604: KUTeg_010866
2_13605: KUTeg_010867
2_13606: KUTeg_010868
2_13607: KUTeg_010870
2_13608: KUTeg_010871
2_13609: KUTeg_010873
2_13610: KUTeg_010874
2_13611: KUTeg_010875
2_13612: KUTeg_010876
2_13613: KUTeg_010877
2_13614: KUTeg_010879
2_13615: KUTeg_010880
2_13616: KUTeg_010881
2_13617: KUTeg_010882
2_13618: KUTeg_010883
2_13619: KUTeg_010884
2_13620: KUTeg_010885
2_13621: KUTeg_010886
2_13622: KUTeg_010887
2_13623: KUTeg_010888
2_13624: KUTeg_010889
2_13625: KUTeg_010890
2_13626: KUTeg_010891
2_13627: KUTeg_010892
2_13628: KUTeg_010893
2_13629: KUTeg_010894
2_13630: KUTeg_010895
2_13631: KUTeg_010896
2_13632: KUTeg_010897
2_13633: KUTeg_010898
2_13634: KUTeg_010899
2_13635: KUTeg_010900
2_13636: KUTeg_010901
2_13637: KUTeg_010902
2_13638: KUTeg_010903
2_13639: KUTeg_010904
2_13640: KUTeg_010905
2_13641: KUTeg_010906
2_13642: KUTeg_010907
2_13643: KUTeg_010908
2_13644: KUTeg_010909
2_13645: KUTeg_010910
2_13646: KUTeg_010911
2_13647: KUTeg_010912
2_13648: KUTeg_010913
2_13649: KUTeg_010914
2_13650: KUTeg_010915
2_13651: KUTeg_010916
2_13652: KUTeg_010917
2_13653: KUTeg_010918
2_13654: KUTeg_010919
2_13655: KUTeg_010920
2_13656: KUTeg_010921
2_13657: KUTeg_010922
2_13658: KUTeg_010923
2_13659: KUTeg_010924
2_13660: KUTeg_010925
2_13661: KUTeg_010926
2_13662: KUTeg_010927
2_13663: KUTeg_010928
2_13664: KUTeg_010929
2_13665: KUTeg_010930
2_13666: KUTeg_010931
2_13667: KUTeg_010932
2_13668: KUTeg_010933
2_13669: KUTeg_010934
2_13670: KUTeg_010935
2_13671: KUTeg_010936
2_13672: KUTeg_010937
2_13673: KUTeg_010938
2_13674: KUTeg_010939
2_13675: KUTeg_010940
2_13676: KUTeg_010941
2_13677: KUTeg_010942
2_13678: KUTeg_010943
2_13679: KUTeg_010944
2_13680: KUTeg_010945
2_13681: KUTeg_010946
2_13682: KUTeg_010947
2_13683: KUTeg_010948
2_13684: KUTeg_010949
2_13685: KUTeg_010950
2_13686: KUTeg_010951
2_13687: KUTeg_010952
2_13688: KUTeg_010953
2_13689: KUTeg_010954
2_13690: KUTeg_010955
2_13691: KUTeg_010957
2_13692: KUTeg_010958
2_13693: KUTeg_010959
2_13694: KUTeg_010960
2_13695: KUTeg_010961
2_13696: KUTeg_010962
2_13697: KUTeg_010963
2_13698: KUTeg_010964
2_13699: KUTeg_010965
2_13700: KUTeg_010966
2_13701: KUTeg_010967
2_13702: KUTeg_010968
2_13703: KUTeg_010970
2_13704: KUTeg_010971
2_13705: KUTeg_010972
2_13706: KUTeg_010973
2_13707: KUTeg_010974
2_13708: KUTeg_010975
2_13709: KUTeg_010976
2_13710: KUTeg_010977
2_13711: KUTeg_010978
2_13712: KUTeg_010979
2_13713: KUTeg_010980
2_13714: KUTeg_010981
2_13715: KUTeg_010982
2_13716: KUTeg_010984
2_13717: KUTeg_010985
2_13718: KUTeg_010986
2_13719: KUTeg_010987
2_13720: KUTeg_010988
2_13721: KUTeg_010989
2_13722: KUTeg_010990
2_13723: KUTeg_010991
2_13724: KUTeg_010992
2_13725: KUTeg_010993
2_13726: KUTeg_010994
2_13727: KUTeg_010995
2_13728: KUTeg_010996
2_13729: KUTeg_010997
2_13730: KUTeg_010998
2_13731: KUTeg_010999
2_13732: KUTeg_011000
2_13733: KUTeg_011001
2_13734: KUTeg_011002
2_13735: KUTeg_011003
2_13736: KUTeg_011004
2_13737: KUTeg_011005
2_13738: KUTeg_011006
2_13739: KUTeg_011007
2_13740: KUTeg_011008
2_13741: KUTeg_011009
2_13742: KUTeg_011010
2_13743: KUTeg_011011
2_13744: KUTeg_011012
2_13745: KUTeg_011013
2_13746: KUTeg_011014
2_13747: KUTeg_011015
2_13748: KUTeg_011016
2_13749: KUTeg_011017
2_13750: KUTeg_011018
2_13751: KUTeg_011019
2_13752: KUTeg_011020
2_13753: KUTeg_011021
2_13754: KUTeg_011022
2_13755: KUTeg_011023
2_13756: KUTeg_011024
2_13757: KUTeg_011025
2_13758: KUTeg_011026
2_13759: KUTeg_011027
2_13760: KUTeg_011028
2_13761: KUTeg_011029
2_13762: KUTeg_011030
2_13763: KUTeg_011032
2_13764: KUTeg_011033
2_13765: KUTeg_011034
2_13766: KUTeg_011035
2_13767: KUTeg_011036
2_13768: KUTeg_011037
2_13769: KUTeg_011038
2_13770: KUTeg_011039
2_13771: KUTeg_011040
2_13772: KUTeg_011041
2_13773: KUTeg_011042
2_13774: KUTeg_011043
2_13775: KUTeg_011044
2_13776: KUTeg_011045
2_13777: KUTeg_011046
2_13778: KUTeg_011047
2_13779: KUTeg_011048
2_13780: KUTeg_011049
2_13781: KUTeg_011050
2_13782: KUTeg_011051
2_13783: KUTeg_011052
2_13784: KUTeg_011053
2_13785: KUTeg_011054
2_13786: KUTeg_011055
2_13787: KUTeg_011056
2_13788: KUTeg_011057
2_13789: KUTeg_011058
2_13790: KUTeg_011059
2_13791: KUTeg_011060
2_13792: KUTeg_011061
2_13793: KUTeg_011062
2_13794: KUTeg_011063
2_13795: KUTeg_011064
2_13796: KUTeg_011065
2_13797: KUTeg_011066
2_13798: KUTeg_011067
2_13799: KUTeg_011068
2_13800: KUTeg_011069
2_13801: KUTeg_011070
2_13802: KUTeg_011071
2_13803: KUTeg_011072
2_13804: KUTeg_011073
2_13805: KUTeg_011074
2_13806: KUTeg_011075
2_13807: KUTeg_011076
2_13808: KUTeg_011077
2_13809: KUTeg_011078
2_13810: KUTeg_011079
2_13811: KUTeg_011080
2_13812: KUTeg_011081
2_13813: KUTeg_011082
2_13814: KUTeg_011083
2_13815: KUTeg_011084
2_13816: KUTeg_011085
2_13817: KUTeg_011086
2_13818: KUTeg_011087
2_13819: KUTeg_011088
2_13820: KUTeg_011089
2_13821: KUTeg_011090
2_13822: KUTeg_011091
2_13823: KUTeg_011092
2_13824: KUTeg_011093
2_13825: KUTeg_011094
2_13826: KUTeg_011095
2_13827: KUTeg_011096
2_13828: KUTeg_011097
2_13829: KUTeg_011098
2_13830: KUTeg_011099
2_13831: KUTeg_011100
2_13832: KUTeg_011101
2_13833: KUTeg_011102
2_13834: KUTeg_011103
2_13835: KUTeg_011104
2_13836: KUTeg_011105
2_13837: KUTeg_011106
2_13838: KUTeg_011107
2_13839: KUTeg_011108
2_13840: KUTeg_011109
2_13841: KUTeg_011110
2_13842: KUTeg_011111
2_13843: KUTeg_011112
2_13844: KUTeg_011113
2_13845: KUTeg_011114
2_13846: KUTeg_011115
2_13847: KUTeg_011116
2_13848: KUTeg_011118
2_13849: KUTeg_011119
2_13850: KUTeg_011120
2_13851: KUTeg_011121
2_13852: KUTeg_011122
2_13853: KUTeg_011123
2_13854: KUTeg_011124
2_13855: KUTeg_011125
2_13856: KUTeg_011126
2_13857: KUTeg_011127
2_13858: KUTeg_010675
2_13859: KUTeg_010673
2_13860: KUTeg_010674
2_13861: KUTeg_010670
2_13862: KUTeg_010671
2_13863: KUTeg_010672
2_13864: KUTeg_010660
2_13865: KUTeg_010661
2_13866: KUTeg_010662
2_13867: KUTeg_010663
2_13868: KUTeg_010664
2_13869: KUTeg_010665
2_13870: KUTeg_010666
2_13871: KUTeg_010667
2_13872: KUTeg_010668
2_13873: KUTeg_010657
2_13874: KUTeg_010658
2_13875: KUTeg_010659
2_13876: KUTeg_010647
2_13877: KUTeg_010648
2_13878: KUTeg_010650
2_13879: KUTeg_010651
2_13880: KUTeg_010652
2_13881: KUTeg_010653
2_13882: KUTeg_010654
2_13883: KUTeg_010656
2_13884: KUTeg_010645
2_13885: KUTeg_010646
2_13886: KUTeg_010644
2_13887: KUTeg_010640
2_13888: KUTeg_010622
2_13889: KUTeg_010623
2_13890: KUTeg_010624
2_13891: KUTeg_010625
2_13892: KUTeg_010626
2_13893: KUTeg_010627
2_13894: KUTeg_010628
2_13895: KUTeg_010629
2_13896: KUTeg_010630
2_13897: KUTeg_010631
2_13898: KUTeg_010632
2_13899: KUTeg_010633
2_13900: KUTeg_010634
2_13901: KUTeg_010635
2_13902: KUTeg_010636
2_13903: KUTeg_010637
2_13904: KUTeg_010638
2_13905: KUTeg_010639
2_13906: KUTeg_010620
2_13907: KUTeg_010621
2_13908: KUTeg_010614
2_13909: KUTeg_010615
2_13910: KUTeg_010616
2_13911: KUTeg_010617
2_13912: KUTeg_010618
2_13913: KUTeg_010619
2_13914: KUTeg_010613
2_13915: KUTeg_010612
2_13916: KUTeg_010610
2_13917: KUTeg_010611
2_13918: KUTeg_010607
2_13919: KUTeg_010608
2_13920: KUTeg_010604
2_13921: KUTeg_010605
2_13922: KUTeg_010606
2_13923: KUTeg_010601
2_13924: KUTeg_010602
2_13925: KUTeg_010603
2_13926: KUTeg_010600
2_13927: KUTeg_010596
2_13928: KUTeg_010597
2_13929: KUTeg_010598
2_13930: KUTeg_010595
2_13931: KUTeg_010593
2_13932: KUTeg_010594
2_13933: KUTeg_010592
2_13934: KUTeg_010590
2_13935: KUTeg_010591
2_13936: KUTeg_010589
2_13937: KUTeg_010586
2_13938: KUTeg_010587
2_13939: KUTeg_010588
2_13940: KUTeg_010585
2_13941: KUTeg_010584
2_13942: KUTeg_010583
2_13943: KUTeg_010580
2_13944: KUTeg_010581
2_13945: KUTeg_010582
2_13946: KUTeg_010579
2_13947: KUTeg_010576
2_13948: KUTeg_010577
2_13949: KUTeg_010574
2_13950: KUTeg_010575
2_13951: KUTeg_010572
2_13952: KUTeg_010573
2_13953: KUTeg_010570
2_13954: KUTeg_010571
2_13955: KUTeg_010569
2_13956: KUTeg_010567
2_13957: KUTeg_010568
2_13958: KUTeg_010566
2_13959: KUTeg_010560
2_13960: KUTeg_010561
2_13961: KUTeg_010562
2_13962: KUTeg_010563
2_13963: KUTeg_010564
2_13964: KUTeg_010565
2_13965: KUTeg_010557
2_13966: KUTeg_010558
2_13967: KUTeg_010559
2_13968: KUTeg_010553
2_13969: KUTeg_010554
2_13970: KUTeg_010555
2_13971: KUTeg_010556
2_13972: KUTeg_010551
2_13973: KUTeg_010546
2_13974: KUTeg_010547
2_13975: KUTeg_010548
2_13976: KUTeg_010549
2_13977: KUTeg_010550
2_13978: KUTeg_010543
2_13979: KUTeg_010542
2_13980: KUTeg_010541
2_13981: KUTeg_010540
2_13982: KUTeg_010516
2_13983: KUTeg_010517
2_13984: KUTeg_010518
2_13985: KUTeg_010519
2_13986: KUTeg_010520
2_13987: KUTeg_010521
2_13988: KUTeg_010522
2_13989: KUTeg_010523
2_13990: KUTeg_010524
2_13991: KUTeg_010525
2_13992: KUTeg_010526
2_13993: KUTeg_010527
2_13994: KUTeg_010529
2_13995: KUTeg_010530
2_13996: KUTeg_010531
2_13997: KUTeg_010532
2_13998: KUTeg_010533
2_13999: KUTeg_010535
2_14000: KUTeg_010536
2_14001: KUTeg_010537
2_14002: KUTeg_010538
2_14003: KUTeg_010514
2_14004: KUTeg_010515
2_14005: KUTeg_010513
2_14006: KUTeg_010512
2_14007: KUTeg_010506
2_14008: KUTeg_010507
2_14009: KUTeg_010508
2_14010: KUTeg_010509
2_14011: KUTeg_010496
2_14012: KUTeg_010497
2_14013: KUTeg_010498
2_14014: KUTeg_010499
2_14015: KUTeg_010500
2_14016: KUTeg_010501
2_14017: KUTeg_010502
2_14018: KUTeg_010503
2_14019: KUTeg_010504
2_14020: KUTeg_010505
2_14021: KUTeg_009326
2_14022: KUTeg_009327
2_14023: KUTeg_009328
2_14024: KUTeg_009329
2_14025: KUTeg_009330
2_14026: KUTeg_009331
2_14027: KUTeg_009332
2_14028: KUTeg_009333
2_14029: KUTeg_009334
2_14030: KUTeg_009335
2_14031: KUTeg_009336
2_14032: KUTeg_009337
2_14033: KUTeg_009338
2_14034: KUTeg_009339
2_14035: KUTeg_009340
2_14036: KUTeg_009341
2_14037: KUTeg_009342
2_14038: KUTeg_009343
2_14039: KUTeg_009346
2_14040: KUTeg_009347
2_14041: KUTeg_009348
2_14042: KUTeg_009349
2_14043: KUTeg_009350
2_14044: KUTeg_009351
2_14045: KUTeg_009352
2_14046: KUTeg_009353
2_14047: KUTeg_009354
2_14048: KUTeg_009355
2_14049: KUTeg_009356
2_14050: KUTeg_009357
2_14051: KUTeg_009358
2_14052: KUTeg_009359
2_14053: KUTeg_009360
2_14054: KUTeg_009361
2_14055: KUTeg_009362
2_14056: KUTeg_009363
2_14057: KUTeg_009364
2_14058: KUTeg_009365
2_14059: KUTeg_009366
2_14060: KUTeg_009367
2_14061: KUTeg_009368
2_14062: KUTeg_009369
2_14063: KUTeg_009370
2_14064: KUTeg_009371
2_14065: KUTeg_009372
2_14066: KUTeg_009373
2_14067: KUTeg_009374
2_14068: KUTeg_009375
2_14069: KUTeg_009376
2_14070: KUTeg_009377
2_14071: KUTeg_009378
2_14072: KUTeg_009379
2_14073: KUTeg_009380
2_14074: KUTeg_009381
2_14075: KUTeg_009382
2_14076: KUTeg_009383
